InsDel1a	InsDel1b	InsDel1c	InsDel2b	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_N	InsDel_O	InsDel_P	InsDel15	InsDel16	InsDel_M	InsDel23	InsDel2c	InsDel2a	InsDel_N_beta	InsDel_D	InsDel_N_alpha
A[Del(T):R4]C	0.000489572024678181	0.00658702091694769	0.00101071332130648	0.00375214424167656	0.00323772207186057	0.000973004719248462	0.000487960429063427	0.0100709050206069	0.00463819475333886	0.00283268533091557	0.00183014815411665	0.00108494097478519	0.00241551109762055	0.00488652737654473	0.00268456556043083	0.000190331497725022	0.000593488234935903	0.00133444572417715	0.00228865824612313	0.000433365718424927	0.0905518780649089	0.00140580542160074	0.000889553639738231	0.00102781901690859	0.00141409899008675	0.00114047081699437	0.00387324139237294	0.0015571870875127	0.00111125352947074	0.00078370141227904	0.00196882447837941	0.00217208278333071	1.01312332412517e-05	0.0010255708861745	0.0277054186278239	0.000203922238636213	0.00935911736005558	0.000871824886053201	0.00202604806887504	0.0163170163170163	0	0.000107190773970983	0.00111925479293786	0.00168360700744021	0.00141844485557815	0.00200838158662694	0.00069389394896964	0.00444053005417314
A[Del(T):R4]G	0.000351452357505218	0.00276481464632416	0.000560927609604234	0.0034783501686004	0.00436080956411603	0.00325538500584566	0.000591286080973274	0.00996301541058109	0.00463777838486661	0.0029165414389897	0.00165253377770205	0.000934502386265006	0.00247485567913365	0.00799976882382596	0.00132537134671353	2.36466617356138e-06	0.0029139537848058	0.00152587167738319	0.00162103179151476	3.35249395377715e-06	0.0431981199619795	0.00168316030707552	0.000918484065142061	0.000697362637175729	0.00101905530907908	0.000845800458314081	0.00257674661445526	0.00330293979890389	0.000561736842637811	0.000828478411966964	0.000392084670357184	0.000914323832134106	2.36395442295873e-05	0.000958636357887581	0.0164546420898562	0.000171192577525478	0.00683312306106271	0.000308060040824332	0.00174566647423342	0.0157685451803099	0	0.00326515007601612	0.000613784886449796	0.000518270285464214	0.0010327114772725	0.00182006963035376	0.000248078658701945	0.00384430390689639
A[Del(T):R5]A	0.00262401335885104	0.0117626749632777	0.00279932548630809	0.0251656220490989	0.00588766806452355	0.00173560326007718	0.00156338364153414	0.0104839123744571	0.00533465952254562	0.00565453725711771	0.00259204409837363	0.00949395098164872	0.00378779799055439	0.0113729521459213	0.00226714980676143	0.000572731798935234	0.00577073970729765	0.0100732201781081	0.00137270951012609	0.000183213794573921	0.0261178359799347	0.0017897876726096	0.00120356942940858	0.000828373340195507	0.00220941163107001	0.000409143347680862	0.00388675383929691	0.0277853812303535	0.00051288624437111	0.00192186623699221	0.000661630845229764	0.00221249931041144	5.40332439533423e-05	0.00430818909126046	0.0645723894592475	0.000965383193143176	0.0572880726688501	0.00217505026664091	0.0107241226627788	0.00548471136706431	0	0.000205448983444385	0.00115535978625844	0.00419626151607294	0.0083122697601397	0.00749551213431918	0.00173502213851349	0.0494284169794637
A[Del(T):R5]C	0.0010630734530442	0.00601152012020072	0.00215792037804355	0.0109758712146548	0.00235146689063415	0.00070374825106084	0.00113307633136296	0.00564147949969114	0.00292823518020582	0.00215611420639694	0.00118838816473813	0.00362297371495343	0.00195691962297679	0.00471621046989171	0.00131289889383634	0.000576930287855639	0.00326602552836758	0.00121406789861297	0.00156928175169839	0.000202602384606599	0.0199676699798466	0.000781777103481334	0.000991564471993695	0.0008231956941595	0.00029146790105803	0.00155537109995342	0.00126722947836214	0.0115477858408168	0.000334898323950085	0.000625781086149146	0.000305906924785063	0.000724505231538023	0.00344124222427849	0.000979700640081393	0.0202302693053498	0.000722491669960904	0.0155153546854921	0.00161907563662727	0.00618704775776119	0.011517893870835	0	0.000202471461945191	0.000794309853052677	0.00537025853149822	0.00353781888687703	0.00513039331765094	0.00127481102308712	0.00680641823868862
A[Del(T):R5]G	0.000388167324404605	0.00222436447660509	0.00124919076551546	0.0138841126470904	0.00332309320106147	0.00158610582611339	0.0022759110431561	0.0067115676677405	0.00365317651865019	0.00286829667666588	0.00290829760498292	0.00437681363053879	0.00131294231142074	0.00850845078699682	0.00288594370584378	2.75073412026528e-06	0.00212115752047568	0.00078181782115534	0.00254866698699552	0.000203105258699666	0.0353979207225029	0.00143556908960364	0.00108469766522221	0.000582210038440145	0.00153161207575432	0.00141964057070096	0.00201816212891939	0.013491566250403	0.000553870304994372	0.000374334793677792	0.00112466772370813	0.00153662877360874	0.00337707774708389	0.00200566538748805	0.0186925404968166	0.000574045356049647	0.0152076515560827	0.00141628053235891	0.0038563018608811	0.0122034827917181	0	0.00290129694881462	0.000902624833014406	0.00256214216452324	0.00395977204063841	0.00322093954992633	0.00112043531067399	0.00852048140570149
A[Del(T):R6]A	0.00427506052852514	0.009756180807315	0.003698061057255	0.048853510543352	0.0038175630954698	0.000987080376187221	0.00357637051380716	0.00387010022701139	0.00312927372420903	0.00167762216477715	0.00146365587448532	0.01715970466454	0.00180387356674612	0.00845401557118355	0.00236895403801508	0.000958606711665781	0.00274977899888032	0.00586371043156078	0.00110709726175766	0.000196065021396734	0.0118444167587853	0.00195165199453225	0.00103667566656434	0.00066280747776151	0.00368812199464133	0.00143085184281957	0.00236292789473603	5.81241708012552e-05	0.00110801083456428	0.00147757171120789	0.000713879112482359	0.00225784673808493	5.06561662062584e-05	0.00175037401864915	0.0570240601477367	0.00318322898130376	0.0683066970101525	0.0064133570531063	0.0238398741393181	0.00342794460441519	0	0.00192526540137883	0.00057767989312922	0.0076371426965021	0.0174548629099022	0.01475918792419	0.00510996507960897	0.0451622733357539
A[Del(T):R6]C	0.00212836385784103	0.00542744583065865	0.00231983391366296	0.0115158136204979	0.00143611573578796	0.000628595735325795	0.001155063742997	0.00252037533039789	0.00169750054730961	0.000733393721138629	0.000374378969995739	0.00459051801474529	0.000979402387433645	0.00401936048783315	0.00254501916708527	0.000579825797455918	0.00181524436577127	0.00101523854832663	0.00123504901046403	6.92848750447279e-06	0.0103204310687231	0.000426240472818663	0.00024970540776779	0.00132363894568319	0.000889992371383269	0.00318750385860289	0.0010527573069782	0.00347460886150294	0.000337750694469653	0.000864133743332696	0.000672138271470611	0.00134858023989211	1.01312332412517e-05	0.00361952637369936	0.022572678981073	0.0025057476858513	0.0191378307931926	0.00268001423474699	0.0104392722595409	0.00767859591389003	0	0.000210808522142934	0.000613784886449796	0.0108196643243572	0.00672096655842934	0.00841646777175308	0.00212595334536375	0.0108431575914364
A[Del(T):R6]G	0.00134405124528043	0.00268421915770654	0.000778260722795037	0.0226772094556751	0.00227424559006283	0.00102126110277241	0.000743017164521891	0.0033905160937682	0.00191954968498935	0.00242616043014595	0.000980559988617617	0.00773754407854665	0.00146177505317613	0.00633040263196457	0.0037168126109664	0.0011634157573922	0.00103966114067034	0.000497863929047569	0.00247006805564732	5.25224052758421e-06	0.0117878349268569	0.00138842871167768	0.00149625778051742	0.000472053743065394	0.00163102312918645	0.00123195388968694	0.000921483535048417	0.00127467658292055	0.000429747149963921	0.00125670032723927	0.00125641375765121	0.00169656695950175	3.71478552179228e-05	0.00408101868502484	0.0215896178279402	0.0025472695436209	0.0279031906393707	0.0016918628609959	0.00860950740776953	0.00493624023035788	0	0.00229983760597743	0.00332165938549301	0.00523805423158413	0.00742355970686633	0.00646426967458598	0.00133998248457351	0.0178169235997614
A[Del(T):R7]A	0.0053773551418161	0.00937316161731206	0.00478246090699079	0.0447459913912793	0.00239697568150257	0.000364257287293663	0.00573870063396485	0.00157832399935864	0.00227451645034833	0.00253915006351097	0.00182647417828844	0.0238698196242569	0.00122644211692491	0.0053281993392193	0.00314380517301046	0.000570704942215039	0.00080174833048386	0.00197067308582139	0.000712394584015231	0.000644014088520591	0.00685729872447035	0.000910865077042912	0.000976692833308317	0.000524518054951983	0.00381120903405503	0.00118517217121089	0.00166518154217487	0.00298663617175287	0.00026288347456921	0.00133430378647149	0.0016593548981908	0.00120596342274798	0.0030393699723755	0.00249133275536872	0.0263964081612913	0.00393637989187186	0.0488856818938941	0.0082275900563087	0.0312836021342186	0.0017825311942959	0	0.000764627520993015	0.00129977975954074	0.00986162607960436	0.0223830299157079	0.0173863679536079	0.00655045817477826	0.0301494888414737
A[Del(T):R7]C	0.00604530586081277	0.00872133170684145	0.00408641205463978	0.0231831119897144	0.00231291628442454	0.000459869480415517	0.00384394613335355	0.00175497941263559	0.00172306253724148	0.00265626194625927	0.00126517509264883	0.0128848667539201	0.00114370280045063	0.00594496594343028	0.00144828780288951	0.000182031036870888	0.0013422474054397	0.000899882085131929	0.00138103985816833	0.000205843128761917	0.00580460483352798	0.00166076694637745	0.00070962603590761	0.00106598227023921	0.00100481291293021	0.00266965958712153	0.00187351593542236	5.947589570361e-05	0.000449173294449818	0.00126669952314689	0.00242522952196807	0.00207708919413364	3.37707774708389e-06	0.00749851612780785	0.0226541663094229	0.00490057188417739	0.028951108247581	0.0068342781834011	0.0226302997450277	0.00411353352529823	0	0.00016316817815583	0.000830414846373253	0.0294099006513301	0.0166350023638103	0.0165130536809936	0.00542627214459757	0.01490804014339
A[Del(T):R7]G	0.00263991143803487	0.00445617328266362	0.00282520072458364	0.0308668557945816	0.00100261136305503	0.000458224014010448	0.00250258980101282	0.00121133150370824	0.000920607549163959	0.00168092218652063	0.00066956334991672	0.0175718698442	0.000388294160646819	0.00409750928342181	0.000804105099990312	1.30297932012566e-06	0.000418320247485896	0.000394083573563332	0.00272306492082948	0.000214336113444819	0.0053412786154433	0.000786605461733949	0.000353082834332688	0.000497347919654339	0.000502706704190788	0.0011272245703819	0.000394941518643139	0.00326509150163795	0.000698050128520309	0.00079994721902502	0.00154113732598279	0.00190277975095749	0.0105634991928784	0.00889025761339961	0.0233445205069401	0.00417121662843763	0.0364694560027428	0.00496857708572512	0.0184591177443194	0.00137117784176608	0	0.00266607275037829	0.000361049933205762	0.010493021332421	0.0155364600287137	0.0117938090975746	0.0039374316245731	0.0261427336724951
A[Del(T):R8]A	0.00662938672586169	0.0174770737934552	0.00620358837656123	0.00697109099421874	0.00088646995426766	0.000459922455352342	0.0104249592484098	0.000280661584825281	0.000828327147235685	0.00180471189104613	0.00138960151816568	0.0356076726991718	0.00207222493835954	0.00283560860777045	0.00252777210334103	0.000753556373472673	0.000897810268367032	0.00119384135300236	0.000466169872277486	6.81673770601355e-06	0.00493423559618019	0.00149512332454119	0.000472110273253092	0.00109081996354237	0.0031453273763668	0.00135732798740743	0.000806896118128378	0.00108137992188382	0.000669871710282264	0.000632189346805876	0.00212118817687068	0.000699597861877214	0	0.00330100933650968	0.00391118375230036	0.00477342537572034	0.0253086896513742	0.0105596090010586	0.0494619932655856	0	0	0.00016852771685438	0	0.0140136539376316	0.0372084483937746	0.0280884415182505	0.0084311404809552	0.0285288400154143
A[Del(T):R8]C	0.00447713661655857	0.00723172080116304	0.0049179184325109	0.00140703016250182	0.000848900837762662	0.00020171126149283	0.00286773542234264	0.000514956253346334	0.000993520917174583	0.00111389622822737	0.000661587795435525	0.0218511969955635	0.00122058872030489	0.00403817568824654	0.00178798891528073	0.000765669255300508	0.000354884331671126	0.0005585954394576	0.00321584396239297	0.000420011617509048	0.00196810187645381	0.00121883094687131	0.000286783159184588	0.00159353312510358	0.00302919930440157	0.00334545267814709	0.0011760729711341	0.00124764208487345	0.00124334830947956	0.000981953368091739	0.00205160807251978	0.00179324632667924	0.00302586166138717	0.0035379423956942	0.00401444697008649	0.0108320146456441	0.00788256446475983	0.00881418494505978	0.0351068709562626	0	0	0.000304898201517464	0.00111925479293786	0.0437086659788865	0.0267360056382345	0.0179728228500582	0.00705207896799538	0.00774915148900728
A[Del(T):R8]G	0.00230560430141316	0.00219160127840847	0.00329930471179986	0.00332652761103158	0.000703797399832856	0.000182554875664045	0.00207279318401833	0.000372044421456178	0.000490483746010708	0.00047119199352058	0.000609235722636263	0.0206931370301937	0.000556996403328134	0.00155015770283244	0.000685768372605175	0.00077951944288851	0.00057111610551757	0.00018005111497899	0.00106604482716101	5.02874093066573e-06	0.00204876328808386	0.000480737708583563	0.000265901848887695	0.00114474127002605	0.000556969216549856	0.00105335272676634	0.000280260751485284	0.003215753542702	0.000425528644090244	0.000712944977496267	0.00127934233381251	0.00214974622509005	3.37707774708389e-06	0.00578272166659667	0.00474722190027852	0.00314255798127534	0.00707501203329954	0.00669919696049644	0.0224812025464567	0	0	0.00085633518316819	0.000722099866411525	0.0103079119614398	0.0198571785806961	0.0102544354163614	0.00531946336049487	0.00938408357107379
A[Del(T):R(9,)]A	0.00464152792763966	0.00691765042015586	0	0.00912002821379517	0.00100784443522126	0.000270984640361408	0.0155049484995607	2.28459791409331e-05	0.000434137460369539	0.00120451904755328	0.00126949333332371	0.0550921221449499	0.00134068232148952	0.00221892207732846	0.00165021811418505	0	0.000711086561770631	0.00155375268819257	0.0013653080857864	0.000426828355215061	0.00288524071507466	0.000676898168512258	0.000123176327301719	0.00378163260334194	0.00508916989407144	0.00284733782480699	0.000392327711984271	3.31172601076919e-05	0.000471631959172309	0.00178987916029478	0.00442209787565237	0.00409968561504999	0.00280635160782672	0.00806058528100022	0.00356926978682444	0.00645715939781735	0.00747996191675088	0	0	0	0	0.000905166535754971	0.000252734953244034	0.0192067072606911	0.0548253051230636	0.0308632163641684	0.0142359317692956	0.0137418062532248
A[Del(T):R(9,)]C	0.00409360226193324	0.00222815939670176	0	0.000900879901972376	0.000764984622712124	0.000261397798477738	0.00794754524075574	0.000110239543876457	0.000417007353426275	0.000898939256344211	0.00128260356755272	0.03360539751671	0.000959174707648524	0.00233605505426505	0.00182641316463937	0	0.000369107991538385	0.000496708185725337	0.00093974116889466	0.000202770009304288	0.0021095747399346	0.000845379627650192	0.000257348096891265	0.00124143443506804	0.00326460320674644	0.00328483464610496	0.000642833075165471	0.00115099375435509	0.000436788001404327	0.000924059640284816	0.00427719649591176	0.00130753154606871	3.37707774708389e-06	0.00457858941458844	0.00533268781363375	0.0113412813656652	0.00238169727718656	0	0	0	0	0.00329194776950887	0.00173303967938766	0.0361191613827726	0.0389739686350904	0.0268659450288759	0.00996532568218352	0.00386936885490699
A[Del(T):R(9,)]G	0.00167049441336751	0.00103941231727693	0	0.00178874290291757	0.000386085718368711	5.34917127398071e-05	0.00501045216401196	7.54981045494037e-05	0.000101696735069888	0.000420547215383319	0.00082629743589117	0.0293313847450635	0.000256248696476379	0.000333705830812565	0.00125343820702947	0	0.000421277482983721	7.03903706703303e-05	0.00110344149750891	0.000204446256281177	0.000456341860115048	0.000134050826473041	0.000138045876393352	0.000736288780381214	0.00364242138516944	0.000794820186514263	0.000184226694331321	0.00127535244537173	0.000332886652109969	0.000952475369070783	0.0012657657280855	0.00123226155924264	1.35083109883356e-05	0.0170642019919955	0.00404078604590604	0.00249085767538064	0.00127562887163023	0	0	0	0	0.0877076597931575	0.000397154926526339	0.0111684649170808	0.0252540657127248	0.0116663080162062	0.00645881487214919	0.00370353677240737
C[Del(T):R1]A	0.0007298467188499	5.68830584429801e-05	0.000916168434611122	0.000291146187680742	0.0101041686200236	0.00797015600499413	0.00136516567638889	0.00772154785408317	0.0069504726212857	0.00669519966948227	0.00129165382244625	2.92577314522064e-05	0.00376970995816499	0.0076487809383637	0.00151095321717178	0.000189945429778318	0.0067409701014973	0.00923963460085522	0.00509601550163903	0.00431566546669733	0.000375064898611592	0.00487750260095858	0.00293812552543814	0.000493339621213421	0.00329644399378445	0.00232835880918407	0.00398752542102007	0.0261403320241878	0.000796531973827489	9.64125702408873e-05	0.00264876207654425	0.00100586157647129	0.0185063860540197	0.000538134789612386	0.000148804077902562	0.000142773928970055	0.000117440742774258	0.000260431607586733	0.00098093897448278	0.000685588920883039	0	0.00329968932540677	0.05827345921941	0.000117365230868838	0.00053543970815939	0.00197787743803866	0.000208858707328398	5.08060601046885e-05
C[Del(T):R1]C	0.000687583417594939	8.39480560649854e-05	0.000480554261514142	0.000207054304574315	0.00324439620185193	0.00221921956676558	0.00132769183923484	0.00694903409900024	0.00614166590687849	0.00531502390899087	0.00151832396832822	0.000243326763189044	0.00424867049898566	0.00850074982571998	0.00233808688250044	0.000190283239231684	0.0066092927621838	0.00209702674759388	0.00340840085634779	0.00106760169958033	0.000495304338736193	0.00520295277643713	0.00339398607293082	0.00167746977092643	0.0078949848905659	0.000629465270206145	0.00920669054223466	0.0010340695503014	0.00256684823055897	0.000960188374690054	0.000868409290610917	0.00272417507192056	0.00334668404736014	0.00202612429038058	0.000167212829808034	0.000128649690466462	0.000241164059820798	0.000390647411380099	0.0011460272788734	0.00438776909365145	0	0.0119749959654584	0.000830414846373253	0.00037308759157936	0.00125520079718613	0.00123858399694101	0.000308740584596465	5.23558395481324e-05
C[Del(T):R1]G	0.000533170941532382	3.8409014904863e-05	0.000837728933125673	0.00024088023077299	0.00990770209381083	0.00426673384926532	0.00138787081897394	0.00940741048529598	0.0107421784706277	0.00740811547791643	0.000936297327449177	4.21636100561148e-05	0.00441762723717219	0.00838631693627391	0.00171494061704949	0.000383703280530338	0.0128431773354643	0.00256144051847683	0.00184049750756286	0.00221990974639277	0.000237583967478196	0.00737623851928374	0.00332946673165373	0.000996296657406768	0.00524173448035971	0.00113161981269021	0.0113027767821716	0.00223913230075068	0.000919093831310387	0.000203043718285749	0.00179868361086439	0.00392689337205622	0.00312717399379969	0.000199304724060602	2.20879021803646e-05	0.000135796895492377	5.28446357156812e-05	0.000271437712357004	0.000380490136153551	0.00589606471959413	0	0.00155367071827942	0.0146225222948334	0.000142291605123696	0.000226557366668962	0.00150854210056431	0.000214918395779977	1.39835278105059e-05
C[Del(T):R2]A	0.00043597045290941	8.63751752065717e-05	0.000505959939591751	0.000280032276509606	0.0068344776964432	0.00798389543325222	0.000645571385403067	0.00580768224305057	0.00552073240138033	0.00448342954081909	0.0008599269500859	9.28154654936306e-05	0.00194227199278756	0.00432346571537378	0.00327728856842961	2.75073412026528e-06	0.00126587358432195	0.0222881510040691	0.00194145053833376	0.000196176771195193	0.000920984501691382	0.00334051108911825	0.00109181586631561	0.000759750770631331	0.00208732218893842	0.0017538983699998	0.00563427029122614	0.0280374779246427	0.00103893843056149	8.34805847714509e-05	0.00153564891090166	0.00186286895727088	0.00362022734487393	0.000348877173835016	0.00120786633530047	3.86856652989979e-05	0.000347982616580538	8.35854052452628e-06	0.000613096223834458	0.00342794460441519	0	0.000233437685536808	0.0108676029894934	0.000160614806778549	0.000540720838222651	0.000595579657551327	7.43639763467487e-06	4.64422448432222e-05
C[Del(T):R2]C	0.000516799867270095	0.000217183509950001	0.00030980116690546	0.000575828966027915	0.00480557220110775	0.00488605572728318	0.00125404160164588	0.00802657596348217	0.00582002884772717	0.00442892918172228	0.000430271722448038	5.22184076675421e-05	0.00250421691982827	0.0043987457347319	0.00127566559049897	3.08854357363119e-06	0.00314153234268194	0.00258012953122968	0.00040749785261307	0.000893383763782382	0.00134540918668693	0.0035678743098995	0.00114171014096927	0.00218368472207722	0.00183609716853223	0.000898793009724931	0.00936344892908841	0.00286633265544329	0.00199565352777733	0.000165771888736338	0.00202627229676149	0.00167372466786697	1.68853887354195e-05	0.000432131415213573	0.0015533164452102	4.64568326684447e-05	0.000522888695300562	0.000135538655470677	0.000375761742352038	0.0172768408062526	0	0.00335090269519291	0.000830414846373253	0.0003356998834591	0.000397761782165271	0.00108834564806918	0.000106657020885665	9.29384691721005e-05
C[Del(T):R2]G	8.99030933297947e-05	7.62068847021323e-05	0.000211017881581391	0.000548151160902634	0.00597264890723015	0.00893127433765223	0.000970993359097758	0.0056208668216546	0.00541971669004643	0.00393620371298669	0.000702015414564087	4.8250249346477e-05	0.00195894616125908	0.00411465894944009	0.00221982594258939	1.9303397335195e-06	0.00211529126527619	0.000843985192209867	0.00026129724794367	0.000646025584892858	0.000162742854156178	0.00267985987539473	0.00155670972756927	0.000773707903424045	0.00367893538277653	0.000473150482225788	0.00334023487199885	7.63724569830446e-05	0.00084305563824928	0.000441500293209678	0.00101455037814398	0.000402015903882334	0	0.000379467062865781	0.000584815886804897	3.3438709228386e-05	0.000416341364274712	0.000133293077419311	0.000238529230604192	0.0141231317701906	0	0.000132797458864052	0.00704047369751237	0.000110802830033414	0.000320425712868481	0.000569380277524673	0.000106559458817571	7.01932185319319e-05
C[Del(T):R3]A	0.000531760463402738	0.000214890260689126	0.0005534905527851	0.000155234426955705	0.00322727440262842	0.00378815610774172	0.000612486749064848	0.00806802594558509	0.00440803064470607	0.00443878480221542	0.00197009803003388	0.000137857697896481	0.00324987932435817	0.00965090275231224	0.00425029146779853	0.000192406612938556	0.00218795247008961	0.00603733752261584	0.0030744677679207	0.000651948324211197	0.00152724018147215	0.00316609841552515	0.00107039753042617	0.000890849018390849	0.00154318129860357	0.00103199684202218	0.00394852835917213	7.56965945318672e-05	0.00073708256720913	0.000672243862514335	0.00343145098950648	0.00135443831837409	0.00337707774708389	0.000673765281141138	0.0026943860521983	4.36490021225497e-05	0.000922192152110019	0.000187297843395355	0.00116928348455066	0.00836418483477307	0	0.00194551254757335	0.00415207423186627	0.000165505565266175	0.000656709879047289	0.00113166779879512	0.000150494910148967	9.99572228201816e-05
C[Del(T):R3]C	0.000179389338478935	0.000262507195215067	0.000291987006238409	0.000489698969525363	0.00268721719817529	0.00220292328696479	0.000819483115841762	0.00942733632604897	0.00475148069183671	0.00421870557436006	0.000609107980468389	0.000176543385737271	0.00299522358122927	0.00652121628817988	0.00109969790246689	3.18506056030717e-06	0.00216361956496076	0.00100595525277248	0.000814815913541775	0.000197461893877474	0.0010847146734663	0.00431374133946862	0.00122196934713292	0.00199558859555176	0.000781719167338285	0.000970819002870214	0.00611749779728445	5.20414087406587e-05	0.00072235532784231	0.000135635744026312	0.00176386346869398	0.00151838022697062	0.00725734007848329	0.000963216818143022	0.00198720916755845	0.000146489341106543	0.000959305695260096	0.000247970035560946	0.00072483089665181	0.0153571918277801	0	0.000135774980363246	0.00238292955915803	0.000497489658362376	0.000455938566336191	0.000472022206442351	0.000196229839625196	0.000217663752831776
C[Del(T):R3]G	0.000272222279021331	7.84477500966424e-05	0.000430202756605394	0.000552779142150189	0.00422467347800507	0.00480139583206971	0.00084064237637847	0.00832297432959044	0.00417762210923735	0.00453169652551155	0.00169796555740691	5.1326067789679e-05	0.00354504698161403	0.0104045570660961	0.0013452926256146	0.000193854367738695	0.0014466828199227	0.0011635658578234	0.000887361858183016	0.000645913835094398	0.000857948537921867	0.00323119383040721	0.00132460392312136	0.000914010855247574	0.00252472985549871	0.00054780908177949	0.00404950997893038	4.12276095218206e-05	0.000963335599316524	9.63894774096919e-05	0.00261104125885947	0.00066499726882895	1.01312332412517e-05	0.000363792844571286	0.0010629494161689	3.3325261529562e-05	0.000564711703466361	0.000321381031610517	0.000835874218492206	0.024132730015083	0	0.00160071555796669	0.00115535978625844	8.66807714980072e-05	0.000687498897442339	0.0012497503932435	0.000255655979323866	0.000179855384667979
C[Del(T):R4]A	0.000327901286008794	0.000315362516377525	0.000667240628102291	0.0049965644839936	0.00448829237511363	0.00463933631079074	0.000784604152126001	0.0064475327288549	0.00491247200589984	0.00397723731668588	0.00130408091377749	0.00154082419853538	0.00230706773511923	0.012791892429676	0.00273338352052045	0.000190476273205036	0.0056738098850836	0.0112423282090261	0.000865607064374862	5.41986522527307e-06	0.000311407290415461	0.00245349191508895	0.00119672914428331	0.00187495819738677	0.00138462628591742	0.000450001701737964	0.00348707479608457	0.0115025030565879	0.000609956916894924	0.000271213755974635	0.000835875988057642	0.00207279046028356	0.00335681528060139	0.00224510748859593	0.00540672583771684	0.000436518383150203	0.0058899429685266	0.000499849040322417	0.00163113945322112	0.00658165364047717	0	0.00147625515930038	0.000758204859732101	0.000906530533253575	0.00131108597861806	0.00164286147307736	0.000396069475769848	0.00274374458410858
C[Del(T):R4]C	0.000217931631688621	0.000292243770021696	0.000320211810767516	0.00552985205548803	0.00335397202186233	0.00343533978512062	0.000431715167036627	0.00713279439040379	0.00365488750650173	0.00357132353105393	0.000988838236496601	0.00181538726406631	0.00080700524704694	0.00769453295466711	0.00229004845071564	2.46118316023736e-06	0.00303934699868642	0.00111930524596251	0.00334586331546953	0.000419843992811359	0.000642725486142245	0.00289428470999488	0.00124279632799243	0.0010030188427796	0.00158207790719509	0.00207999357644036	0.00416449413436114	0.00716954888208971	0.000627371389540706	0.000577251501391967	0.00161515871359013	0.00065627336778024	0.00350878377922017	0.000777252319890067	0.00453921340417149	0.000236396642424595	0.00465525438858278	0.000694354912030797	0.00152002055594123	0.0220759632524338	0	0.000247134284433101	0.00184135465934939	0.0017156721470207	0.00108259450727105	0.00131597352750311	0.000553968262864125	0.00150191526530749
C[Del(T):R4]G	0.000225458718836445	7.05552475642899e-05	0.00040625695177474	0.0049438437827745	0.00564892127122362	0.00650851263070986	0.000807654357668273	0.00596030267113439	0.00451826377630821	0.00222947024528728	0.00171210605998986	0.00140754607702443	0.00183502570173672	0.0141191621273843	0.000813513573558261	3.04028508029321e-06	0.00316060972602933	0.000947966817177508	0.00220322723076907	7.2637368998505e-06	0.000913335837422723	0.00339241257796739	0.000995402010906959	0.000716772556615058	0.00316115333713337	0.000604644633349757	0.00187008531418259	4.86620964847718e-05	0.000837546059403588	0.000846733295026945	0.000461965674657707	0.00238411150881892	1.35083109883356e-05	0.0014760277892731	0.00196041507315366	0.00019498823235382	0.00267343753931232	0.000502233234302879	0.00159843434607364	0.0180995475113122	0	0.000129224433065019	0.00198577463263169	0.000620915056057488	0.00130721274822179	0.00142601477575695	0.00039676325047629	0.00110242871760684
C[Del(T):R5]A	0.000317612792341775	0.000656812198204905	0.000734076167327932	0.0145081018948599	0.00476735876547902	0.00282857675105445	0.000795715179348473	0.00353641933961347	0.00356381912453923	0.00341195581433109	0.00117596107340688	0.00340352861086601	0.00158128425727471	0.00697155650326076	0.00248423761287299	0.000189945429778318	0.00218438450117376	0.00367116367707478	0.00175968114544084	0.000208078124731102	0.000694389013636605	0.00165006117153321	0.00114425213176044	0.000449548491756712	0.00045730634244458	0.000518018265583069	0.00177113406209686	0.0054515065311968	0.0016581580454068	0.000380304290541809	0.00196693482669577	0.00150430398083405	1.01312332412517e-05	0.0012583574618316	0.00464039653699655	0.000337223284754461	0.0113579770481683	0.000509579878545	0.00229159781922114	0.00493624023035788	0	0.000221527599540032	0.00126367476622017	0.00177248204117746	0.0015623418419415	0.00196499202341794	0.000406118368783468	0.00418582785110456
C[Del(T):R5]C	0.000597535703467775	0.000238142876925666	0.00073231090342593	0.0142529999114941	0.00470460346845991	0.00186475129101245	0.000802961501450086	0.00366694434187722	0.00332539170314952	0.00166316651397492	0.000796019765101315	0.00429325426338319	0.00137412491602709	0.00441354443489249	0.000819500784010593	0.00019134492608512	0.00837419983676382	0.00094614086722497	0.00130822422600054	5.86686441911002e-06	0.000495011800182492	0.00196827553436577	0.000323959121507416	0.00133211202585081	0.00063060254992064	0.000307379493065764	0.00205790599266986	0.00580633431806492	0.000212531628660631	0.000655559291975643	0.000726492838370569	0.00336734151590298	1.01312332412517e-05	0.00148547316511831	0.00311869738319462	0.000234921822339883	0.00753478896601245	0.00118110474705358	0.00202367039983073	0.0211161387631976	0	0.000310257740216013	0.000974834819655558	0.00544156278796333	0.00219848152357182	0.00212334394614475	0.000930872212368514	0.00175987470418159
