Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP117655	426	0	332	34	0	0	0	20	432	0	0	179	0	0	41	0	0
SP117556	162	0	246	46	0	1	211	18	45	0	14	17	14	0	12	0	0
SP117627	51	0	24	0	0	2	253	11	76	0	3	0	24	0	1	12	0
SP117775	261	0	91	36	0	11	253	24	182	0	0	44	33	0	9	38	0
SP117332	2	0	0	0	0	1	52	13	11	0	6	18	9	18	0	24	0
SP117712	3	0	130	0	0	0	0	18	11	0	161	79	39	42	5	39	0
SP117017	23	0	190	0	0	4	0	6	27	0	0	52	40	0	0	43	0
SP117031	201	0	380	34	0	0	121	33	41	0	62	0	27	0	43	0	0
SP117759	473	0	509	106	0	1	0	16	315	0	0	0	3	0	29	90	0
SP117621	121	0	147	34	0	4	257	11	103	0	21	80	39	0	19	31	0
SP117425	104	0	128	6	0	0	0	16	140	0	16	14	16	0	58	92	0
SP117930	277	0	914	119	0	0	0	30	37	0	52	114	7	82	18	0	0
SP99287	6	0	48	0	0	0	0	7	19	0	42	44	0	0	0	0	0
SP99293	15	0	51	0	0	4	0	4	0	0	137	82	14	0	2	5	0
SP99289	6	53	107	16	0	3	1	23	72	0	11	328	69	0	18	18	0
SP99297	1	0	4	0	0	2	0	0	1	0	9	0	1	0	2	3	0
SP99301	664	0	0	579	0	0	0	0	0	0	0	0	0	0	0	34	0
SP99305	11	0	64	17	1	0	0	8	27	16	27	19	29	0	3	43	0
SP99309	21	0	166	33	0	0	36	0	109	0	91	12	14	0	10	0	0
SP99313	8	0	39	47	0	5	7	79	14	0	11	8	321	0	5	0	0
SP99317	0	0	2	0	0	0	0	0	4	0	25	0	3	0	0	3	0
SP99321	36	0	2	16	60	0	43	2	12	0	44	0	22	0	0	9	0
SP99325	83871	25016	6013	11172	0	0	0	0	0	0	0	0	0	0	0	0	0
SP99329	0	0	0	19	0	1	0	350	59	0	51	7	19	14	0	0	0
SP99333	10	0	72	0	34	1	22	7	0	0	71	1	14	0	0	18	0
SP99337	15	26	152	12	0	0	129	10	23	0	30	28	5	0	10	0	0
SP99341	0	0	54	16	0	0	173	0	0	0	37	0	18	21	5	10	0
SP99345	0	0	0	0	0	1	13	6	13	0	0	13	9	0	0	0	0
SP99113	3	0	0	0	0	0	0	1	6	0	43	15	7	0	0	4	0
