MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	0.001758784051053226	0.0005763755468069575	0.00843841714435257	0.002597466494917171	0.0031610604310480994	0.00042051801432535285	0.000464773370695184	0.008357854884088738	0.0004745759953038942	0.006048653168254532	0.021774022963363678	0.1306041906028986	0.006664241301550646	0.016128086075186728	0.005342844207094053	0.08607215473428369	0.04269151208922267	0.046933731772005556	0.002560611458029598
1:Del:C:1	0.00031553495929983913	0.0005920716494074441	0.0005846599197684555	0.0012154652042892166	0.0012368538255395833	0.00048046842684016153	7.82115502738634e-05	0.0015794102381914855	0.00045214247353214887	0.0016978935357474256	0.0031051251376629807	0.18405664056539536	0.006688047673960682	0.012150207227095962	0.0021304788353154434	0.018863475626858417	0.015132483886554837	0.02194220448844135	0.0007394691994704772
1:Del:C:2	0.000422177650316371	0.0014920865206295274	0.00026726153431809506	0.0012420426137396134	0.0014991476306113326	0.00011564488039766729	0.000257205031216472	0.005283760997117497	0.00015988862318408792	0.0035983037264668383	0.003347309473247152	0.16459655553102492	0.0019015898526413366	0.0057873772771563385	0.0014913087307832028	0.0001240345585756586	0.008476211938541416	0.004456982548581436	0.0006663154220190126
1:Del:C:3	0.0013561126783315559	0.004053445879544597	0.0024642006773319737	0.0023834487092972267	0.006704420389241932	0.00015600666079990333	0.00032872587682504674	0.033572547533549366	0.0003541220401348255	0.019039582368823176	0.00599031136429403	0.054887194707989695	0.005059146533749299	0.004783302620635368	0.005357063893170561	0.002723850366746774	0.0018813483497069684	0.004268038670707028	0.0015618765530828504
1:Del:C:4	0.004872579294315073	0.012592304046265781	0.007463685486254843	0.004437889439868741	0.005879260595829692	0.0001489826373926917	0.00015721158484666376	0.09448049006052316	0.00041547447446646404	0.03714457572437823	0.00811543474206701	0.03644102919846773	0.0030358020894345828	0.0010837757727131248	0.008335374599373608	0.0020032647578045724	0.001311174477887107	0.0019002421042387141	0.0026577528166686825
1:Del:C:5	0.029317422981839626	0.02286304530571215	0.03976457323827329	0.015196449685026892	0.015022142116649775	4.872098797932267e-05	0.003928799759596586	0.258663633428514	0.003652009698562324	0.08969845662997632	0.030560812462936234	0.010169302812319075	0.004361711933000153	0.0019586306624114515	0.019659709607658442	0.0028282686870443286	0.00010382522421423346	0.001251307725906372	0.008818723318194
1:Del:T:0	0.0012189611598296323	0.0006877439209165459	0.0038489750440930948	0.002169676342891762	0.0026051101186021696	7.536930457717972e-05	0.0008523615076046553	0.005104887144480028	0.0005267561241998919	0.00473519531371494	0.009979549802519614	0.04040324795991182	0.0016170854353549657	0.010205305225681513	0.006800746138396945	0.0660458073206246	0.03288113534450531	0.018535561827011406	0.0018148781140916981
1:Del:T:1	0.0006734564544422028	0.001164483750872023	0.0005156099792475289	0.0019520367826044093	0.0030573329541266504	7.892260182416066e-06	0.00039087080862373116	0.006175853191234637	9.854522031673695e-05	0.005392488874058472	0.004045312003198414	0.03264032543986104	0.006488672383129597	0.00021122421174368355	0.007075953220482916	0.14732635932741686	0.021391564559889956	0.005631090962269809	0.0011680788389410246
1:Del:T:2	0.0005224246114812559	0.0015622558894392569	0.0002769775126944296	0.013039797830133466	0.01048526750993915	0.0021061375709223286	0.0008558950412407285	0.00429014797169657	0.0002477878447098192	0.015216240937630738	0.007209498183365213	0.02231577590107918	0.057514529826585205	0.010573416536208241	0.012234308546394458	0.015859708263305947	0.01671827905345708	0.0170898266765289	0.0014795321298879571
1:Del:T:3	0.003710899068391897	0.01776266740052961	0.0018313189030120763	0.05576716455063433	0.021695082225250305	0.0020328830256403307	0.0018620900930545758	0.01827837244796669	0.00044127824090537613	0.04854209085460752	0.014633883790589329	0.022773976074531674	0.08548396825324744	0.011001540767028927	0.016957252001811866	0.030462713546585293	0.01737578350584954	0.008550987147027627	0.003076504604687216
