MutationType	ID83A	ID83B
1:Del:C:0	6.62E-06	9.64E-05
1:Del:C:1	4.85E-06	7.07E-05
1:Del:C:2	5.09E-06	4.60E-05
1:Del:C:3	8.64E-06	3.32E-05
1:Del:C:4	1.67E-05	2.70E-05
1:Del:C:5	2.26E-05	5.03E-05
1:Del:T:0	5.61E-06	6.75E-05
1:Del:T:1	4.92E-06	5.80E-05
1:Del:T:2	6.98E-06	5.94E-05
1:Del:T:3	1.38E-05	6.02E-05
1:Del:T:4	2.58E-05	6.29E-05
1:Del:T:5	7.68E-05	6.12E-04
1:Ins:C:0	4.93E-06	3.97E-05
1:Ins:C:1	2.27E-06	3.27E-05
1:Ins:C:2	1.59E-06	2.21E-05
1:Ins:C:3	2.86E-06	1.99E-05
1:Ins:C:4	6.35E-06	1.98E-05
1:Ins:C:5	1.62E-05	4.52E-05
1:Ins:T:0	4.30E-06	4.40E-05
1:Ins:T:1	3.48E-06	5.31E-05
1:Ins:T:2	7.13E-06	4.51E-05
1:Ins:T:3	5.79E-06	3.62E-05
1:Ins:T:4	8.86E-06	3.57E-05
1:Ins:T:5	5.42E-05	2.20E-04
2:Del:R:0	5.22E-06	5.14E-05
2:Del:R:1	8.47E-06	5.99E-05
2:Del:R:2	5.60E-06	3.06E-05
2:Del:R:3	1.05E-05	1.74E-05
2:Del:R:4	8.67E-06	1.46E-05
2:Del:R:5	1.47E-05	2.36E-05
3:Del:R:0	2.36E-06	3.25E-05
3:Del:R:1	7.36E-06	5.30E-05
3:Del:R:2	4.62E-06	2.78E-05
3:Del:R:3	2.41E-06	1.58E-05
3:Del:R:4	2.39E-06	1.26E-05
3:Del:R:5	3.52E-06	1.04E-05
4:Del:R:0	1.44E-06	2.64E-05
4:Del:R:1	4.62E-06	3.74E-05
4:Del:R:2	2.82E-06	2.46E-05
4:Del:R:3	2.54E-06	1.71E-05
4:Del:R:4	1.97E-06	1.13E-05
4:Del:R:5	2.25E-06	6.74E-06
5:Del:R:0	2.12E-06	9.25E-05
5:Del:R:1	2.35E-06	2.98E-05
5:Del:R:2	1.48E-06	1.35E-05
5:Del:R:3	1.35E-06	8.00E-06
5:Del:R:4	1.23E-06	2.88E-06
5:Del:R:5	6.90E-07	1.34E-06
2:Ins:R:0	4.56E-06	4.92E-05
2:Ins:R:1	2.19E-06	2.71E-05
2:Ins:R:2	2.52E-06	2.48E-05
2:Ins:R:3	3.23E-06	1.54E-05
2:Ins:R:4	7.26E-06	2.09E-05
2:Ins:R:5	1.51E-05	5.72E-05
3:Ins:R:0	2.11E-06	2.76E-05
3:Ins:R:1	1.22E-06	2.66E-05
3:Ins:R:2	8.49E-07	1.07E-05
3:Ins:R:3	1.09E-06	5.51E-06
3:Ins:R:4	2.20E-06	3.36E-06
3:Ins:R:5	4.76E-06	1.28E-05
4:Ins:R:0	3.08E-06	3.47E-05
4:Ins:R:1	1.45E-06	2.15E-05
4:Ins:R:2	9.84E-07	9.78E-06
4:Ins:R:3	1.68E-06	7.02E-06
4:Ins:R:4	2.12E-06	1.07E-05
4:Ins:R:5	3.16E-06	1.51E-05
5:Ins:R:0	6.62E-06	8.66E-05
5:Ins:R:1	1.68E-06	4.66E-05
5:Ins:R:2	1.04E-06	1.32E-05
5:Ins:R:3	7.44E-07	7.33E-06
5:Ins:R:4	8.78E-07	6.48E-06
5:Ins:R:5	7.87E-07	6.93E-06
2:Del:M:1	6.31E-06	5.18E-05
3:Del:M:1	1.62E-06	3.07E-05
3:Del:M:2	5.09E-06	4.17E-05
4:Del:M:1	3.38E-06	3.00E-05
4:Del:M:2	2.88E-06	3.28E-05
4:Del:M:3	3.29E-06	3.95E-05
5:Del:M:1	2.69E-06	9.21E-05
5:Del:M:2	3.44E-07	8.02E-05
5:Del:M:3	1.35E-06	6.77E-05
5:Del:M:4	7.72E-07	5.02E-05
5:Del:M:5	1.24E-06	5.09E-05
