Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP127630	248	80	0	552	0	211	0	5	2	0	10	9	34	0	6	23	28	0
SP127634	0	90	0	200	0	371	0	161	113	32	4	94	99	0	62	16	207	0
SP127636	443	252	0	123	238	0	9	25	33	48	12	33	14	0	0	0	8	0
SP127628	353	86	0	109	0	0	29	0	15	7	1	8	3	0	16	0	3	0
SP127640	306	444	0	0	179	94	8	16	60	14	5	12	26	0	0	0	0	0
SP127638	1372	69	0	92	0	0	42	9	4	0	2	8	55	0	0	3	0	0
SP127632	669	592	0	396	0	0	34	60	6	26	7	12	29	9	241	14	11	0
SP59388	49	0	0	151	6	114	0	0	0	0	0	16	0	0	29	4	0	0
SP116649	286	299	0	0	175	106	46	4	28	42	0	27	0	7	0	0	0	0
SP59416	99	114	0	60	0	122	23	6	0	34	1	25	6	0	0	0	0	0
SP124977	319	168	0	201	0	0	76	0	0	8	5	4	6	1	0	14	0	0
SP59356	160	75	51	0	0	0	18	0	23	6	0	9	26	0	17	7	13	0
SP116612	230	230	174	0	0	7	50	23	35	2	0	11	27	18	46	15	0	0
SP116659	18	24	250	0	0	357	61	0	34	80	1	19	20	0	0	5	0	0
SP116668	261	496	0	0	0	482	135	0	116	78	0	142	0	24	0	0	39	0
SP116630	594	440	0	391	0	0	25	25	22	0	0	2	17	0	0	0	0	0
SP59412	519	314	0	0	0	36	13	7	38	25	2	24	7	0	55	28	0	0
SP116686	104	22	0	88	0	0	43	37	38	18	0	1	0	0	19	0	0	0
SP116694	0	277	0	85	0	379	33	23	58	32	8	13	0	0	0	0	27	0
SP116712	21	18	0	17	14	17	12	4	3	6	0	1	0	0	0	4	0	0
SP116726	430	33	350	0	18	0	50	7	30	0	5	13	23	42	39	19	0	0
SP116723	60	41	0	29	0	0	57	5	6	8	0	10	9	12	0	0	12	0
SP59276	0	35	0	13	96	0	2	4	12	0	0	0	0	0	16	0	0	0
SP116703	66	62	0	0	0	0	15	5	17	40	0	6	1	1	12	1	0	0
SP59312	345	121	0	361	89	233	30	15	0	45	5	15	0	0	12	12	0	0
SP116701	50	59	0	235	0	254	57	15	36	30	3	12	39	10	14	13	0	0
SP59296	185	37	0	0	8	0	0	0	25	0	1	2	0	0	0	0	0	3
SP59280	207	112	0	0	15	99	0	0	44	0	0	4	0	1	0	0	0	0
SP59344	139	3	18	0	0	0	0	0	12	3	0	4	6	3	10	0	17	0
SP59460	0	31	0	253	197	221	14	2	0	64	1	22	1	5	4	5	0	0
SP59404	202	13	0	41	0	0	0	3	12	0	0	4	0	0	0	0	0	0
SP116709	201	77	0	0	0	32	0	12	0	35	2	14	31	2	15	18	0	0
SP59448	775	1081	346	209	848	0	72	6	0	9	0	10	0	2	0	0	0	0
SP116614	566	0	185	238	0	99	86	4	0	47	0	29	0	20	0	11	0	0
SP59464	51	0	0	129	0	0	40	0	0	26	1	15	16	0	0	8	0	0
SP59364	213	41	75	0	0	0	90	6	97	26	1	34	14	0	0	0	0	0
SP116663	915	494	159	76	111	0	38	28	0	0	12	9	14	0	29	15	0	0
SP59444	0	0	0	72	0	66	37	6	13	9	0	3	5	16	20	30	0	0
SP116690	0	591	0	216	608	125	18	33	0	29	8	38	22	0	135	0	0	0
SP59270	28	50	0	0	57	0	14	0	0	2	0	2	0	0	12	0	0	0
SP59352	73	0	0	178	69	134	17	14	41	30	1	29	0	0	36	6	16	0
SP116652	0	0	0	105	0	50	0	4	13	0	0	1	0	12	0	0	0	0
SP116715	490	1007	1276	0	374	0	138	0	0	20	10	4	95	0	0	28	0	0
SP116718	36	149	0	61	0	168	0	21	31	62	4	19	12	3	18	0	0	0
SP116720	47	62	0	0	8	35	14	0	45	12	0	4	5	0	16	2	0	0
SP59284	242	75	104	30	0	0	0	1	0	2	1	0	0	0	0	5	0	0
SP116618	93	57	85	0	0	0	14	31	35	16	1	9	8	0	17	5	10	0
SP59436	6	9	0	6	0	0	0	1	5	18	0	3	3	1	9	0	0	0
SP116645	723	130	0	33	0	241	11	2	55	61	4	22	0	0	18	14	0	0
SP59320	64	25	0	79	38	0	0	5	2	84	0	19	0	0	0	12	0	0
SP116672	0	3	0	46	0	18	0	2	28	0	0	3	10	1	7	5	0	0
SP116635	89	0	0	103	0	80	25	7	38	17	0	11	5	0	25	2	0	0
SP59328	113	0	0	87	25	0	3	2	21	0	2	1	6	14	0	0	0	0
