Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP24708	4	80	67	0	22	74	0	91	87	0
SP24301	13	154	91	0	42	111	3	90	137	0
SP27201	3	78	121	8	24	79	0	109	74	1
SP28791	1	19	24	17	5	14	0	60	23	4
SP23739	31	11	25	3	26	47	0	67	43	0
SP24702	83	59	66	0	32	58	0	68	102	15
SP25332	11	14	16	9	17	20	2	12	50	3
SP28335	0	33	33	3	29	24	1	78	101	10
SP26709	15	85	26	0	24	19	0	24	36	3
SP25350	0	47	55	19	10	120	2	79	111	0
SP25380	26	54	108	14	29	82	5	118	46	22
SP24565	2	10	13	0	21	50	1	56	84	0
SP25833	44	70	35	0	30	53	0	94	85	0
SP25905	9	6	23	1	33	28	1	81	17	9
SP26439	17	4	17	10	22	1	0	23	30	37
SP24236	6	84	133	3	24	101	0	181	71	0
SP23925	1	47	131	0	70	1407	0	55	13	33
SP24815	0	98	108	0	43	68	4	120	135	0
SP27957	57	0	68	0	32	55	0	79	57	27
SP27603	0	46	44	0	33	44	0	90	90	32
SP27825	11	73	98	0	40	70	0	91	135	0
SP24135	25	27	85	9	427	97	2	143	220	29
SP26499	4	42	34	9	19	26	0	52	36	27
SP25518	54	28	109	9	41	88	9	180	13	26
SP28659	104	0	115	7	489	157	0	189	130	0
SP23622	0	51	54	0	1	72	9	80	125	0
SP27939	0	57	29	0	19	25	0	62	98	26
SP23754	6	5	21	7	14	12	0	38	20	6
SP29697	9	70	48	9	16	47	0	43	56	15
SP27339	20	40	38	0	18	22	3	63	108	0
SP29559	0	68	17	16	550	18	6	136	0	3
SP29331	27	25	89	1	40	55	1	123	60	32
SP26475	21	88	63	0	21	26	0	72	91	25
SP23775	9	65	91	0	478	102	0	159	116	0
SP28275	18	35	18	0	29	68	0	37	56	27
SP28581	24	47	75	0	31	65	0	73	78	28
SP23639	0	80	70	0	36	81	2	94	110	0
SP24391	21	64	55	0	32	64	1	100	87	2
SP28041	85	16	119	3	23	91	0	102	98	0
SP25494	163	0	190	0	778	201	7	443	121	53
SP26649	39	25	44	0	24	83	1	43	177	0
SP78927	8	40	5	0	0	1	0	9	0	0
SP78913	0	26	3	0	11	4	0	7	0	0
SP107375	19	49	11	12	32	5	0	31	10	26
SP107408	59	132	49	12	17	22	4	25	0	0
SP107439	23	0	1	22	0	0	6	74	32	129
SP78816	13	21	2	0	2	4	0	2	0	0
SP78663	44	100	4	4	35	9	0	6	2	7
SP78709	15	77	4	10	9	5	0	2	9	0
SP107462	94	78	7	21	7	0	0	16	0	0
SP78951	12	53	9	7	2	4	0	26	0	0
SP107435	47	46	19	15	10	19	0	17	7	19
SP78679	0	72	51	8	8	24	0	29	0	27
SP107360	29	117	36	38	26	27	5	0	20	0
SP78819	3	8	4	2	1	3	0	1	2	11
SP78821	7	67	8	1	3	2	2	33	11	7
SP107552	17	33	0	0	6	6	0	7	0	2
SP78865	0	31	1	0	3	0	1	2	0	27
SP107470	14	78	31	1	0	7	4	9	0	0
SP78673	3	0	4	0	2	9	0	9	0	20
SP78824	8	19	3	2	9	2	1	7	0	0
SP107550	1	32	8	7	0	0	0	7	0	7
SP78718	108	108	33	9	0	1	0	15	0	0
SP107451	25	27	5	11	6	1	0	0	12	3
SP107557	29	25	6	8	6	0	0	5	0	0
SP107358	0	26	5	2	8	17	2	13	0	20
SP78731	0	41	5	1	5	2	0	6	0	4
SP107455	0	36	4	0	0	0	0	6	0	12
SP107549	6	31	6	0	4	5	2	0	0	2
SP78814	0	44	3	5	8	2	3	20	0	28
SP107357	67	168	69	31	20	20	17	17	75	12
SP78919	16	56	3	4	14	8	3	8	0	0
SP107453	34	14	13	9	3	4	0	9	5	9
SP78719	0	4	3	0	0	3	0	0	0	4
SP78662	13	0	5	2	0	1	0	13	0	1
SP107457	28	112	2	7	8	9	3	13	0	3
SP107404	30	96	56	22	17	33	4	15	6	0
SP78714	12	30	13	10	0	3	0	12	0	4
SP107454	0	46	5	6	0	3	0	9	0	0
SP107359	7	167	55	32	23	21	1	33	17	0
SP78664	32	51	1	10	0	0	0	14	5	0
SP78931	0	84	10	4	5	0	0	0	0	0
SP78815	0	25	3	5	1	2	0	6	5	1
SP107466	0	98	31	3	9	10	0	19	32	0
SP78901	78	125	14	6	0	5	2	1	0	0
SP107384	55	122	45	27	298	6	8	64	60	55
SP107467	6	7	4	0	1	0	0	24	4	3
SP78680	28	5	2	0	1	0	0	9	0	0
SP78672	2	33	3	0	10	0	1	4	0	0
SP107365	29	30	14	5	4	13	0	11	35	3
SP78660	6	30	4	0	10	1	0	0	4	3
SP78659	11	5	14	1	2	8	0	5	0	7
SP107449	0	46	6	0	11	1	0	31	0	1
SP78813	22	21	5	9	3	5	0	10	9	0
SP78953	0	25	4	0	0	2	0	0	2	0
SP78804	50	22	2	1	14	14	0	22	0	7
SP107460	0	37	24	6	8	8	4	14	0	5
SP107548	37	61	0	8	4	2	0	15	0	6
SP78730	12	102	30	16	12	13	0	7	8	1
SP78727	13	54	7	16	3	3	0	10	4	0
SP78822	37	94	22	18	16	17	0	30	13	39
SP78818	24	53	8	1	2	0	0	9	4	0
SP78923	4	18	2	3	2	6	0	3	0	0
SP107405	17	153	37	40	10	41	2	31	28	0
SP107437	45	45	77	15	12	4	10	11	0	33
SP78675	21	62	7	3	9	2	0	12	9	1
SP107371	54	105	65	18	187	29	45	45	0	0
SP107556	46	93	16	0	8	1	0	12	12	2
SP78807	4	29	8	4	7	8	0	2	1	22
SP78945	0	65	0	13	1	3	0	8	0	0
SP107480	23	15	10	2	4	3	0	8	5	0
SP107448	14	36	1	12	5	6	3	10	2	0
SP107436	8	92	5	10	3	0	0	17	2	1
SP79150	0	2	2	2	0	0	3	1	7	3
SP107546	71	115	41	16	0	8	0	7	9	0
SP107459	8	39	18	2	3	17	0	4	20	0
SP78823	3	8	1	1	0	0	0	0	0	9
SP78666	34	18	7	0	1	6	0	7	0	8
SP78721	0	22	4	0	0	3	0	0	0	13
SP78665	11	137	4	7	13	0	0	0	11	0
SP78935	19	55	8	18	2	2	4	13	3	0
SP107458	59	177	12	20	19	19	1	9	21	0
SP79160	32	54	1	0	5	0	0	4	6	0
SP107479	9	102	6	2	12	2	0	0	0	5
SP107377	62	82	24	9	9	25	0	6	22	19
SP78937	40	128	24	0	3	3	0	83	0	20
SP107444	11	37	2	4	4	0	0	8	6	8
SP79144	12	97	8	4	21	9	1	20	3	18
SP107469	6	9	0	7	1	0	0	6	0	0
SP107373	0	134	7	37	18	19	21	17	35	0
SP107406	0	154	35	12	524	31	39	75	0	7
SP107369	0	206	68	8	18	26	4	14	32	19
SP107403	139	133	73	1	20	42	3	59	41	33
SP107363	43	113	47	27	4	36	62	6	9	44
SP78955	16	30	0	7	3	1	0	0	3	4
SP78711	0	0	0	2	0	0	0	0	0	0
SP78677	0	26	10	0	4	6	1	5	0	0
SP78805	50	44	0	17	21	0	0	9	0	0
SP107461	15	15	0	2	3	9	1	9	0	0
SP107472	3	12	8	0	0	3	0	12	0	0
SP107356	15	54	20	8	13	26	0	8	20	31
SP78825	3	31	13	0	10	0	0	9	2	18
SP107468	7	53	4	2	7	0	0	1	13	8
SP78851	141	249	22	24	22	24	7	27	0	38
SP78726	0	26	10	14	0	1	0	47	0	9
SP107379	104	159	99	24	24	48	7	37	45	0
SP107474	25	42	10	11	4	1	0	24	0	0
SP107438	0	36	2	5	7	1	1	21	0	15
SP107478	9	90	2	5	2	1	0	21	6	0
SP78716	13	174	61	9	5	2	0	25	31	1
SP78676	52	75	34	0	0	4	0	12	10	3
SP107443	0	12	0	0	3	0	0	1	1	0
SP107361	11	202	67	7	8	54	9	19	41	16
SP107464	7	143	37	16	27	25	0	8	20	14
SP78717	1	0	4	10	3	1	0	1	5	0
SP78671	11	40	2	3	5	9	0	1	16	9
SP78817	2	21	9	3	4	5	0	1	1	4
SP107381	52	78	48	17	21	12	0	10	33	5
SP107463	56	103	41	20	8	22	0	8	28	19
SP107477	52	46	7	1	3	8	0	7	2	17
SP78661	31	63	24	2	7	8	7	6	29	3
SP78939	0	41	6	4	1	3	0	4	0	9
SP78674	58	155	12	17	9	6	0	12	0	0
SP107553	3	2	2	5	0	5	0	3	1	0
SP107555	25	71	9	0	8	13	0	21	0	2
SP107446	6	27	8	8	0	6	0	12	0	4
SP78713	47	234	48	15	4	14	1	15	0	0
SP78720	20	25	7	5	0	4	0	22	1	6
SP78947	19	32	4	0	2	8	0	4	0	12
SP78875	12	14	3	0	0	8	0	10	0	0
SP107554	22	187	3	8	6	5	0	26	11	4
SP107407	16	228	97	4	7	50	7	47	30	0
SP78820	20	59	3	11	0	3	2	11	10	6
SP78668	5	0	6	2	3	2	0	1	0	8
SP107547	11	26	0	5	0	5	0	3	0	7
