Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP101845	209	73	208	296	0	38
SP101682	24	64	172	52	9	102
SP61553	8	140	60	5	9	48
SP101724	85	106	303	63	2	106
SP102103	12	18	186	42	0	40
SP102174	65	40	239	26	14	58
SP101622	502	0	88	309	0	43
SP102161	119	31	148	44	14	42
SP101654	58	86	296	16	6	153
SP102074	32	31	105	42	4	19
SP101694	82	30	274	52	4	53
SP101616	104	137	315	12	0	33
SP101666	165	45	109	178	0	18
SP101558	228	28	30	229	2	16
SP102096	22	100	166	75	7	16
SP102084	128	131	124	35	6	103
SP101580	137	64	113	128	8	24
SP102064	311	29	37	291	3	34
SP101564	42	46	115	20	5	34
SP101921	21	73	221	11	0	35
SP101648	271	24	79	130	5	4
SP101628	25	65	150	36	9	21
SP101708	41	52	148	13	8	71
SP102055	27	52	94	0	4	25
SP101634	347	10	49	172	0	8
SP101588	43	55	182	29	8	86
SP101584	45	19	254	44	3	55
SP101686	13	33	146	13	2	44
SP101532	279	14	83	235	0	31
SP101732	372	17	201	250	5	49
SP101528	39	4	207	18	0	22
SP101536	16	43	136	32	11	10
SP101576	78	70	245	46	10	54
SP102015	365	0	143	397	0	48
SP102168	1	53	147	50	0	11
SP101716	96	176	264	60	8	144
SP101592	39	38	191	24	10	26
SP101658	3	32	46	14	0	8
SP102045	1373	38	113	384	32	57
SP101552	717	0	213	441	0	64
SP101519	68	164	117	57	2	0
SP101690	132	37	260	65	12	60
SP102123	16	89	144	58	5	25
SP101662	403	23	104	30	2	25
SP101600	1	96	72	27	5	7
SP101544	55	83	221	7	7	41
SP102133	0	18721	0	0	46	1332
SP101881	351	7	94	240	13	50
SP102035	720	46	0	205	7	18
SP101642	775	77	154	356	17	111
SP101596	25	101	205	27	6	31
SP101670	685	54	147	270	16	39
SP101674	258	0	58	107	14	4
SP101572	5	50	76	22	2	11
SP101678	324	51	148	340	5	34
SP101740	1168	15	0	865	19	54
SP101700	252	31	28	271	0	20
SP101891	526	0	118	376	0	106
SP102143	658	29	0	178	22	17
SP102113	229	6	94	192	11	4
SP101521	23	100	126	26	5	69
SP101526	89	33	219	107	15	79
SP101540	13	169	144	50	7	21
SP101604	200	25	96	96	2	27
SP101548	445	29	81	47	0	16
SP101523	380	21	14	242	0	28
SP102090	25	40	230	17	6	58
SP101795	319	26	37	330	0	19
SP102187	225	6	188	115	5	45
SP101515	184	2	56	156	0	16
SP101931	349	43	207	179	6	110
SP101610	233	15	21	283	5	18
SP61703	33	153	245	112	6	13
SP59707	0	76	82	25	6	0
SP68659	198	36	0	246	1	0
SP62616	1070	33	88	168	3	74
SP59761	59	81	140	37	6	42
SP66960	12	158	133	51	9	11
SP61453	24	31	129	41	8	34
SP63796	8	18	123	24	0	12
SP69155	5	28	72	17	0	6
SP59950	370	0	532	128	0	128
SP59938	312	16	59	125	0	14
SP64976	70	45	181	3	3	68
SP64296	479	66	13	374	0	69
SP65807	760	78	41	167	35	39
SP59803	46	82	299	89	16	40
SP66159	776	45	147	169	64	58
SP63356	15	86	168	89	17	0
SP68348	498	129	141	167	60	105
SP62450	30	32	80	35	5	11
SP67428	502	41	94	104	44	34
SP61713	385	18	0	320	0	25
SP68725	235	35	44	81	16	6
SP67609	1072	27	24	249	63	72
SP62110	22	24	286	85	10	105
SP64546	302	42	40	184	0	0
SP63546	49	19	289	9	7	53
SP60322	222	9	77	67	1	26
