Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP116788	2.47E-01	3.42E-01	4.12E-01	4.62E-01	3.11E-01	4.08E-01
SP116789	8.22E-02	1.47E-01	1.98E-01	2.32E-01	1.66E-01	2.13E-01
SP116919	0.00E+00	3.14E-02	3.02E-02	3.78E-02	4.16E-02	4.92E-02
SP109002	1.11E+00	1.52E+00	5.83E-01	1.00E+00	1.54E+00	8.85E-01
SP109001	1.62E-01	2.51E-01	3.17E-01	2.77E-01	2.91E-01	2.74E-01
SP109006	1.10E+00	1.44E+00	7.48E-01	9.69E-01	1.02E+00	5.34E-01
SP108998	3.08E+00	3.55E+00	8.78E-01	8.92E-01	1.89E+00	1.28E+00
SP127706	1.33E+00	1.64E+00	4.07E+00	3.61E+00	2.28E+00	2.46E+00
SP108999	1.80E+00	2.79E+00	1.82E+00	2.31E+00	1.42E+00	1.66E+00
SP109007	8.41E-01	1.46E+00	1.39E+00	1.43E+00	1.21E+00	1.42E+00
SP109003	6.26E-01	1.07E+00	6.91E-01	1.08E+00	1.30E+00	9.28E-01
SP116868	5.40E-01	1.01E+00	1.03E+00	1.18E+00	1.06E+00	1.11E+00
SP116794	2.87E-01	1.99E-01	4.49E-01	4.33E-01	1.83E-01	2.98E-01
SP116791	2.30E-01	2.83E-01	4.60E-01	3.41E-01	1.91E-01	3.40E-01
SP116866	5.55E-01	1.02E+00	9.02E-01	1.15E+00	9.91E-01	1.01E+00
SP116815	8.70E-01	9.67E-01	4.42E-01	8.43E-01	1.34E+00	1.04E+00
SP116853	5.35E-01	1.02E+00	6.60E-01	1.46E+00	1.11E+00	7.69E-01
SP116901	3.60E-01	3.13E-01	6.99E-01	8.10E-01	3.51E-01	4.90E-01
SP116830	4.18E-01	7.25E-01	1.92E+00	1.95E+00	9.34E-01	1.33E+00
SP116802	8.04E-02	2.26E-01	4.38E-01	3.04E-01	5.37E-01	4.69E-01
SP116885	1.68E+00	2.34E+00	1.44E+00	2.04E+00	2.31E+00	1.18E+00
SP116834	3.82E-01	8.87E-01	4.97E-01	6.87E-01	9.73E-01	9.78E-01
SP116913	1.90E-01	3.10E-01	9.40E-01	7.47E-01	2.18E-01	7.99E-01
SP116799	2.32E-01	4.34E-01	9.98E-01	1.05E+00	7.40E-01	6.95E-01
SP116920	1.28E-01	4.26E-01	5.06E-01	3.53E-01	6.23E-01	5.64E-01
SP116835	8.16E-01	1.60E+00	1.23E+00	1.93E+00	1.68E+00	1.93E+00
SP116852	5.55E-01	1.05E+00	5.84E-01	1.40E+00	9.67E-01	7.71E-01
SP116902	3.94E-01	4.42E-01	7.97E-01	1.06E+00	4.73E-01	5.93E-01
SP116871	2.00E-02	2.11E-01	2.91E-01	3.10E-01	2.49E-01	3.97E-01
SP116820	7.53E-01	1.37E+00	1.05E+00	1.15E+00	1.29E+00	7.96E-01
SP116889	6.25E-01	9.56E-01	1.41E+00	1.80E+00	6.43E-01	1.47E+00
SP116923	7.50E-01	8.85E-01	1.50E+00	1.52E+00	1.04E+00	1.11E+00
SP116829	5.39E-01	5.29E-01	1.89E+00	1.87E+00	9.18E-01	1.16E+00
SP116872	8.29E-02	1.80E-01	2.44E-01	2.32E-01	2.68E-01	3.23E-01
SP116904	0.00E+00	1.19E-01	1.79E-01	1.39E-01	2.02E-01	1.72E-01
SP116806	8.97E-01	9.84E-01	9.15E-01	1.55E+00	4.22E-01	7.58E-01
SP116857	7.84E-01	8.43E-01	2.18E+00	2.30E+00	7.23E-01	1.33E+00
SP116888	1.59E-01	3.05E-01	8.00E-01	9.72E-01	3.24E-01	7.95E-01
SP116818	3.43E-01	6.60E-01	4.56E-01	4.23E-01	7.55E-01	3.75E-01
SP116837	5.08E-01	9.64E-01	1.93E+00	1.51E+00	1.88E+00	1.48E+00
SP116905	2.00E-02	9.85E-02	1.72E-01	1.06E-01	1.32E-01	1.76E-01
SP116804	1.09E+00	1.24E+00	1.10E+00	1.63E+00	1.01E+00	8.55E-01
SP116819	5.53E-01	8.39E-01	6.00E-01	7.42E-01	9.24E-01	3.63E-01
SP116856	3.29E-01	5.12E-01	1.61E+00	1.47E+00	8.28E-01	1.01E+00
SP116839	8.57E-01	1.33E+00	1.52E+00	1.48E+00	1.80E+00	1.28E+00
SP116925	4.26E-01	6.75E-01	4.63E-01	6.97E-01	7.30E-01	5.43E-01
SP116878	0.00E+00	3.05E-01	6.10E-01	6.23E-01	7.13E-01	7.77E-01
SP116893	4.93E-01	8.42E-01	1.34E+00	1.58E+00	6.93E-01	1.20E+00
SP116876	1.71E-02	3.94E-02	2.88E-02	4.61E-02	4.23E-02	3.68E-02
SP116927	7.09E-01	1.25E+00	5.24E-01	1.12E+00	1.11E+00	8.07E-01
SP116909	5.36E-01	4.87E-01	5.56E-01	6.42E-01	3.79E-01	5.36E-01
SP116795	2.16E-01	1.92E-01	1.29E-01	2.13E-01	2.22E-01	1.55E-01
SP116826	8.77E-01	6.21E-01	1.11E+00	1.55E+00	3.15E-01	7.19E-01
SP116891	2.95E-01	4.85E-01	8.63E-01	9.04E-01	5.12E-01	9.21E-01
SP116860	5.03E-01	6.34E-01	9.51E-01	9.13E-01	3.64E-01	8.37E-01
SP116848	1.74E-01	9.22E-01	1.36E+00	1.23E+00	8.64E-01	1.23E+00
SP116910	1.16E+00	1.28E+00	9.88E-01	1.36E+00	7.05E-01	1.04E+00
SP116797	4.32E-01	4.40E-01	8.06E-02	1.42E-01	1.32E-01	1.25E-01
SP116862	7.54E-01	1.33E+00	1.65E+00	1.33E+00	9.90E-01	1.19E+00
SP116823	5.53E-01	4.85E-01	8.93E-01	1.19E+00	3.19E-01	5.39E-01
SP116897	1.19E-01	3.87E-01	4.21E-01	5.44E-01	4.76E-01	6.24E-01
SP116846	0.00E+00	3.39E-01	5.64E-01	4.44E-01	4.72E-01	6.99E-01
SP116784	1.41E-02	4.02E-02	3.27E-02	4.02E-02	4.79E-02	3.14E-02
SP116896	1.10E-01	2.36E-01	4.36E-01	3.64E-01	4.25E-01	5.35E-01
