Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP116788	0	0	5	0	0	1	6	0	0	2	0	0	2
SP116789	0	0	1	0	0	0	0	0	0	2	0	0	3
SP116919	0	0	0	0	0	0	0	0	0	0	0	0	1
SP109002	4	0	0	0	0	5	0	5	2	0	37	0	0
SP109001	0	1	0	0	6	0	0	0	2	0	2	0	0
SP109006	22	19	0	0	7	0	17	0	0	0	0	0	0
SP108998	27	16	37	0	0	0	0	0	3	0	51	0	4
SP127706	14	0	1	11	65	11	0	0	0	14	39	0	0
SP108999	41	17	0	29	3	0	0	0	14	2	5	0	0
SP109007	0	14	0	3	12	10	8	0	1	2	25	0	1
SP109003	0	0	10	0	0	5	0	15	19	2	1	0	0
SP116868	2	10	2	8	2	0	16	0	0	14	0	0	1
SP116794	0	0	4	0	0	0	0	0	0	0	0	0	11
SP116791	0	0	2	0	1	0	0	0	0	0	0	0	10
SP116866	0	0	8	2	1	0	12	3	0	12	0	0	10
SP116815	0	1	4	0	0	0	0	33	2	6	0	0	1
SP116853	0	0	10	7	0	3	18	0	1	0	0	3	0
SP116901	2	0	5	5	1	6	0	0	0	0	0	4	1
SP116830	0	0	6	11	34	8	0	0	14	5	0	13	1
SP116802	0	0	0	0	3	0	0	2	3	7	0	0	0
SP116885	18	0	14	0	0	17	22	19	0	0	0	0	0
SP116834	1	0	4	0	0	0	1	0	0	0	5	0	20
SP116913	0	0	0	23	0	0	0	0	0	0	0	0	2
SP116799	0	0	0	1	14	8	0	5	5	0	0	2	0
SP116920	0	0	0	0	0	0	0	7	10	0	0	0	1
SP116835	5	3	0	0	0	7	3	13	0	2	0	26	29
SP116852	0	0	6	5	0	0	15	0	0	0	0	12	0
SP116902	0	0	0	8	0	2	0	3	0	0	0	18	0
SP116871	0	0	0	0	0	8	0	0	0	2	0	0	0
SP116820	0	0	16	0	14	0	5	5	1	0	10	0	0
SP116889	6	0	0	24	3	0	0	0	0	12	0	18	0
SP116923	0	0	15	4	13	8	0	3	14	0	0	0	5
SP116829	0	0	10	7	34	5	0	0	12	0	0	0	6
SP116872	0	0	0	0	3	1	0	0	0	4	0	0	0
SP116904	0	0	0	0	0	0	0	0	4	0	0	0	1
SP116806	0	0	21	9	0	8	0	9	0	5	0	0	0
SP116857	18	0	0	0	20	30	0	1	0	7	0	0	5
SP116888	0	0	1	4	0	10	0	0	0	6	0	6	0
SP116818	0	0	1	0	4	0	1	7	6	0	2	1	0
SP116837	0	0	4	27	0	0	16	6	13	0	0	0	7
SP116905	0	0	0	0	0	0	0	0	2	0	0	0	2
SP116804	0	0	22	13	0	0	0	14	0	2	0	8	0
SP116819	0	0	8	0	5	0	8	5	2	0	3	0	0
SP116856	0	0	4	7	9	25	0	5	0	0	0	0	1
SP116839	14	7	1	16	15	0	16	0	9	0	0	0	0
SP116925	2	0	5	0	0	0	10	0	3	8	0	0	0
SP116878	0	0	0	4	0	9	9	0	0	0	0	0	0
SP116893	0	0	7	0	0	28	1	0	2	0	0	14	0
SP116876	0	0	0	0	0	0	0	0	0	1	0	0	0
SP116927	0	0	12	0	0	0	20	0	1	10	0	0	0
SP116909	4	0	9	0	1	13	0	0	0	0	0	0	1
SP116795	2	0	0	0	0	1	0	1	0	3	0	0	0
SP116826	0	0	22	0	5	3	0	0	0	4	0	14	0
SP116891	5	0	1	8	0	11	0	0	5	0	0	0	1
SP116860	0	1	6	15	8	0	0	0	0	1	5	0	0
SP116848	0	0	0	8	13	0	7	0	5	1	0	7	15
SP116910	16	0	19	6	12	7	0	7	0	0	0	0	5
SP116797	0	4	0	0	0	0	0	1	0	0	6	0	0
SP116862	12	7	0	24	8	0	0	8	7	0	0	0	0
SP116823	5	0	8	1	0	10	0	0	0	1	0	10	0
SP116897	0	0	1	0	0	0	0	0	0	14	0	0	0
SP116846	0	0	0	3	0	4	4	0	4	1	0	0	3
SP116784	0	0	0	0	0	0	1	0	0	0	0	0	0
SP116896	0	0	0	0	0	0	0	0	0	9	0	0	5
SP116824	0	0	11	0	0	6	0	0	0	2	0	16	0
SP116881	0	0	0	0	0	0	0	0	8	1	0	0	0
SP116812	0	0	5	4	2	2	4	22	1	0	0	0	3
SP116915	11	2	3	36	0	6	0	0	0	9	0	0	11
SP116786	12	0	0	0	0	0	19	15	0	8	0	8	4
SP116851	1	0	1	0	0	3	8	2	0	0	0	0	0
CPCT02220038T	835	217	200	0	0	0	0	0	6	15	0	0	0
CPCT02290013T	53	606	80	48	0	26	0	0	28	0	0	0	5
