MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.45E-05	9.78E-05	1.25E-04
1:Del:C:1	8.00E-06	4.65E-05	8.84E-05
1:Del:C:2	8.16E-06	2.96E-05	6.23E-05
1:Del:C:3	1.04E-05	3.62E-05	4.24E-05
1:Del:C:4	7.34E-06	4.80E-05	4.12E-05
1:Del:C:5	1.77E-05	1.07E-04	5.97E-05
1:Del:T:0	9.29E-06	4.53E-05	1.02E-04
1:Del:T:1	6.90E-06	3.19E-05	6.93E-05
1:Del:T:2	1.24E-05	3.64E-05	6.88E-05
1:Del:T:3	2.24E-05	5.49E-05	7.50E-05
1:Del:T:4	2.97E-05	9.25E-05	6.58E-05
1:Del:T:5	2.79E-04	8.08E-04	2.64E-04
1:Ins:C:0	2.03E-05	2.69E-05	3.09E-05
1:Ins:C:1	1.73E-05	2.02E-05	3.35E-05
1:Ins:C:2	1.44E-05	9.15E-06	2.97E-05
1:Ins:C:3	1.55E-05	1.86E-05	2.38E-05
1:Ins:C:4	2.27E-05	3.07E-05	2.26E-05
1:Ins:C:5	7.30E-05	8.13E-05	6.11E-06
1:Ins:T:0	3.28E-05	4.28E-05	4.74E-05
1:Ins:T:1	2.78E-05	1.13E-05	5.80E-05
1:Ins:T:2	2.64E-05	3.84E-05	3.47E-05
1:Ins:T:3	3.23E-05	3.55E-05	2.91E-05
1:Ins:T:4	5.65E-05	0.00E+00	2.66E-05
1:Ins:T:5	3.31E-04	1.05E-03	2.44E-04
2:Del:R:0	5.43E-06	3.22E-05	6.58E-05
2:Del:R:1	3.78E-06	5.20E-05	8.60E-05
2:Del:R:2	3.30E-06	2.77E-05	4.59E-05
2:Del:R:3	6.06E-06	3.66E-05	3.39E-05
2:Del:R:4	7.24E-06	4.58E-05	4.20E-05
2:Del:R:5	9.74E-06	8.51E-05	6.03E-05
3:Del:R:0	3.03E-06	1.57E-05	4.11E-05
3:Del:R:1	3.69E-07	4.63E-05	7.03E-05
3:Del:R:2	2.04E-07	2.48E-05	4.36E-05
3:Del:R:3	4.82E-07	1.46E-05	2.21E-05
3:Del:R:4	1.02E-06	7.92E-06	1.67E-05
3:Del:R:5	8.87E-07	1.37E-05	1.32E-05
4:Del:R:0	4.00E-06	1.18E-05	3.75E-05
4:Del:R:1	1.42E-06	5.09E-05	8.54E-05
4:Del:R:2	1.34E-06	2.12E-05	4.32E-05
4:Del:R:3	1.09E-06	2.07E-05	3.28E-05
4:Del:R:4	1.38E-06	1.26E-05	2.16E-05
4:Del:R:5	1.79E-06	1.16E-05	1.38E-05
5:Del:R:0	5.19E-06	4.05E-05	9.74E-05
5:Del:R:1	2.79E-06	1.96E-05	4.55E-05
5:Del:R:2	4.23E-06	1.33E-05	2.01E-05
5:Del:R:3	4.41E-07	7.69E-06	1.12E-05
5:Del:R:4	3.40E-07	4.24E-06	6.14E-06
5:Del:R:5	1.43E-06	7.07E-06	6.12E-06
2:Ins:R:0	2.21E-05	4.74E-05	4.40E-05
2:Ins:R:1	2.05E-05	2.55E-05	3.28E-05
2:Ins:R:2	1.46E-05	1.92E-05	2.28E-05
2:Ins:R:3	1.78E-05	1.89E-05	1.36E-05
2:Ins:R:4	3.74E-05	3.87E-05	1.81E-06
2:Ins:R:5	8.51E-05	9.38E-05	2.49E-05
3:Ins:R:0	1.08E-05	2.46E-05	2.41E-05
3:Ins:R:1	1.58E-05	5.31E-06	2.67E-05
3:Ins:R:2	8.27E-06	6.37E-06	8.87E-06
3:Ins:R:3	8.32E-06	3.10E-06	1.64E-06
3:Ins:R:4	1.17E-05	5.99E-06	2.23E-06
3:Ins:R:5	2.73E-05	3.88E-05	1.60E-05
4:Ins:R:0	1.07E-05	4.50E-05	3.51E-05
4:Ins:R:1	2.57E-05	8.21E-06	2.65E-05
4:Ins:R:2	7.84E-06	1.33E-05	7.46E-06
4:Ins:R:3	8.53E-06	1.46E-05	8.35E-06
4:Ins:R:4	1.74E-05	1.95E-05	1.33E-05
4:Ins:R:5	2.90E-05	2.17E-05	1.71E-05
5:Ins:R:0	1.81E-05	6.99E-05	9.49E-05
5:Ins:R:1	4.60E-05	1.86E-05	5.32E-05
5:Ins:R:2	8.27E-06	1.10E-05	9.31E-06
5:Ins:R:3	1.10E-05	7.81E-06	8.11E-06
5:Ins:R:4	1.51E-05	3.30E-06	8.39E-06
5:Ins:R:5	1.24E-05	1.61E-06	1.02E-05
2:Del:M:1	5.43E-06	4.92E-05	6.81E-05
3:Del:M:1	9.80E-07	1.41E-05	3.44E-05
3:Del:M:2	3.96E-06	3.38E-05	5.87E-05
4:Del:M:1	2.89E-06	2.30E-05	3.62E-05
4:Del:M:2	1.54E-06	2.33E-05	5.76E-05
4:Del:M:3	2.61E-06	3.31E-05	7.89E-05
5:Del:M:1	4.86E-06	3.85E-05	8.02E-05
5:Del:M:2	3.24E-06	2.49E-05	6.64E-05
5:Del:M:3	3.51E-06	1.75E-05	5.32E-05
5:Del:M:4	2.62E-06	1.29E-05	4.23E-05
5:Del:M:5	7.32E-06	1.57E-05	3.69E-05
