Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP95454	18537	1330	3143	3727	1026	559	0	0	0	0
SP94741	38733	1735	5739	5810	1613	1502	0	0	0	0
SP90209	56527	41965	21228	7014	0	478	0	0	0	0
SP90989	42117	2506	2488	1602	543	955	406	0	0	11
SP93540	73867	2167	5841	10127	0	4038	0	0	0	0
SP93227	57708	66397	785	2727	453	457	328	0	484	0
SP94348	37214	969	3878	6715	398	1192	0	0	0	0
SP94588	15	66	126	25	41	0	138	7	63	52
SP90725	36	17	145	30	27	0	73	2	67	10
SP94236	13	16	94	13	0	18	237	13	68	39
SP93772	19	49	25	20	41	0	105	6	79	41
SP92195	4	107	73	0	39	7	148	8	72	56
SP89957	137	39	105	0	0	3	88	6	95	6
SP92268	90	32	120	20	17	0	95	8	36	20
SP92707	23	23	92	6	5	0	122	7	42	13
SP89687	79	35	69	0	0	0	208	0	45	64
SP90269	0	19	211	35	9	8	78	11	96	21
SP94933	23056	950	23799	1139	15342	0	0	0	0	0
SP95126	141	104	10	20	0	0	437	0	0	104
SP95646	14	83	88	0	13	14	192	7	63	31
SP89443	17	26	79	0	0	23	96	2	112	16
SP89651	13	20	40	6	7	6	101	2	41	47
SP94060	17	1	127	21	0	0	124	5	78	4
SP92787	1	38	31	2	0	4	102	3	78	33
SP92723	33	21	157	30	0	6	140	3	25	19
SP92364	38516	4725	7043	3517	5613	270	0	0	0	0
SP95406	9	52	23	36	5	0	102	0	56	21
SP91746	12	45	60	10	30	0	101	0	37	28
SP92332	12	157	19	10	14	5	354	0	9	140
SP91730	5	52	13	36	49	4	253	0	0	577
SP92947	54	24	172	27	63	0	125	0	25	17
SP91666	71	45	176	0	11	32	166	0	29	16
SP90245	3	72	59	4	7	17	196	3	116	53
SP90893	0	54	59	0	3	5	175	2	111	32
SP89519	52	1	130	35	22	0	143	0	15	10
SP94917	10521	1234	2439	2696	0	641	274	0	68	0
SP92659	304	675	2201	0	91	10	142	61	218	0
SP94332	60	0	5	0	0	0	0	17	127	867
SP94661	48	15	127	4	29	0	183	2	40	30
SP93652	15	62	129	4	11	2	67	9	108	34
SP90125	13	74	60	13	0	4	134	25	116	13
SP94540	27	31	308	0	0	9	60	14	73	45
SP95222	123	166	21	0	0	8	311	2	35	76
SP89389	89	33	70	27	0	0	236	10	25	57
SP90503	16	57	47	7	0	10	92	0	93	21
SP92460	8498	835	1498	2231	754	337	0	0	0	33
SP92931	60	51	83	29	0	0	183	5	62	42
SP91265	114	117	71	35	0	0	277	7	96	41
SP89909	8417	1512	0	2423	53	124	92	20	17	4
SP90629	71	132	0	0	11	23	515	12	105	63
SP95550	114	79	48	8	36	0	248	3	0	105
CPCT02020389T	129	11	123	0	23	3	94	37	39	22
CPCT02080033T	30	42	428	66	32	0	120	126	77	21
CPCT02060156T	278	0	202	73	68	31	166	175	102	55
DRUP01340014T	15	0	0	0	160	16	0	53	197	0
DRUP01010121T	371	46	100	46	82	29	204	71	43	73
CPCT02130034T	78	88	119	30	18	0	216	164	95	51
CPCT02260015T	283	97	124	0	0	5	84	300	313	203
CPCT02220071T	10954	223	916	708	424	814	161	275	3	62
CPCT02010710T	140	41	105	31	31	17	28	146	51	120
CPCT02340068T	18	30	63	41	18	2	79	60	97	7
CPCT02130050T	82	55	205	19	0	12	108	295	157	50
DRUP01060016T	31	43	33	11	0	0	0	125	389	97
CPCT02260017T	179	54	356	20	32	9	186	101	137	43
CPCT02020682T	766	102	466	0	7	0	130	183	168	16
DRUP01030013T	38006	1025	3315	6989	0	2316	0	1018	0	125
CPCT02130059T	121	14	170	7	62	7	218	182	48	41
WIDE01010296T	166	75	404	33	0	0	130	47	748	87
CPCT02380044T	30	4	138	78	59	0	93	98	440	22
CPCT02060117T	59	21	191	20	82	7	44	88	45	21
CPCT02080220T	45	2	422	43	80	0	69	164	78	46
CPCT02210056T	68	11	166	35	36	0	59	191	26	21
CPCT02020734T	76	0	238	36	14	0	0	331	0	36
CPCT02020716T	28	6	127	3	35	3	61	112	21	25
CPCT02080226T	20	53	110	31	25	7	191	168	74	59
DRUP01080014T	17346	839	1125	1430	748	971	0	358	0	35
DRUP01270003T	86	14	125	18	24	5	158	62	63	4
CPCT02190044T	9	92	0	0	0	16	82	152	110	28
CPCT02130131T	29	0	134	6	32	11	312	91	0	12
CPCT02220054T	128	63	164	24	36	7	300	156	0	75
CPCT02330075T	271	70	414	32	160	9	258	149	83	59
CPCT02130134T	23	56	115	6	0	3	85	239	94	57
CPCT02130148T	41	63	136	36	39	0	367	129	4	49
CPCT02070381T	0	15	27	21	0	0	25	130	55	14
DRUP01070053T	71	33	91	0	2	7	153	199	51	20
DRUP01060025T	30	76	121	35	58	58	33	374	0	2200
DRUP01100007T	192	7	378	33	77	7	198	125	44	51
CPCT02380019T	7	91	127	0	11	40	174	274	100	107
CPCT02020598T	13	25	61	17	0	5	57	177	62	27
DRUP01070059T	0	0	0	6	100	9	36	88	94	16
CPCT02080152T	15656	0	1714	2269	554	1249	0	426	0	13
CPCT02070406T	0	68	0	0	14	49	207	116	255	0
CPCT02450002T	352	0	451	0	111	5	231	218	45	74
DRUP01070024T	13	29	141	5	0	5	91	100	182	40
DRUP01060027T	20	66	10	55	0	0	96	74	187	552
