Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP109953	47	181	7	9	45	11	2	3	1	5	9	8	14	7	0	0	17	13	15
SP107650	43	128	1	0	59	16	0	13	8	16	4	6	8	5	0	0	21	2	21
SP13206	132	73	19	2	0	17	1	6	2	12	12	22	0	6	0	6	33	8	7
SP13078	61	112	14	19	53	35	0	31	6	15	12	11	3	5	0	0	25	7	11
SP107607	34	48	10	1	92	5	0	31	0	10	31	12	0	5	0	0	15	9	12
SP109941	34	44	3	0	52	12	2	1	0	11	10	12	10	6	0	12	0	1	0
SP109801	136	106	25	0	0	4	1	0	7	23	14	18	0	5	0	25	8	11	12
SP13072	13	72	10	3	0	33	2	18	9	11	14	16	11	0	0	8	26	16	49
SP107595	108	190	2	6	51	46	6	8	0	19	159	16	0	5	0	0	45	10	41
SP107640	46	128	13	1	18	16	0	29	2	2	2	7	6	2	0	0	14	2	13
SP13084	48	178	4	6	0	36	1	14	8	20	21	5	15	4	0	5	26	0	26
SP107603	24	88	3	1	0	22	0	24	13	11	6	17	0	4	0	35	2	10	18
SP109957	36	109	6	14	18	31	10	49	14	22	7	10	0	4	0	1	12	46	157
SP114020	107	198	0	5	0	30	10	20	17	21	19	32	8	4	0	0	20	24	137
SP96540	39	72	1	15	0	0	0	8	0	3	0	15	26	0	0	31	0	3	15
SP114032	19	127	13	27	0	23	4	9	2	6	1	10	0	2	0	13	32	11	10
SP107624	15	50	5	0	0	17	3	8	1	11	15	21	0	0	0	0	17	0	2
SP107575	69	63	0	9	0	33	0	17	12	18	7	12	22	0	0	7	35	10	0
SP13242	37	72	3	14	28	5	2	13	7	24	10	6	11	1	0	0	21	3	13
SP114016	18	127	0	1	36	26	1	29	11	8	9	11	0	1	0	0	17	12	5
CPCT02070011T	31	216	7	63	508	58	44	28	120	915	143	0	37	8	62	0	194	27	23
CPCT02020317T	9	35	27	10	0	21	40	21	19	22	3	9	2	6	27	0	53	0	3
CPCT02010352T	0	8	11	7	0	14	24	7	3	6	0	5	0	4	5	0	1	7	6
CPCT02010362T	8	6	14	10	0	7	11	8	7	1	11	8	0	4	23	0	11	2	11
CPCT02010366T	1	0	2	0	0	7	11	4	0	2	2	0	0	4	10	4	0	2	2
CPCT02010383T	5	1	15	1	0	0	53	8	0	16	0	4	17	2	12	0	4	0	9
CPCT02050049T	7	24	10	4	0	12	33	30	3	0	13	26	10	4	0	36	0	9	1
CPCT02020350T	3	31	21	10	0	39	28	15	1	7	23	18	17	2	2	0	9	5	51
CPCT02060023T	37	225	40	0	0	179	14	17	17	30	76	58	4	12	22	65	25	26	60
CPCT02080030T	52	173	1578	17	0	126	210	149	249	17	45	50	55	42	15	40	0	21	34
CPCT02060010T	180	26	115	32	120	62	21	56	63	38	64	8	107	18	44	0	30	29	22
CPCT02040037T	162	377	0	17	68	11	104	9	41	4	13	95	92	1089	5	0	0	4	75
CPCT02070018T	29	38	15	0	178	209	33	30	6	29	56	30	16	8	0	0	13	14	33
CPCT02080041T	9	27	66	0	0	336	42	60	30	39	69	58	149	4	0	0	13	9	0
CPCT02070029T	361	58	13	4	0	34	16	43	26	86	47	48	2	18	11	56	124	8	0
CPCT02060033T	86	27	25	0	157	23	59	27	23	53	38	16	39	24	61	0	27	34	31
CPCT02020399T	672	167	27	10	581	0	63	156	7	14	42	210	39	43	14	0	6	22	0
CPCT02140024T	3567	493	20	798	898	62	62	0	5	49	15	10	0	14	0	0	107	0	0
CPCT02080050T	20	0	31	3	56	63	59	16	11	13	0	34	46	0	6	10	0	5	9
CPCT02030293T	31	0	8	7	172	15	41	35	15	26	9	13	3	8	0	11	0	9	16
CPCT02010441T	63397	2246	109	8431	0	0	20	35	0	78	0	1098	0	35	0	1433	0	0	37
CPCT02090030T	279	241	16	6	15	9	71	11	4	34	31	1	39	8	18	97	0	6	35
CPCT02010718T	71	300	5	12	33	47	83	12	12	20	3	8	21	16	41	10	17	6	0
CPCT02020653T	19	83	27	6	0	100	92	12	9	8	16	4	48	7	14	30	0	2	22
CPCT02340008TII	27	81	4	6	14	9	105	9	8	6	7	13	8	12	29	46	0	5	4
CPCT02020876T	13	3	14	11	27	21	11	9	28	7	27	10	45	8	8	0	4	0	13
CPCT02370016T	35	77	33	19	0	17	79	60	2	10	64	40	81	9	11	10	17	12	9
CPCT02070275T	29	188	0	20	197	30	78	21	11	3	12	8	6	6	33	0	0	8	0
CPCT02011028T	299	105	15	37	79	129	18	48	22	29	49	30	85	17	24	25	18	23	22
CPCT02230072T	20916	4610	64	6444	726	803	131	1045	763	262	0	0	748	327	666	1761	0	0	0
CPCT02130028T	137	213	0	10	20	15	91	30	11	19	10	3	23	10	58	0	12	1	0
CPCT02060182T	10	10	11	0	0	0	39	13	11	4	11	11	7	4	20	13	9	0	3
CPCT02020657T	0	26	6	2	33	33	84	19	6	12	0	8	26	7	0	0	8	9	7
DRUP01090026T	10	42	16	0	0	20	15	19	14	15	18	29	20	2	22	24	25	9	14
CPCT02130029T	1	2	16	0	0	5	40	8	1	0	5	16	0	4	25	2	14	0	11
CPCT02340010TII	208	106	4	29	0	8	161	6	13	1802	99	22	17	13	35	0	247	6	0
DRUP01020022T	7	25	19	5	0	58	11	12	21	7	1	19	0	4	50	0	14	8	4
CPCT02120103T	26	207	0	10	66	3	67	12	15	16	62	21	37	6	0	0	43	7	24
CPCT02300030T	56	198	12	28	89	35	76	15	15	4	20	21	50	6	0	7	0	6	3
CPCT02150044T	11	52	10	9	0	27	7	13	8	9	9	17	42	9	26	6	10	1	10
CPCT02020920T	8	7	20	3	13	61	27	30	7	8	33	35	15	12	8	0	4	18	36
CPCT02080192T	11	157	17	2	0	7	108	22	10	15	15	20	2	7	26	79	0	13	21
CPCT02130170T	77	41	62	26	32	27	23	60	10	978	35	113	0	18	8	0	6	0	31
CPCT02260014T	840	598	21	25	137	34	51	20	17	34	10	78	111	128	59	23	48	18	77
CPCT02020922T	1	22	3	0	0	33	12	0	62	5	10	16	36	6	0	3	9	6	19
CPCT02011072T	9	29	13	6	0	34	6	6	1	9	6	8	8	10	12	12	3	0	1
CPCT02010758T	0	20	21	0	22	77	94	20	17	16	57	53	0	7	27	0	4	7	0
WIDE01010006T	0	10	1	5	0	12	16	6	8	4	0	2	0	10	19	6	12	10	12
CPCT02040220T	13	115	11	0	0	78	54	3	11	19	46	13	20	12	25	19	0	11	0
CPCT02100157T	208	309	8	25	122	55	71	24	8	42	10	4	18	7	46	34	61	13	13
CPCT02230088T	177	35	4936	132	102	70	139	872	927	111	46	194	707	149	32	0	0	26	0
CPCT02130178T	10	18	15	1	15	65	13	23	35	23	20	13	9	6	12	0	28	1	18
WIDE01010017T	55	69	28	11	98	30	18	38	22	20	44	4	2	8	46	0	36	21	23
WIDE01010025T	8	16	3	8	15	0	21	26	10	9	8	32	13	6	27	0	13	1	1
WIDE01010028T	181	139	31	56	0	187	18	98	30	69	119	80	0	20	65	63	71	54	76
WIDE01010012T	64	115	3	7	0	124	66	39	23	9	560	55	2	12	0	0	7	11	15
WIDE01010031T	500	618	116	0	0	16	36	0	22	25	29	158	6	435	27	209	0	46	0
CPCT02020956T	3	11	13	0	11	21	13	0	12	0	0	0	22	10	4	5	2	11	14
CPCT02010774T	1	32	18	14	0	55	21	12	8	1	25	34	12	1	34	7	0	0	4
CPCT02010756T	9	2	10	0	0	10	65	15	9	0	13	11	23	6	16	17	33	11	7
WIDE01010045T	13	37	3	0	34	166	27	29	9	11	30	18	0	12	2	0	0	13	2
CPCT02080204T	6	11	20	0	0	28	41	6	26	5	1	0	37	4	0	0	27	13	11
WIDE01010037T	617	724	18	21	446	0	23	50	30	44	17	16	40	56	52	39	34	41	57
WIDE01010056T	166	332	0	33	90	46	27	23	23	29	23	10	36	18	59	29	25	48	0
CPCT02070298T	190	269	18	11	72	3	17	24	14	20	22	17	20	12	27	32	15	17	2
WIDE01010594T	11	79	11	5	0	46	22	21	16	24	4	49	6	8	15	0	8	11	7
WIDE01010078T	4	0	39	2	27	272	19	81	22	24	109	43	39	12	1	0	14	17	30
CPCT02130054T	37	121	36	8	7	38	70	14	17	23	3	35	0	0	63	0	35	10	20
CPCT02040228T	12	53	2	22	46	30	55	8	8	8	11	6	28	12	24	0	15	4	13
WIDE01010051T	12	33	19	4	17	13	10	31	7	43	12	18	60	31	78	0	31	9	10
CPCT02050319T	6	0	0	0	1	0	91	24	21	39	6	18	0	2	4	30	27	14	6
CPCT02020689T	5	78	14	4	12	113	92	2	19	4	49	32	0	4	14	0	12	16	31
WIDE01010043T	20	7	6	15	80	45	8	22	15	8	34	32	11	3	21	0	5	4	3
WIDE01010112T	214	132	31	13	185	184	23	40	6	31	82	7	89	12	19	0	7	22	29
WIDE01010092T	16	62	6	9	14	13	13	6	14	4	13	16	16	11	41	2	5	0	17
WIDE01010119T	95	136	18	0	0	22	9	21	19	50	26	14	40	20	12	65	58	2	31
CPCT02170022T	6	63	4	0	0	16	97	18	14	13	18	6	22	2	19	11	13	1	10
WIDE01010120T	2	24	21	9	0	28	10	7	4	5	17	3	7	2	31	8	8	9	11
WIDE01010127T	259	243	3132	238	93	88	26	403	634	59	110	24	209	78	20	49	20	11	0
CPCT02300036T	69	340	59	11	80	71	43	39	39	13	60	65	12	6	24	0	34	8	35
WIDE01010146T	9	16	24	0	0	99	4	19	17	0	25	16	20	6	0	12	14	0	17
CPCT02070309T	11	16	18	0	38	41	60	23	9	6	29	46	18	5	12	0	13	9	0
WIDE01010157T	92	133	1357	56	57	136	8	186	332	26	50	124	41	36	68	0	21	29	24
WIDE01010170T	65	71	12	0	15	8	8	13	22	6	22	8	13	6	43	0	20	2	17
CPCT02020696T	7	15	40	0	33	83	73	0	17	2	1	12	22	4	0	0	4	2	13
CPCT02030471T	6	41	8	0	26	38	195	8	9	14	6	12	13	2	34	0	42	8	0
CPCT02130032T	6	13	18	0	7	73	107	21	11	15	0	36	10	4	6	0	24	13	3
CPCT02070310T	475	453	0	0	165	77	62	46	10	2	32	53	7	552	84	127	4	19	0
WIDE01010164T	59	64	28	32	114	49	31	80	49	0	100	67	50	46	9	0	0	15	3
WIDE01010190T	9	32	23	13	0	4	16	28	12	0	4	23	47	5	11	0	0	10	11
WIDE01010182T	304	315	63	24	0	278	9	81	27	44	68	93	23	54	78	65	16	11	22
DRUP01050040TII	602	463	0	11	80	23	0	247	39	10	9	0	18	58	258	0	8	13	0
WIDE01010225T	100	101	8	12	81	0	38	58	2	12	10	66	50	6	36	19	0	0	1
CPCT02050348T	34	40	19	4	0	29	33	93	19	0	32	45	0	4	14	23	16	5	18
WIDE01010275T	27	38	43	0	136	262	13	33	8	15	56	16	8	12	20	0	10	20	21
CPCT02010810T	14	54	17	15	0	3	41	6	8	9	11	36	0	6	23	0	15	5	16
CPCT02060206T	60	60	2726	101	145	78	161	370	460	3	44	83	157	74	45	0	0	18	3
WIDE01010284T	13	52	9	3	20	0	12	15	13	4	1	8	24	2	26	0	2	9	8
WIDE01010330T	7	22	4	5	54	24	1	17	12	5	8	8	32	2	20	0	9	0	0
WIDE01010312T	110	54	2664	109	86	177	13	207	579	33	49	74	39	67	112	0	11	4	0
WIDE01010317T	218	167	36	27	165	73	54	77	50	14	646	37	44	42	54	13	10	4	18
WIDE01010337T	45	285	275	22	0	55	46	37	67	3	53	77	68	27	7	27	48	0	24
CPCT02220043T	427	384	24	0	254	25	99	127	425	12	54	177	42	162	81	0	0	23	43
CPCT02130094T	63	370	31	15	17	330	38	32	15	30	102	46	34	18	21	87	0	20	40
WIDE01010329T	242	208	1495	120	214	73	47	85	167	11	223	139	76	48	86	0	27	22	9
WIDE01010331T	10	49	0	0	7	44	16	4	12	5	0	1	27	12	10	36	13	4	5
CPCT02010828T	58	141	678	70	76	28	60	65	59	13	46	57	91	13	27	0	0	14	18
WIDE01010101T	85	294	1411	54	87	86	38	220	351	42	44	59	69	50	1	0	6	14	21
WIDE01010349T	1	25	21	10	2	32	22	36	16	0	24	22	35	6	0	0	1	7	19
WIDE01010342T	17	159	31	0	0	47	14	4	17	13	11	20	19	11	31	13	9	5	8
WIDE01010359T	3	7	16	13	13	10	18	5	12	7	5	14	3	6	16	0	22	5	6
WIDE01010370T	10	0	13	0	0	63	15	25	22	15	24	32	26	5	1	7	2	1	6
WIDE01010369T	8	207	10	6	103	22	24	0	17	15	23	11	42	4	0	0	2	4	20
CPCT02340084T	92	132	244	47	85	101	10	35	55	3	17	49	57	10	61	0	2	0	17
DRUP01030015T	47	151	64	28	166	14	26	30	406	22	26	9	2	12	5	0	0	12	13
CPCT02060236T	8	37	10	4	33	24	77	18	17	11	5	0	15	4	16	0	22	4	15
CPCT02120125T	44	72	1203	42	46	48	26	182	295	11	2	34	112	34	26	0	49	12	6
CPCT02230098T	2012	209	0	97	0	4	35	28	0	31	5	0	36	16	173	0	16	20	0
DRUP01090015T	0	0	14	3	0	30	45	5	10	18	1	0	0	9	23	26	0	3	14
WIDE01010401T	38	46	17	13	11	73	18	50	7	44	30	59	28	2	28	1	37	2	23
CPCT02230105T	9	7	28	1	0	27	47	13	0	1	11	0	38	6	26	10	4	0	4
CPCT02080223T	31	18	19	0	105	61	90	37	7	11	448	53	0	9	68	0	4	20	8
CPCT02020730T	15	46	67	0	0	243	78	71	5	10	19	59	142	4	3	12	6	15	0
CPCT02010831T	217	93	948	70	49	90	31	160	172	12	128	168	76	63	89	43	0	14	13
WIDE01010428T	20	41	0	13	26	16	19	17	8	8	1	24	13	4	14	0	0	11	20
CPCT02290039T	1124	595	0	0	470	2	116	100	0	13	66	65	29	37	97	11	18	72	37
CPCT02010843T	33	17	4	1	13	46	87	12	8	7	8	4	31	4	24	0	24	3	9
CPCT02130103T	43	221	27	4	61	148	79	24	2	5	51	8	56	0	52	44	12	35	29
CPCT02070337T	47	34	33	18	0	10	78	42	0	8	314	45	5	22	62	40	47	9	20
WIDE01010440T	2	39	24	16	0	79	16	7	9	3	0	18	39	12	2	9	3	6	6
WIDE01010404T	161	108	12	1	235	13	31	49	21	8	16	0	7	11	95	10	0	4	4
CPCT02080229T	33	63	219	0	16	32	68	32	37	31	26	34	30	16	20	0	17	6	0
CPCT02050363T	59	183	33	0	26	0	78	27	6	22	14	82	0	10	65	103	0	8	15
CPCT02040250T	29	96	0	0	2	23	64	11	5	1	25	45	12	6	2	56	0	8	14
CPCT02040251T	30	45	138	4	0	40	75	42	21	18	4	15	60	4	0	0	8	2	20
CPCT02260022T	343	275	0	0	262	5	12	18	16	18	11	71	45	24	45	0	0	10	0
CPCT02340090T	112	207	18	17	0	17	16	9	24	17	18	12	8	14	29	76	26	16	7
CPCT02450013T	23	63	16	0	3	40	41	0	4	20	24	0	8	2	54	40	25	0	19
CPCT02070347T	79	236	23	0	105	201	60	64	7	43	49	22	110	16	29	0	0	15	29
CPCT02060140T	5	27	32	1	2	11	30	10	16	0	5	18	20	2	31	0	63	1	24
CPCT02020720T	1	27	15	3	0	25	42	4	3	7	0	17	0	0	6	0	8	10	10
CPCT02230109T	372	405	6	0	369	0	90	15	16	26	18	53	32	53	37	0	7	3	16
DRUP01090019T	264	225	55	0	78	61	39	47	86	41	51	24	25	12	0	141	21	20	18
CPCT02120144T	12	8	2	3	0	96	6	13	19	0	30	51	19	1	25	0	0	4	23
CPCT02080240T	45	248	192	16	44	64	18	47	21	6	24	57	55	10	6	0	14	0	16
CPCT02130125T	38	75	17	5	14	32	33	33	6	34	51	28	13	10	20	30	14	15	40
CPCT02070355T	7	12	7	0	0	25	37	10	7	7	8	10	1	4	18	31	0	4	12
CPCT02010872T	6	10	9	3	0	10	36	5	26	16	1	9	21	2	21	0	11	3	18
CPCT02010878T	22	137	28	0	5	0	78	107	0	12	19	6	0	11	39	61	12	23	23
CPCT02090054T	717	917	196	8	0	48	61	267	55	130	28	262	119	247	8	176	152	46	45
CPCT02330117T	262	219	12	0	89	141	18	34	9	41	47	0	63	10	27	43	30	9	27
CPCT02170031T	303	481	22	3	502	0	49	0	11	18	10	5	14	36	45	12	9	40	0
CPCT02020765T	10	70	9	0	7	42	73	27	9	9	333	25	52	12	27	0	0	4	1
