MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	5.86E-04	3.64E-04	2.39E-03	3.65E-04	1.57E-03	3.24E-03	2.36E-03	1.42E-03	7.07E-04	1.92E-03
1:Del:C:1	2.22E-04	1.64E-04	8.05E-04	3.03E-04	6.74E-04	1.25E-03	1.12E-03	4.97E-04	4.55E-04	9.06E-04
1:Del:C:2	1.35E-04	1.08E-04	3.49E-04	1.70E-04	2.01E-04	7.89E-04	5.93E-04	2.90E-04	2.89E-04	8.19E-04
1:Del:C:3	1.91E-04	1.11E-04	2.66E-04	1.73E-04	2.48E-04	4.19E-04	3.47E-04	1.48E-04	1.48E-04	4.49E-04
1:Del:C:4	4.49E-04	1.20E-04	5.59E-04	1.18E-04	2.77E-04	2.06E-04	3.57E-04	3.47E-05	1.21E-04	3.03E-04
1:Del:C:5	1.39E-03	1.69E-04	1.30E-03	1.94E-04	2.91E-04	3.04E-04	7.14E-04	3.31E-04	2.07E-04	3.28E-04
1:Del:T:0	2.64E-04	4.18E-04	1.37E-03	5.73E-04	1.97E-03	1.16E-03	1.26E-03	1.03E-03	5.04E-04	5.40E-04
1:Del:T:1	5.31E-04	5.05E-04	1.72E-03	4.21E-04	2.73E-03	1.32E-03	1.56E-03	1.08E-03	5.21E-04	3.53E-04
1:Del:T:2	1.78E-04	2.00E-04	8.02E-04	2.75E-04	9.95E-04	7.74E-04	9.66E-04	6.63E-04	3.72E-04	3.26E-04
1:Del:T:3	3.18E-04	2.79E-04	1.23E-03	3.43E-04	1.41E-03	1.24E-03	1.10E-03	6.17E-04	4.79E-04	5.85E-04
1:Del:T:4	8.91E-04	3.71E-04	1.79E-03	3.84E-04	1.29E-03	9.86E-04	1.27E-03	4.72E-05	4.55E-04	2.97E-04
1:Del:T:5	7.68E-03	1.89E-03	1.85E-02	7.33E-03	7.04E-03	2.23E-03	1.30E-02	1.98E-03	3.70E-03	6.35E-04
1:Ins:C:0	1.54E-04	9.89E-05	5.90E-04	3.64E-03	8.57E-04	2.77E-04	4.94E-04	4.61E-04	6.05E-04	2.55E-04
1:Ins:C:1	9.89E-05	1.18E-04	2.39E-04	2.10E-04	2.22E-04	3.04E-04	2.83E-04	2.46E-04	1.41E-04	1.29E-04
1:Ins:C:2	3.46E-05	4.10E-05	1.42E-04	8.53E-05	1.57E-04	2.47E-04	2.13E-04	1.60E-04	8.62E-05	1.51E-04
1:Ins:C:3	3.08E-05	7.03E-05	8.27E-05	7.41E-05	1.35E-04	1.56E-04	1.20E-04	1.83E-04	3.00E-05	1.40E-04
1:Ins:C:4	7.79E-05	6.91E-05	1.27E-04	7.75E-05	1.60E-04	1.76E-04	1.54E-04	1.82E-04	5.90E-05	1.15E-04
1:Ins:C:5	6.81E-04	2.96E-04	9.76E-04	3.03E-04	6.13E-04	7.42E-04	9.94E-04	5.72E-04	2.66E-04	1.90E-04
1:Ins:T:0	2.81E-04	2.95E-04	7.63E-04	3.04E-04	3.40E-04	4.73E-04	7.77E-04	6.34E-04	2.10E-04	3.13E-04
1:Ins:T:1	3.56E-05	2.82E-04	6.64E-04	3.05E-04	8.49E-04	2.11E-03	2.27E-03	1.27E-03	9.87E-04	9.56E-04
1:Ins:T:2	1.53E-04	1.77E-04	2.87E-04	2.08E-04	4.52E-04	8.58E-04	8.97E-04	4.80E-04	3.70E-04	5.95E-04
1:Ins:T:3	9.17E-05	1.06E-04	2.40E-04	1.83E-04	3.70E-04	4.79E-04	4.45E-04	3.70E-04	3.00E-04	3.42E-04
1:Ins:T:4	1.78E-04	2.52E-04	2.99E-04	1.41E-04	3.76E-04	4.73E-04	5.14E-04	3.20E-04	1.71E-04	2.32E-04
1:Ins:T:5	3.26E-03	5.00E-03	1.13E-02	4.71E-03	7.03E-03	9.37E-03	1.50E-02	9.71E-03	3.24E-03	1.04E-03
2:Del:R:0	2.21E-04	1.83E-04	7.29E-04	1.61E-04	5.24E-04	8.55E-04	8.86E-04	4.68E-04	6.40E-04	3.36E-04
2:Del:R:1	2.16E-04	1.88E-04	1.46E-03	2.36E-04	5.06E-04	2.07E-03	1.91E-03	4.49E-04	2.24E-04	2.30E-04
2:Del:R:2	9.09E-05	1.00E-04	3.28E-04	8.45E-05	1.98E-04	4.18E-04	4.69E-04	2.39E-04	1.60E-04	2.23E-04
2:Del:R:3	4.91E-04	7.07E-05	5.39E-04	3.80E-05	7.87E-05	1.27E-04	3.46E-04	1.71E-04	8.30E-06	1.67E-04
2:Del:R:4	3.19E-04	2.53E-05	3.63E-04	4.05E-05	3.67E-05	1.21E-04	1.78E-04	1.74E-04	4.63E-05	1.01E-04
2:Del:R:5	1.45E-03	1.40E-04	1.52E-03	0.00E+00	0.00E+00	2.80E-04	8.92E-04	4.97E-04	8.83E-05	1.35E-04
3:Del:R:0	5.56E-05	2.72E-05	2.61E-04	8.06E-05	2.41E-04	5.18E-04	5.35E-04	3.60E-04	2.07E-04	1.47E-04
3:Del:R:1	1.74E-04	2.02E-04	1.41E-03	2.12E-04	3.10E-04	2.27E-03	2.06E-03	4.30E-04	2.04E-04	1.23E-04
3:Del:R:2	6.88E-05	8.11E-05	3.57E-04	8.84E-05	1.40E-04	5.85E-04	4.76E-04	1.08E-04	1.20E-04	0.00E+00
3:Del:R:3	2.29E-05	1.18E-05	1.31E-04	2.05E-05	6.03E-05	2.11E-04	1.65E-04	9.59E-05	6.07E-05	2.93E-05
3:Del:R:4	4.20E-05	2.90E-05	8.02E-05	2.26E-05	1.40E-05	8.11E-05	7.92E-05	8.46E-05	4.19E-05	4.28E-10
3:Del:R:5	7.65E-05	1.07E-05	1.04E-04	2.41E-05	2.15E-05	5.97E-05	5.54E-05	7.81E-05	3.39E-05	1.39E-05
4:Del:R:0	5.60E-05	3.56E-05	1.69E-04	5.00E-05	2.80E-04	4.79E-04	4.63E-04	3.28E-04	2.28E-04	4.59E-05
4:Del:R:1	1.72E-04	1.39E-04	1.17E-03	1.45E-04	1.26E-04	1.77E-03	1.42E-03	4.06E-04	1.68E-04	4.79E-05
4:Del:R:2	1.21E-04	7.11E-05	3.56E-04	6.86E-05	3.92E-05	4.12E-04	3.12E-04	2.24E-04	2.47E-05	5.00E-05
4:Del:R:3	6.49E-05	4.65E-05	1.28E-04	7.56E-07	1.84E-05	1.37E-04	1.26E-04	1.36E-04	3.98E-05	3.19E-05
4:Del:R:4	3.61E-05	1.98E-05	6.59E-05	1.07E-05	2.49E-05	6.44E-05	5.59E-05	3.82E-05	3.46E-05	2.31E-05
