Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP85623	4	3	1	2	0	0	0	19	0	0	21	0	0	9	0	0	5	0	4
SP85491	0	0	0	0	0	0	0	20	0	0	38	15	6	5	14	0	0	0	0
SP87582	0	0	0	1	0	0	0	0	0	11	0	0	0	3	0	0	0	40	8
SP89090	2	0	3	3	0	0	7	0	0	9	22	17	0	0	0	6	3	0	0
SP85511	0	6	0	0	0	0	10	12	17	0	14	0	11	0	48	11	0	27	1
SP85952	0	0	1	1	0	11	0	0	0	0	0	0	0	0	0	41	0	0	1
SP85840	0	6	0	0	0	0	0	4	0	0	6	14	30	0	0	22	0	0	10
SP87675	0	4	13	0	0	0	0	0	0	0	0	0	23	4	17	0	0	0	6
SP85836	3	0	0	1	0	0	14	0	0	2	67	0	0	25	10	27	0	0	6
SP120767	0	2	0	3	15	0	0	38	0	18	17	1	34	8	1	0	0	0	1
SP105708	0	11	5	0	0	0	0	13	0	2	0	8	10	13	14	14	0	0	6
SP85818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP105922	0	2	0	0	0	0	0	0	0	26	3	0	6	14	0	2	8	0	0
SP86118	5	5	2	0	0	0	0	0	0	0	0	0	0	29	51	0	0	0	2
SP86306	0	3	0	0	0	9	58	0	0	8	0	2	0	44	5	13	17	0	0
SP87099	0	15	0	2	0	14	6	7	0	33	0	0	0	20	0	0	0	0	6
SP87434	0	3	9	0	0	0	0	0	0	0	8	2	36	0	9	0	0	0	3
SP85864	2	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	4	10
SP105807	0	2	3	0	8	4	0	0	0	0	0	15	0	0	0	0	69	3	0
SP89291	0	2	8	0	0	0	0	9	0	0	0	0	0	19	0	0	7	0	7
SP88050	0	0	5	0	0	0	2	0	0	0	0	22	0	7	0	0	0	0	6
SP88593	0	1	5	0	0	0	0	0	0	18	0	0	39	2	0	0	0	0	7
SP88158	0	1	2	0	0	0	0	0	0	12	0	0	0	13	0	0	0	0	1
SP87534	0	3	0	5	0	78	18	22	0	8	7	0	23	0	0	15	0	0	6
SP88776	0	0	4	0	0	5	0	0	0	3	0	0	0	0	0	51	40	0	0
SP85725	0	2	13	0	0	1	0	0	0	0	59	4	0	0	0	0	0	5	0
SP86660	1	0	8	1	0	0	27	19	0	42	3	3	28	0	0	11	0	11	8
SP87903	0	0	6	0	0	0	0	1	0	6	8	3	3	0	6	0	15	0	0
SP88098	0	0	0	0	0	56	0	40	0	12	0	7	0	0	0	1	0	5	0
SP85487	0	11	8	0	0	0	94	2	0	0	0	0	14	0	51	0	0	59	2
SP105759	0	9	0	0	0	0	1	0	7	0	0	2	19	1	3	13	0	0	5
SP86775	0	0	0	1	0	0	0	0	0	0	8	0	0	0	10	0	0	0	1
SP88322	0	1	10	0	0	0	10	0	0	0	1	0	0	28	0	32	11	0	0
SP85582	5	0	10	0	0	0	1	13	0	0	0	0	28	0	0	0	19	0	11
SP87446	0	5	0	0	0	0	59	0	0	20	0	68	0	0	18	0	0	17	14
SP87337	0	1	0	0	0	0	0	0	0	3	0	0	3	0	0	0	30	0	3
SP86929	2	0	1	7	0	52	0	7	0	6	19	38	0	14	0	1	0	8	2
SP86130	0	6	6	0	0	0	0	0	0	2	0	0	0	0	4	33	10	0	12
SP86425	0	15	0	0	0	0	0	0	0	0	0	82	0	39	0	0	0	0	0
SP85495	0	3	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	9
SP85787	0	0	0	2	0	0	0	0	0	30	0	0	0	0	0	0	0	0	9
SP86836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
SP89245	0	3	3	0	0	0	0	0	0	7	5	0	0	0	0	0	13	1	0
SP86989	6	2	13	1	0	0	0	44	0	38	13	0	0	4	24	0	0	0	6
SP88757	0	0	3	1	0	0	0	15	0	10	0	0	0	0	0	0	30	0	0
SP85733	0	4	0	5	0	0	0	12	0	2	0	0	0	33	10	22	7	0	4
SP85737	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	9	0	0	1
SP85647	0	1	0	0	0	0	6	0	0	9	6	9	5	9	12	0	0	0	10
CPCT02011098T	0	9	3	0	0	0	0	0	122	0	5	0	0	0	0	0	0	49	0
WIDE01010618T	0	64	681	52	0	0	206	0	0	4	0	0	0	0	0	8	0	0	1
WIDE01010310T	0	295	178	25	216	0	0	0	0	34	0	0	0	0	0	0	9	0	0
CPCT02080230T	3	0	57	81	0	0	57	0	152	0	9	2	18	10	0	0	0	0	0
CPCT02010914T	0	0	0	55	0	0	0	0	171	0	0	0	4	0	0	0	0	0	0
DRUP01010057T	0	36	0	126	420	0	0	87	0	0	0	20	0	0	0	0	0	0	12
CPCT02010635T	0	79	49	425	0	109	0	84	0	0	0	0	0	0	0	0	0	0	3
WIDE01010556T	2540	1267	0	68	0	0	0	0	0	0	22	26	0	0	0	0	0	0	3
WIDE01010540T	0	36	85	34	14	281	20	0	0	0	0	0	0	0	41	0	0	0	0
