MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	1.16E-03	1.16E-03	7.84E-04	7.31E-04	3.21E-03	4.34E-03	4.10E-03	4.28E-03	3.91E-03	6.26E-03	4.86E-03	2.44E-03
1:Del:C:1	7.40E-04	9.41E-04	6.45E-04	7.60E-04	3.51E-03	3.32E-03	5.36E-03	2.65E-03	5.40E-03	2.09E-03	3.08E-03	2.81E-03
1:Del:C:2	8.79E-04	5.32E-04	2.69E-04	9.30E-04	2.82E-03	2.95E-03	3.72E-03	2.69E-03	3.78E-03	1.65E-03	2.16E-03	1.35E-03
1:Del:C:3	5.85E-04	4.63E-04	2.96E-04	3.92E-04	1.69E-03	1.80E-03	1.56E-03	6.08E-04	2.46E-03	1.57E-03	1.82E-03	1.23E-03
1:Del:C:4	3.30E-04	1.82E-04	1.27E-04	1.66E-04	1.23E-03	5.11E-04	1.33E-03	8.18E-04	1.65E-03	1.24E-03	1.53E-03	9.02E-04
1:Del:C:5	7.11E-04	8.64E-04	4.79E-04	4.83E-04	7.85E-04	7.99E-04	3.14E-04	5.19E-04	8.60E-04	7.01E-04	6.90E-04	8.20E-04
1:Del:T:0	1.31E-03	1.25E-03	6.42E-04	1.24E-03	2.62E-03	4.53E-03	3.00E-03	5.35E-03	4.36E-03	2.33E-03	4.89E-03	2.41E-03
1:Del:T:1	1.04E-03	9.81E-04	3.43E-04	1.06E-03	2.57E-03	3.58E-03	2.66E-03	3.75E-03	3.07E-03	1.80E-03	2.87E-03	2.01E-03
1:Del:T:2	8.73E-04	1.00E-03	5.90E-04	7.65E-04	1.76E-03	4.78E-03	3.72E-03	2.50E-03	4.17E-03	4.57E-03	2.85E-03	1.50E-03
1:Del:T:3	8.38E-04	1.10E-03	3.78E-04	6.66E-04	1.76E-03	2.47E-03	3.39E-03	2.60E-03	2.78E-03	2.78E-03	3.89E-03	1.60E-03
1:Del:T:4	1.12E-03	1.72E-03	3.52E-04	6.89E-04	1.24E-03	2.51E-03	3.14E-03	2.48E-03	2.20E-03	2.55E-03	3.30E-03	1.14E-03
1:Del:T:5	1.14E-02	1.04E-02	3.15E-03	2.37E-03	2.81E-03	2.11E-03	2.08E-03	1.34E-03	2.20E-03	1.46E-03	2.57E-03	3.37E-03
1:Ins:C:0	5.91E-03	6.54E-03	2.07E-03	6.46E-04	6.32E-04	4.89E-05	3.97E-05	2.83E-04	4.79E-04	3.73E-04	3.04E-03	1.11E-03
1:Ins:C:1	3.34E-04	3.95E-04	3.51E-04	3.91E-04	8.49E-04	8.68E-04	5.12E-04	3.37E-04	8.38E-04	3.11E-05	1.16E-03	1.06E-03
1:Ins:C:2	1.86E-04	1.64E-04	9.23E-05	1.14E-04	5.33E-04	3.80E-04	7.62E-04	1.05E-03	8.44E-04	5.24E-04	8.87E-04	5.10E-04
1:Ins:C:3	2.26E-04	1.58E-04	2.93E-04	2.38E-04	5.00E-04	1.53E-04	3.65E-04	2.08E-04	4.02E-04	2.64E-04	4.49E-04	5.97E-04
1:Ins:C:4	3.41E-04	5.45E-04	1.81E-04	1.15E-04	3.58E-04	1.48E-04	1.64E-04	8.93E-05	3.60E-04	1.08E-07	3.70E-04	6.73E-04
1:Ins:C:5	6.08E-04	7.26E-04	7.57E-04	7.60E-04	1.07E-03	9.75E-04	7.34E-04	1.12E-03	1.10E-03	9.70E-04	1.69E-03	1.48E-03
1:Ins:T:0	1.09E-03	1.47E-03	7.07E-04	6.11E-04	1.83E-03	1.02E-03	6.81E-04	1.09E-03	1.34E-03	8.68E-04	3.75E-03	2.22E-03
1:Ins:T:1	1.31E-03	1.28E-03	5.56E-04	5.69E-04	2.66E-03	2.47E-03	2.51E-03	3.19E-03	3.41E-03	2.95E-03	3.82E-03	2.26E-03
1:Ins:T:2	8.40E-04	9.93E-04	4.59E-04	5.34E-04	1.27E-03	9.05E-04	1.38E-03	1.71E-03	1.96E-03	5.84E-04	2.34E-03	1.36E-03
1:Ins:T:3	4.49E-04	3.43E-04	4.08E-04	4.07E-04	1.79E-03	9.82E-04	1.04E-03	1.44E-03	1.19E-03	7.77E-04	2.81E-03	1.54E-03
1:Ins:T:4	6.86E-04	5.79E-04	2.41E-04	5.43E-04	9.91E-04	4.98E-04	4.37E-04	1.01E-03	7.80E-04	8.80E-05	8.37E-04	8.29E-04
1:Ins:T:5	6.88E-03	8.63E-03	5.20E-03	5.86E-03	8.29E-03	3.34E-03	2.27E-03	3.48E-03	7.04E-03	1.63E-04	4.80E-03	9.28E-03
2:Del:R:0	9.46E-04	8.51E-04	2.57E-04	7.13E-04	1.85E-03	2.95E-03	2.01E-03	2.68E-03	2.27E-03	1.10E-03	2.39E-03	1.21E-03
2:Del:R:1	8.74E-04	6.94E-04	7.23E-04	5.61E-04	1.98E-03	2.35E-03	2.12E-03	1.94E-03	1.73E-03	7.95E-04	2.03E-03	1.56E-03
2:Del:R:2	2.93E-04	4.05E-04	2.65E-04	2.85E-04	1.05E-03	1.15E-03	1.27E-03	8.58E-04	9.10E-04	5.60E-04	1.05E-03	8.54E-04
2:Del:R:3	2.97E-04	2.75E-04	2.86E-04	3.29E-04	4.08E-04	1.56E-04	2.60E-04	1.78E-04	4.12E-04	9.88E-05	6.34E-04	4.74E-04
2:Del:R:4	1.74E-04	2.93E-04	1.35E-04	1.38E-04	3.64E-04	1.54E-04	1.34E-04	2.69E-04	2.30E-04	2.26E-05	3.30E-04	4.53E-04
2:Del:R:5	3.92E-04	4.47E-04	1.00E-04	2.08E-04	8.46E-04	3.13E-03	1.80E-03	2.55E-03	2.44E-03	9.22E-03	2.06E-03	5.13E-04
3:Del:R:0	6.11E-04	1.84E-04	1.29E-04	3.72E-04	7.45E-04	1.02E-03	1.27E-03	1.86E-03	1.48E-03	7.53E-04	1.33E-03	1.13E-03
3:Del:R:1	7.46E-04	7.67E-04	7.97E-04	5.03E-04	2.57E-03	3.99E-03	2.07E-03	2.73E-03	1.79E-03	3.14E-03	3.10E-03	1.71E-03
