MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	8.80E-04	1.14E-03	1.59E-03	3.87E-03	3.35E-03	1.36E-03	3.14E-03	3.24E-03	1.24E-03
1:Del:C:1	3.06E-04	4.73E-04	6.69E-04	1.77E-03	1.59E-03	6.63E-04	1.58E-03	1.90E-03	6.17E-04
1:Del:C:2	2.95E-04	2.25E-04	5.24E-04	1.03E-03	9.42E-04	5.57E-04	1.16E-03	9.15E-04	3.81E-04
1:Del:C:3	4.77E-04	2.63E-04	2.06E-04	5.90E-04	6.86E-04	4.62E-04	7.31E-04	1.04E-03	2.40E-04
1:Del:C:4	5.39E-04	1.84E-04	2.38E-04	5.88E-04	5.87E-04	3.00E-04	6.12E-04	7.47E-04	3.73E-04
1:Del:C:5	1.81E-03	7.95E-04	6.49E-04	1.55E-03	4.97E-04	1.43E-04	4.65E-04	1.88E-03	8.15E-04
1:Del:T:0	9.18E-04	1.14E-03	2.02E-03	4.31E-03	3.80E-03	6.50E-04	4.12E-03	3.75E-03	1.19E-03
1:Del:T:1	2.67E-04	8.92E-04	1.05E-03	1.79E-03	3.21E-03	9.57E-04	5.58E-03	1.17E-03	1.44E-03
1:Del:T:2	3.19E-04	5.72E-04	8.99E-04	2.12E-03	1.97E-03	5.76E-04	2.16E-03	2.12E-03	6.41E-04
1:Del:T:3	6.75E-04	6.59E-04	9.73E-04	2.16E-03	2.05E-03	1.02E-03	2.11E-03	2.73E-03	5.91E-04
1:Del:T:4	1.25E-03	1.06E-03	1.62E-03	3.13E-03	2.98E-03	1.22E-03	2.49E-03	2.49E-03	1.31E-04
1:Del:T:5	5.77E-03	6.79E-03	1.19E-02	1.67E-02	5.87E-03	4.52E-03	3.04E-03	7.50E-03	1.46E-03
1:Ins:C:0	6.52E-04	7.76E-04	1.77E-03	3.12E-03	1.51E-03	1.57E-04	3.63E-03	9.78E-04	8.05E-04
1:Ins:C:1	7.66E-05	1.00E-04	3.13E-04	4.97E-04	4.52E-04	2.15E-04	5.77E-04	5.43E-04	3.97E-04
1:Ins:C:2	7.53E-05	1.00E-04	1.44E-04	2.63E-04	3.35E-04	1.83E-04	5.13E-04	4.28E-04	2.09E-04
1:Ins:C:3	6.66E-05	9.08E-05	2.05E-04	2.58E-04	1.15E-04	1.00E-04	4.75E-04	1.86E-04	3.12E-04
1:Ins:C:4	1.81E-04	1.64E-04	2.86E-04	4.24E-04	1.78E-04	2.94E-04	1.53E-04	3.48E-04	2.49E-04
1:Ins:C:5	5.95E-04	5.71E-04	9.99E-04	1.08E-03	2.57E-04	5.55E-04	5.93E-04	9.39E-04	7.97E-04
1:Ins:T:0	3.14E-04	8.08E-04	9.33E-04	1.20E-03	4.85E-04	3.04E-04	1.90E-03	1.22E-03	6.37E-04
1:Ins:T:1	1.16E-04	2.46E-04	2.56E-04	8.65E-04	1.15E-03	4.97E-04	1.59E-03	1.43E-03	4.92E-04
1:Ins:T:2	1.80E-04	1.81E-04	3.89E-04	5.14E-04	6.83E-04	2.83E-04	5.12E-04	9.71E-04	2.71E-04
1:Ins:T:3	1.81E-04	4.87E-04	4.28E-04	5.55E-04	4.63E-04	4.22E-04	6.72E-04	9.05E-04	5.63E-05
1:Ins:T:4	2.59E-04	6.79E-04	8.18E-04	5.74E-04	6.64E-04	3.28E-04	5.33E-04	6.87E-04	2.84E-05
