Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP123975	1927	0	25	0	0	1	10	33	0	0	0	3	30	48	77	57
SP124044	0	0	1	24	10	0	0	6	0	0	0	0	0	5	15	6
SP123972	47	0	0	106	0	18	13	59	0	0	2	1	92	0	34	41
SP123850	5	11	0	0	0	26	0	3	0	13	0	5	18	7	53	0
SP123902	6	0	25	7	0	15	0	8	0	4	23	1	16	19	33	2
SP123884	7	10	40	36	0	0	0	6	0	52	0	5	5	12	44	2
SP123964	4	41	0	14	0	3	0	3	1	5	10	2	0	9	45	0
SP123995	2	19	0	0	4	0	33	4	0	0	0	0	13	13	45	5
SP123846	3	13	6	0	0	8	0	6	1	12	14	2	3	35	66	7
SP124003	6	5	4	0	0	16	0	7	0	9	0	5	11	2	28	0
SP123876	4	25	0	0	9	17	0	6	0	0	34	0	0	0	38	0
SP123878	6	0	24	9	0	0	7	6	0	0	17	4	1	6	7	4
SP123842	2	17	20	25	0	0	7	1	0	0	0	2	9	0	16	0
SP123900	2	0	0	0	14	0	71	3	0	15	13	3	6	6	10	0
SP123978	3	11	0	0	0	0	7	0	8	0	20	0	5	4	4	3
SP123897	3	0	7	6	0	12	10	12	0	0	4	0	6	15	17	0
SP124013	2	0	29	0	0	6	24	5	0	0	0	2	9	1	47	0
SP124021	2	0	15	22	0	10	0	5	0	0	2	0	0	5	26	2
SP123852	9	0	0	0	7	0	37	6	0	23	0	3	0	11	23	2
SP123998	1	0	5	0	8	0	0	22	1	52	21	7	18	10	12	13
SP123967	4	0	0	0	16	16	12	0	0	0	24	0	10	7	7	0
SP123988	10	57	0	2	4	28	76	6	0	31	10	0	33	21	13	0
SP123984	7	5	0	31	7	8	0	3	0	0	0	2	9	4	26	1
SP123858	0	0	0	0	11	0	0	10	0	2	0	1	15	13	28	8
SP123890	0	0	16	0	6	16	7	4	0	0	0	1	18	0	30	0
SP123950	5	0	0	47	0	11	1	5	0	0	12	0	10	21	25	4
SP123886	4	0	9	0	0	0	0	6	0	7	24	2	0	3	7	0
SP124033	2	5	0	0	4	0	0	1	11	9	1	5	4	6	34	5
SP123892	7	81	0	7	0	6	0	11	0	0	0	1	15	3	49	0
SP123840	0	0	0	0	0	15	0	6	0	38	17	6	3	10	26	1
SP123969	3	8	2	0	8	0	28	10	0	0	29	1	23	7	24	0
SP123953	9	0	0	0	0	14	17	4	17	27	0	4	12	0	13	0
SP123955	2	13	0	0	0	10	13	2	0	5	0	2	33	7	8	0
SP123882	4	24	0	40	1	12	0	6	0	0	0	3	10	24	85	3
SP123894	11	0	37	7	0	0	0	6	0	0	35	2	0	6	86	8
SP124017	3	0	16	0	0	0	0	5	0	8	2	2	0	2	9	0
SP123856	0	16	0	0	0	8	0	5	0	0	9	0	9	7	16	3
SP123854	6	0	0	0	27	0	0	4	0	14	42	0	1	1	22	0
SP123888	0	5	8	0	0	0	0	6	2	15	17	5	9	4	34	3
SP123870	3	10	0	0	0	5	0	2	0	0	12	3	0	14	42	0
SP123958	0	0	0	0	13	3	0	2	5	22	0	0	4	0	15	0
SP123844	1	16	0	0	0	6	31	6	0	0	23	2	2	3	24	2
SP123872	4	17	13	0	0	0	0	20	0	32	21	1	1	27	22	0
SP123874	6	0	2	24	0	27	0	11	0	0	0	1	10	5	24	5
SP123836	4	0	0	0	0	0	20	16	0	45	0	0	8	12	73	0
SP43633	5	13	0	0	0	6	10	5	0	0	28	0	2	3	5	0
SP36498	15	43	174	26	180	93	86	4	0	0	25	1	39	3	0	0
SP37516	8	49	56	146	110	39	85	9	0	17	0	5	28	1	0	3
SP39997	15	219	98	65	160	87	5	15	0	9	0	12	2	10	31	10
SP35617	9	109	78	106	35	80	121	25	0	0	70	1	13	19	1	4
SP37636	11	8	39	64	0	30	0	28	0	75	16	5	19	9	3	6
SP39907	17	0	31	159	46	112	0	7	0	0	69	1	24	18	5	0
SP40736	28	117	207	146	101	128	0	16	0	0	20	16	36	23	0	11
SP42154	13	42	0	56	107	47	152	44	0	110	26	0	46	29	8	0
SP39594	18	220	0	160	67	68	0	0	15	108	0	20	26	16	3	3
SP41453	6	174	50	0	103	83	8	29	7	28	56	1	20	6	3	0
SP34452	16	280	150	297	264	138	0	7	0	64	0	7	71	0	0	8
SP42829	22	118	25	96	131	59	208	51	0	0	35	6	16	18	3	1
SP37970	25	1	162	0	130	38	312	16	0	177	26	9	78	11	19	12
SP34186	17	371	94	0	176	122	0	49	0	63	87	10	22	1	14	4
SP37903	21	197	255	197	189	125	140	23	0	0	0	13	25	0	0	0
SP35849	1	82	45	0	0	42	0	26	0	22	28	3	7	0	22	1
SP36586	57	0	68	0	0	0	17	106	16	43	0	3	12	5	7	10
SP34431	10	0	37	171	43	23	96	0	0	65	0	4	10	10	2	0
SP37432	9	133	40	6	78	82	4	12	0	10	50	0	31	1	21	0
SP35989	12	91	0	69	27	35	0	6	0	118	0	8	18	13	0	5
SP39102	9	0	63	126	71	44	49	17	12	0	0	5	17	2	25	12
SP34493	11	0	113	0	0	82	0	28	0	16	70	0	16	3	11	0
SP36036	11	39	137	24	0	24	55	19	0	0	75	0	24	4	9	1
SP35951	39	38	96	204	52	0	221	12	14	88	0	12	13	22	0	13
SP39248	5	81	0	140	29	41	0	11	17	64	12	4	2	0	18	0
SP34246	2	229	99	0	72	139	0	4	4	76	121	0	0	10	0	9
SP35412	1	199	79	104	96	59	17	14	0	37	0	0	63	16	15	9
SP39298	32	344	180	436	139	114	236	6	0	65	0	20	34	27	4	10
SP38044	17	240	255	112	0	101	0	16	0	72	0	10	7	53	8	0
SP38271	25	243	84	3	108	38	47	13	0	134	0	7	43	2	32	7
SP43201	3	271	23	64	0	46	0	7	0	75	16	7	38	0	4	6
SP34191	9	0	151	157	21	48	6	10	7	11	33	6	0	6	13	0
SP40047	79	163	266	184	0	93	147	18	0	0	0	12	40	10	3	0
SP39349	2	77	148	116	0	25	62	11	0	89	0	1	10	14	22	0
SP37369	12	27	97	145	51	55	0	0	0	0	45	1	15	21	1	4
SP38759	17	56	164	161	0	115	1	20	0	147	0	8	28	4	27	0
SP36218	9	6	0	15	2	0	81	11	0	99	0	1	22	17	56	0
SP43510	6	257	114	47	87	0	235	0	0	0	37	9	33	23	5	0
SP43770	12	132	109	170	6	53	40	15	0	0	0	6	13	30	20	5
SP43651	46	174	155	272	217	24	242	52	0	75	0	9	13	32	33	17
SP106656	38	189	219	92	81	18	421	8	0	0	165	14	0	60	0	2
SP97249	42	280	148	210	0	139	17	167	0	8	4	15	60	34	25	9
SP106638	24	472	269	189	99	102	206	1	0	0	120	9	0	37	1	12
SP97161	28	278	184	123	241	126	118	25	0	65	0	21	32	0	25	18
SP43696	42	175	219	300	287	185	0	13	0	44	0	19	17	39	0	17
SP97113	22	214	58	190	51	25	161	11	0	30	0	16	17	0	25	8
SP97124	27	303	260	264	164	127	209	3	0	173	0	25	78	9	0	11
SP43808	28	141	117	84	34	109	0	19	0	35	0	16	34	32	16	16
SP43822	13	7	0	31	0	4	0	337	0	0	29	7	22	0	8	0
SP43514	15	202	117	115	52	26	72	9	0	0	0	2	14	12	0	13
