Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP117655	0	440	284	119	567	0	18	0	0	36	0
SP117556	0	179	347	71	77	0	26	16	0	17	53
SP117627	0	53	40	274	61	0	24	4	0	1	0
SP117775	0	274	64	389	202	3	42	0	0	8	0
SP117332	0	12	0	63	27	0	16	21	7	0	8
SP117712	27	1	111	0	136	0	14	143	30	10	55
SP117017	0	22	147	89	39	3	11	74	0	0	0
SP117031	0	210	427	19	45	0	41	42	0	56	102
SP117759	0	485	307	424	234	0	9	0	0	26	57
SP117621	0	136	212	217	197	0	22	60	0	23	0
SP117425	0	104	0	259	138	0	21	0	0	68	0
SP117930	265	160	927	0	178	0	30	44	0	25	21
SP99287	0	6	49	0	90	0	6	15	0	0	0
SP99293	19	0	45	0	129	0	0	96	22	3	0
SP99289	0	33	124	0	328	1	20	203	0	16	0
SP99297	0	1	0	7	4	2	0	4	2	3	0
SP99301	1013	0	0	0	0	0	0	0	22	0	242
SP99305	0	4	18	85	29	0	12	54	26	5	32
SP99309	0	26	163	78	206	0	3	0	0	15	1
SP99313	17	0	50	0	0	18	135	324	0	0	0
SP99317	0	0	0	5	18	0	1	10	3	0	0
SP99321	0	34	40	51	0	0	3	55	5	0	58
SP99325	90175	33539	2358	0	0	0	0	0	0	0	0
SP99329	0	9	0	0	99	0	386	0	0	0	26
SP99333	0	4	95	10	10	0	6	53	22	0	50
SP99337	36	7	212	57	80	0	12	21	0	15	0
SP99341	0	10	100	107	0	0	1	48	4	8	56
SP99345	0	0	0	15	21	1	8	10	0	0	0
SP99113	0	3	0	0	45	0	0	26	5	0	0
SP99185	0	9	32	0	190	0	0	202	0	0	0
SP99209	0	10	110	0	170	0	19	164	0	1	62
SP99213	0	92	139	177	0	0	0	76	8	8	37
SP99221	0	0	1	0	37	0	2	5	0	3	0
SP99225	0	0	18	0	36	0	13	39	2	5	84
SP99241	69	0	110	0	169	0	72	420	0	18	0
CPCT02020318T	0	128	138	68	40	44	7	0	41	18	18
CPCT02010377T	46	0	222	0	59	38	17	111	63	16	24
CPCT02060017T	11	25	95	327	0	18	37	0	153	11	0
CPCT02060166T	0	247	154	153	26	110	29	0	29	83	0
DRUP01080024T	14	0	18	0	4	26	1	0	54	181	28
CPCT02300029T	0	293	254	265	0	169	37	65	0	36	66
CPCT02130024T	42	68	187	6	52	98	19	5	86	27	0
CPCT02370015T	0	16	0	63	114	41	19	18	32	21	0
CPCT02080291T	0	61	193	0	30	8	12	10	87	12	0
CPCT02330082T	0	19	134	0	31	28	0	49	49	4	0
CPCT02130035T	0	273	260	130	0	105	30	75	89	22	0
CPCT02020667T	0	16	105	121	13	111	26	56	0	6	44
CPCT02190030T	0	82	213	0	164	80	24	183	0	18	0
CPCT02070304T	0	132	209	254	0	72	42	65	82	39	64
CPCT02230093T	0	372	157	190	0	77	35	82	16	0	186
CPCT02170024T	27	0	165	0	94	126	0	63	67	27	0
CPCT02050342T	0	91	268	13	52	96	3	96	168	61	36
CPCT02130064T	0	29	182	0	18	156	19	84	104	27	0
CPCT02130063T	0	912	145	0	276	244	203	0	0	40	331
CPCT02080208T	0	22	34	0	44	91	10	42	56	5	0
CPCT02130066T	0	402	289	296	266	57	2	0	0	20	0
CPCT02130067T	41	72	203	212	231	120	18	54	0	14	0
CPCT02100172T	0	39	43	16	25	117	2	0	0	10	25
CPCT02130084T	20	29	245	0	136	67	40	7	44	18	0
CPCT02060220T	92	0	225	0	75	201	18	60	4	5	30
CPCT02100169T	0	774	469	184	0	149	50	39	206	76	0
CPCT02080218T	93	335	537	292	16	188	52	91	24	33	19
CPCT02050332T	0	75	63	23	0	47	279	132	0	11	0
DRUP01080031T	24838	44942	2167	0	0	105	0	0	0	0	0
CPCT02040245T	47	322	544	356	0	47	10	76	0	89	19
DRUP01050048T	48295	53119	8751	0	0	264	0	0	0	0	0
DRUP01010142T	24192	27779	2884	0	0	0	0	0	0	0	0
CPCT02080224T	16	28	132	24	60	101	18	96	16	10	55
CPCT02260021T	22	2	136	0	51	82	0	53	70	1	0
CPCT02020762T	0	14	7	131	0	167	42	62	0	0	7
CPCT02130116T	11	10	201	0	71	29	19	6	106	27	0
CPCT02050342TII	0	89	207	128	31	34	1	94	87	58	65
CPCT02130138T	12	58	144	112	61	95	36	39	100	5	31
CPCT02130139T	0	230	274	69	84	121	24	0	0	251	0
CPCT02230115T	0	147	69	95	16	158	16	54	0	12	39
CPCT02010902T	0	24	451	164	0	147	18	7	5	5	23
CPCT02290056T	0	26	211	43	101	91	226	212	0	61	0
CPCT02130152T	33	3	55	0	0	61	9	108	0	8	0
DRUP01170003T	0	1	50	0	37	74	278	0	60	6	0
DRUP01010095T	0	35	654	116	0	34	22	4	124	15	1
DRUP01030024T	23	320	190	124	0	159	80	145	0	0	0
CPCT02040292T	73	10	196	120	0	376	82	49	0	0	72
DRUP01050035T	223	879	215	0	416	149	168	33	0	60	245
CPCT02020577T	0	30	187	7	48	142	35	109	49	12	0
CPCT02050263T	0	214	292	0	62	47	13	23	91	21	77
DRUP01010108T	0	2499	1725	0	276	83	42	0	530	260	0
DRUP01010109T	46	0	211	57	68	20	1	53	15	25	6
DRUP01010113T	0	29	38	103	0	21	138	562	69	19	0
CPCT02120059T	0	247	978	0	83	141	90	32	118	125	0
CPCT02170010T	9	8	61	0	68	187	131	75	16	26	20
CPCT02030398T	0	156	176	102	0	127	15	42	16	27	5
CPCT02050250T	85	128	217	0	0	58	6	57	0	25	12
CPCT02050076TII	0	285	468	36	31	54	26	10	260	14	0
CPCT02050182T	0	27	120	96	50	27	20	41	49	18	0
CPCT02070187T	0	58	383	50	13	99	17	16	38	26	0
CPCT02030373T	0	854	420	258	286	126	53	0	56	24	0
CPCT02020589T	0	44	144	10	81	126	352	0	62	13	0
CPCT02040154T	0	92	192	77	0	79	12	92	42	2	37
CPCT02050091T	28	2	85	0	55	43	14	18	25	14	0
CPCT02020406T	6	27	35	179	35	46	13	34	16	9	0
CPCT02020405T	0	140	418	92	29	91	191	0	3	7	7
CPCT02070052T	89	54	303	96	39	57	12	49	52	24	0
CPCT02060063T	40	133	116	51	45	178	1092	0	0	188	0
CPCT02230004T	0	93	253	103	152	35	21	9	19	22	0
CPCT02300006T	0	123	211	123	0	95	29	30	2	17	18
CPCT02080066T	0	96	69	63	70	13	7	12	31	12	0
CPCT02010492T	0	19	0	0	44	31	6	49	36	8	0
CPCT02020460T	0	2	58	0	0	36	16	56	93	0	0
DRUP01010019T	209	0	508	0	126	24	28	139	149	27	0
CPCT02050133T	113	288	551	0	8	34	25	20	121	95	0
CPCT02050144T	0	1429	879	145	61	69	40	6	210	403	37
CPCT02050286T	273	0	251	0	0	304	1010	0	229	132	32
CPCT02130006T	0	429	236	95	126	103	16	15	0	24	93
CPCT02130003T	43	22	70	0	11	76	35	65	64	0	20
CPCT02340039T	0	237	331	26	102	103	32	0	56	26	18
CPCT02230075T	0	151	25	95	0	45	17	0	0	5	36
CPCT02080169T	0	87	49	163	0	125	18	72	0	6	25
CPCT02150005T	18	13	19	106	90	85	19	50	15	18	0
WIDE01010522T	10	0	0	119	0	38	10	66	46	16	0
WIDE01010696T	0	7	42	54	11	7	3	73	41	22	33
