Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP117655	2.63E+01	2.01E+01	1.50E+01	2.96E+01	1.82E+01	0.00E+00	1.70E+00	9.05E+00	1.05E+01	2.71E+00	3.16E+01
SP117556	7.79E+00	5.93E+00	6.93E+00	8.01E+00	2.54E+00	4.17E-01	9.42E-01	1.79E+00	4.29E+00	9.59E-01	6.05E+00
SP117627	3.72E+00	3.09E+00	5.16E+00	8.30E+00	3.66E+00	3.03E-01	9.09E-01	2.47E+00	3.39E+00	5.88E-01	6.57E+00
SP117775	1.36E+01	1.07E+01	8.30E+00	1.44E+01	7.24E+00	8.23E-01	1.32E+00	3.93E+00	6.87E+00	1.18E+00	1.48E+01
SP117332	9.89E-01	6.69E-01	1.50E+00	2.41E+00	1.68E+00	2.28E-01	6.70E-01	1.71E+00	1.57E+00	3.70E-01	2.09E+00
SP117712	2.12E+00	1.39E+00	3.40E+00	4.27E+00	5.88E+00	1.80E-01	9.33E-01	5.69E+00	3.35E+00	5.41E-01	4.67E+00
SP117017	1.29E+00	1.09E+00	3.03E+00	4.20E+00	2.70E+00	4.55E-01	7.60E-01	2.17E+00	1.95E+00	0.00E+00	2.58E+00
SP117031	1.23E+01	9.23E+00	7.28E+00	8.33E+00	2.71E+00	0.00E+00	1.12E+00	2.56E+00	5.34E+00	1.84E+00	8.43E+00
SP117759	2.57E+01	2.08E+01	1.51E+01	2.43E+01	9.44E+00	3.44E-01	1.22E+00	3.10E+00	1.25E+01	1.97E+00	2.41E+01
SP117621	8.27E+00	5.77E+00	6.63E+00	9.92E+00	5.51E+00	3.98E-01	9.86E-01	4.13E+00	4.14E+00	1.24E+00	9.10E+00
SP117425	6.24E+00	5.00E+00	5.30E+00	1.00E+01	5.43E+00	2.12E-01	1.11E+00	3.52E+00	4.10E+00	2.10E+00	9.63E+00
SP117930	1.40E+01	1.27E+01	1.01E+01	1.26E+01	6.64E+00	0.00E+00	1.41E+00	5.42E+00	5.30E+00	1.15E+00	9.00E+00
SP99287	5.51E-01	3.37E-01	1.75E+00	2.85E+00	2.84E+00	0.00E+00	5.55E-01	2.62E+00	8.51E-01	1.77E-01	2.31E+00
SP99293	1.57E+00	8.46E-01	1.92E+00	3.11E+00	5.41E+00	3.99E-01	6.83E-01	5.19E+00	2.27E+00	2.75E-01	3.61E+00
SP99289	2.27E+00	1.78E+00	4.42E+00	9.08E+00	1.55E+01	0.00E+00	1.42E+00	1.34E+01	3.01E+00	1.14E+00	8.59E+00
SP99297	1.11E-01	1.29E-01	2.35E-01	4.77E-01	4.59E-01	2.67E-01	0.00E+00	3.86E-01	3.21E-01	2.71E-01	4.27E-01
SP99301	4.33E+01	3.50E+01	4.83E+00	9.27E+00	7.70E+00	1.60E-01	0.00E+00	1.69E+00	1.18E+01	0.00E+00	2.43E+01
SP99305	1.04E+00	7.71E-01	2.09E+00	3.03E+00	1.92E+00	3.44E-01	6.99E-01	1.81E+00	1.97E+00	4.80E-01	2.28E+00
SP99309	2.10E+00	1.39E+00	4.79E+00	7.81E+00	4.89E+00	0.00E+00	2.88E-01	4.09E+00	2.88E+00	7.51E-01	6.10E+00
SP99313	8.92E-01	7.76E-01	2.65E+00	2.64E+00	5.42E+00	0.00E+00	4.60E+00	8.58E+00	1.91E+00	5.96E-01	1.54E+00
SP99317	0.00E+00	0.00E+00	1.99E-01	5.96E-01	9.88E-01	0.00E+00	1.10E-01	9.53E-01	7.18E-01	6.37E-02	5.12E-01
SP99321	2.12E+00	1.93E+00	2.29E+00	3.38E+00	1.94E+00	0.00E+00	4.82E-01	1.87E+00	1.76E+00	8.00E-02	2.34E+00
SP99325	4.89E+03	4.54E+03	3.92E+02	6.44E+02	2.06E+02	6.70E-01	9.72E-01	1.81E+01	7.33E+02	1.90E+01	1.26E+03
SP99329	9.96E-01	7.51E-01	1.35E-01	1.31E+00	2.97E+00	2.99E-01	2.22E+00	3.23E+00	1.33E+00	1.98E-01	2.06E+00
SP99333	9.51E-01	6.49E-01	2.96E+00	3.75E+00	1.85E+00	4.00E-02	5.76E-01	1.89E+00	2.20E+00	3.00E-02	2.01E+00
SP99337	1.75E+00	1.48E+00	3.52E+00	4.94E+00	2.39E+00	0.00E+00	6.84E-01	2.45E+00	1.64E+00	8.03E-01	2.91E+00
SP99341	1.34E+00	9.60E-01	3.36E+00	4.25E+00	2.01E+00	2.22E-01	2.98E-01	1.62E+00	1.72E+00	6.27E-01	2.24E+00
SP99345	7.25E-02	1.01E-01	4.51E-01	9.15E-01	1.12E+00	0.00E+00	4.34E-01	9.97E-01	2.56E-01	1.00E-02	6.71E-01
SP99113	2.95E-01	2.34E-01	0.00E+00	2.63E-01	1.83E+00	0.00E+00	3.42E-01	1.89E+00	9.54E-01	3.47E-01	6.51E-01
SP99185	7.24E-01	5.74E-01	1.60E+00	4.04E+00	1.02E+01	0.00E+00	1.01E+00	9.77E+00	3.12E+00	0.00E+00	5.19E+00
SP99209	1.82E+00	9.68E-01	4.07E+00	5.97E+00	6.02E+00	0.00E+00	9.85E-01	6.07E+00	2.88E+00	4.42E-01	4.81E+00
SP99213	5.26E+00	4.05E+00	6.52E+00	8.52E+00	3.34E+00	3.30E-01	5.94E-01	3.05E+00	3.43E+00	7.55E-01	4.87E+00
SP99221	1.13E-01	3.00E-02	9.01E-02	4.87E-01	1.19E+00	0.00E+00	3.19E-01	1.05E+00	6.74E-01	3.90E-01	7.47E-01
SP99225	9.56E-01	6.32E-01	1.48E+00	2.38E+00	2.07E+00	0.00E+00	6.04E-01	2.21E+00	1.76E+00	3.29E-01	2.21E+00
SP99241	2.88E+00	2.27E+00	3.83E+00	7.27E+00	1.56E+01	2.72E-01	2.54E+00	1.55E+01	3.67E+00	1.14E+00	6.54E+00
CPCT02020318T	6.22E+00	4.93E+00	3.72E+00	5.06E+00	2.33E+00	1.41E+00	5.64E-01	1.22E+00	3.07E+00	9.02E-01	3.34E+00
CPCT02010377T	2.64E+00	1.92E+00	3.65E+00	4.77E+00	5.21E+00	1.69E+00	9.82E-01	5.12E+00	2.89E+00	1.04E+00	3.14E+00
CPCT02060017T	3.59E+00	2.94E+00	8.10E+00	1.14E+01	5.09E+00	1.90E+00	1.06E+00	4.66E+00	6.02E+00	8.45E-01	7.60E+00
CPCT02060166T	7.98E+00	6.65E+00	4.67E+00	5.62E+00	1.95E+00	2.21E+00	1.13E+00	1.55E+00	4.03E+00	2.80E+00	5.52E+00
DRUP01080024T	1.50E+00	1.03E+00	2.00E+00	1.78E+00	1.56E+00	1.31E+00	4.19E-01	7.26E-01	2.68E+00	3.79E+00	1.91E+00
CPCT02300029T	8.38E+00	8.06E+00	7.48E+00	1.00E+01	3.61E+00	4.21E+00	1.23E+00	3.14E+00	6.03E+00	1.45E+00	9.08E+00
CPCT02130024T	4.16E+00	3.86E+00	3.97E+00	4.75E+00	2.06E+00	2.18E+00	9.09E-01	2.18E+00	3.19E+00	1.42E+00	2.60E+00
CPCT02370015T	1.23E+00	1.25E+00	1.48E+00	3.11E+00	3.53E+00	1.71E+00	7.83E-01	2.95E+00	2.47E+00	1.07E+00	3.06E+00
CPCT02080291T	3.11E+00	2.31E+00	4.47E+00	6.10E+00	1.80E+00	1.31E+00	5.75E-01	1.91E+00	3.43E+00	1.22E+00	2.02E+00
CPCT02330082T	1.81E+00	1.10E+00	2.94E+00	3.72E+00	1.98E+00	1.55E+00	1.98E-01	2.20E+00	2.43E+00	6.67E-01	2.03E+00
CPCT02130035T	8.82E+00	7.61E+00	6.44E+00	8.40E+00	2.97E+00	2.75E+00	1.03E+00	2.97E+00	4.00E+00	1.33E+00	5.76E+00
CPCT02020667T	1.57E+00	1.31E+00	4.66E+00	6.88E+00	2.20E+00	2.63E+00	9.81E-01	2.17E+00	2.51E+00	6.53E-01	3.29E+00
CPCT02190030T	4.03E+00	2.94E+00	4.81E+00	6.63E+00	7.93E+00	2.39E+00	1.15E+00	7.13E+00	3.07E+00	1.09E+00	5.00E+00
CPCT02070304T	7.13E+00	5.21E+00	7.38E+00	9.08E+00	3.61E+00	2.38E+00	1.31E+00	4.08E+00	5.16E+00	1.87E+00	5.93E+00
CPCT02230093T	1.56E+01	1.22E+01	7.07E+00	1.04E+01	4.85E+00	2.24E+00	1.38E+00	3.77E+00	6.37E+00	2.84E-01	8.62E+00
CPCT02170024T	1.77E+00	1.64E+00	3.73E+00	5.00E+00	4.33E+00	2.35E+00	5.18E-01	4.33E+00	4.17E+00	1.35E+00	2.88E+00
CPCT02050342T	4.38E+00	3.51E+00	6.72E+00	8.67E+00	3.26E+00	3.12E+00	4.86E-01	3.23E+00	5.27E+00	2.04E+00	4.71E+00
CPCT02130064T	2.05E+00	1.70E+00	4.13E+00	5.00E+00	2.69E+00	2.87E+00	8.82E-01	2.54E+00	4.11E+00	1.45E+00	2.71E+00
CPCT02130063T	5.02E+01	4.01E+01	1.19E+01	1.41E+01	1.46E+01	5.37E+00	3.47E+00	8.34E+00	1.89E+01	2.04E+00	2.97E+01
CPCT02080208T	1.36E+00	1.37E+00	1.82E+00	2.95E+00	2.02E+00	2.00E+00	6.78E-01	2.23E+00	3.18E+00	6.01E-01	1.77E+00
CPCT02130066T	1.58E+01	1.32E+01	1.22E+01	1.93E+01	9.61E+00	1.91E+00	6.55E-01	4.55E+00	7.02E+00	1.72E+00	1.69E+01
CPCT02130067T	5.10E+00	4.68E+00	7.54E+00	1.02E+01	9.79E+00	2.53E+00	1.07E+00	7.58E+00	4.06E+00	1.06E+00	9.21E+00
CPCT02100172T	2.55E+00	2.06E+00	2.37E+00	3.36E+00	1.50E+00	2.59E+00	3.16E-01	6.92E-01	1.71E+00	8.38E-01	2.79E+00
CPCT02130084T	2.66E+00	2.32E+00	4.14E+00	5.44E+00	3.82E+00	2.05E+00	1.05E+00	3.02E+00	3.09E+00	1.02E+00	3.56E+00
CPCT02060220T	3.47E+00	3.07E+00	5.23E+00	6.43E+00	3.55E+00	4.24E+00	8.76E-01	3.75E+00	2.67E+00	5.75E-01	3.44E+00
CPCT02100169T	1.93E+01	1.73E+01	1.13E+01	1.49E+01	4.04E+00	3.46E+00	1.51E+00	3.70E+00	1.01E+01	2.56E+00	1.43E+01
CPCT02080218T	1.22E+01	1.06E+01	7.46E+00	9.72E+00	3.84E+00	4.04E+00	1.36E+00	3.10E+00	5.29E+00	1.35E+00	7.99E+00
CPCT02050332T	3.69E+00	2.93E+00	2.57E+00	3.43E+00	1.88E+00	1.58E+00	2.30E+00	3.39E+00	2.33E+00	9.26E-01	2.19E+00
DRUP01080031T	2.48E+03	2.38E+03	1.60E+01	2.55E+02	5.25E+01	3.11E+01	3.11E+00	1.04E+01	2.61E+02	8.85E+00	5.76E+02
CPCT02040245T	1.10E+01	1.05E+01	1.12E+01	1.27E+01	3.61E+00	2.19E+00	8.86E-01	3.86E+00	6.90E+00	2.59E+00	8.62E+00
