Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP59245	582	33	126	107	159	33	64	107	20	327	112	41	19	40	36	76	51	45	68
SP57024	264	19	120	45	78	20	90	50	4	23	34	0	3	52	28	65	20	16	8
SP57933	744	122	165	120	225	0	49	229	27	1207	186	0	22	84	36	72	53	21	53
SP56754	280	42	125	52	129	51	29	133	5	14	59	9	0	39	47	51	7	20	0
SP56827	531	23	28	118	149	129	22	47	11	9	31	0	0	12	12	0	13	6	22
SP57084	613	90	361	108	167	88	77	182	1	51	62	0	6	33	13	29	7	25	67
SP57538	515	100	87	69	56	0	108	246	0	33	113	5	0	113	28	78	38	26	16
SP57735	621	81	33	67	133	0	146	176	0	13	65	0	1	54	4	101	20	32	0
SP57669	702	61	114	97	187	290	25	137	21	63	78	44	0	22	33	0	27	16	27
SP56566	143	37	214	43	111	0	49	14	38	38	71	4	0	23	19	3	18	8	16
SP56569	439	59	108	94	116	0	48	181	0	26	47	0	0	11	28	0	6	38	16
SP58342	864	86	360	222	167	225	41	128	35	49	57	19	0	64	35	74	11	97	12
SP58349	506	54	71	148	179	0	68	241	0	184	112	25	7	27	38	51	24	70	29
SP56644	696	96	301	105	156	107	93	117	36	82	86	0	5	17	20	132	39	19	40
SP57629	180	179	676	32	134	85	69	196	237	74	42	1	1	0	49	0	44	15	28
SP56941	13	1	90	6	1	29	2	10	26	6	17	0	0	1	5	0	10	3	0
SP57619	508	26	45	109	146	269	50	101	0	94	56	0	4	7	18	25	0	15	0
SP58245	630	113	29	137	161	203	295	183	0	29	37	0	4	0	4	143	0	15	7
SP57251	509	60	210	118	162	0	131	431	7	38	67	0	11	0	17	53	15	26	25
SP56502	699	103	179	94	195	0	35	207	8	30	74	0	9	71	35	27	70	34	1
SP58668	825	82	165	207	168	191	124	130	0	62	2	0	10	135	47	105	0	41	0
SP58101	467	109	65	94	162	152	190	111	0	30	71	0	0	82	16	55	19	44	5
SP58991	308	101	262	83	97	108	29	70	125	35	52	7	5	36	43	44	35	6	22
SP56607	263	23	150	45	46	104	73	10	15	21	53	2	1	42	27	2	12	6	22
SP58326	1264	161	282	248	251	0	187	222	28	23	73	0	6	187	41	123	0	37	0
SP57267	821	96	187	170	181	26	87	167	8	80	58	0	21	44	41	119	0	105	22
SP57066	657	33	400	107	180	263	85	67	62	84	41	0	10	65	19	177	11	34	30
SP57901	318	33	307	40	135	0	0	144	81	43	55	15	0	44	21	76	9	14	22
SP57651	147	23	76	26	82	0	30	91	13	61	49	0	9	34	27	0	39	6	1
SP57450	114	61	208	15	54	0	0	72	68	50	38	0	4	20	40	48	15	35	0
SP57846	578	44	182	90	156	280	0	16	16	19	44	0	1	123	19	37	0	24	3
SP58612	466	62	185	78	73	0	99	96	13	87	85	0	3	84	32	55	34	31	0
SP56821	598	71	278	97	72	19	10	106	0	5	48	0	3	55	17	77	23	24	10
SP58882	146	80	192	41	56	59	47	125	28	23	118	1	2	21	1	5	26	32	24
SP57189	2028	286	348	431	300	285	183	297	41	18	58	41	3	110	55	129	8	66	20
CPCT02020306T	481	0	34	176	177	47	55	71	1	0	37	18	34	67	15	6	5	18	6
CPCT02110002T	682	31	93	356	292	0	71	64	101	23	100	112	25	32	33	18	10	28	18
CPCT02020308T	0	54480	6795	0	0	0	3991	0	3778	0	0	309	223	0	882	0	1447	11	0
CPCT02020305T	279	42	93	34	87	8	36	53	46	19	53	20	62	44	25	32	11	15	20
CPCT02010356T	221	71	136	57	48	39	21	50	14	31	53	26	51	32	15	69	10	13	13
CPCT02020337T	1031	55	115	153	224	0	138	114	58	37	0	58	42	81	21	114	0	31	18
CPCT02010373T	2751	226	119	636	527	37	252	233	20	11	114	251	49	374	127	56	34	72	81
CPCT02020343T	3	4	86	11	0	66	0	35	11	34	49	50	41	19	3	32	41	3	30
CPCT02020353T	414	182	174	110	221	126	36	44	59	47	39	108	93	61	13	12	32	21	16
CPCT02020334T	661	78	97	242	179	222	81	30	0	20	61	67	72	64	46	39	18	31	24
CPCT02140018T	0	72	132	4	41	1	0	22	23	30	40	0	117	64	36	56	32	17	28
CPCT02140021T	11	38	46	0	17	59	3	0	12	15	34	17	18	0	23	85	50	0	0
CPCT02040039T	235	48	164	65	111	95	0	0	2	6	16	53	27	56	19	19	30	7	19
CPCT02010409T	207	85	167	175	81	184	77	0	0	50	71	48	91	5	33	45	74	32	39
CPCT02110010T	91	40	97	9	20	105	13	3	64	25	3	39	40	6	15	74	5	6	1
CPCT02070025T	12	0	15	4	0	0	0	17	19	0	20	6	41	13	3	0	18	0	27
CPCT02040045T	1416	114	93	532	599	278	0	116	44	80	111	85	45	134	86	11	16	59	37
CPCT02040051T	477	221	79	243	249	3	55	93	72	20	64	56	25	65	59	5	21	37	20
CPCT02040054T	251	16	153	70	23	140	32	17	66	24	31	23	76	26	29	0	8	14	19
CPCT02140028T	586	61	151	119	149	277	15	63	118	73	64	79	110	4	63	0	59	28	17
CPCT02011006T	1695	71	105	749	580	66	227	117	23	88	0	220	81	291	133	0	0	230	12
CPCT02040302T	4	284	213	6	20	17	0	0	42	6	2	32	19	33	10	47	20	23	10
CPCT02011015T	2990	742	302	1034	848	1486	801	171	4	74	0	252	91	509	212	108	83	115	68
DRUP01040009T	346	11	544	132	89	147	71	56	72	20	54	212	61	43	23	0	19	201	53
CPCT02011018T	669	76	48	274	211	320	90	54	7	36	29	28	46	184	43	33	22	48	18
CPCT02270045T	115	39	156	63	26	86	4	9	14	19	54	49	14	23	17	126	36	16	5
CPCT02120088T	0	13	42	8	0	32	6	21	9	22	31	3	175	7	9	0	30	7	23
CPCT02011022T	0	26	64	9	18	40	0	17	11	41	21	38	35	4	20	30	78	5	5
CPCT02010722T	519	66	114	71	123	3	85	75	18	234	144	64	84	42	43	83	35	38	33
CPCT02011021T	6	160	372	27	48	32	32	0	96	74	45	57	44	8	55	31	90	24	17
CPCT02011019T	295	47	65	23	124	94	83	64	44	142	42	90	56	27	4	75	19	21	2
CPCT02011008T	66	78	61	39	42	74	23	0	17	30	1	36	3	0	19	7	40	14	12
CPCT02011017T	692	229	296	179	183	218	0	0	0	24	80	57	33	78	19	0	13	25	55
DRUP01010116T	1044	305	115	317	410	399	42	156	111	89	308	203	27	60	100	57	28	225	0
CPCT02011029T	40	219	187	8	26	77	12	26	66	22	53	51	12	65	2	0	40	41	0
CPCT02020887T	4	1	12	20	1	33	0	24	5	25	48	20	29	22	25	0	18	14	16
CPCT02040214T	532	167	166	163	167	127	15	55	8	24	17	81	102	33	37	31	19	13	1
CPCT02190052T	704	86	141	328	391	34	99	52	14	3	171	85	237	85	50	0	24	38	33
CPCT02010699T	966	46	76	153	223	143	118	182	0	27	60	88	109	64	35	0	0	36	20
CPCT02040213T	505	93	113	104	66	37	18	104	118	27	82	47	90	28	34	0	29	27	11
CPCT02070276T	688	28	0	96	173	343	48	80	0	181	94	41	160	25	13	0	2	32	11
CPCT02040208T	0	38	52	0	20	30	0	15	36	13	13	14	133	4	2	0	8	1	8
DRUP01040010T	1642	66	145	535	389	355	257	58	3	23	0	78	55	91	50	37	12	55	41
CPCT02040315T	677	14	64	256	163	115	18	84	0	2	62	82	15	65	30	23	39	28	17
CPCT02040313T	159	106	34	14	37	150	54	111	11	7	43	92	23	25	15	1	29	6	6
CPCT02040312T	38	11	126	9	24	100	45	25	21	32	20	38	16	1	8	2	28	9	20
CPCT02010727T	693	154	1417	159	290	167	155	70	155	67	48	29	167	14	43	75	7	67	0
CPCT02010728T	45	30	27	0	69	150	7	34	28	57	304	76	98	19	50	15	25	9	21
CPCT02011031T	198	89	96	40	58	0	7	39	30	359	95	45	59	4	23	101	16	32	17
CPCT02011035T	254	21	127	131	110	0	0	75	30	41	84	20	36	35	24	37	20	37	13
CPCT02011038T	0	0	0	0	15	12	0	0	3	3	0	23	9	1	1	0	13	2	0
CPCT02010927T	202	66	196	40	90	147	41	60	125	103	88	81	18	37	19	0	48	7	38
CPCT02070447T	0	20	623	20	44	30	23	0	158	25	22	38	33	0	7	34	35	24	21
DRUP01020043T	2	8	13	2	36	0	3	0	10	23	35	0	21	13	4	50	27	4	19
DRUP01270007T	2	57	221	13	15	30	0	0	82	2	77	16	20	41	28	45	32	14	22
CPCT02011040T	5	0	38	10	5	14	0	26	6	3	13	34	25	17	5	60	23	12	0
CPCT02011032T	8	56	1	15	24	95	0	5	46	32	12	15	41	8	10	24	75	7	16
CPCT02010738T	631	328	326	238	139	168	21	80	184	14	86	85	108	34	73	3	20	37	21
CPCT02011044T	184	60	191	70	71	0	0	36	15	15	52	56	5	2	29	9	33	21	11
CPCT02011036T	177	134	352	49	82	63	30	76	208	85	170	59	27	31	44	133	119	15	57
CPCT02020906T	89	125	553	33	61	6	2	116	111	2037	189	64	119	0	53	0	92	71	11
CPCT02011046T	245	7	60	33	68	0	90	74	0	34	33	6	26	39	14	118	35	19	24
CPCT02011047T	49	124	88	10	49	11	0	16	39	63	51	31	32	12	5	11	43	26	7
CPCT02011050T	0	33970	4029	0	0	0	1511	0	1081	0	0	84	24	154	709	0	1465	0	0
CPCT02390011T	73	20	44	13	78	57	13	8	13	91	377	30	91	3	14	11	3	10	11
CPCT02080188T	2317	234	388	750	408	613	257	258	21	69	114	104	136	239	103	120	11	31	18
CPCT02020912T	106	77	125	73	58	18	0	0	0	16	63	6	22	26	10	79	38	27	7
CPCT02120100T	0	14	33	5	10	56	0	28	0	12	26	20	80	22	27	19	38	9	27
CPCT02011053T	275	87	259	110	103	53	53	75	20	35	82	34	28	60	45	22	28	31	5
CPCT02011055T	783	124	68	356	269	144	152	215	50	41	59	65	35	72	42	53	30	140	25
DRUP01010119T	22	13	92	26	0	25	0	44	20	58	72	4	35	8	30	61	70	38	31
DRUP01010116TII	1059	445	134	328	435	428	55	144	154	123	348	237	33	51	114	75	26	274	0
CPCT02040317T	1193	84	85	153	129	0	140	175	64	46	79	93	33	64	18	81	8	28	3
CPCT02040320T	804	59	235	139	124	114	93	90	196	94	21	70	46	124	32	120	0	52	47
CPCT02010955T	0	1014	320	1	105	71	0	128	83	76	51	47	41	0	37	58	28	48	21
CPCT02011057T	120	114	397	31	22	0	19	1	123	55	14	33	53	63	41	160	41	19	15
CPCT02011059T	32	1	21	15	0	6	27	11	21	20	43	56	15	9	15	29	30	5	25
CPCT02011052T	1617	50	89	333	263	218	371	216	82	75	178	148	47	264	75	2	48	103	47
CPCT02011056T	58	78	242	4	57	36	18	38	167	143	18	69	37	39	35	62	87	19	30
CPCT02270046T	394	47	159	130	107	0	112	72	139	13	54	26	44	36	16	2	7	21	47
CPCT02011042T	12	15	39	7	20	0	20	17	7	38	23	30	19	0	14	58	49	6	0
CPCT02100145T	461	38	147	174	143	129	116	36	34	52	132	25	66	30	39	7	53	15	47
CPCT02130173T	11	431	119	28	45	0	17	10	81	65	41	85	47	5	67	113	140	13	17
CPCT02011067T	4	83	232	36	42	52	1	19	103	57	41	53	166	4	18	88	14	11	21
CPCT02190029T	36	250	261	15	102	0	0	34	99	88	53	61	118	0	26	109	42	7	36
CPCT02020925T	1018	112	231	413	307	413	189	29	53	48	15	81	31	24	55	0	79	27	0
CPCT02011051T	0	79	196	2	51	0	2	14	47	20	10	24	25	0	23	115	13	17	53
DRUP01010066T	320	110	68	68	56	0	12	163	50	17	59	18	203	35	33	0	19	10	15
CPCT02011065T	43	65	285	36	10	0	3	27	62	40	73	65	29	27	18	98	72	14	45
CPCT02011080T	11	31	84	0	14	0	0	0	16	12	4	40	12	12	2	55	0	14	0
CPCT02010741T	0	72	168	29	46	111	0	28	36	45	30	0	84	0	32	7	33	25	14
CPCT02011082T	373	437	157	78	104	32	28	43	49	61	9	57	39	53	60	113	77	37	20
CPCT02011079T	1291	706	279	536	361	211	139	96	1	19	45	122	53	57	151	0	134	46	27
CPCT02011077T	11	3	207	8	0	0	7	7	38	2	32	24	17	14	14	0	11	4	15
CPCT02270047T	694	67	80	83	126	302	191	92	50	36	55	117	33	18	15	13	0	14	21
CPCT02410018T	1130	56	77	209	256	343	50	161	0	34	1	84	56	100	12	0	8	42	31
CPCT02011074T	242	40	248	67	66	0	26	70	146	48	7	8	30	60	22	37	36	15	13
CPCT02011089T	19	69	251	9	40	0	10	61	107	53	82	11	48	18	27	74	56	20	34
CPCT02011086T	272	4	110	82	90	29	37	106	64	528	40	44	59	31	14	0	25	93	52
CPCT02011088T	850	140	277	416	212	267	152	173	166	65	182	88	46	31	70	39	18	58	29
CPCT02011087T	574	136	356	186	167	70	4	47	51	22	69	64	25	54	38	9	5	22	28
CPCT02020671T	3877	793	173	1254	998	871	276	316	0	24	0	204	114	388	177	2	45	76	21
CPCT02011071T	13	26	267	26	17	0	19	21	16	9	24	29	14	10	6	78	24	9	26
CPCT02040216T	13	82	184	17	2	1	0	6	68	22	27	15	60	0	5	55	25	34	42
CPCT02140057T	589	158	70	139	480	145	0	295	56	176	20	117	78	38	28	49	17	42	28
CPCT02040221T	320	346	94	79	145	32	0	123	49	41	70	69	47	0	29	34	70	0	46
WIDE01010002T	369	65	282	149	168	132	11	50	50	75	116	66	48	29	73	72	23	142	25
CPCT02010500T	6	271	312	1	54	25	0	38	105	22	20	20	36	12	17	86	24	13	15
CPCT02010966TII	10	3	153	15	5	62	0	0	52	17	49	105	38	20	22	37	40	114	46
CPCT02010942TII	10	160	146	29	35	56	0	50	38	24	27	81	28	17	36	0	55	39	35
WIDE01010003T	0	113	63	0	0	38	0	1	2	32	5	74	21	14	28	22	46	2	15
CPCT02190031T	28	166	165	16	98	0	0	44	108	70	0	4	59	0	22	90	44	3	35
CPCT02011093T	9	26	65	15	0	0	4	52	48	37	25	8	18	9	11	0	19	12	15
CPCT02011097T	425	23	261	90	118	28	92	136	174	183	80	116	81	45	47	51	26	23	14
DRUP01060011T	14	53	85	32	14	0	28	23	57	24	23	0	50	0	29	39	14	2	31
CPCT02011069T	536	101	77	189	246	49	113	98	19	58	57	49	52	52	54	49	28	36	56
DRUP01060014T	1	21	127	19	22	0	15	0	33	15	53	28	126	22	12	7	42	5	16
DRUP01010064T	85	17	128	12	47	0	28	40	14	14	54	43	93	37	15	28	13	2	15
CPCT02120107T	378	55	44	53	106	177	94	65	24	38	16	1	62	21	56	24	31	19	14
CPCT02011102T	1	130	298	11	6	56	0	41	15	35	13	49	17	4	15	104	21	5	8
CPCT02040330T	673	41	104	139	133	154	59	120	72	72	14	66	37	47	25	31	10	26	14
CPCT02040299TII	274	303	194	115	146	0	90	142	43	114	85	97	39	61	34	186	44	144	17
WIDE01010034T	3	7	121	12	0	38	0	0	18	9	28	8	18	5	7	3	21	18	16
CPCT02040332T	493	10	61	164	102	123	67	194	33	88	66	77	44	0	0	0	3	28	30
CPCT02230086T	0	24531	4791	0	205	0	3038	85	1145	0	0	78	20	0	0	0	37	154	0
CPCT02011070T	21	75	207	2	64	0	16	2	100	45	49	54	47	0	24	132	28	28	9
WIDE01010026T	0	135	557	41	67	116	9	19	232	64	72	15	26	35	27	24	9	53	44
CPCT02390020T	386	116	202	51	153	0	156	159	45	22	17	58	74	21	13	0	13	13	17
CPCT02011106T	114	88	77	25	52	2	43	50	92	34	40	53	32	0	40	4	16	23	8
CPCT02410019T	1072	238	34	349	291	168	180	188	0	26	23	94	17	102	145	0	232	47	0
CPCT02270022T	177	150	245	54	88	49	49	31	49	71	35	27	115	37	29	38	27	25	18
CPCT02011040TII	12	0	44	8	7	0	4	32	7	10	19	34	24	18	17	39	29	12	0
CPCT02010760T	444	123	263	454	73	0	30	124	52	46	80	100	39	73	33	4	25	26	10
WIDE01010057T	13	18	124	5	0	0	4	46	15	27	57	10	4	0	19	79	36	12	0
WIDE01010065T	1304	109	290	335	315	15	268	168	35	41	211	98	28	161	72	41	34	40	38
CPCT02020964T	532	31	101	143	172	175	55	110	137	136	338	82	48	21	64	0	16	45	47
CPCT02050321T	173	78	160	16	25	43	23	61	123	18	84	56	97	29	35	56	53	8	14
CPCT02010779T	41	152	89	7	111	31	0	117	37	85	122	45	110	29	26	17	52	21	33
CPCT02011105T	191	169	134	99	126	92	24	0	11	20	18	70	45	0	24	120	26	32	87
CPCT02011107T	793	151	177	319	264	295	41	19	52	52	13	0	39	119	36	0	31	36	23
WIDE01010615T	11	47	211	17	22	0	15	39	102	28	22	15	36	15	24	0	28	27	38
WIDE01010130TII	5	6	23	4	7	8	10	6	0	15	15	0	26	3	10	71	0	0	14
WIDE01010041T	784	87	40	125	174	0	88	200	81	40	59	123	32	33	27	0	11	22	36
CPCT02040225T	961	63	203	331	324	107	147	190	59	45	45	182	81	80	43	0	16	46	15
WIDE01010058T	42	110	324	1	37	0	16	54	57	12	9	32	23	21	22	126	57	18	1
WIDE01010083T	131	92	77	91	64	119	39	13	8	11	50	26	9	46	21	3	21	6	0
CPCT02040234T	682	77	35	95	204	91	159	79	108	39	135	36	108	37	19	22	10	21	1
CPCT02011089TII	13	36	177	15	42	0	15	57	48	42	71	0	51	37	14	65	37	29	22
CPCT02010781T	579	105	69	159	214	14	83	230	30	67	74	108	89	47	28	29	45	32	0
WIDE01010088T	357	65	65	198	205	0	38	45	27	37	153	55	25	0	14	0	28	22	47
WIDE01010081T	0	17	357	0	51	91	0	46	42	55	14	30	40	0	7	34	38	32	24
DRUP01010078T	3597	230	190	1130	564	1168	391	329	0	0	0	191	114	418	146	2	3	88	41
WIDE01010079T	4	55	52	0	19	30	0	7	16	8	14	11	25	18	4	26	23	11	36
WIDE01010089T	20	52	198	28	0	32	12	0	68	19	47	23	29	13	35	70	45	21	0
WIDE01010082T	178	229	130	16	78	41	42	39	0	26	55	33	27	32	31	142	57	18	0
WIDE01010075T	0	19992	1266	0	0	0	915	694	0	5	0	0	71	0	0	0	0	12	0
CPCT02270049T	73	160	199	18	68	158	0	37	170	107	179	30	40	6	38	0	19	20	58
WIDE01010099T	0	56	102	12	1	27	1	12	0	30	14	3	18	0	8	44	23	2	1
CPCT02040341T	0	16	101	16	51	0	12	36	16	16	22	5	15	24	0	11	25	9	7
WIDE01010104T	823	50	211	335	231	372	46	70	85	15	56	51	24	51	41	0	16	38	24
WIDE01010090T	0	26	161	12	6	29	1	20	61	61	11	14	20	11	6	1	35	13	26
CPCT02040338T	0	10	46	6	16	5	3	9	0	18	12	17	15	1	0	63	10	11	0
WIDE01010105T	463	66	202	156	135	40	10	40	25	22	67	46	20	28	40	0	0	25	22
CPCT02040340T	0	18	15	91	46	254	0	260	24	24	182	44	29	21	32	0	25	13	70
CPCT02100156T	437	77	319	109	52	164	43	46	45	37	73	26	126	36	23	0	18	0	6
WIDE01010115T	189	12	295	115	133	10	66	40	56	89	83	55	29	15	34	0	31	17	42
WIDE01010122T	845	227	259	284	333	40	46	77	44	97	124	59	58	80	57	35	61	40	44
CPCT02100149T	835	77	151	321	268	0	0	139	0	40	128	54	80	55	55	91	18	6	8
WIDE01010121T	137	63	70	18	17	12	19	47	0	94	56	73	65	8	31	65	29	29	19
CPCT02010776T	0	10	59	5	26	22	4	11	21	33	27	0	130	0	16	1	20	10	3
CPCT02050339T	433	84	191	138	196	0	137	204	25	53	94	72	134	44	0	100	0	33	57
CPCT02050439T	1	238	3311	44	25	0	0	127	8	25	2	16	39	0	8	37	6	31	4
WIDE01010130T	0	27	80	16	1	29	25	23	20	43	15	8	43	10	20	109	9	8	23
WIDE01010134T	24	144	251	16	47	137	0	13	108	63	49	51	66	0	60	69	72	21	5
WIDE01010139T	2212	500	422	1131	480	403	391	2	0	39	0	267	102	268	75	129	57	121	26
CPCT02050344T	84	12	38	13	39	20	21	14	21	30	27	54	157	10	5	113	37	9	7
WIDE01010192T	18	25	19	6	12	0	0	23	18	13	23	9	10	23	6	17	14	9	2
WIDE01010005T	16	85	177	18	29	0	24	50	76	21	27	19	28	2	15	81	29	8	13
CPCT02011068T	4	100	489	0	43	0	0	16	43	9	40	39	22	21	16	84	27	12	0
WIDE01010151T	0	18	90	3	39	19	17	30	34	38	31	32	36	10	23	39	25	20	32
CPCT02050346T	857	28	59	146	152	0	74	127	38	27	106	54	134	59	21	58	15	0	0
CPCT02160045T	507	152	309	159	101	24	177	153	175	108	139	117	232	27	25	0	44	51	79
WIDE01010189T	426	100	237	118	166	0	153	116	116	56	89	48	56	60	9	186	3	7	25
CPCT02040215T	0	21	75	2	40	12	0	16	41	38	24	0	140	1	7	0	14	7	29
WIDE01010176T	20	28	112	11	58	0	32	43	31	40	28	55	32	26	20	61	15	11	42
WIDE01010175T	0	13	41	0	2	0	0	0	13	3	2	21	13	9	1	16	5	4	2
WIDE01010188T	296	259	404	135	69	42	0	44	49	16	53	66	12	56	20	83	23	36	16
CPCT02370019T	132	110	233	24	41	132	5	37	67	42	39	0	138	0	17	162	41	22	33
CPCT02010802T	62	34	155	31	26	26	2	37	56	26	116	26	105	0	32	52	17	19	21
CPCT02010807T	378	192	330	115	194	19	56	36	21	25	66	18	79	76	26	11	14	27	18
WIDE01010224T	859	263	153	469	346	51	0	148	11	116	99	108	44	98	78	1	37	35	6
CPCT02070320T	923	53	71	177	284	0	119	377	52	99	37	136	62	100	25	0	34	25	0
WIDE01010217T	1782	77	69	403	387	327	231	146	36	26	123	92	56	166	60	38	95	58	67
CPCT02070321T	12	5	0	2	28	0	10	11	10	11	33	16	38	0	0	33	26	0	0
WIDE01010191T	3	5	44	7	0	28	3	12	9	3	26	24	18	0	6	31	4	8	5
WIDE01010256T	238	12	14	82	97	105	0	11	0	21	42	28	18	24	4	7	6	11	17
WIDE01010241T	29	631	358	15	69	0	0	1	45	28	56	58	21	48	73	51	114	11	32
WIDE01010253T	32	258	367	39	8	38	4	0	95	13	28	63	21	4	33	80	11	11	5
WIDE01010260T	672	37	34	227	239	0	56	10	0	45	66	125	23	23	30	0	6	125	51
CPCT02010797T	1121	162	166	221	96	268	154	143	137	127	0	112	179	150	13	244	4	62	22
WIDE01010276T	1092	107	190	440	282	626	165	70	24	35	38	194	27	28	48	0	33	35	4
WIDE01010019T	997	61	94	422	404	0	29	144	6	49	51	122	56	39	57	48	37	46	7
WIDE01010263T	601	349	356	66	95	324	61	221	100	262	130	139	69	28	49	19	115	49	48
CPCT02270029T	2677	450	297	743	676	512	423	188	52	51	0	86	253	263	183	79	62	39	0
WIDE01010287T	544	113	284	260	193	203	46	14	0	128	110	80	36	66	41	125	10	40	5
WIDE01010194T	0	56	174	37	10	24	0	36	62	15	54	35	19	42	24	60	10	11	28
WIDE01010193T	0	53	96	8	39	56	0	12	13	45	38	66	30	12	13	59	122	9	15
CPCT02010780T	2333	122	203	837	507	263	95	111	4	14	39	200	107	106	143	0	7	57	12
WIDE01010307T	511	107	500	149	139	159	0	32	180	46	12	71	47	109	48	39	76	12	42
CPCT02270026T	1417	909	979	529	490	299	242	252	264	33	37	0	128	162	75	66	67	97	39
WIDE01010315T	48	43	37	0	126	0	62	135	104	109	94	71	46	1	35	86	48	5	64
WIDE01010316T	20	151	215	11	34	0	19	3	8	25	103	50	22	0	43	63	58	5	34
WIDE01010306T	349	8	47	155	85	17	56	53	0	3	47	60	15	23	45	34	20	11	0
