Sample Names	MutationType	ID1	ID2	ID4	ID6	ID8	ID9	ID18	ID19	ID23
SP95454	1:Del:C:0	0.010602864889098639	0.9893971351109013	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:C:1	0.9188116353562291	0.0811883646437709	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:C:2	3.44127468328562e-13	0.9999999999996559	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:C:3	0.19968341916597526	0.8003165808340248	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:C:4	0.0558768596285459	0.9441231403714541	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:C:5	0.06938343773376782	0.9306165622662321	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:T:0	0.05091046243969353	0.9490895375603066	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:T:1	0.21318446694110652	0.7868155330588935	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:T:2	0.041256148434348085	0.9587438515656519	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:T:3	0.03538761795612529	0.9646123820438748	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:T:4	0.028605145821884777	0.9713948541781152	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Del:T:5	1.3136615555243518e-18	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Ins:C:0	0.21318446694110652	0.7868155330588935	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Ins:C:1	4.714157966498071e-15	0.9999999999999954	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Ins:C:2	4.084871856878444e-14	0.9999999999999593	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP95454	1:Ins:C:3	0.38877430947006925	0.6112256905299308	0.0	0.0	0.0	0.0	0.0	0.0	0.0
