MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	0.05080440	0.00222085	0.06302792	0.08277540	0.01280268	0.02070076	0.04517822	0.02751358
1:Del:C:1	0.02498436	0.00099753	0.10178861	0.02045707	0.00256168	0.01097600	0.03876695	0.02627833
1:Del:C:2	0.02735184	0.00178812	0.05544820	0.01593085	0.00239341	0.00821453	0.01878623	0.01384060
1:Del:C:3	0.01158152	0.00359503	0.03224756	0.00687713	0.00458588	0.00568175	0.01178361	0.00096274
1:Del:C:4	0.00463163	0.01157425	0.00955056	0.00619036	0.00476259	0.00016841	0.01014870	0.00384731
1:Del:C:5	0.00009057	0.03873722	0.00384982	0.00109256	0.00161399	0.00043425	0.01214423	0.00149403
1:Del:T:0	0.04634003	0.00134298	0.15948740	0.03254391	0.01083807	0.01012482	0.04213794	0.01358371
1:Del:T:1	0.06883373	0.00203046	0.09842862	0.02588587	0.00528476	0.01352137	0.02234534	0.00149472
1:Del:T:2	0.11110515	0.00365459	0.06355894	0.04451696	0.00620240	0.01080055	0.03029747	0.00418012
1:Del:T:3	0.09412576	0.01174167	0.03739913	0.04126618	0.00365703	0.00007619	0.02099910	0.00116548
1:Del:T:4	0.05713415	0.03186314	0.02106859	0.02680116	0.00761776	0.00041071	0.00753156	0.00993082
1:Del:T:5	0.02847416	0.67124182	0.00578087	0.01901505	0.00324681	0.00350424	0.00177292	0.00011725
1:Ins:C:0	0.00031187	0.00088460	0.00027916	0.00133906	0.00000886	0.00331079	0.08529006	0.00035805
1:Ins:C:1	0.00853369	0.00020272	0.00260426	0.00229690	0.00094486	0.00682076	0.02771664	0.00443402
1:Ins:C:2	0.01017628	0.00042687	0.00410150	0.00023770	0.00008485	0.00328862	0.00941014	0.00043843
1:Ins:C:3	0.00201735	0.00029668	0.00357849	0.00090904	0.00141883	0.00517046	0.00776566	0.00029424
1:Ins:C:4	0.00053817	0.00230145	0.00006643	0.00114681	0.00313815	0.00223679	0.00730326	0.00082456
1:Ins:C:5	0.00132984	0.01039480	0.00069380	0.00105076	0.02307919	0.00246643	0.02440097	0.00398528
1:Ins:T:0	0.00699194	0.00100696	0.00934985	0.00222634	0.00190460	0.01332887	0.05920305	0.00900482
1:Ins:T:1	0.03521721	0.00039158	0.02315724	0.00939040	0.00427397	0.01001410	0.03733336	0.06383421
1:Ins:T:2	0.05718439	0.00412601	0.01408765	0.00332496	0.00697871	0.00407585	0.01902317	0.00121504
1:Ins:T:3	0.03278266	0.00177494	0.01078860	0.00305036	0.01082451	0.00373153	0.00972788	0.01658237
1:Ins:T:4	0.01669183	0.00371558	0.00400317	0.00385777	0.01859394	0.00281264	0.00736086	0.00079115
1:Ins:T:5	0.00273100	0.12032891	0.00215911	0.05711391	0.73774010	0.02441223	0.02012568	0.00373490
2:Del:R:0	0.02061924	0.00191956	0.02922268	0.02480442	0.00005982	0.00613184	0.01434100	0.02431916
2:Del:R:1	0.01126368	0.00386560	0.04533490	0.01086941	0.01576536	0.00306642	0.00370047	0.07626157
2:Del:R:2	0.00084927	0.00217974	0.01549130	0.00253401	0.00329660	0.00514514	0.00453192	0.01823654
2:Del:R:3	0.00008612	0.00343342	0.00272948	0.00076883	0.00241935	0.00508452	0.00202022	0.00924256
2:Del:R:4	0.00004714	0.00279567	0.00016677	0.00051634	0.00165077	0.00469332	0.00296935	0.00064872
2:Del:R:5	0.00000335	0.00748965	0.00001832	0.00112025	0.00067252	0.01205130	0.01040202	0.00018177
3:Del:R:0	0.01608101	0.00062052	0.00901279	0.00866938	0.00030231	0.00201801	0.00802021	0.00512324
3:Del:R:1	0.00473565	0.00555233	0.00384885	0.01297273	0.00658352	0.00155230	0.00981694	0.08132177
3:Del:R:2	0.00046198	0.00238146	0.00143302	0.00136738	0.00395095	0.00022070	0.00084949	0.01346570
3:Del:R:3	0.00003765	0.00051910	0.00020170	0.00009248	0.00120809	0.00075551	0.00199947	0.00395167
3:Del:R:4	0.00012569	0.00025281	0.00000000	0.00032079	0.00021434	0.00009672	0.00100537	0.00198182
3:Del:R:5	0.00003553	0.00038761	0.00001416	0.00007516	0.00019322	0.00041881	0.00111523	0.00094880
4:Del:R:0	0.01031240	0.00046816	0.00591317	0.00984267	0.00013423	0.00770083	0.00273484	0.00860395
4:Del:R:1	0.00116318	0.00219148	0.00118410	0.01078821	0.00177934	0.00540788	0.00512754	0.09615523
