Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP99325	101845	21500	163	0	2564
SP18310	117114	16868	0	0	0
SP17172	33489	6040	351	0	0
SP96133	65094	7011	0	5283	0
SP110242	99430	24547	0	0	518
SP21017	95264	17115	0	0	0
SP22383	67335	5817	0	6136	0
SP81312	2697	4781	918	2905	288
SP19215	58568	1431	0	13700	32
SP16886	0	4462	1030	1925	246
SP17905	0	2463	0	20413	2790
SP18121	72443	25306	0	2051	230
SP96118	5464	0	0	3726	275
SP21400	1220	6084	636	2418	193
SP18946	3670	4053	767	7829	482
SP80615	0	7736	2749	7985	869
SP102897	8695	3179	905	0	695
SP98845	6814	1291	0	594	515
SP107012	21884	7107	0	0	782
SP55142	0	80	390	520	4838
SP53810	46	5	0	0	5391
SP116697	1424	4113	1572	1847	428
SP102133	3885	16056	0	0	158
SP125732	5541	0	0	2202	0
SP125746	38319	8618	468	0	52
SP125770	7097	11501	804	2105	225
SP77956	101	601	0	0	4771
SP124384	16288	3896	693	316	807
SP135287	55669	7678	0	932	0
SP85122	87234	13206	0	0	0
SP84384	90170	8992	0	333	2143
SP84982	48853	3181	32	910	0
SP84392	89423	11667	0	340	745
SP84439	73807	1694	0	17582	2796
SP95454	21546	6617	0	0	159
SP94741	43843	10940	296	0	53
SP90209	43059	10987	0	73166	0
SP90989	45187	5130	311	0	0
SP93540	82280	12676	1084	0	0
SP93227	47306	0	0	80066	1967
SP94348	41649	8268	429	0	20
SP94933	28530	35677	0	0	79
SP92364	43902	14319	142	1321	0
SP94917	12438	4669	111	103	552
SP92460	10180	3685	7	0	314
SP89909	9496	1376	0	1490	300
CPCT02020308T	55010	11549	5357	0	0
CPCT02020323T	12107	1865	649	0	0
CPCT02010373T	280	148	6	0	5536
CPCT02140022T	8903	4291	1842	0	94
CPCT02070024T	20088	6374	1391	0	250
CPCT02070023T	93833	24505	5558	0	3077
CPCT02020387T	79973	15964	4158	0	449
CPCT02140024T	3829	1491	696	0	84
CPCT02010441T	65610	8601	2708	0	0
DRUP01010007T	2154	937	1195	0	0
DRUP01070001T	91028	11840	1715	0	599
CPCT02011015T	467	82	573	710	8058
CPCT02230072T	21321	8540	6905	0	2500
CPCT02380035T	28144	3517	2631	0	0
CPCT02020704TII	52078	9538	4210	0	299
DRUP01010020T	58622	10438	5103	0	0
CPCT02011050T	34038	6081	2908	0	0
CPCT02080188T	155	305	222	246	5263
CPCT02250005T	32403	2310	3142	0	0
DRUP01070038T	18507	2867	2136	0	0
DRUP01010123T	160020	27589	9181	0	0
CPCT02200005T	11055	726	720	0	0
CPCT02120105T	3230	201	1099	0	80
CPCT02330076T	144392	0	3542	12684	0
CPCT02220071T	11759	1652	1129	0	0
CPCT02020671T	857	159	0	0	8593
CPCT02050424T	0	196	2270	0	3060
DRUP01340017T	168386	16414	10263	0	10
CPCT02230088T	0	69	786	95	7705
DRUP01010122T	133640	20196	6507	0	0
CPCT02230086T	24952	7107	1554	0	471
WIDE01010064T	1419	1528	1318	0	381
CPCT02150052T	0	0	5168	264	689
WIDE01010069T	85082	12459	2648	0	2138
DRUP01010078T	245	81	0	227	8049
WIDE01010075T	19978	1835	741	401	0
CPCT02020680T	33276	4435	4180	0	0
WIDE01010127T	286	391	178	0	4841
DRUP01030013T	42194	7555	2852	0	193
DRUP01230004T	151094	15364	11986	0	0
DRUP01230001T	20553	8281	8047	0	2402
WIDE01010139T	479	506	278	0	5362
CPCT02130049T	1186	710	2233	448	276
CPCT02050443T	56526	8054	5618	0	0
DRUP01340016T	124865	29366	8001	0	0
CPCT02140091TII	2693	2210	1974	0	111
DRUP01070026TII	77484	14247	4450	0	707
CPCT02270029T	303	245	492	177	5817
CPCT02010780T	126	166	100	0	4768
CPCT02270026T	697	1043	518	355	3472
CPCT02020986T	59505	1933	4912	0	0
CPCT02020704T	48916	9038	4247	0	242
DRUP01080031T	58083	8893	5076	0	0
DRUP01070080T	115150	370	2001	13845	2019
CPCT02050358T	953	2230	847	0	35
DRUP01050049T	56975	8080	4526	0	0
DRUP01330020T	202160	0	3765	10780	1256
DRUP01070085T	68996	15843	6262	0	0
DRUP01050048T	82524	20588	7317	0	0
DRUP01020053T	165919	28087	14431	0	0
DRUP01040016T	127999	21086	4561	0	0
DRUP01010142T	42978	8863	3014	0	0
CPCT02010786T	91767	11830	3207	0	0
DRUP01010148T	92594	13796	5236	0	2009
WIDE01010451T	2911	1646	2028	0	42
DRUP01070042T	31780	7749	2274	0	602
CPCT02450014T	62650	147330	7299	49795	412
DRUP01030018T	175952	23339	12514	0	0
DRUP01080014T	19031	2773	1048	0	0
CPCT02180068T	2402	1870	1308	524	67
CPCT02010870T	202	442	435	614	2950
CPCT02010847T	0	32	1190	0	3858
DRUP01050028T	56067	5741	2634	0	0
WIDE01010606T	98330	53713	8826	0	0
CPCT02010867T	150	67	0	0	10686
DRUP01010047TII	110670	6300	5352	0	0
WIDE01010460T	164930	29347	10020	0	0
CPCT02010882T	151841	18400	10908	0	0
CPCT02310017T	1573	1501	1200	0	17
CPCT02050380T	1838	1131	1247	33	193
CPCT02130140T	62642	7039	5027	0	0
CPCT02210064T	2178	1157	837	0	0
CPCT02170035T	119584	15285	7506	0	0
CPCT02010911T	271	152	582	0	5916
CPCT02130146T	8095	17991	5785	1149	0
CPCT02020815T	201	165	0	0	6987
CPCT02330125T	64693	10423	4188	0	686
DRUP01010096T	208	191	767	0	4854
CPCT02030532T	2772	105807	250	1290	477
DRUP01070020TII	19520	5284	2721	0	0
CPCT02030546T	65004	26825	4221	0	7114
CPCT02010654T	39615	10322	2614	0	198
CPCT02140091T	2900	1308	555	0	67
CPCT02230056T	2047	1677	2384	714	498
CPCT02040169T	10163	1041	1801	0	55
CPCT02080152T	17196	3237	1448	0	0
CPCT02010986T	1035	0	2032	0	1660
DRUP01010047T	124804	7861	8598	0	0
CPCT02080273T	73275	16385	7403	0	0
CPCT02080157T	25598	10366	3038	0	0
DRUP01010108T	1850	1937	1409	0	219
CPCT02030392T	11826	10349	4208	0	0
CPCT02050279T	121025	15278	5098	0	0
CPCT02160034T	2620	1073	975	75	10
CPCT02040280TII	251	318	0	0	5953
CPCT02190020T	13	149	1144	184	6048
CPCT02100120T	1542	1694	1860	164	12
DRUP01010051T	109321	16661	5363	0	0
CPCT02020622T	778	1117	1863	460	98
CPCT02020630T	0	81	2691	0	3438
CPCT02340029T	972	1287	1332	0	514
CPCT02080162T	4070	5776	1334	0	368
DRUP01010044T	2243	958	1547	0	0
CPCT02050252T	747	1209	1948	432	0
CPCT02210016T	173705	14477	10403	0	0
