Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP1086	1:Del:C:0	0.0023316037859266252	0.06123069053970057	0.676150215330077	0.03660785265435098	0.1957885334300239	0.02620009131916555	0.0016910129407552684
SP1086	1:Del:C:1	0.0003977695961335058	0.021643722104127638	0.8752917894348435	0.034364023310838196	0.047795648374904444	0.018710189546365993	0.0017968576327864556
SP1086	1:Del:C:2	0.0011845117070845303	0.013752146753740735	0.9255928081717799	0.02717799466820183	0.02002969188544949	0.01143777978634145	0.0008250670274017006
SP1086	1:Del:C:3	0.00822844340731019	0.012410913481244092	0.9449046461885504	0.014768539158509337	0.013735832608766334	0.00506064104140574	0.0008909841142139955
SP1086	1:Del:C:4	0.04153478190876508	0.0014221147156628178	0.9096152586161311	0.020671750938536966	0.014091808415651254	0.012608795799245023	5.5489606007777797e-05
SP1086	1:Del:C:5	0.22113014424446323	0.04342335306730674	0.6598645183429716	0.015985344624459233	0.04069811865093925	0.01795631736207035	0.0009422037077896148
SP1086	1:Del:T:0	0.0022513116054254717	0.039345739120785324	0.4593776880065728	0.06514587528714046	0.08428175864902904	0.3449388178685776	0.00465880946246928
SP1086	1:Del:T:1	0.00022489194915496468	0.023707415734966493	0.5513989050963638	0.02190435624009795	0.02071228649875142	0.37795361478019984	0.004098529700465473
SP1086	1:Del:T:2	0.0018538310045685912	0.04680945818667187	0.37149658863427176	0.0495602374437473	0.03270420664596596	0.4952417302556531	0.0023339478291215343
SP1086	1:Del:T:3	0.017177693668986773	0.06064665662908594	0.19767972784418725	0.024895317900674556	0.00838701343062318	0.6868815006249929	0.004332089901449424
SP1086	1:Del:T:4	0.08684868567940005	0.06210389832182763	0.3892363481359698	0.036316492952881585	0.04551049270321947	0.3761623091028471	0.0038217731038543046
SP1086	1:Del:T:5	0.6334501210606415	0.20115345933055803	0.04444280642763608	0.03851582038185839	0.021763015756218727	0.05974521185777285	0.0009295651853144088
SP1086	1:Ins:C:0	0.00629461717790963	0.024780586445570876	0.12848576025514497	0.030008059319388127	0.7265633827262656	0.07082449546634113	0.013043098609379517
SP1086	1:Ins:C:1	0.0004388721551805036	0.06636126849697975	0.42278811641542724	0.024117519819168497	0.4209464487902399	0.06324863717914295	0.0020991371438610577
SP1086	1:Ins:C:2	0.0008706367991324201	0.08051293781648441	0.4931237846596076	0.08146514457571363	0.3197015583495258	0.022324706838945208	0.002001230960590879
SP1086	1:Ins:C:3	0.0032764690164426443	0.097559049317033	0.7234286614712794	0.026165563391921425	0.14217081568506876	0.0028635799329857926	0.004535861185269138
SP1086	1:Ins:C:4	0.042060531440834124	0.21521806903969376	0.6002565857596507	0.02310888390127336	0.1093919313449811	0.0014440202458216268	0.008519978267745382
SP1086	1:Ins:C:5	0.06504883067863977	0.4621363076651354	0.32026857579548457	0.022724401094132544	0.1054259956798296	0.017820972501277486	0.006574916585500574
SP1086	1:Ins:T:0	0.006347180613839672	0.12607787930635686	0.467752209647212	0.032798199167776085	0.29284189857090503	0.06498912595598319	0.00919350673792732
SP1086	1:Ins:T:1	3.151877204812102e-05	0.040440887303302545	0.6238440862428467	0.013111932000807534	0.28418174902199655	0.03577290497633079	0.00261692168266778
SP1086	1:Ins:T:2	0.005094559976378623	0.0729316175486436	0.662998230159376	0.011507547509585863	0.2052490878641954	0.04081363952544058	0.0014053174163799864
SP1086	1:Ins:T:3	0.005186656453089567	0.1314937854478293	0.5548465892033773	0.01587915941032851	0.2271652546687289	0.0636441014974045	0.0017844533192418936
SP1086	1:Ins:T:4	0.010550350383988657	0.3277778501584766	0.4841281429804179	0.0017556580626185158	0.09845869045628142	0.07601462877918067	0.0013146791790363082
