NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	229.834	29.795	50.396	21.464	0.121	0.966	1000000.0
2	230.105	30.299	47.728	21.988	0.127	0.963	1000000.0
3	231.89	29.554	51.648	21.197	0.12	0.967	1000000.0
4	230.676	29.735	50.479	21.451	0.122	0.966	1000000.0
5	231.152	29.755	50.809	21.358	2.964	0.966	1000000.0
6	230.966	29.607	50.921	21.204	0.122	0.967	1000000.0
7	230.265	29.578	50.668	21.156	2.955	0.966	1000000.0
8	232.863	29.73	51.742	21.347	5.798	0.966	1000000.0
9	228.089	30.239	46.316	21.688	0.124	0.963	1000000.0
10	230.696	29.535	50.829	21.115	0.122	0.967	1000000.0
11	230.984	29.789	50.386	21.538	5.786	0.965	1000000.0
12	230.331	30.243	47.173	21.851	0.126	0.964	1000000.0
13	230.074	29.67	50.478	21.32	0.124	0.967	1000000.0
14	230.113	29.691	50.736	21.496	0.126	0.966	1000000.0
15	231.744	29.721	51.186	21.322	0.122	0.966	1000000.0
16	231.231	29.761	50.677	21.401	0.122	0.966	1000000.0
17	227.036	30.32	46.293	22.006	0.126	0.964	1000000.0
18	230.393	29.791	50.484	21.566	0.122	0.966	1000000.0
19	231.335	29.764	51.493	21.481	0.123	0.966	1000000.0
20	231.214	29.783	50.813	21.418	2.956	0.965	1000000.0
21	231.618	29.624	50.958	21.317	2.958	0.966	1000000.0
22	231.445	29.785	50.689	21.528	2.955	0.966	1000000.0
23	231.293	29.715	50.904	21.406	0.122	0.966	1000000.0
24	229.382	29.492	49.576	21.05	2.957	0.967	1000000.0
25	230.296	29.672	50.709	21.423	2.956	0.966	1000000.0
26	233.365	29.017	51.997	20.645	0.118	0.967	1000000.0
27	231.891	29.932	51.301	21.628	0.121	0.965	1000000.0
28	230.004	29.659	50.56	21.365	2.955	0.966	1000000.0
29	231.138	29.584	50.67	21.147	5.787	0.967	1000000.0
30	230.24	29.739	50.45	21.301	2.955	0.966	1000000.0
31	234.053	29.717	52.027	21.385	2.953	0.966	1000000.0
32	231.004	29.712	50.614	21.38	0.121	0.966	1000000.0
33	231.979	29.604	50.992	21.114	5.788	0.966	1000000.0
34	228.162	29.796	49.745	21.65	0.126	0.963	1000000.0
35	231.053	29.796	51.004	21.495	8.62	0.966	1000000.0
36	232.25	29.891	51.132	21.563	2.962	0.966	1000000.0
37	230.421	29.688	50.651	21.304	2.956	0.966	1000000.0
38	235.825	29.603	53.042	21.351	0.12	0.966	1000000.0
39	231.313	29.743	50.813	21.343	5.789	0.966	1000000.0
40	230.625	29.738	49.813	21.416	2.956	0.966	1000000.0
41	229.761	29.547	50.726	21.188	5.789	0.967	1000000.0
42	233.156	29.687	51.83	21.353	2.955	0.966	1000000.0
43	229.54	29.695	50.088	21.271	0.123	0.967	1000000.0
44	229.707	29.564	50.269	21.279	0.121	0.966	1000000.0
45	229.909	29.486	50.175	21.115	2.954	0.966	1000000.0
46	230.007	29.624	50.733	21.265	0.122	0.966	1000000.0
47	230.833	29.698	50.813	21.304	0.123	0.966	1000000.0
48	230.335	29.604	50.22	21.192	0.122	0.966	1000000.0
49	229.915	29.624	50.8	21.323	0.121	0.966	1000000.0
50	229.775	29.542	50.25	21.172	0.121	0.966	1000000.0
51	230.508	29.573	50.431	21.149	0.122	0.966	1000000.0
52	230.481	29.613	51.008	21.208	0.123	0.967	1000000.0
53	229.556	29.663	50.272	21.243	11.454	0.966	1000000.0
54	231.524	29.81	51.246	21.536	0.123	0.965	1000000.0
55	230.184	29.679	50.184	21.389	2.954	0.966	1000000.0
