MutationType	ID83A	ID83B	ID83C
1:Del:C:0	0.0031338782934471963	0.039105777218937876	0.03709153562784195
1:Del:C:1	0.0007592842288431711	0.02921312753111124	0.015840214882045983
1:Del:C:2	0.0011440076760482042	0.01661990934982896	0.010807007644325494
1:Del:C:3	0.0038774047791957857	0.008659159950911998	0.005109634990803897
1:Del:C:4	0.00931792295537889	0.004252289307769388	0.0028172583039849995
1:Del:C:5	0.03457465574145317	0.003381835757754743	0.0009711638802952649
1:Del:T:0	0.0017301918927114456	0.03309186056256294	0.020525026842951776
1:Del:T:1	0.001477684216806665	0.024067604895681143	0.009946504486724734
1:Del:T:2	0.0025345820630900563	0.025147440396249294	0.017235911171883344
1:Del:T:3	0.011301093231886626	0.023203537855297326	0.0196190694719553
1:Del:T:4	0.03347982615232468	0.01703546965494752	0.01379363683052361
1:Del:T:5	0.6187733662128448	0.0032756512490653457	0.016610469391793004
1:Ins:C:0	0.0010602379590272904	0.00835858372040093	0.010275131417438388
1:Ins:C:1	0.00020635864115320146	0.004947529821656645	0.0026508802408352493
1:Ins:C:2	0.0002464273400255479	0.0030399448540993036	0.0012319959781598299
1:Ins:C:3	0.0008345609880052507	0.0028411864349618555	0.0008063672168646008
1:Ins:C:4	0.002200042665936053	0.002589432806707919	0.000656497701711487
1:Ins:C:5	0.01621610810048878	0.018030649237334728	0.0006439153483918858
1:Ins:T:0	0.001926513504004106	0.010117113506421447	0.00769179480150342
1:Ins:T:1	0.0003922434450942092	0.015600016340613365	0.004936340837739408
1:Ins:T:2	0.00483610070310533	0.010303969401866198	0.002584870121208951
1:Ins:T:3	0.002664961793925613	0.008304602717980742	0.003158329022116959
1:Ins:T:4	0.0030092059471644463	0.00877613177523017	0.0022503079543821514
1:Ins:T:5	0.162660221606493	0.385658016204834	0.039513333663344384
2:Del:R:0	0.0019036551471799611	0.012758782161399721	0.008100447081960737
2:Del:R:1	0.0025585029996000232	0.017035849038511516	0.007545546139590442
2:Del:R:2	0.0015870225185062737	0.004968725475482643	0.002671449009794742
2:Del:R:3	0.005851302538067102	0.001952749341726303	0.0007654230280604679
2:Del:R:4	0.004061220497824251	0.0008964624366490171	0.00015555056697611036
2:Del:R:5	0.012155638430267573	0.004561641956679523	7.480293803775239e-05
3:Del:R:0	0.0005257862553116866	0.005399873987771571	0.006298950598575175
3:Del:R:1	0.0020017732202541084	0.011300520077347755	0.005817770063877106
3:Del:R:2	0.0008663563308073208	0.0027251866669394074	0.0008992655103793368
3:Del:R:3	0.000343085523636546	0.0008014812116743996	0.00047513874698779546
3:Del:R:4	0.00018924212723504753	0.0010949142189929262	6.84728535628043e-05
3:Del:R:5	0.00038170253479620443	0.0022193330666050314	2.6597208613310388e-09
4:Del:R:0	0.00016083749243989587	0.003922972900327295	0.005955670354887843
4:Del:R:1	0.0011502666026353837	0.009700569426640868	0.00498115427326411
4:Del:R:2	0.0006016064179129899	0.002705166032537818	0.0010182743420591577
4:Del:R:3	0.0005194376691360958	0.0018160376779269426	0.0005244070387561805
4:Del:R:4	0.00017090390203520657	0.001126931281760335	6.172630543005653e-05
4:Del:R:5	0.00038905081601114944	0.0005141279299277812	2.6573721570950503e-05
5:Del:R:0	1.401298464324817e-47	0.02990768477320671	0.08426530674099922
5:Del:R:1	0.0003217832908558194	0.004771244055591524	0.006064606313593686
5:Del:R:2	0.0001851505738159176	0.0010417431645328178	0.0008121641527395696
5:Del:R:3	9.826587331190239e-05	0.00038356063509127126	0.00016938219519943231
5:Del:R:4	5.1111205048073314e-05	0.00010453874416270992	2.3065491113360982e-06
5:Del:R:5	7.131889276934089e-05	4.4124382356462985e-05	2.7757972442936653e-05
2:Ins:R:0	0.002895626069512218	0.0089397681504488	0.00825636563822627
2:Ins:R:1	0.0003877843506052159	0.00461447935551405	0.0014686286484356969
2:Ins:R:2	0.00045953017950523645	0.00236637462163344	0.0010373442649142816
2:Ins:R:3	0.0009470386372413486	0.0012615258828736842	0.0009615398076130077
2:Ins:R:4	0.004016612044069916	0.0021221335884183644	0.0007539599269512109
2:Ins:R:5	0.01923905136063695	0.015556083507835865	0.001649781379965134
3:Ins:R:0	0.0006210552516859025	0.00368144475389272	0.003846391923725605
3:Ins:R:1	5.124265007907525e-05	0.0027725222636945544	0.001099534523091279
3:Ins:R:2	0.00010956902966427151	0.0005556955991778522	0.0008846697362605482
3:Ins:R:3	0.0001029685130197322	0.00011207762392587028	0.0001938928195158951
3:Ins:R:4	0.0001467667023098329	0.00014560322706529404	0.00014167654562697863
3:Ins:R:5	0.0010534984205150977	0.0009395013912580907	0.00015148583872360178
4:Ins:R:0	0.0019019658968318254	0.005822719796560705	0.0040836417395621535
4:Ins:R:1	0.00010335840292100329	0.003120310690719634	0.001416855973075144
4:Ins:R:2	0.0001905890127818566	0.00044180488854181024	0.000620824308716692
4:Ins:R:3	0.0002852167616947554	0.0002537383773596957	0.0001989075913297711
4:Ins:R:4	0.00039104661147575825	0.0004609015883761458	8.820278554786399e-05
4:Ins:R:5	0.00020872528941254131	0.0010166252811904997	0.000320423384764581
5:Ins:R:0	0.00484022019430995	0.03927518453449011	0.03426288664340973
5:Ins:R:1	0.00014147143810987471	0.011050928439944983	0.014863219447433948
5:Ins:R:2	0.00011428085708757863	0.0008122908213408664	0.0010575280961347745
5:Ins:R:3	6.691697333735647e-05	0.0003928365238243714	0.00016896818193345097
5:Ins:R:4	3.1112976666918255e-05	0.00023583667978527956	6.993944973146426e-05
5:Ins:R:5	1.070732723292167e-05	0.0001773015470826067	1.4344228961880034e-05
2:Del:M:1	0.0024980393960140645	0.016617468539625407	0.007888205372728408
3:Del:M:1	0.00022778008657041936	0.0047015514504164455	0.004739153794944286
3:Del:M:2	0.0011141720763407647	0.007304802923463285	0.0055234945146366956
4:Del:M:1	0.0006604971352498979	0.0044746912736445665	0.0052004512352868916
4:Del:M:2	0.0003791011858265847	0.004533939128741622	0.007612648257054389
4:Del:M:3	0.0006621652579633519	0.007064558770507574	0.005007297690026462
5:Del:M:1	0.0009039285819744691	0.017320689111948014	0.09637878127396107
5:Del:M:2	5.9080240007460815e-05	0.002215189103735611	0.1633439442515373
5:Del:M:3	0.00032086683029774576	5.379837872947491e-05	0.12095354989171028
5:Del:M:4	0.00013816304883221164	0.00010098437821792316	0.0657094694674015
5:Del:M:5	0.00021801748996949755	0.002109581909608096	0.056482646986842154
