MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	3.83E-05	7.79E-04	2.36E-04	3.72E-04	3.91E-04	3.00E-04	3.95E-04	5.96E-04	9.17E-04
1:Del:C:1	0.00E+00	2.70E-04	2.85E-04	2.31E-04	3.03E-04	2.01E-04	3.29E-04	4.44E-04	6.21E-04
1:Del:C:2	2.61E-05	9.75E-05	1.07E-04	9.85E-05	5.35E-05	9.43E-05	1.73E-04	2.40E-04	3.21E-04
1:Del:C:3	9.77E-05	4.46E-04	7.72E-05	6.68E-05	1.17E-04	3.52E-05	8.45E-05	1.42E-04	1.47E-04
1:Del:C:4	3.44E-04	1.77E-03	6.84E-05	7.10E-05	0.00E+00	2.63E-05	7.74E-05	1.44E-04	1.03E-04
1:Del:C:5	8.65E-04	4.54E-03	2.33E-04	1.48E-04	2.12E-04	6.71E-05	9.77E-05	2.35E-04	1.01E-04
1:Del:T:0	1.56E-05	5.26E-04	4.48E-04	7.94E-04	3.68E-04	1.39E-04	1.91E-03	2.33E-04	6.69E-04
1:Del:T:1	2.59E-05	2.29E-04	1.64E-04	2.37E-04	3.49E-04	1.22E-04	1.78E-03	2.70E-04	4.43E-04
1:Del:T:2	3.83E-05	1.65E-04	4.64E-04	6.53E-04	3.17E-04	1.19E-04	1.26E-03	2.48E-04	3.28E-04
1:Del:T:3	1.74E-04	4.39E-04	7.20E-04	1.23E-03	2.42E-04	2.34E-06	2.52E-03	3.95E-04	4.93E-04
1:Del:T:4	5.43E-04	1.67E-03	8.83E-04	1.70E-03	3.43E-05	1.46E-04	1.21E-03	2.74E-04	6.60E-05
1:Del:T:5	5.42E-03	1.59E-02	3.55E-03	3.33E-03	1.90E-03	2.21E-03	7.34E-03	4.36E-04	8.89E-47
1:Ins:C:0	3.24E-05	9.39E-05	2.31E-04	1.83E-04	1.97E-04	2.08E-03	2.83E-04	2.26E-04	2.57E-04
1:Ins:C:1	2.38E-06	1.00E-04	8.15E-05	1.28E-04	1.37E-04	1.04E-04	7.54E-05	7.06E-05	1.08E-04
1:Ins:C:2	4.80E-06	5.50E-05	2.54E-05	4.58E-05	4.86E-05	3.30E-05	2.33E-05	5.06E-05	8.05E-05
1:Ins:C:3	1.24E-05	4.05E-05	4.09E-05	4.68E-05	7.89E-05	3.22E-05	6.42E-05	4.38E-05	5.37E-05
1:Ins:C:4	5.12E-05	2.37E-04	7.44E-05	4.89E-05	1.11E-04	3.23E-05	5.52E-05	4.78E-05	6.58E-05
1:Ins:C:5	2.39E-04	1.08E-03	6.84E-04	5.13E-04	6.47E-04	6.51E-05	8.94E-05	1.51E-04	2.17E-04
1:Ins:T:0	6.65E-06	6.14E-05	2.89E-04	1.62E-04	3.79E-04	2.06E-04	1.97E-04	1.29E-04	1.94E-04
1:Ins:T:1	4.00E-06	3.78E-04	1.72E-04	3.51E-04	2.63E-04	1.43E-04	2.77E-04	1.76E-04	2.10E-04
1:Ins:T:2	6.43E-05	2.59E-04	1.04E-04	1.13E-04	1.72E-04	8.80E-05	1.52E-04	1.72E-04	1.65E-04
1:Ins:T:3	2.20E-05	8.81E-05	1.30E-04	1.71E-04	2.04E-04	5.63E-05	2.06E-04	1.15E-04	8.65E-05
1:Ins:T:4	5.74E-05	1.66E-04	8.47E-04	1.22E-03	4.58E-05	6.56E-05	6.01E-04	1.10E-04	1.57E-05
1:Ins:T:5	1.93E-03	6.42E-03	5.89E-03	9.61E-03	1.20E-02	1.59E-03	5.12E-03	6.53E-04	4.61E-03
2:Del:R:0	6.84E-05	2.17E-04	1.03E-04	2.97E-04	2.15E-04	1.12E-04	2.26E-04	2.78E-04	3.40E-04
2:Del:R:1	4.32E-05	1.20E-03	3.36E-04	8.88E-04	3.12E-04	8.09E-05	3.99E-04	1.75E-04	4.11E-04
2:Del:R:2	4.60E-05	2.02E-04	9.25E-05	2.40E-04	1.03E-04	4.13E-05	1.07E-04	7.49E-05	1.34E-04
2:Del:R:3	4.72E-04	2.40E-03	1.38E-05	1.29E-05	2.35E-05	0.00E+00	5.96E-05	1.04E-04	5.07E-05
2:Del:R:4	1.84E-04	9.09E-04	5.76E-06	2.38E-05	5.94E-05	8.22E-07	3.87E-05	5.33E-05	5.49E-05
2:Del:R:5	5.85E-04	2.90E-03	2.27E-05	2.01E-05	1.06E-04	5.40E-06	5.07E-05	1.06E-04	6.03E-05
3:Del:R:0	3.56E-05	1.28E-04	6.69E-05	1.02E-04	8.38E-06	3.42E-05	1.21E-04	7.84E-05	1.25E-04
3:Del:R:1	4.43E-05	1.08E-03	2.87E-04	7.75E-04	2.26E-04	7.48E-05	2.28E-04	1.13E-04	3.21E-04
3:Del:R:2	2.05E-05	2.54E-04	7.19E-05	1.97E-04	3.58E-05	2.47E-05	6.01E-05	5.06E-05	1.01E-04
3:Del:R:3	1.23E-05	5.66E-05	2.23E-05	6.25E-05	4.03E-05	9.18E-06	1.75E-05	1.44E-05	4.20E-05
3:Del:R:4	1.11E-05	2.71E-05	1.26E-05	2.64E-05	3.01E-05	6.63E-06	1.08E-05	2.46E-05	6.56E-06
3:Del:R:5	2.56E-05	1.05E-04	9.47E-06	2.25E-05	1.58E-05	8.29E-06	5.62E-06	1.49E-05	2.62E-05
4:Del:R:0	1.43E-05	4.25E-05	4.59E-05	8.28E-05	4.56E-05	2.54E-05	1.29E-04	4.34E-05	1.19E-04
4:Del:R:1	2.17E-05	6.92E-04	1.74E-04	4.56E-04	1.64E-04	4.72E-05	1.34E-04	1.05E-04	2.88E-04
4:Del:R:2	2.17E-05	1.43E-04	5.95E-05	1.49E-04	9.03E-05	4.63E-06	3.74E-05	4.83E-05	9.05E-05
4:Del:R:3	3.37E-05	9.70E-05	2.77E-05	6.89E-05	5.93E-05	1.26E-05	3.22E-05	2.01E-05	5.45E-05
4:Del:R:4	7.60E-06	2.26E-05	1.21E-05	2.35E-05	4.23E-05	5.78E-06	2.00E-05	1.88E-05	3.07E-05
4:Del:R:5	1.89E-05	7.56E-05	5.95E-06	1.60E-05	1.43E-05	4.80E-06	7.38E-06	8.88E-06	1.91E-05
5:Del:R:0	2.01E-06	1.16E-04	6.54E-05	1.66E-04	2.23E-03	1.18E-05	1.60E-04	2.42E-04	9.93E-04
5:Del:R:1	5.59E-06	3.03E-04	1.26E-04	2.79E-04	1.43E-04	4.77E-05	1.17E-04	4.14E-05	1.25E-04
5:Del:R:2	7.14E-06	4.71E-05	2.88E-05	6.12E-05	6.10E-05	1.09E-05	5.07E-06	3.36E-05	3.98E-05
5:Del:R:3	5.47E-06	1.67E-05	9.64E-06	2.03E-05	3.78E-05	2.24E-06	6.77E-06	0.00E+00	2.22E-05
5:Del:R:4	3.55E-06	1.02E-05	1.88E-06	6.60E-06	0.00E+00	1.29E-06	1.00E-05	2.50E-06	8.71E-06
5:Del:R:5	2.04E-06	6.73E-06	3.23E-07	4.49E-06	8.59E-06	2.49E-06	2.11E-11	6.58E-06	4.61E-06
2:Ins:R:0	2.17E-05	1.82E-04	4.06E-04	2.41E-04	4.49E-04	1.42E-04	1.22E-04	1.08E-04	1.96E-04
2:Ins:R:1	6.93E-07	1.75E-04	1.29E-04	2.00E-04	1.58E-04	5.27E-05	1.48E-04	9.76E-05	1.01E-04
2:Ins:R:2	4.88E-06	6.14E-05	8.62E-05	1.12E-04	9.42E-05	2.21E-05	1.51E-04	4.98E-05	6.32E-05
2:Ins:R:3	3.72E-05	1.52E-04	3.07E-05	2.24E-05	8.78E-05	2.43E-05	7.58E-05	5.56E-05	6.18E-05
2:Ins:R:4	1.33E-04	5.75E-04	7.95E-05	5.57E-05	1.35E-04	2.81E-05	7.23E-05	3.22E-05	1.44E-05
2:Ins:R:5	4.50E-04	1.57E-03	1.27E-03	1.19E-03	9.04E-04	4.64E-05	2.01E-04	1.10E-05	3.26E-04
3:Ins:R:0	2.11E-06	7.76E-05	1.82E-04	1.57E-04	3.34E-04	7.67E-05	6.43E-05	5.59E-05	1.25E-04
3:Ins:R:1	6.63E-08	2.17E-04	7.92E-05	1.76E-04	9.36E-05	3.98E-05	8.83E-05	4.40E-05	7.90E-05
