Samples	ID83A	ID83B	ID83C	ID83D
SP135192	8.69E-02	0.00E+00	0.00E+00	8.69E-02
SP135335	2.22E-01	5.60E-01	6.78E-01	3.77E-01
SP135278	2.35E-01	2.63E-01	5.96E-01	4.70E-01
SP135287	1.10E+02	1.16E+02	6.56E+00	1.71E+00
SP135345	1.04E+00	2.47E+00	2.66E+00	1.05E+00
SP85122	1.93E+02	2.16E+02	2.70E+01	2.54E+00
SP84384	5.64E+01	6.53E+01	1.38E+01	2.62E+00
SP135184	0.00E+00	5.00E-02	2.68E-01	2.69E-01
SP135226	1.05E+00	2.24E+00	2.46E+00	5.69E-01
SP135436	2.75E+00	7.93E+00	8.95E+00	1.44E+00
SP135262	2.32E-01	1.30E+00	1.32E+00	4.68E-01
SP135431	3.70E+00	7.51E+00	8.77E+00	1.13E+00
SP135425	2.01E+00	6.04E+00	6.14E+00	1.61E+00
SP135222	1.53E+00	3.50E+00	4.09E+00	8.23E-01
SP135230	1.41E+00	1.97E+00	2.54E+00	6.43E-01
SP135205	7.08E-01	7.31E-01	1.00E+00	3.55E-01
SP135180	0.00E+00	1.18E-01	1.84E-01	1.55E-01
SP135213	1.34E+00	1.76E+00	2.63E+00	1.77E+00
SP135217	0.00E+00	0.00E+00	0.00E+00	0.00E+00
SP135405	2.16E+00	5.71E+00	6.66E+00	1.91E+00
SP135238	1.74E-01	1.69E-01	1.86E-01	6.52E-02
SP135270	1.98E+00	4.73E+00	6.54E+00	2.88E+00
SP135411	1.30E+00	1.80E+00	2.39E+00	7.45E-01
SP135188	8.12E-01	1.27E+00	1.63E+00	8.32E-01
SP135194	1.42E+00	2.84E+00	3.16E+00	6.82E-01
SP135186	1.42E+00	3.07E+00	3.54E+00	1.26E+00
SP135420	2.06E+00	5.46E+00	5.42E+00	1.46E+00
SP135258	5.62E-01	9.48E-01	1.22E+00	4.49E-01
SP135234	2.74E+00	6.40E+00	7.93E+00	1.55E+00
SP135293	0.00E+00	7.09E-02	1.59E-01	1.57E-01
SP135393	1.74E+00	3.74E+00	4.02E+00	8.69E-01
SP135299	1.86E+00	5.75E+00	6.07E+00	1.52E+00
SP135415	7.19E-01	1.59E+00	1.82E+00	1.01E+00
SP135310	0.00E+00	1.00E-02	2.56E-02	2.73E-02
SP135323	3.67E-01	1.42E+00	1.97E+00	1.68E+00
SP135390	2.92E-01	4.23E-01	6.58E-01	4.60E-01
SP135209	4.77E-01	4.84E-01	7.34E-01	1.00E-02
SP135240	1.93E+00	5.73E+00	6.69E+00	1.34E+00
SP135182	5.23E+00	1.24E+01	1.40E+01	2.00E+00
SP85251	1.09E+00	3.57E+00	4.01E+00	1.14E+00
SP84408	8.75E-01	2.50E+00	2.64E+00	8.88E-01
SP84491	5.37E+00	1.52E+01	1.68E+01	2.87E+00
