Samples	ID83A	ID83B	ID83C	ID83D
SP135192	0	0	0	2
SP135335	4	0	42	10
SP135278	4	0	10	10
SP135287	59229	3960	1090	0
SP135345	62	0	165	56
SP85122	92514	7926	0	0
SP84384	99737	1466	0	435
SP135184	0	0	0	7
SP135226	23	49	145	12
SP135436	371	385	461	89
SP135262	0	0	120	13
SP135431	345	551	710	26
SP135425	109	71	587	73
SP135222	68	184	194	26
SP135230	90	38	160	22
SP135205	37	11	44	7
SP135180	0	0	4	1
SP135213	94	11	123	124
SP135217	0	0	0	1
SP135405	117	170	399	122
SP135238	7	0	0	1
SP135270	129	164	289	283
SP135411	69	28	163	24
SP135188	21	0	148	31
SP135194	97	67	180	23
SP135186	46	13	318	56
SP135420	249	0	438	90
SP135258	10	30	21	9
SP135234	198	257	605	86
SP135293	0	0	0	5
SP135393	95	0	475	27
SP135299	21	50	691	55
SP135415	1	1	166	30
SP135310	0	0	0	1
SP135323	8	0	66	73
SP135390	0	2	36	7
SP135209	4	0	70	2
SP135240	44	241	353	56
SP135182	1254	546	903	125
SP85251	0	108	264	44
SP84408	5	0	249	27
SP84491	546	611	1828	262
SP84743	735	0	2414	35
SP83967	99	1	319	62
SP105253	312	574	1126	70
SP84998	327	212	343	33
SP84062	0	15	147	49
SP84982	52976	0	0	0
SP84790	174	0	965	80
SP105673	149	7	131	1090
SP85339	490	580	556	28
SP84719	377	113	305	66
SP105425	579	432	576	36
SP84056	100	374	545	309
SP105261	120	43	287	82
SP85379	472	388	962	49
SP105086	296	110	866	301
SP84392	96447	5563	0	165
SP105018	140	0	0	4567
SP84858	681	188	726	334
SP84086	0	398	120	121
SP105213	338	137	431	92
SP105577	271	94	337	111
SP85431	0	122	318	83
SP84962	42	202	389	79
SP105006	288	44	493	158
SP84439	88054	2466	4718	641
SP105159	132	23	446	72
SP85230	23	0	84	940
SP84922	1144	0	1016	166
SP85130	571	184	730	93
SP104984	171	155	366	55
SP85222	54	55	181	22
SP105375	127	135	2825	0
SP85287	88	404	492	65
CPCT02060042T	0	80	89	48
CPCT02130027T	41	110	483	64
CPCT02290024T	833	750	1095	76
CPCT02230080T	570	439	742	46
CPCT02070282T	503	255	992	47
CPCT02060201T	321	562	702	82
CPCT02010752T	93	34	503	111
CPCT02130046T	367	200	871	35
CPCT02190033T	540	781	973	103
WIDE01010213T	621	94	825	674
CPCT02440010T	431	81	2118	63
WIDE01010272T	342	193	323	46
DRUP01070085T	73623	12618	4860	0
CPCT02380045T	155	760	1007	59
CPCT02150013T	114	58	602	91
CPCT02010769T	223	71	932	131
CPCT02450014T	34497	232989	0	0
CPCT02130122T	64	496	551	119
CPCT02230107T	1028	265	706	30
DRUP01090017T	491	0	2859	46
CPCT02020781T	481	204	920	782
CPCT02310016T	312	4	871	14
CPCT02300050T	796	0	1442	212
CPCT02020808T	683	440	370	488
CPCT02050414T	489	925	986	137
CPCT02230042T	0	157	134	41
CPCT02040170T	37	0	728	51
CPCT02330059T	867	607	1588	169
CPCT02330063T	718	472	1194	134
CPCT02020512T	186	360	405	35
CPCT02110031T	201	106	810	128
CPCT02030347T	167318	0	0	0
CPCT02050179T	1047	820	1076	140
CPCT02010591T	142	42	790	76
CPCT02170007T	549	0	866	258
CPCT02210025T	243	0	1799	70
CPCT02030376T	343	2	634	159
CPCT02050110T	386	463	1310	143
CPCT02030318T	890	684	1052	159
CPCT02100056T	385	0	244	119
CPCT02030326T	313	302	896	104
CPCT02120007T	548	0	1471	38
WIDE01010573T	361	151	1431	394
WIDE01010693T	275	147	657	36
