Samples	ID83A	ID83B
SP101845	2.35E+00	2.36E+00
SP101682	1.26E+00	1.26E+00
SP61553	4.70E-01	4.70E-01
SP101724	1.97E+00	1.97E+00
SP102103	1.33E+00	1.33E+00
SP102174	1.66E+00	1.66E+00
SP101622	1.51E+00	1.51E+00
SP102161	1.76E+00	1.76E+00
SP101654	1.33E+00	1.33E+00
SP102074	1.20E+00	1.20E+00
SP101694	1.70E+00	1.70E+00
SP101616	1.37E+00	1.37E+00
SP101666	1.85E+00	1.85E+00
SP101558	1.26E+00	1.26E+00
SP102096	1.34E+00	1.34E+00
SP102084	1.47E+00	1.47E+00
SP101580	1.85E+00	1.85E+00
SP102064	1.64E+00	1.64E+00
SP101564	1.21E+00	1.21E+00
SP101921	1.05E+00	1.05E+00
SP101648	1.36E+00	1.36E+00
SP101628	1.13E+00	1.13E+00
SP101708	1.27E+00	1.27E+00
SP102055	7.97E-01	7.97E-01
SP101634	9.96E-01	9.96E-01
SP101588	1.27E+00	1.27E+00
SP101584	1.87E+00	1.87E+00
SP101686	9.08E-01	9.05E-01
SP101532	1.49E+00	1.49E+00
SP101732	1.95E+00	1.95E+00
SP101528	1.55E+00	1.55E+00
SP101536	1.04E+00	1.04E+00
SP101576	1.72E+00	1.72E+00
SP102015	1.67E+00	1.67E+00
SP102168	1.23E+00	1.23E+00
SP101716	1.94E+00	1.94E+00
SP101592	1.48E+00	1.48E+00
SP101658	5.87E-01	5.86E-01
SP102045	2.66E+00	2.66E+00
SP101552	1.42E+00	1.42E+00
SP101519	1.22E+00	1.22E+00
SP101690	1.75E+00	1.75E+00
SP102123	1.19E+00	1.19E+00
SP101662	1.41E+00	1.41E+00
SP101600	6.79E-01	6.79E-01
SP101544	1.32E+00	1.32E+00
SP102133	6.97E-01	6.97E-01
SP101881	1.66E+00	1.66E+00
SP102035	1.45E+00	1.45E+00
SP101642	2.29E+00	2.29E+00
SP101596	1.31E+00	1.31E+00
SP101670	1.81E+00	1.81E+00
SP101674	9.83E-01	9.83E-01
SP101572	7.39E-01	7.37E-01
SP101678	2.00E+00	2.00E+00
SP101740	2.23E+00	2.23E+00
SP101700	1.30E+00	1.30E+00
SP101891	2.18E+00	2.18E+00
SP102143	1.30E+00	1.30E+00
SP102113	1.10E+00	1.10E+00
SP101521	9.66E-01	9.67E-01
