Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP123975	7.14E+00	2.30E+00	7.15E-01	6.15E-01	2.16E+00	6.56E+00	1.70E+00	4.24E-01	3.61E+00	3.38E+00	1.50E+00
SP124044	1.41E-02	8.51E-01	9.13E-01	6.50E-01	9.67E-01	3.10E-01	3.22E-01	0.00E+00	6.21E-01	6.69E-01	3.53E-01
SP123972	9.01E-01	3.19E+00	1.11E+00	1.75E+00	3.14E+00	9.21E-01	2.92E+00	2.56E-01	1.37E+00	1.35E+00	1.56E+00
SP123850	3.00E-01	1.29E+00	6.26E-01	1.18E+00	1.30E+00	2.76E-01	1.29E+00	3.04E-01	1.18E+00	1.35E+00	6.14E-02
SP123902	3.87E-01	1.96E+00	9.15E-01	1.46E+00	2.04E+00	4.82E-01	1.24E+00	0.00E+00	1.25E+00	1.27E+00	4.19E-01
SP123884	4.39E-01	2.95E+00	2.10E+00	1.32E+00	2.26E+00	3.81E-01	1.34E+00	3.06E-01	1.58E+00	1.42E+00	5.50E-01
SP123964	3.31E-01	1.83E+00	1.57E+00	9.57E-01	1.85E+00	3.19E-01	1.07E+00	0.00E+00	1.30E+00	1.26E+00	3.22E-01
SP123995	2.52E-01	1.73E+00	5.57E-01	9.74E-01	1.72E+00	2.45E-01	1.27E+00	0.00E+00	1.39E+00	1.34E+00	4.48E-01
SP123846	2.84E-01	1.11E+00	5.00E-01	1.15E+00	1.24E+00	3.70E-01	8.54E-01	2.55E-01	2.40E+00	2.24E+00	7.43E-01
SP124003	3.26E-01	9.29E-01	3.18E-01	8.33E-01	8.59E-01	3.63E-01	7.98E-01	3.09E-01	8.06E-01	1.04E+00	0.00E+00
SP123876	3.41E-01	1.69E+00	9.16E-01	1.44E+00	1.95E+00	3.88E-01	8.79E-01	0.00E+00	9.69E-01	1.18E+00	1.62E-01
SP123878	2.79E-01	1.37E+00	6.50E-01	8.80E-01	1.24E+00	3.91E-01	9.25E-01	3.45E-01	6.79E-01	5.41E-01	4.95E-01
SP123842	1.99E-01	2.08E+00	1.23E+00	4.72E-01	1.55E+00	1.67E-01	1.25E+00	1.78E-01	1.02E+00	9.16E-01	1.95E-01
SP123900	2.46E-01	2.45E+00	1.89E+00	1.66E+00	2.15E+00	2.54E-01	7.37E-01	2.92E-01	9.64E-01	8.53E-01	4.27E-01
SP123978	2.31E-01	8.82E-01	6.65E-01	6.06E-01	1.07E+00	1.84E-01	7.98E-01	0.00E+00	6.08E-01	4.31E-01	5.94E-01
SP123897	2.60E-01	1.28E+00	4.77E-01	9.23E-01	1.01E+00	4.10E-01	6.49E-01	0.00E+00	9.51E-01	7.87E-01	0.00E+00
SP124013	2.14E-01	1.60E+00	7.07E-01	1.07E+00	1.42E+00	3.04E-01	8.58E-01	2.22E-01	1.19E+00	1.42E+00	1.17E-01
SP124021	2.28E-01	1.20E+00	7.46E-01	1.01E+00	1.06E+00	2.90E-01	5.02E-01	0.00E+00	8.05E-01	9.17E-01	3.66E-01
SP123852	4.88E-01	1.47E+00	1.42E+00	7.98E-01	1.36E+00	3.12E-01	5.51E-01	2.57E-01	1.22E+00	1.19E+00	6.19E-01
SP123998	1.90E-01	1.24E+00	1.65E+00	7.44E-01	1.59E+00	6.73E-01	1.41E+00	5.19E-01	1.06E+00	1.09E+00	1.20E+00
SP123967	2.28E-01	1.36E+00	7.84E-01	1.17E+00	1.45E+00	0.00E+00	9.93E-01	1.51E-01	8.08E-01	8.64E-01	1.67E-01
SP123988	5.67E-01	3.53E+00	1.90E+00	2.81E+00	2.81E+00	4.49E-01	1.84E+00	0.00E+00	1.66E+00	1.10E+00	6.94E-01
SP123984	3.67E-01	1.46E+00	1.09E+00	8.83E-01	1.24E+00	2.58E-01	8.42E-01	2.11E-01	8.40E-01	9.99E-01	2.55E-01
SP123858	0.00E+00	3.07E-01	6.39E-01	1.65E-01	6.83E-01	3.89E-01	7.78E-01	2.06E-01	1.13E+00	1.24E+00	5.80E-01
SP123890	8.70E-02	1.18E+00	5.75E-01	1.14E+00	1.06E+00	2.59E-01	9.58E-01	0.00E+00	7.96E-01	1.08E+00	2.23E-02
SP123950	3.49E-01	1.38E+00	8.70E-01	1.22E+00	1.53E+00	3.45E-01	1.14E+00	1.64E-01	1.32E+00	1.40E+00	4.72E-01
SP123886	3.13E-01	8.55E-01	6.06E-01	7.46E-01	1.20E+00	3.29E-01	7.81E-01	3.03E-01	5.70E-01	6.94E-01	2.46E-01
SP124033	3.23E-01	3.11E-01	6.94E-01	2.61E-01	9.61E-01	3.23E-01	6.21E-01	3.91E-01	9.83E-01	1.09E+00	5.67E-01
SP123892	4.54E-01	2.26E+00	1.23E+00	1.38E+00	2.08E+00	4.44E-01	1.45E+00	0.00E+00	1.48E+00	1.33E+00	1.59E-01
SP123840	0.00E+00	5.38E-01	9.19E-01	1.18E+00	1.47E+00	3.23E-01	8.95E-01	3.46E-01	1.14E+00	1.23E+00	3.65E-01
SP123969	3.11E-01	1.69E+00	1.39E+00	6.89E-01	1.81E+00	4.73E-01	1.23E+00	0.00E+00	1.08E+00	1.13E+00	5.39E-01
