Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP116536	100	0.944	49.787	49.787%	8.841	33.321%	0.3851	0.932
SP116539	23	0.726	21.825	94.891%	5.035	69.161%	0.94169	0.681
SP116542	30	0.826	25.501	85.003%	4.872	56.636%	0.74288	0.793
SP116545	29	0.897	19.314	66.6%	4.45	44.279%	0.65505	0.885
SP116548	40	0.884	28.398	70.995%	5.15	47.013%	0.56453	0.86
SP116550	6	0.671	7.645	127.417%	1.844	75.281%	1.31028	0.643
SP116553	35	0.938	25.054	71.583%	4.539	39.065%	0.82418	0.932
SP116557	9	0.579	10.67	118.556%	2.474	82.467%	1.75945	0.509
SP116559	40	0.924	23.332	58.33%	4.072	38.477%	0.46699	0.907
SP116562	46	0.95	29.77	64.717%	5.402	31.832%	0.93455	0.945
SP116564	46	0.88	29.293	63.68%	4.859	47.646%	0.55722	0.838
SP116571	26	0.919	17.754	68.285%	3.255	39.473%	0.76518	0.907
SP116393	2	0.223	3.624	181.2%	1.407	99.49%	3.89883	0.181
SP116442	4	0.713	4.899	122.475%	1.443	72.15%	1.25146	0.699
SP116446	10	0.508	13.43	134.3%	2.993	86.4%	1.79733	0.421
SP116419	131	0.951	54.278	41.434%	8.93	31.166%	0.24054	0.934
SP116383	503	0.988	115.039	22.871%	19.216	15.586%	0.08536	0.986
SP116385	226	0.976	76.415	33.812%	12.536	21.743%	0.17174	0.971
SP116440	179	0.933	86.44	48.291%	14.957	36.138%	0.27765	0.913
SP116450	444	0.991	103.244	23.253%	15.859	13.614%	0.10516	0.989
SP116493	83	0.97	40.076	48.284%	6.735	24.35%	0.33594	0.966
SP116391	74	0.932	42.66	57.649%	8.515	38.311%	0.4208	0.923
SP116401	66	0.924	37.614	56.991%	6.148	38.276%	0.46992	0.904
SP116409	144	0.961	60.372	41.925%	11.134	27.612%	0.25536	0.954
SP116416	31	0.76	32.346	104.342%	6.28	65.832%	0.92769	0.723
SP116424	34	0.83	27.021	79.474%	4.486	56.075%	0.6452	0.777
SP116515	94	0.916	50.183	53.386%	8.481	40.159%	0.40206	0.889
SP116499	158	0.971	62.012	39.248%	10.236	23.811%	0.29847	0.966
SP116505	278	0.995	72.62	26.122%	13.03	9.721%	0.21427	0.995
SP116509	182	0.97	64.368	35.367%	10.761	24.394%	0.1769	0.963
SP116437	65	0.917	36.316	55.871%	6.509	40.136%	0.48013	0.896
SP116512	386	0.933	194.998	50.518%	39.119	39.646%	0.22209	0.926
SP116465	192	0.935	90.361	47.063%	15.525	35.636%	0.24967	0.915
SP116496	552	0.983	128.974	23.365%	21.488	18.751%	0.09494	0.976
SP116525	254	0.975	76.442	30.095%	13.105	22.331%	0.16018	0.967
SP116481	41	0.879	31.213	76.129%	6.325	48.088%	0.93299	0.863
SP116586	75	0.944	32.534	43.379%	5.735	33.278%	0.27794	0.926
SP116528	375	0.997	95.71	25.523%	18.498	11.674%	0.10401	0.997
SP116589	395	0.979	122.115	30.915%	20.499	21.833%	0.23123	0.974
SP116406	117	0.958	50.707	43.339%	8.594	28.888%	0.28378	0.948
SP116484	43	0.838	36.324	84.474%	7.794	55.25%	0.68906	0.816
SP116453	99	0.944	46.882	47.356%	7.626	33.283%	0.35401	0.928
SP116469	432	0.983	103.887	24.048%	16.972	18.306%	0.0789	0.977
SP116578	719	0.991	133.684	18.593%	22.721	14.057%	0.06315	0.989
SP116531	98	0.971	49.51	50.52%	8.384	24.263%	0.41089	0.968
SP116593	62	0.932	35.859	57.837%	6.592	36.398%	0.49368	0.92
SP116487	30	0.828	25.341	84.47%	4.534	57.582%	0.77633	0.789
SP116456	49	0.822	38.903	79.394%	6.525	57.009%	0.62559	0.764
SP116472	239	0.984	69.839	29.221%	11.236	17.957%	0.14509	0.98
SP116518	567	0.994	129.479	22.836%	22.582	13.123%	0.12586	0.993
SP116412	103	0.98	40.532	39.351%	7.409	20.113%	0.28583	0.978
SP116534	89	0.947	43.772	49.182%	7.148	32.258%	0.37644	0.934
SP116596	398	0.973	109.37	27.48%	20.421	23.646%	0.09119	0.965
SP116490	157	0.982	51.903	33.059%	9.092	19.389%	0.20687	0.98
SP116459	201	0.974	68.462	34.061%	11.437	23.478%	0.19882	0.968
SP116475	113	0.983	44.08	39.009%	6.921	18.296%	0.29208	0.981
SP116520	252	0.983	66.945	26.565%	12.128	19.006%	0.1282	0.979
SP116431	284	0.981	91.346	32.164%	16.777	21.204%	0.14034	0.978
SP116582	393	0.992	95.637	24.335%	14.897	12.786%	0.09899	0.991
SP116599	159	0.987	54.984	34.581%	10.192	17.87%	0.20828	0.986
SP116478	169	0.976	60.899	36.035%	11.064	22.266%	0.26354	0.973
SP116462	102	0.969	46.715	45.799%	7.874	24.875%	0.31321	0.964
SP116523	127	0.99	40.234	31.68%	6.968	14.635%	0.18939	0.989
SP116434	27	0.867	21.694	80.348%	3.938	53.1%	0.79338	0.844
SP122725	295	0.99	74.597	25.287%	11.612	14.26%	0.10965	0.988
SP122476	279	0.97	86.218	30.903%	15.112	24.616%	0.15608	0.959
SP122372	287	0.978	84.796	29.546%	14.691	21.971%	0.14655	0.973
SP122489	181	0.98	60.114	33.212%	9.872	20.58%	0.1847	0.976
SP122560	183	0.966	74.902	40.93%	13.336	25.921%	0.23882	0.96
SP122590	193	0.967	62.128	32.191%	11.591	25.3%	0.15822	0.958
SP122714	148	0.965	53.752	36.319%	8.36	26.332%	0.19084	0.952
SP121870	226	0.984	73.073	32.333%	12.19	18.225%	0.21269	0.981
SP123010	278	0.986	81.729	29.399%	12.56	16.896%	0.13271	0.983
SP121865	214	0.969	64.081	29.944%	12.34	24.67%	0.13379	0.961
SP122676	371	0.994	88.351	23.814%	14.819	11.376%	0.09864	0.993
SP122412	188	0.94	83.738	44.541%	12.958	34.831%	0.23092	0.914
SP122392	760	0.991	151.52	19.937%	24.981	13.808%	0.06709	0.989
SP122634	217	0.973	69.712	32.125%	11.153	23.2%	0.14855	0.965
SP122702	276	0.968	95.633	34.65%	15.803	25.157%	0.1541	0.959
SP121828	209	0.945	97.813	46.8%	16.036	33.045%	0.33644	0.928
SP121783	242	0.932	106.403	43.968%	20.339	37.782%	0.28172	0.911
SP121774	449	0.977	130.522	29.069%	23.857	23.388%	0.13464	0.971
SP121790	231	0.965	82.07	35.528%	14.268	27.566%	0.16868	0.955
