Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP23435	10	52	94	4	5	28	0	22
SP112829	0	44	157	10	158	42	0	0
SP112947	0	36	0	17	224	0	5	43
SP112985	0	0	0	0	32	0	0	0
SP112925	4	50	10	28	179	10	13	42
SP112937	11	8	34	11	34	3	1	20
SP112989	2	17	40	3	35	10	0	15
SP111145	30	51	86	7	11	28	0	56
SP111143	11	54	106	9	9	14	0	16
SP125584	2	2	0	3	3	1	2	1
SP111144	12	102	131	16	0	3	0	51
SP116296	0	9	42	0	6	11	0	2
SP116254	16	93	67	63	13	0	2	0
SP116256	17	82	61	66	13	0	2	0
SP116274	12	24	33	12	5	5	0	28
SP116259	5	69	69	0	4	27	0	17
SP116290	2	8	46	8	4	6	0	9
SP116258	3	92	74	37	15	2	0	3
SP116261	0	1	35	2	0	3	0	6
SP23463	0	15	16	7	7	0	3	12
SP116268	4	6	36	1	0	0	0	15
SP23471	4	27	35	4	5	1	0	12
SP116266	5	28	53	2	6	4	0	30
SP116264	8	48	73	4	3	11	8	24
SP116269	2	42	68	1	5	9	1	37
SP116275	15	35	47	4	5	8	0	27
SP23447	5	22	25	1	10	6	0	15
SP116255	23	99	55	67	16	4	1	0
SP23455	8	11	28	1	13	4	1	29
SP23475	11	9	41	0	2	0	0	19
SP116227	6	122	38	12	17	6	0	13
SP116226	4	12	32	2	0	8	0	9
SP23443	18	74	87	1	0	10	5	4
SP116260	16	49	63	3	8	18	0	12
SP116280	21	179	102	29	21	22	4	72
SP116224	4	25	32	12	1	0	0	7
SP116249	0	0	0	0	0	0	0	3
SP116232	1	0	10	1	0	1	0	4
SP116251	2	7	14	0	3	25	0	7
SP116272	11	37	33	4	8	7	0	23
SP116286	3	5	35	0	4	2	0	0
SP116282	4	29	66	1	0	11	0	9
SP116288	3	8	7	0	0	4	0	0
SP23467	2	34	41	5	1	10	0	21
SP116263	2	11	27	6	0	0	0	18
SP116292	5	9	39	0	0	0	0	8
SP116248	2	12	18	1	7	8	0	7
SP116276	1	0	10	3	1	1	1	0
SP116265	18	58	96	6	21	25	2	39
SP116267	11	43	76	0	17	10	0	28
SP116253	3	22	68	17	0	9	0	32
SP23481	2	0	34	2	0	0	1	11
SP116233	13	58	54	63	14	1	0	0
SP116284	16	51	37	11	12	14	0	5
SP116270	0	11	36	0	6	12	0	10
SP116257	3	83	62	15	14	3	1	15
SP116298	1	4	1	2	2	1	0	2
SP116294	0	0	23	9	0	0	0	0
SP23439	8	38	59	91	8	19	6	91
SP23483	0	0	5	0	0	5	0	0
SP116262	4	14	28	1	0	6	0	14
SP116228	31	91	129	102	0	23	1	45
SP116222	4	18	58	0	0	11	1	6
SP23451	5	15	57	0	1	16	0	9
SP116247	15	46	50	6	0	4	0	30
SP116225	1	0	61	12	12	1	0	14
SP116273	10	34	25	2	2	5	0	27
SP116221	6	18	23	6	11	8	0	6
SP116271	1	5	10	0	1	8	0	11
SP23459	2	26	26	0	3	11	0	17
SP23479	8	18	34	2	0	10	0	7
SP116223	7	15	37	0	5	8	0	11
SP116229	28	174	70	0	31	5	5	38
SP23477	2	9	35	8	5	10	0	0
SP116252	15	16	63	17	7	5	0	17
SP116278	0	0	4	1	0	0	0	1
SP23431	333	327	116	0	19	0	0	26
SP116231	1	54	35	3	8	3	1	9
SP116250	2	4	13	2	0	0	0	15
SP112815	11	117	121	28	45	8	3	19
SP112799	0	40	69	3	0	23	0	21
SP112835	3	17	113	0	27	31	0	47
SP112955	5	21	55	6	106	0	1	13
SP112807	17	71	112	2	60	9	0	33
SP112953	20	100	28	24	183	0	8	60
SP112911	1	25	51	10	52	0	3	14
SP112847	12	61	63	6	7	9	0	32
SP112859	10	105	156	23	59	21	6	72
SP112919	15	38	87	0	15	24	0	25
SP102652	13	56	60	6	26	31	3	27
SP112981	6	42	85	19	68	0	0	27
SP102620	25	44	111	15	56	18	1	34
SP112987	27	103	87	10	48	6	0	39
SP112825	23	43	119	9	26	0	5	30
SP112967	1	0	0	0	11	0	0	8
SP102622	14	86	155	2	0	35	0	71
SP112785	1	102	229	214	23	49	1	47
SP112793	15	73	127	7	4	26	2	17
SP112963	32	69	95	0	50	11	0	30
SP112801	22	186	166	0	8	22	0	60
SP112997	21	54	133	27	35	0	9	23
SP112973	7	223	113	13	58	0	4	38
SP112819	47	119	86	15	67	0	0	21
SP112941	12	29	81	19	30	19	5	46
SP112965	16	95	92	11	23	0	2	31
SP112791	24	107	103	12	24	9	4	32
SP112949	6	15	26	6	20	3	0	10
SP112857	7	95	91	17	46	7	3	30
SP112843	17	72	151	13	53	3	0	83
SP112915	18	32	74	12	70	14	4	47
SP112837	64	29	229	7	14	0	7	70
SP112823	9	41	74	11	25	12	0	19
SP102633	7	5	53	2	20	0	0	31
SP112899	1	27	29	8	82	10	7	31
SP112893	2	51	70	15	42	6	8	35
SP112895	13	127	37	13	55	0	1	40
SP102626	2	67	216	7	28	19	0	23
SP112795	15	146	84	0	0	20	0	52
SP112927	13	87	62	12	59	0	0	38
SP112779	4	168	158	1	15	41	0	35
SP112975	15	144	99	15	36	18	1	36
SP112867	3	27	109	16	66	16	1	22
SP112903	11	62	77	9	56	0	1	29
SP112933	12	42	53	8	29	0	0	11
SP112869	11	123	104	7	51	46	0	32
SP112999	1	3	25	7	27	0	1	17
SP112939	6	54	60	8	12	0	0	32
SP112921	13	5	86	21	45	0	0	10
SP112901	5	40	80	13	48	0	6	17
SP112831	0	39	85	0	52	0	1	31
SP112891	8	65	87	7	44	3	1	36
SP112775	20	96	163	15	0	8	2	70
SP112897	8	79	98	5	71	0	0	65
SP112885	13	64	38	5	42	18	0	26
SP112789	13	86	156	234	0	0	10	117
SP102630	43	72	188	27	42	18	0	57
SP112971	38	59	115	14	86	22	0	6
SP112821	2	118	40	2	20	0	2	24
SP112813	0	5	52	2	33	0	0	13
SP112961	44	126	86	123	85	33	6	21
