MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	2.00E-04	1.68E-05	2.26E-04	3.65E-06	1.74E-03	1.73E-04	4.14E-05	3.14E-05	1.01E-03	3.56E-04	2.93E-04	4.69E-04
1:Del:C:1	3.07E-05	3.03E-05	4.40E-05	8.67E-06	4.80E-04	1.76E-05	3.48E-05	1.60E-05	2.84E-04	4.94E-04	1.94E-04	4.10E-04
1:Del:C:2	2.26E-05	4.89E-05	1.28E-05	7.24E-06	2.10E-04	1.82E-04	3.01E-05	1.09E-05	1.53E-04	4.24E-04	1.46E-04	1.78E-04
1:Del:C:3	6.87E-05	2.21E-04	7.32E-05	6.75E-06	3.32E-04	1.20E-03	8.25E-05	9.81E-06	1.29E-04	9.57E-05	1.78E-04	9.80E-05
1:Del:C:4	1.68E-04	7.20E-04	2.89E-04	7.77E-06	9.57E-04	3.50E-03	7.28E-05	1.52E-05	1.53E-04	2.41E-04	3.63E-04	8.68E-05
1:Del:C:5	4.31E-04	1.03E-03	9.48E-04	0.00E+00	2.50E-03	7.66E-03	1.39E-04	1.50E-04	1.86E-03	6.28E-04	6.58E-04	8.63E-05
1:Del:T:0	1.03E-04	3.19E-05	8.60E-05	0.00E+00	1.56E-03	1.52E-04	4.83E-05	1.94E-05	7.12E-04	1.05E-04	2.16E-04	7.19E-04
1:Del:T:1	5.37E-05	3.13E-05	4.51E-05	0.00E+00	2.90E-03	2.92E-04	5.38E-05	6.86E-06	1.90E-03	1.61E-04	1.47E-04	1.82E-03
1:Del:T:2	6.77E-05	5.89E-05	2.68E-05	4.33E-05	8.64E-04	8.45E-05	8.29E-04	2.02E-05	6.68E-04	1.20E-04	1.76E-04	1.03E-03
1:Del:T:3	1.31E-04	3.44E-04	1.47E-04	8.66E-05	1.67E-03	7.09E-04	2.16E-03	1.79E-05	9.31E-04	1.77E-04	4.42E-04	3.75E-04
1:Del:T:4	3.99E-04	1.00E-03	5.90E-04	1.26E-04	2.54E-03	2.72E-03	3.27E-03	1.43E-04	7.23E-04	1.83E-04	7.95E-04	3.14E-04
1:Del:T:5	3.52E-03	5.80E-03	9.78E-03	8.68E-04	2.11E-02	5.69E-03	5.64E-03	6.33E-03	1.16E-02	9.36E-05	6.95E-03	2.76E-03
1:Ins:C:0	2.98E-05	2.70E-05	2.50E-05	8.40E-05	2.15E-04	1.23E-04	4.79E-05	3.93E-05	5.32E-04	7.41E-05	2.06E-04	7.81E-03
1:Ins:C:1	9.45E-06	5.27E-06	1.16E-05	8.56E-06	1.09E-04	3.78E-05	1.01E-05	2.44E-05	7.34E-05	1.18E-04	4.70E-05	6.50E-04
1:Ins:C:2	6.20E-06	3.57E-06	3.04E-06	7.99E-06	3.67E-05	3.03E-05	1.24E-05	1.76E-05	5.05E-05	7.24E-05	6.86E-06	3.48E-04
1:Ins:C:3	1.09E-05	1.26E-05	3.07E-06	2.47E-05	8.08E-05	8.15E-05	3.23E-05	3.95E-05	9.16E-05	4.47E-05	2.20E-06	1.69E-04
1:Ins:C:4	7.93E-05	6.06E-05	0.00E+00	0.00E+00	1.17E-04	3.31E-04	5.43E-05	2.16E-03	0.00E+00	3.91E-05	6.40E-05	2.07E-04
1:Ins:C:5	1.49E-04	1.33E-04	1.32E-04	5.12E-04	2.62E-03	1.88E-03	5.28E-04	1.18E-03	1.09E-03	7.22E-05	1.21E-04	7.98E-05
1:Ins:T:0	1.19E-04	0.00E+00	2.77E-05	7.50E-05	5.37E-04	8.67E-05	3.18E-05	3.20E-05	1.02E-03	8.38E-05	0.00E+00	6.54E-04
1:Ins:T:1	1.17E-05	6.09E-06	9.35E-06	1.70E-05	2.28E-04	4.08E-05	4.41E-06	2.84E-05	1.69E-04	2.25E-04	7.98E-05	7.13E-04
1:Ins:T:2	1.71E-05	1.09E-04	1.28E-04	1.02E-04	3.29E-04	1.23E-03	9.15E-06	1.35E-04	2.11E-04	1.89E-04	0.00E+00	5.83E-04
1:Ins:T:3	1.86E-05	4.96E-05	5.15E-05	4.13E-05	9.22E-05	6.55E-04	5.49E-05	2.70E-05	2.43E-04	1.02E-04	0.00E+00	6.21E-04
1:Ins:T:4	0.00E+00	2.17E-05	4.80E-05	5.29E-04	5.57E-04	6.27E-04	3.48E-04	1.06E-03	2.61E-04	4.91E-05	2.76E-05	1.57E-03
1:Ins:T:5	3.09E-03	1.14E-03	3.03E-03	1.17E-03	2.74E-02	1.57E-02	4.43E-03	3.80E-03	3.49E-03	8.81E-04	1.35E-03	2.42E-03
2:Del:R:0	1.05E-04	4.97E-05	1.78E-04	0.00E+00	4.36E-04	6.20E-05	1.31E-05	1.37E-05	5.86E-04	4.52E-05	2.59E-04	1.60E-04
2:Del:R:1	4.22E-05	4.15E-05	3.69E-05	5.91E-06	2.61E-04	4.79E-04	1.90E-05	3.22E-06	2.20E-04	4.87E-05	1.11E-03	1.46E-04
2:Del:R:2	2.17E-05	7.75E-05	5.95E-05	2.48E-06	9.38E-05	2.31E-04	2.49E-05	7.16E-06	1.57E-04	4.07E-05	2.88E-04	2.92E-05
2:Del:R:3	1.51E-05	1.58E-03	1.09E-03	1.01E-05	2.80E-04	2.21E-03	8.19E-05	9.70E-05	1.07E-04	1.71E-04	3.26E-04	0.00E+00
2:Del:R:4	2.94E-05	2.11E-04	4.47E-04	7.76E-06	3.15E-04	1.15E-03	4.45E-05	2.73E-05	5.14E-05	1.01E-04	1.39E-04	1.16E-05
2:Del:R:5	9.74E-05	2.13E-04	1.93E-03	1.64E-05	6.43E-04	2.01E-03	1.18E-04	1.01E-04	1.49E-04	1.31E-04	4.12E-04	4.37E-06
3:Del:R:0	4.15E-05	5.05E-05	1.42E-04	4.95E-08	2.23E-04	7.54E-05	3.74E-06	6.98E-06	1.94E-04	1.55E-05	1.18E-04	9.99E-05
3:Del:R:1	2.08E-05	5.19E-05	2.96E-05	5.86E-06	1.47E-04	5.14E-04	2.66E-05	7.36E-06	5.24E-05	1.56E-05	1.16E-03	9.64E-05
3:Del:R:2	7.53E-06	2.77E-05	2.93E-05	1.63E-06	5.68E-05	2.09E-04	1.28E-05	4.79E-06	1.38E-05	8.39E-06	3.33E-04	2.33E-05
3:Del:R:3	4.67E-06	8.06E-06	2.37E-05	1.36E-06	2.22E-05	7.25E-05	4.44E-06	2.53E-06	8.59E-06	2.35E-06	8.20E-05	8.29E-06
3:Del:R:4	3.67E-06	5.96E-06	2.82E-05	7.06E-07	1.78E-05	5.11E-05	8.01E-06	2.79E-06	8.21E-06	1.06E-11	4.66E-05	1.91E-05
3:Del:R:5	6.51E-06	1.02E-05	7.91E-05	1.06E-06	2.61E-05	7.52E-05	6.71E-06	5.72E-06	6.32E-06	0.00E+00	5.50E-05	1.35E-05
4:Del:R:0	1.23E-05	2.22E-05	6.51E-05	2.16E-06	2.44E-04	3.90E-05	1.74E-06	2.71E-06	1.14E-04	1.29E-05	7.97E-05	1.34E-04
4:Del:R:1	2.38E-05	1.87E-05	2.18E-05	4.93E-06	1.16E-04	2.41E-04	1.46E-05	5.65E-06	1.23E-04	1.29E-05	6.22E-04	7.96E-05
4:Del:R:2	2.58E-05	8.38E-06	6.31E-05	5.14E-07	6.69E-05	7.34E-05	2.90E-06	4.83E-06	1.46E-04	3.73E-06	1.58E-04	1.40E-05
4:Del:R:3	1.40E-05	1.78E-05	1.31E-04	9.67E-07	4.88E-05	4.05E-05	3.38E-06	5.58E-06	6.02E-05	9.22E-07	7.53E-05	2.73E-05
4:Del:R:4	3.01E-06	4.31E-06	1.98E-05	1.93E-06	1.05E-05	3.06E-05	4.22E-06	2.81E-06	2.41E-06	1.56E-06	5.78E-05	3.25E-06
4:Del:R:5	7.78E-06	5.24E-06	7.44E-05	8.57E-07	9.27E-06	2.55E-05	3.40E-06	5.00E-06	1.21E-05	1.56E-11	5.32E-05	2.47E-06
5:Del:R:0	2.50E-05	4.90E-06	3.25E-05	6.98E-06	3.26E-03	2.06E-05	3.38E-06	3.82E-06	2.08E-03	1.09E-04	3.61E-04	2.32E-03
5:Del:R:1	1.89E-05	7.42E-06	2.61E-05	1.70E-07	3.63E-04	3.16E-05	4.06E-06	5.43E-06	1.59E-04	1.32E-05	1.19E-04	2.21E-04
