NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	29.585	75.357	6.809	59.755	278.639	0.775	1000000.0
2	29.352	73.555	6.865	60.701	112.813	0.772	1000000.0
3	28.755	75.749	6.886	63.146	210.099	0.756	1000000.0
4	28.055	72.193	6.379	58.812	85.664	0.789	1000000.0
5	28.183	72.718	6.339	58.657	168.982	0.781	1000000.0
6	29.065	73.895	6.665	60.966	140.42	0.777	1000000.0
7	28.323	75.321	6.469	60.946	155.086	0.768	1000000.0
8	29.109	74.342	6.609	60.577	100.401	0.771	1000000.0
9	28.914	75.364	6.586	60.363	210.295	0.768	1000000.0
10	28.738	72.31	6.548	58.513	127.507	0.782	1000000.0
11	29.753	72.638	7.093	59.423	139.896	0.779	1000000.0
12	29.029	73.44	6.628	62.21	86.625	0.774	1000000.0
13	27.263	72.407	6.048	57.475	181.894	0.772	1000000.0
14	28.353	73.998	6.629	59.44	196.007	0.772	1000000.0
15	29.582	74.294	6.853	60.386	251.491	0.792	1000000.0
16	28.853	73.237	6.547	59.109	141.704	0.788	1000000.0
17	29.154	76.556	6.728	61.04	293.365	0.758	1000000.0
18	27.79	73.333	6.326	57.691	140.742	0.776	1000000.0
19	28.193	73.64	6.413	59.761	155.175	0.773	1000000.0
20	28.873	73.476	6.642	59.11	210.351	0.783	1000000.0
21	28.786	74.167	6.545	61.782	168.305	0.768	1000000.0
22	29.953	74.677	7.18	60.571	140.743	0.772	1000000.0
23	29.14	74.205	6.521	58.219	126.92	0.782	1000000.0
24	28.045	72.671	6.39	57.968	154.301	0.781	1000000.0
25	28.75	73.011	6.745	59.748	43.968	0.784	1000000.0
26	30.543	76.087	7.12	62.098	113.546	0.765	1000000.0
27	29.419	75.297	7.035	61.618	99.603	0.759	1000000.0
28	29.176	74.67	6.658	59.716	196.727	0.775	1000000.0
29	29.239	72.546	6.788	58.707	126.578	0.785	1000000.0
30	28.823	72.817	6.573	59.936	86.264	0.786	1000000.0
31	28.206	72.305	6.283	56.846	292.706	0.779	1000000.0
32	29.563	74.454	6.536	58.214	113.241	0.782	1000000.0
33	28.45	74.635	6.508	61.65	224.24	0.76	1000000.0
34	28.831	75.67	6.413	60.708	99.607	0.757	1000000.0
35	28.035	71.299	6.531	58.34	85.186	0.799	1000000.0
36	28.594	72.931	6.703	59.16	168.65	0.779	1000000.0
37	28.794	74.265	6.479	59.069	251.707	0.771	1000000.0
38	28.353	72.933	6.68	59.062	292.502	0.774	1000000.0
39	29.028	74.881	6.627	60.644	167.95	0.756	1000000.0
40	28.836	73.054	6.68	59.664	154.401	0.786	1000000.0
41	28.425	72.964	6.578	59.523	223.302	0.787	1000000.0
42	29.625	72.732	6.928	59.856	113.278	0.777	1000000.0
43	28.188	73.68	6.474	61.156	168.63	0.77	1000000.0
44	29.111	75.366	6.549	59.782	140.618	0.772	1000000.0
45	28.776	73.52	6.521	59.613	85.604	0.783	1000000.0
