MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	1.06E-03	2.74E-03	6.32E-03	6.30E-03	4.64E-03	6.89E-03	3.45E-03	6.65E-03
1:Del:C:1	9.32E-04	2.26E-03	4.46E-03	4.50E-03	3.23E-03	4.66E-03	3.88E-03	4.78E-03
1:Del:C:2	8.78E-04	1.15E-03	3.93E-03	2.91E-03	3.55E-03	6.83E-03	3.04E-03	2.34E-03
1:Del:C:3	3.74E-04	5.52E-04	1.60E-03	3.17E-03	1.82E-03	2.32E-03	3.06E-03	2.35E-03
1:Del:C:4	1.91E-04	5.19E-04	1.02E-03	8.61E-04	1.26E-03	1.25E-03	9.39E-04	1.25E-03
1:Del:C:5	4.31E-04	8.72E-04	2.15E-04	3.09E-04	1.28E-03	1.42E-03	1.71E-03	1.01E-03
1:Del:T:0	7.64E-04	1.98E-03	5.73E-03	3.85E-03	4.34E-03	4.89E-03	3.87E-03	6.58E-03
1:Del:T:1	7.88E-04	1.08E-03	3.82E-03	4.60E-03	1.54E-03	3.49E-03	3.10E-03	3.44E-03
1:Del:T:2	1.43E-03	1.68E-03	3.32E-03	2.90E-03	3.40E-03	3.32E-03	2.81E-03	4.89E-03
1:Del:T:3	8.61E-04	1.63E-03	2.22E-03	5.41E-03	2.75E-03	5.21E-03	4.47E-03	4.84E-03
1:Del:T:4	1.05E-03	1.54E-03	2.71E-03	1.62E-03	5.39E-03	3.31E-03	4.09E-03	4.63E-03
1:Del:T:5	4.84E-03	5.18E-03	3.61E-03	3.02E-03	8.69E-03	3.46E-03	5.62E-03	4.44E-03
1:Ins:C:0	3.38E-04	1.03E-03	4.88E-04	3.74E-04	1.14E-03	5.97E-04	8.69E-04	1.13E-03
1:Ins:C:1	2.11E-04	5.27E-04	4.56E-04	7.89E-04	2.10E-03	1.07E-03	2.01E-03	1.78E-03
