Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP59448	1299	1209	504	0	81	25	0	0	0	49	58	16	117	0	0
SP116614	436	284	11	355	57	13	0	54	0	0	14	36	0	25	0
SP59464	65	104	11	0	18	2	0	34	1	15	0	18	1	17	0
SP59364	121	14	192	0	153	9	0	0	0	57	4	37	0	10	0
SP116663	595	474	574	0	15	36	0	0	14	25	59	12	71	25	0
SP59444	61	57	0	0	37	11	24	4	0	0	38	2	0	43	0
SP116690	544	655	0	108	12	42	0	12	10	0	174	51	215	0	0
SP59270	66	47	0	0	6	0	0	0	0	0	22	2	13	0	9
SP59352	140	0	249	0	41	14	0	36	0	6	41	34	74	9	0
SP116652	0	46	7	85	11	5	29	0	0	0	0	1	0	1	0
SP116715	882	1066	956	0	95	20	0	18	16	139	2	8	0	69	171
SP116718	145	168	56	0	23	24	9	91	4	20	23	21	0	0	0
SP116720	42	30	70	0	55	0	0	0	0	22	26	2	0	3	0
SP59284	146	75	217	0	0	3	0	8	1	0	2	0	0	8	0
SP116618	15	69	0	152	34	30	0	10	0	35	15	9	9	3	0
SP59436	0	11	0	9	0	0	0	26	0	7	5	3	0	0	0
SP116645	702	292	50	0	61	8	0	89	5	0	40	25	0	42	0
SP59320	77	67	43	0	0	3	0	116	0	0	0	20	0	2	0
SP116672	13	19	31	0	19	2	1	0	0	21	6	3	0	8	0
SP116635	97	47	51	70	56	11	0	9	0	3	35	12	0	11	0
SP59328	70	19	113	0	19	2	22	0	2	23	0	0	3	1	0
SP116627	0	0	150	22	4	6	8	23	0	16	15	8	0	15	0
SP116725	48	20	46	0	13	0	8	0	0	0	0	7	0	0	14
SP59292	83	82	0	0	11	4	0	53	0	0	25	22	0	0	0
SP116683	160	21	221	39	17	31	0	68	3	48	0	16	0	43	0
SP59372	9	29	0	0	6	39	0	0	5	0	10	13	5	28	0
SP116610	311	134	192	0	95	175	0	53	12	0	0	49	32	8	57
SP116638	116	46	28	32	52	11	0	5	0	17	0	15	0	3	0
SP59336	8	51	0	119	10	0	0	0	3	3	5	0	0	0	0
SP124971	594	552	0	130	66	24	0	72	4	29	10	29	0	22	0
SP116665	0	40	0	52	25	2	0	2	0	10	0	6	0	6	0
SP116674	223	146	0	123	57	17	12	0	2	0	30	30	1	26	0
SP116657	701	418	397	0	142	50	0	0	1	43	156	37	16	20	0
SP116670	174	597	144	0	0	30	0	19	5	36	10	29	0	99	61
SP116642	186	191	416	0	120	110	46	0	11	37	0	30	72	0	0
SP116606	14	60	52	24	19	169	8	51	1	11	10	11	0	0	0
SP116604	14	53	0	138	37	4	3	41	2	0	34	40	0	0	0
SP59376	21	0	76	0	0	9	0	0	2	14	23	0	0	0	0
SP59272	147	60	0	0	12	5	0	0	2	0	0	0	31	3	19
SP124969	430	474	0	339	9	46	0	39	6	75	102	39	0	0	186
SP116608	0	41	0	0	26	4	35	13	0	0	7	5	0	0	0
SP59396	56	57	0	111	8	3	0	0	4	0	1	2	4	0	0
SP116688	59	23	41	127	9	8	1	9	0	21	0	0	0	14	0
SP59392	123	45	18	0	3	0	0	0	0	0	19	0	5	0	0
SP59456	200	136	108	0	66	22	0	18	3	2	47	26	0	16	0
SP59348	87	91	53	0	54	14	13	13	0	6	39	12	0	7	0
SP59300	58	93	227	0	27	262	0	0	2	41	33	9	0	27	0
SP59340	126	91	25	0	58	0	0	20	1	0	37	7	0	0	0
SP59380	19	0	38	0	26	7	0	17	0	5	2	12	0	4	0
SP59440	82	173	339	0	0	84	0	1	9	32	0	14	7	17	0
SP59428	45	30	0	0	0	5	9	33	1	43	0	9	0	0	0
SP59400	248	674	0	0	7	131	0	7	11	0	122	27	79	115	0
SP116624	197	179	34	0	29	11	0	8	0	20	0	8	0	14	69
SP59432	36	0	95	0	27	7	0	79	1	0	15	16	0	6	0
SP59452	361	531	0	0	12	12	0	5	12	0	60	27	180	45	141
SP116679	15	28	0	0	25	7	0	0	0	5	13	0	6	4	0
SP116676	359	1017	0	0	93	44	0	0	7	106	157	40	3	46	0
SP59360	211	291	298	0	23	0	1	0	0	0	0	12	0	0	0
SP59384	168	22	268	0	36	0	0	0	0	0	0	0	0	9	0
SP59332	82	72	0	0	26	1	0	0	0	14	23	0	0	0	0
SP116616	230	257	0	87	68	6	1	31	2	0	0	41	0	27	5
SP124981	170	196	0	0	65	3	0	11	1	0	0	10	0	19	0
SP59368	83	235	409	364	122	54	0	23	18	14	39	34	0	38	0
SP116648	924	831	0	0	184	28	169	0	3	0	67	5	0	37	0
SP59420	58	45	0	0	2	5	0	66	2	3	10	12	20	11	0
SP116706	118	0	316	0	165	4	4	0	2	0	20	35	0	35	0
SP116654	88	7	209	0	34	3	0	101	3	0	0	6	0	0	0
SP59308	79	51	117	0	27	3	10	25	0	0	0	10	27	6	0
SP59288	210	423	8	0	11	9	0	0	5	0	0	9	40	0	132
SP116622	34	52	39	13	0	13	0	37	2	5	0	7	0	10	0
SP59316	84	72	48	5	20	3	0	37	0	0	26	22	0	0	0
SP59324	44	11	81	0	13	6	0	38	2	50	0	0	0	14	0
SP116697	2565	4835	0	0	221	1058	0	14	34	0	235	36	0	183	203
SP59304	1149	913	0	339	86	489	0	71	32	0	141	64	0	126	0
SP116620	513	869	198	0	180	0	0	45	1	47	0	52	90	14	0
SP13289	15	7	0	0	14	1	0	4	3	0	0	7	0	15	0
SP116742	9	0	0	2	5	5	0	8	0	4	7	4	0	5	0
SP115134	6	1	0	0	5	2	5	0	3	0	11	11	0	0	0
SP96884	10	0	7	0	0	2	0	12	2	19	2	14	0	1	0
SP13385	15	3	0	0	0	0	0	0	0	0	36	1	0	131	0
SP13291	21	14	0	0	14	0	0	38	3	26	0	0	0	18	0
SP13514	16	2	96	0	0	4	7	20	4	21	0	0	0	0	0
SP115117	15	17	8	0	0	1	0	0	4	13	0	4	0	0	0
SP115114	85	69	3	0	5	3	0	5	0	38	0	5	0	1	0
SP13279	12	0	25	0	12	1	0	17	1	23	0	0	0	6	0
SP13487	22	8	0	0	16	2	1	8	0	3	8	10	0	8	0
SP13361	22	15	62	0	15	11	2	0	0	3	0	4	11	33	0
SP13421	20	31	78	0	21	6	0	0	5	9	0	2	0	4	0
SP116738	3	0	20	0	10	0	0	9	0	35	0	6	0	19	0
SP13293	12	2	0	0	34	0	1	25	1	0	18	10	0	0	0
SP13281	24	23	14	0	0	3	2	11	1	0	0	0	0	15	0
SP13677	0	3	0	0	0	10	1	26	2	0	6	6	24	10	4
SP13399	0	0	0	0	33	1	21	0	0	1	0	8	0	21	23
SP116732	29	36	0	0	5	17	13	0	0	31	0	7	0	0	0
SP115073	14	0	0	12	4	4	0	21	2	1	0	3	0	6	0
SP13307	12	0	0	18	27	0	0	6	4	41	2	7	0	17	0
SP13299	0	0	26	53	24	8	9	8	3	21	44	14	0	7	0
SP13481	8	9	0	0	0	17	2	40	0	0	0	0	0	5	0
SP116780	0	0	0	23	34	3	0	2	0	33	0	13	1	8	0
SP13433	0	19	7	0	0	3	13	9	0	7	0	10	0	51	0
SP115064	28	33	0	0	12	0	31	6	0	0	5	3	3	39	0
SP13359	0	1	17	0	8	5	0	10	2	25	0	5	0	22	0
SP116734	14	34	60	0	19	4	0	7	1	0	0	2	0	0	45
SP116770	0	14	0	0	0	13	9	2	1	4	0	1	26	2	6
SP13323	0	2	13	0	13	4	12	25	0	22	0	0	0	4	0
SP13367	88	78	0	0	9	18	0	11	4	31	0	3	0	0	0
SP96882	10	0	19	0	5	30	0	42	3	25	7	20	0	48	10
SP13283	8	0	0	11	0	0	0	5	0	26	0	2	0	11	0
SP116728	16	10	0	0	7	2	0	14	0	35	7	0	0	2	0
SP13478	0	0	0	11	9	4	0	28	0	0	0	1	0	7	0
SP116744	0	7	12	0	10	2	20	0	7	58	0	3	0	0	0
SP115093	2	9	126	0	32	4	0	0	1	45	7	0	0	0	0
SP13315	8	1	0	0	8	1	2	9	0	0	1	1	0	3	0
SP13331	17	48	7	0	16	12	0	4	0	0	0	8	26	26	0
SP115108	0	44	0	100	14	10	0	11	0	15	0	2	0	0	0
SP116752	11	5	0	0	35	0	0	0	1	0	48	4	0	20	0
SP115085	2	5	0	0	34	10	4	8	0	0	0	15	20	25	0
SP115102	18	12	2	0	0	2	5	22	1	29	3	14	0	7	0
SP13379	16	5	0	0	29	8	19	0	1	0	0	6	0	25	0
SP116750	56	54	0	0	2	2	0	0	1	48	0	17	0	5	0
SP115125	10	0	7	0	11	1	0	21	0	0	14	0	0	0	0
SP115089	7	9	58	0	20	7	35	4	2	0	0	8	10	7	0
SP13297	21	0	10	12	27	8	0	2	0	35	0	7	0	1	0
SP13339	0	0	7	0	6	4	0	11	0	1	0	0	22	9	0
SP13671	5	0	0	6	35	3	0	29	0	8	4	7	17	11	10
SP116776	0	0	16	4	15	5	0	0	0	34	3	6	0	4	0
SP13683	23	40	0	0	0	0	0	3	0	0	0	7	17	0	0
SP116758	14	66	0	9	1	1	19	3	5	16	0	4	18	0	0
SP116782	17	37	88	20	31	3	0	4	0	13	10	1	0	0	0
SP13317	8	6	0	0	4	1	0	0	1	0	1	4	43	35	0
SP115128	43	30	1	0	0	3	0	13	0	0	3	0	0	3	0
SP116754	27	31	0	22	6	10	0	8	5	0	8	4	0	0	0
SP116766	110	116	0	0	18	4	0	22	2	15	1	9	49	4	0
SP116748	83	37	0	0	15	0	0	0	3	63	4	9	5	8	0
SP115070	3	7	0	14	0	6	0	25	0	12	20	0	0	10	0
SP115131	27	16	0	16	3	0	0	1	0	23	0	4	0	2	0
SP115097	15	7	12	0	10	20	0	21	6	0	0	10	0	23	0
SP115060	0	0	86	3	16	5	0	2	0	23	7	2	0	2	0
SP13594	55	46	0	0	14	10	19	0	0	0	0	0	0	15	0
SP96834	17	22	0	0	0	13	0	14	0	9	0	5	41	16	0
SP115057	12	0	3	11	23	1	0	44	0	0	9	14	0	37	0
SP116768	33	46	0	0	10	0	0	2	5	0	0	3	38	0	0
SP13442	63	55	0	0	37	7	0	1	3	0	0	0	0	28	0
SP13325	16	0	0	19	2	0	0	0	0	9	9	4	0	0	0
SP116736	17	12	0	0	0	0	0	59	1	8	0	0	0	8	0
SP13619	22	13	0	6	0	5	0	34	0	0	24	2	2	9	9
SP115111	49	0	114	7	31	3	0	14	0	0	0	16	0	47	0
SP116760	9	3	44	0	6	7	0	22	4	0	9	9	4	0	0
SP13311	14	5	0	0	9	3	0	11	2	18	0	8	0	20	0
SP13509	0	0	21	12	10	4	0	12	0	27	1	0	3	3	0
SP13539	0	5	0	0	15	3	22	10	5	8	0	9	0	1	0
SP13624	7	0	0	13	42	6	0	4	1	5	6	15	0	10	0
SP116746	0	4	48	34	0	5	0	0	4	12	0	2	0	5	0
SP13490	0	1	2	0	23	5	26	12	2	15	30	10	0	3	0
SP116774	21	20	0	0	16	0	0	22	0	0	0	12	7	0	0
SP115105	14	9	0	0	5	0	0	10	3	32	0	3	15	8	0
SP13278	19	0	0	11	17	6	0	9	0	4	0	11	0	16	0
SP116756	54	11	75	0	28	10	0	0	2	2	0	15	30	0	0
SP13319	0	0	0	7	9	0	4	3	0	0	9	0	0	5	0
SP13280	36	51	7	0	26	6	0	0	0	0	0	7	0	4	0
SP13363	26	0	5	0	6	6	0	8	1	5	3	1	0	23	0
SP13347	10	5	0	10	5	2	0	30	1	20	1	6	20	1	0
SP116730	0	0	68	28	14	1	0	10	2	0	0	8	0	30	0
SP13365	0	3	0	0	9	1	19	12	2	0	4	10	0	17	0
SP115099	56	48	0	0	3	7	9	13	1	0	3	0	21	2	0
SP116764	3	0	25	0	15	0	0	0	2	30	0	0	16	1	0
SP116772	0	17	8	0	13	3	15	7	1	41	0	2	0	8	0
SP96888	11	3	0	0	4	3	0	3	2	0	19	3	2	0	0
SP13327	27	21	7	0	9	17	0	28	0	7	0	5	0	21	0
SP116740	37	61	18	0	24	5	0	0	1	0	1	11	3	13	0
CPCT02150038T	79	22	24	501	0	18	0	37	45	35	2	33	19	12	0
CPCT02040203T	0	0	0	0	0	6	0	8	68	0	0	0	0	5	0
CPCT02300038T	191	0	974	0	0	17	20	63	167	30	74	17	0	47	0
WIDE01010265T	0	0	529	494	31	17	26	68	68	0	0	18	0	8	0
CPCT02310012T	778	770	36	0	4	0	163	0	196	0	0	61	505	0	0
CPCT02080232T	775	551	793	398	43	30	86	44	157	0	0	60	0	0	0
CPCT02180068T	2704	993	1708	0	171	287	0	0	301	0	0	7	0	0	0
CPCT02290041T	858	222	0	334	72	35	50	50	99	17	48	49	0	14	0
CPCT02040278T	23	0	158	693	17	46	68	23	71	5	36	31	0	37	128
CPCT02310017T	929	330	1241	1149	0	33	205	48	295	0	0	61	0	0	0
CPCT02150022T	27	49	0	65	8	8	0	28	63	0	13	8	0	12	0
CPCT02150026T	286	214	1350	243	0	34	128	75	154	13	0	33	0	32	0
CPCT02150030T	904	0	491	0	17	7	104	64	108	13	0	19	0	0	0
CPCT02180037T	257	156	262	0	0	30	35	34	195	91	0	15	0	0	36
CPCT02150033T	87	8	175	0	0	20	0	16	170	59	0	19	0	4	0
CPCT02230051T	6	0	28	98	22	10	0	0	49	37	0	12	0	16	0
CPCT02340030T	0	43	206	0	0	89	0	0	181	223	2	488	0	14	120
CPCT02340031T	8	277	413	596	25	31	23	3	90	0	0	21	0	84	0
CPCT02230066T	45	105	302	0	0	6	25	36	133	3	0	9	25	32	0
CPCT02180043T	456	350	0	0	17	7	0	0	339	143	0	7	0	0	0
CPCT02120032T	7718	1156	0	0	0	0	2985	0	43	0	0	0	0	0	0
CPCT02300023T	266	171	0	0	32	9	0	112	123	0	1	19	0	32	0
CPCT02180001T	645	278	1110	0	114	10	212	0	135	0	0	75	0	37	0
CPCT02330016T	453	206	955	186	9	5	40	23	62	19	81	12	0	35	0
CPCT02180015T	178	59	239	0	46	18	0	14	28	15	0	12	0	12	0
WIDE01010545T	0	0	1602	1050	2	13	96	0	120	20	42	5	0	34	0
