MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.41E-05	8.94E-05	1.50E-03	2.04E-03
1:Del:C:1	8.22E-06	4.36E-05	5.70E-04	8.50E-04
1:Del:C:2	8.33E-06	2.95E-05	2.05E-04	3.50E-04
1:Del:C:3	1.10E-05	3.77E-05	1.68E-04	2.42E-04
1:Del:C:4	6.73E-06	5.02E-05	1.23E-04	1.54E-04
1:Del:C:5	4.28E-07	1.16E-04	8.69E-05	1.65E-04
1:Del:T:0	1.01E-05	5.10E-05	5.54E-04	9.85E-04
1:Del:T:1	6.94E-06	2.90E-05	2.39E-04	4.93E-04
1:Del:T:2	1.34E-05	3.68E-05	4.23E-04	6.54E-04
1:Del:T:3	2.53E-05	5.72E-05	6.71E-04	8.73E-04
1:Del:T:4	3.19E-05	9.62E-05	3.94E-04	5.15E-04
1:Del:T:5	1.80E-04	8.90E-04	1.89E-04	1.40E-03
1:Ins:C:0	2.01E-05	2.84E-05	5.91E-05	7.84E-05
1:Ins:C:1	1.90E-05	2.01E-05	1.14E-04	1.54E-04
1:Ins:C:2	1.45E-05	7.11E-06	7.16E-05	9.37E-05
1:Ins:C:3	1.50E-05	1.78E-05	5.52E-05	5.25E-05
1:Ins:C:4	2.31E-05	3.10E-05	4.26E-05	4.31E-05
1:Ins:C:5	7.32E-05	9.83E-05	4.94E-05	3.09E-05
1:Ins:T:0	3.31E-05	4.37E-05	1.09E-04	5.58E-05
1:Ins:T:1	2.82E-05	2.49E-06	2.55E-04	3.23E-04
1:Ins:T:2	2.80E-05	4.09E-05	7.15E-05	9.98E-05
1:Ins:T:3	3.35E-05	3.61E-05	7.88E-05	8.29E-05
1:Ins:T:4	5.48E-05	2.10E-05	4.87E-05	2.94E-05
1:Ins:T:5	2.71E-04	1.05E-03	4.59E-04	8.02E-04
2:Del:R:0	5.76E-06	3.06E-05	1.67E-04	1.61E-04
2:Del:R:1	2.39E-06	5.46E-05	1.76E-04	9.91E-04
2:Del:R:2	4.11E-06	2.65E-05	8.97E-05	3.38E-04
2:Del:R:3	6.33E-06	3.75E-05	1.07E-04	1.95E-04
2:Del:R:4	6.62E-06	4.89E-05	1.56E-04	2.18E-04
2:Del:R:5	1.20E-06	9.35E-05	2.31E-04	3.30E-04
3:Del:R:0	2.87E-06	1.53E-05	9.71E-05	9.16E-05
3:Del:R:1	2.15E-06	4.65E-05	1.49E-04	1.07E-03
3:Del:R:2	2.10E-07	2.40E-05	2.04E-05	3.01E-04
3:Del:R:3	4.61E-07	1.45E-05	1.22E-05	8.83E-05
3:Del:R:4	1.63E-06	5.48E-06	9.03E-06	6.60E-05
3:Del:R:5	9.53E-07	1.39E-05	3.00E-05	4.65E-05
4:Del:R:0	3.34E-06	3.63E-06	8.78E-05	7.96E-05
4:Del:R:1	2.15E-06	4.35E-05	1.86E-04	1.25E-03
4:Del:R:2	1.70E-06	2.10E-05	8.72E-05	3.72E-04
4:Del:R:3	1.45E-06	1.97E-05	6.12E-05	2.18E-04
4:Del:R:4	2.06E-06	1.17E-05	1.11E-05	9.47E-05
4:Del:R:5	1.75E-06	1.17E-05	3.00E-05	5.72E-05
5:Del:R:0	7.40E-06	2.41E-05	1.02E-03	1.76E-04
5:Del:R:1	3.35E-06	1.85E-05	1.42E-04	3.02E-04
5:Del:R:2	4.35E-06	1.34E-05	5.01E-05	7.63E-05
5:Del:R:3	5.33E-07	7.37E-06	3.30E-05	4.47E-05
5:Del:R:4	3.51E-07	4.05E-06	1.00E-05	1.80E-05
5:Del:R:5	1.73E-06	5.86E-06	4.06E-06	1.35E-05
2:Ins:R:0	2.33E-05	5.01E-05	1.96E-04	1.40E-04
2:Ins:R:1	2.37E-05	2.58E-05	6.72E-05	8.74E-05
2:Ins:R:2	1.63E-05	1.97E-05	4.90E-05	4.07E-05
2:Ins:R:3	1.76E-05	1.96E-05	2.76E-05	2.43E-05
2:Ins:R:4	3.64E-05	3.89E-05	4.95E-07	1.04E-05
2:Ins:R:5	8.98E-05	1.05E-04	9.87E-05	4.39E-05
3:Ins:R:0	1.10E-05	2.50E-05	1.02E-04	1.13E-04
3:Ins:R:1	1.52E-05	4.59E-06	5.88E-05	8.41E-05
3:Ins:R:2	8.07E-06	6.43E-06	1.58E-05	9.37E-06
3:Ins:R:3	8.30E-06	4.00E-06	3.57E-06	2.06E-06
3:Ins:R:4	1.27E-05	7.41E-06	5.70E-06	6.07E-09
3:Ins:R:5	2.76E-05	3.69E-05	2.48E-05	3.58E-05
4:Ins:R:0	1.09E-05	4.76E-05	1.74E-04	1.51E-04
4:Ins:R:1	2.60E-05	6.95E-06	6.52E-05	7.57E-05
4:Ins:R:2	7.52E-06	1.36E-05	1.32E-05	6.23E-06
4:Ins:R:3	8.32E-06	1.50E-05	1.55E-05	9.27E-06
4:Ins:R:4	1.70E-05	1.93E-05	2.97E-05	3.16E-05
4:Ins:R:5	2.95E-05	2.27E-05	4.62E-05	5.50E-05
5:Ins:R:0	2.14E-05	9.16E-05	2.64E-03	2.93E-03
5:Ins:R:1	4.85E-05	1.61E-05	2.89E-04	3.55E-04
5:Ins:R:2	8.46E-06	1.04E-05	2.33E-05	2.37E-05
5:Ins:R:3	1.11E-05	7.43E-06	2.03E-05	2.95E-05
5:Ins:R:4	1.55E-05	3.52E-06	1.19E-05	1.49E-05
5:Ins:R:5	1.20E-05	1.92E-06	1.65E-05	1.97E-05
2:Del:M:1	6.44E-06	5.43E-05	1.82E-04	7.92E-04
3:Del:M:1	4.46E-07	1.20E-05	9.10E-05	8.28E-05
3:Del:M:2	6.02E-06	3.28E-05	1.10E-04	5.62E-04
4:Del:M:1	3.29E-06	2.42E-05	1.08E-04	1.83E-04
4:Del:M:2	1.88E-06	1.60E-05	1.26E-04	4.80E-04
4:Del:M:3	4.04E-06	2.93E-05	2.02E-04	8.50E-04
5:Del:M:1	5.67E-06	3.15E-05	6.72E-04	1.10E-04
5:Del:M:2	3.04E-06	1.14E-05	2.78E-04	1.80E-04
5:Del:M:3	3.37E-06	1.66E-05	1.33E-04	1.46E-04
5:Del:M:4	2.22E-06	3.09E-06	1.08E-04	1.12E-04
5:Del:M:5	7.99E-06	1.64E-05	8.37E-05	9.88E-05
