MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	0.0008027468284126371	0.011839845813810826	0.09109781958162784	0.051624211445450784
1:Del:C:1	0.00035067895820247943	0.0021226020832546054	0.05268047112971544	0.02729300201870501
1:Del:C:2	0.00029303397568583025	0.0014657882007304578	0.02564260520040989	0.01000896403566003
1:Del:C:3	0.0002794250533042941	0.0025753540964797137	0.01277556898072362	0.005981607787543908
1:Del:C:4	9.425249500054634e-05	0.006598379360511899	0.005203405863139779	0.005785981770604849
1:Del:C:5	5.640640821269471e-07	0.036783503368496895	0.002459428596775979	0.009549922212027013
1:Del:T:0	0.0004890853093820624	0.002018269528634846	0.06863091941922903	0.03295229181647301
1:Del:T:1	0.00031047378943185324	0.00039484322169300865	0.04382270827889442	0.011777419087011368
1:Del:T:2	0.0011680112202884629	0.002018211672548205	0.03912886407226324	0.016440696506761013
1:Del:T:3	0.0031945384386926888	0.004604890050832183	0.033256569653749464	0.021491688004462047
1:Del:T:4	0.004524387300480157	0.016289702374488114	0.024270219448953866	0.019115643156692386
1:Del:T:5	0.008201875733211636	0.5018994936347008	0.00041312185430743183	0.05187414414715022
1:Ins:C:0	0.002477451435988769	0.0021594769274815915	0.007658879295922816	0.001404104423854733
1:Ins:C:1	0.0011329195863800123	0.00038530492474819766	0.007452852120622993	0.003054523149621673
1:Ins:C:2	0.0012345583160640672	4.526850493903112e-05	0.004515230951365083	0.0023419001832371577
1:Ins:C:3	0.0012396246881689877	0.00023857152817527094	0.003371263034641743	0.0014761113423446659
1:Ins:C:4	0.002522483174689114	0.0023254868504591288	0.0016849797428585588	0.000557159906499578
1:Ins:C:5	0.025210704542696475	0.020770028829574586	0.00046015375425639604	0.00014417087543595387
1:Ins:T:0	0.008004370564594864	0.0033873527008108795	0.010718544200062751	0.0007766311962768668
1:Ins:T:1	0.003993682409636676	4.20098178437911e-06	0.017373349461704494	0.012821147534996271
1:Ins:T:2	0.003802479454316199	0.0028451043693348767	0.006320511857047677	0.0020906194789859
1:Ins:T:3	0.00619231216609478	0.0010764932140591554	0.005218844716437161	0.0025905114546185357
1:Ins:T:4	0.022330227568745614	5.781146086818012e-05	0.0033876084955409167	0.00026944988529788107
1:Ins:T:5	0.8256778520345688	0.24832668796181678	0.005328229876654405	0.018065655805394272
2:Del:R:0	0.00016367016258300282	0.001691555546130985	0.023972596488893032	0.024783063512295485
2:Del:R:1	1.650100856750214e-05	0.006642319564707577	0.008016272990498691	0.06890732441097498
2:Del:R:2	6.768467695764002e-05	0.0018692968075629324	0.001976141713676043	0.022582545205950738
2:Del:R:3	0.00018429939365887548	0.004225719256792218	0.00345167593593942	0.00918610813561827
2:Del:R:4	0.00014026783358531247	0.006294140028767287	0.005422690505220089	0.008491848148405551
2:Del:R:5	2.212602885265369e-06	0.01991694260388613	0.008959963758534285	0.01039005359634757
3:Del:R:0	5.058949124645551e-05	0.0002662223436377076	0.012168781934306025	0.005659999712370336
3:Del:R:1	5.993684426144341e-06	0.0028002749127335846	0.0010959743046844528	0.06992325495928525
3:Del:R:2	2.9815682908385097e-07	0.0008284941638703458	8.266746112457924e-05	0.018786027655005456
3:Del:R:3	2.821345380112916e-06	0.0006210117711452767	5.397650445612356e-05	0.0052915616100654
3:Del:R:4	1.1375929009886931e-05	7.159412956344369e-05	3.3734870632442516e-05	0.0035816785925999284
3:Del:R:5	4.121095115059426e-06	0.0006247129646362737	0.0004130190672204037	0.0020103523414582015
4:Del:R:0	9.954095556167885e-05	1.3452058615257556e-05	0.009703593836165965	0.006161294979974628
4:Del:R:1	1.1136324515064189e-05	0.0022760228614788504	0.0016661496242693374	0.08482921190559864
4:Del:R:2	1.3563896390742514e-05	0.0009685057247406803	0.0011350743760496584	0.022412815317511558
4:Del:R:3	8.320969774100462e-06	0.0010454407444922254	0.0008253728001361083	0.01251594084315002
4:Del:R:4	4.1899612720044386e-05	0.00031748110814078245	4.191012441487452e-05	0.0058613856742158535
