MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	8.47E-05	4.47E-03	7.20E-04	1.15E-03	1.75E-04	6.17E-04	1.87E-03	2.49E-03	3.97E-03	2.46E-03
1:Del:C:1	5.06E-05	1.91E-03	2.96E-04	6.72E-04	1.30E-04	3.87E-04	9.85E-04	7.67E-04	1.65E-03	8.55E-04
1:Del:C:2	1.05E-04	5.45E-04	6.14E-05	5.04E-04	1.17E-04	1.67E-04	1.28E-03	3.08E-04	7.06E-04	3.31E-04
1:Del:C:3	2.26E-04	5.54E-04	9.18E-05	2.35E-04	6.43E-05	3.66E-05	3.83E-04	4.67E-04	8.30E-04	4.34E-04
1:Del:C:4	5.04E-04	1.21E-03	3.34E-05	1.33E-04	4.71E-05	8.16E-05	4.16E-04	1.07E-03	1.95E-03	1.21E-03
1:Del:C:5	8.27E-04	2.22E-03	1.98E-04	5.38E-05	5.71E-05	1.90E-04	4.19E-04	1.62E-03	2.87E-03	2.14E-03
1:Del:T:0	5.63E-05	2.94E-03	6.40E-04	6.41E-04	1.59E-04	4.54E-04	5.59E-04	1.65E-03	2.28E-03	1.52E-03
1:Del:T:1	4.48E-05	2.21E-03	4.74E-04	5.43E-04	6.24E-05	1.84E-04	3.30E-04	1.29E-03	1.69E-03	1.04E-03
1:Del:T:2	7.41E-05	3.18E-03	6.77E-04	7.97E-04	1.18E-04	2.96E-04	4.49E-04	2.01E-03	2.23E-03	1.56E-03
1:Del:T:3	2.51E-04	3.66E-03	7.84E-04	9.06E-04	1.36E-04	3.57E-04	6.10E-04	2.38E-03	2.75E-03	1.86E-03
1:Del:T:4	5.40E-04	3.10E-03	7.24E-04	7.18E-04	1.21E-04	3.27E-04	5.06E-04	2.90E-03	3.40E-03	1.86E-03
1:Del:T:5	7.49E-03	1.09E-02	1.40E-03	1.47E-03	9.98E-04	2.41E-03	5.32E-04	2.89E-03	4.62E-03	5.96E-03
1:Ins:C:0	3.15E-05	1.51E-03	1.30E-05	9.23E-05	1.90E-04	1.51E-04	2.30E-04	9.17E-04	6.04E-05	4.25E-03
1:Ins:C:1	5.56E-06	4.69E-04	6.70E-05	1.08E-04	3.91E-05	7.21E-05	1.43E-04	3.64E-04	2.96E-04	1.03E-03
1:Ins:C:2	1.58E-05	1.65E-04	3.26E-05	8.15E-05	1.36E-05	7.59E-05	1.31E-04	1.82E-04	2.70E-04	4.19E-04
1:Ins:C:3	6.48E-05	1.54E-04	6.88E-05	6.06E-05	1.52E-05	9.62E-05	1.23E-04	1.06E-04	1.30E-04	2.24E-04
1:Ins:C:4	1.39E-04	4.17E-04	1.57E-04	3.79E-05	2.46E-05	8.62E-05	1.02E-04	1.08E-04	2.13E-04	3.71E-04
1:Ins:C:5	7.54E-04	3.35E-03	1.27E-03	1.39E-04	9.08E-06	2.87E-04	2.12E-04	4.04E-05	3.71E-04	1.56E-03
1:Ins:T:0	6.90E-05	8.21E-04	1.50E-04	8.69E-05	9.39E-05	2.61E-04	2.94E-04	3.85E-04	2.71E-04	1.81E-03
1:Ins:T:1	0.00E+00	1.14E-03	3.83E-04	2.21E-04	5.72E-05	2.77E-04	4.44E-04	6.81E-04	1.10E-03	8.38E-04
1:Ins:T:2	4.42E-04	7.62E-04	1.72E-04	1.94E-04	5.49E-05	1.52E-04	5.03E-04	6.21E-04	1.27E-03	7.73E-04
1:Ins:T:3	1.53E-04	2.98E-04	8.44E-05	1.27E-04	5.70E-05	1.67E-04	3.09E-04	2.92E-04	5.05E-04	3.74E-04
1:Ins:T:4	8.35E-05	2.84E-04	9.73E-05	1.45E-04	4.42E-05	1.20E-04	1.61E-04	3.44E-04	4.13E-04	2.36E-04
1:Ins:T:5	3.70E-03	2.17E-02	4.06E-03	5.23E-03	1.62E-03	6.41E-03	2.68E-03	5.53E-03	3.12E-03	6.68E-03
2:Del:R:0	7.85E-05	5.02E-04	1.22E-04	2.95E-04	8.02E-05	2.18E-04	1.52E-04	1.05E-03	7.01E-04	6.52E-04
2:Del:R:1	7.03E-05	7.10E-04	3.44E-04	3.66E-04	1.04E-04	3.74E-04	1.92E-04	3.33E-03	2.22E-03	1.38E-03
2:Del:R:2	3.32E-05	1.68E-04	8.49E-05	8.63E-05	4.25E-05	1.39E-04	1.41E-04	8.93E-04	6.24E-04	5.08E-04
2:Del:R:3	5.68E-04	1.06E-03	4.66E-05	5.05E-06	3.01E-05	1.10E-04	1.70E-04	8.94E-04	1.48E-03	9.00E-04
2:Del:R:4	4.19E-04	8.38E-04	1.69E-05	1.33E-06	2.11E-06	9.03E-05	1.41E-04	7.00E-04	1.59E-03	8.03E-04
2:Del:R:5	1.17E-03	2.42E-03	0.00E+00	4.77E-04	9.67E-06	1.19E-04	1.39E-03	3.83E-03	8.41E-03	2.25E-03
3:Del:R:0	5.04E-05	2.36E-04	8.74E-05	2.34E-04	6.77E-05	1.24E-04	3.64E-05	3.15E-04	3.50E-04	2.56E-04
3:Del:R:1	1.65E-04	9.06E-04	4.44E-04	2.28E-04	8.79E-05	1.20E-04	6.43E-05	1.89E-03	1.34E-03	8.24E-04
3:Del:R:2	7.40E-05	2.12E-04	4.98E-05	6.58E-05	7.85E-06	1.19E-04	3.23E-05	6.81E-04	4.36E-04	3.43E-04
3:Del:R:3	2.36E-05	5.86E-05	3.46E-05	3.30E-05	1.63E-05	2.64E-05	2.68E-05	2.45E-04	1.87E-04	9.13E-05
3:Del:R:4	4.10E-06	9.34E-06	9.54E-08	1.16E-04	7.48E-06	4.53E-06	3.33E-04	1.21E-03	2.39E-03	1.70E-05
3:Del:R:5	9.93E-06	8.52E-06	5.04E-09	3.02E-04	3.10E-10	1.42E-10	8.02E-04	2.50E-03	4.91E-03	3.86E-06
4:Del:R:0	1.42E-05	1.24E-04	3.40E-05	1.66E-04	4.88E-05	1.50E-04	5.61E-05	2.85E-04	1.21E-04	2.73E-04
4:Del:R:1	9.13E-05	8.03E-04	2.76E-04	2.13E-04	7.45E-05	2.70E-04	6.60E-05	1.98E-03	1.06E-03	9.71E-04
4:Del:R:2	4.65E-05	1.76E-04	4.22E-05	4.33E-05	1.31E-05	1.34E-04	3.49E-05	6.05E-04	3.15E-04	3.29E-04
4:Del:R:3	2.95E-05	9.39E-05	1.87E-05	7.45E-05	1.29E-05	7.76E-05	1.60E-04	7.86E-04	1.43E-03	1.75E-04
4:Del:R:4	4.22E-06	6.23E-06	7.49E-06	8.36E-05	5.40E-07	5.13E-05	2.29E-04	1.08E-03	1.83E-03	4.55E-05
4:Del:R:5	3.30E-05	7.29E-05	4.96E-06	2.04E-05	0.00E+00	2.92E-05	2.92E-05	2.98E-04	4.23E-04	9.13E-05
5:Del:R:0	0.00E+00	8.64E-09	9.99E-05	1.62E-03	3.43E-04	1.17E-03	1.78E-04	1.16E-04	2.06E-04	1.09E-09
5:Del:R:1	1.09E-05	3.39E-04	9.38E-05	1.21E-04	5.56E-05	2.02E-04	5.17E-05	8.81E-04	3.04E-04	6.33E-04
5:Del:R:2	1.58E-05	5.41E-05	1.10E-05	3.19E-05	2.05E-05	7.69E-05	4.77E-06	2.96E-04	2.13E-04	2.13E-04
5:Del:R:3	7.55E-06	2.52E-05	6.88E-06	6.80E-06	6.59E-06	1.31E-05	1.53E-05	1.73E-04	9.25E-05	8.04E-05
5:Del:R:4	4.01E-06	1.13E-05	9.49E-07	3.64E-07	2.28E-07	9.01E-06	1.43E-09	5.06E-05	4.95E-05	3.34E-05
5:Del:R:5	5.80E-06	1.03E-05	2.70E-07	2.68E-06	1.78E-06	3.95E-06	8.48E-07	6.78E-05	6.35E-05	1.42E-05
2:Ins:R:0	1.34E-04	1.18E-03	9.28E-05	3.90E-05	1.20E-04	2.97E-04	1.87E-04	5.37E-04	2.66E-04	2.77E-03
2:Ins:R:1	2.18E-05	2.70E-04	4.56E-05	1.13E-04	0.00E+00	1.40E-04	1.17E-04	3.65E-04	2.57E-04	4.85E-04
2:Ins:R:2	1.43E-05	1.44E-04	4.37E-05	6.48E-05	1.64E-05	1.38E-04	6.54E-05	1.75E-04	1.82E-04	2.58E-04
2:Ins:R:3	4.27E-05	1.20E-04	4.68E-05	2.24E-05	2.19E-05	1.11E-04	4.03E-05	1.24E-04	9.57E-05	1.88E-04
2:Ins:R:4	2.88E-04	6.37E-04	1.89E-04	8.81E-06	3.09E-05	1.51E-04	1.42E-05	1.88E-04	4.77E-04	4.19E-04
2:Ins:R:5	1.36E-03	3.88E-03	1.49E-03	1.01E-04	8.74E-05	4.19E-04	4.36E-05	1.32E-03	2.38E-03	2.16E-03
