Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP95454	19793	2968	5317	244	0	0
SP94741	41203	4561	8919	449	0	0
SP90209	43668	61284	22260	0	0	0
SP90989	42800	5138	2672	0	0	18
SP93540	78609	7365	9210	856	0	0
SP93227	38902	89253	0	1184	0	0
SP94348	39675	3572	6634	485	0	0
SP94588	7	91	164	210	0	61
SP90725	38	27	183	139	0	20
SP94236	34	25	99	309	0	44
SP93772	19	64	56	193	0	53
SP92195	0	111	107	230	0	66
SP89957	135	58	102	163	0	21
SP92268	91	48	141	134	0	24
SP92707	26	33	98	159	0	17
SP89687	88	52	62	236	0	62
SP90269	0	25	247	179	0	37
SP94933	25708	1535	36416	207	420	0
SP95126	155	146	1	431	0	83
SP95646	6	115	92	258	0	34
SP89443	21	40	80	195	0	35
SP89651	19	28	46	139	0	51
SP94060	26	8	138	192	0	13
SP92787	0	49	30	168	0	45
SP92723	37	39	172	169	0	17
SP92364	39873	7917	11486	408	0	0
SP95406	3	75	39	160	0	27
SP91746	8	61	81	143	0	30
SP92332	0	203	19	373	0	125
SP91730	29	67	48	269	0	576
SP92947	61	36	229	165	0	16
SP91666	75	72	185	200	0	14
SP90245	2	95	61	305	0	67
SP90893	0	70	56	269	0	46
SP89519	66	9	161	166	0	6
SP94917	10977	2554	3564	778	0	0
SP92659	0	973	2302	335	74	18
SP94332	85	0	0	34	0	957
SP94661	62	23	145	219	0	29
SP93652	1	83	140	163	0	54
SP90125	0	96	64	242	19	31
SP94540	12	56	315	122	5	57
SP95222	103	226	4	341	0	68
SP89389	105	51	76	263	0	52
SP90503	6	82	46	173	0	36
SP92460	9112	1697	2913	458	0	6
SP92931	63	75	91	240	0	46
SP91265	105	166	75	363	0	49
SP89909	8661	2691	858	403	49	0
SP90629	99	151	0	620	0	62
SP95550	120	108	63	255	0	95
CPCT02020389T	126	23	133	119	54	26
CPCT02080033T	0	19	512	192	185	34
CPCT02060156T	246	10	271	233	321	69
DRUP01340014T	0	0	83	166	181	11
DRUP01010121T	393	73	160	263	103	73
CPCT02130034T	6	120	129	267	278	59
CPCT02260015T	143	132	97	234	544	259
CPCT02220071T	11582	832	1302	255	511	58
CPCT02010710T	74	60	130	36	282	128
CPCT02340068T	0	30	96	162	104	23
CPCT02130050T	0	0	233	186	485	79
DRUP01060016T	0	4	49	272	216	188
CPCT02260017T	140	90	381	283	162	61
CPCT02020682T	669	175	447	193	312	42
DRUP01030013T	40359	3897	5838	458	2134	108
CPCT02130059T	72	16	200	230	312	40
WIDE01010296T	156	100	430	726	46	232
CPCT02380044T	5	0	210	453	194	100
CPCT02060117T	22	26	256	77	170	27
CPCT02080220T	0	0	506	134	248	61
CPCT02210056T	0	0	204	45	342	22
CPCT02020734T	0	0	252	0	439	40
CPCT02020716T	0	0	150	72	173	26
CPCT02080226T	0	1	161	257	252	67
DRUP01080014T	18180	1951	1888	80	714	39
DRUP01270003T	80	23	145	213	90	8
CPCT02190044T	0	3	36	184	214	52
CPCT02130131T	31	0	152	311	132	1
CPCT02220054T	83	91	183	287	244	65
CPCT02330075T	230	101	527	335	249	63
CPCT02130134T	0	0	137	179	283	79
CPCT02130148T	15	87	164	383	180	35
CPCT02070381T	0	0	38	113	108	28
DRUP01070053T	0	31	84	141	345	26
DRUP01060025T	0	0	191	12	514	2268
DRUP01100007T	164	24	440	226	206	52
CPCT02380019T	0	0	174	300	330	127
CPCT02020598T	0	0	74	131	197	42
DRUP01070059T	0	0	47	159	106	37
CPCT02080152T	17134	554	3068	123	958	44
CPCT02070406T	0	38	12	464	176	19
CPCT02450002T	300	0	515	230	370	72
DRUP01070024T	0	0	158	231	143	74
DRUP01060027T	2	87	22	256	93	600
CPCT02030381T	0	0	132	214	156	198
DRUP01220005T	62	84	220	299	470	22
CPCT02370010T	0	0	194	41	473	2254
CPCT02020623T	182	44	238	278	157	40
CPCT02290023T	75	42	378	261	187	109
DRUP01010022T	44018	3674	4243	933	541	0
CPCT02070159T	0	0	321	247	129	54
CPCT02030354T	45	41	43	102	90	43
CPCT02020565T	12	35	153	108	132	53
CPCT02060114T	0	5	38	208	139	130
CPCT02060118T	0	0	92	100	312	137
CPCT02220002T	8	22	73	107	119	32
DRUP01030002T	0	19	205	205	212	48
CPCT02070060T	108	66	170	449	173	395
CPCT02030320T	92	5	682	137	192	35
CPCT02060035T	80	7	222	101	90	40
CPCT02070110T	0	37	157	254	74	79
CPCT02020492T	32	0	56	428	84	166
CPCT02030327T	68	69	90	178	4	25
CPCT02020503T	153	17	109	665	41	275
CPCT02380029T	76268	6438	730	2260	543	53
CPCT02020636T	0	59	82	412	248	233
CPCT02130013T	23	63	66	503	286	300
DRUP01110002T	61946	3875	12669	1309	3697	0
WIDE01010639T	151	0	275	95	93	12
DRUP01010167T	32262	5001	3863	313	1245	0
WIDE01010570T	192	105	189	409	106	41
