MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	0.0021792053572426084	0.004864704763749614	0.007666836513672024	0.0007246164701246017	0.0	4.163704859820427e-05	0.005381478736132369	0.0011704869176901412	0.0011348168874974363	0.12637882336974143	0.01717091870494187	0.060022072196006776	0.017580963110231097	0.05186480138450861
1:Del:C:1	0.000357996779421228	0.0015360561056513688	0.0005741410731206997	0.0008208901078069175	0.00031732804296552786	4.048462258651853e-05	0.0012856300601924886	0.0022317232738714664	0.0005983240662317257	0.17505499869585037	0.012846427671611309	0.006840099441469647	0.004822501741582528	0.022320630736649038
1:Del:C:2	0.000524706126707315	0.001442084484260704	0.00025041434671948084	0.0016756005096249282	0.00017249184353204327	0.0003770983504637115	0.006051130194027792	0.000783002887837938	0.00010509735890082083	0.15446010932326318	0.006046970583265647	0.00021976809832267464	0.002786517634894281	0.004657512295380002
1:Del:C:3	0.002150327887648018	0.003486229413683759	0.0021087463294134066	0.0065586872518179	2.8137464074688978e-05	7.373236406237992e-05	0.03187181481393054	0.0038835002412088214	0.00013441232788409253	0.05207172103226185	0.005862643250147812	0.0062715750760980885	0.006157095049240735	0.0032579735829494894
1:Del:C:4	0.003234406114280658	0.010675726873014355	0.00675753578194417	0.020011819205246865	0.00018741185905128078	1.0290861937392037e-05	0.0921668148203753	0.001649114633037243	5.211449759372044e-05	0.032566571570932866	0.005960445284727029	3.805484739132226e-05	0.01234917109170528	0.001711981668267981
1:Del:C:5	0.013155039442644921	0.04476978842401877	0.044328882610425356	0.043704975307919086	1.7290209179918747e-05	0.003144950534842792	0.2087786331231473	0.002168262287596008	0.0038331098944763653	0.005384975811975892	0.005739699674595613	0.019965671888639916	0.031098602051788476	0.0007676311004615854
1:Del:T:0	0.0018578667732799658	0.003909720666197245	0.003704228079877794	0.0007024670237024111	0.0	0.00011063045195442101	0.0030071625661003054	5.584222903962441e-05	0.0007247470584115944	0.04000241950154305	0.011374162398278714	0.038624265249818567	0.017655283913481982	0.024497758448123932
1:Del:T:1	0.0013953331852826522	0.006535544682146792	0.0004199572270226781	0.001201838972774567	0.0	3.6921137507306413e-07	0.006944598031113855	0.0029472480597905813	4.1321771177535994e-05	0.03544173154979944	0.00109341414179653	0.044463934851810334	0.030411971056309994	0.027207589969038964
1:Del:T:2	0.00277048044707044	0.0015494216632214374	9.256072968128138e-05	0.0019048821125765615	0.0006907753382256487	7.636340233148076e-06	0.0024511930807784663	0.056436743326485156	0.0003699803205745411	0.021282049547880887	0.007745110718533396	0.02668435739353299	0.007446107664145529	0.0385785998404026
1:Del:T:3	0.013632554700598121	0.0051286697390605695	0.002019119800286262	0.01626403650967404	0.0011949022368320085	0.0015310777339618653	0.01888614794239402	0.15423667281866074	5.104432482087251e-05	0.019884292399510742	0.006341377021453809	0.03574252711609006	0.009313363828987349	0.014855793956667186
1:Del:T:4	0.03753650719299913	0.024993747025728225	0.01126427434850484	0.05371481165289879	0.0017711071630765218	0.004444584373559337	0.08328815875342116	0.24185406744480134	0.0021764512736626783	0.003170116246328689	0.004215252735302783	0.0021333144282744553	0.015355110694654285	0.006213262490346097
1:Del:T:5	0.8308863843977451	0.6761738705448807	0.7220418152213096	0.7155153955519199	0.008814008834306154	0.05205888542617073	0.12489801707507077	0.4268577602505684	0.1705348285101354	5.23521495051682e-05	0.08381460935343057	0.01054546141126005	0.0755389498235836	0.03821527898311615
1:Ins:C:0	0.0007244195047106834	0.00032058910826890494	0.0002264277942595072	0.0010257038701092824	0.0016732493738873028	0.003958393950015306	0.0008133651810931042	0.0	0.0002812996739525158	0.0013921591827876008	0.0006797065763385035	0.0019262784050079064	0.001892200327856699	0.3159932015836239
1:Ins:C:1	0.00019575045160308947	0.0003371974965148183	0.0001301980243442813	0.00012147934046652153	0.00027020628505852073	0.0010045213805278763	0.00016977679283399993	5.575209217568044e-05	0.002449284214526415	0.01210326724409242	0.00044808144422859187	0.002231086986284936	0.01663807535798696	0.010981102301739156
1:Ins:C:2	0.00019182958218607381	0.00016808264552309993	1.2933585903738276e-05	4.8151516416510276e-05	0.0003148789246642991	0.0008295463488275346	7.041522898362019e-05	0.00021137546269414998	0.0013032745535019785	0.008759450187208131	2.7727931301342322e-05	0.001570906135311816	0.01123148344461697	0.0023296791565371676
1:Ins:C:3	0.0005180029610346537	0.0003981357230441063	3.6256687817513015e-05	0.0002222076602265588	0.0002134726749272886	0.0025172840466257183	0.001123238041636796	0.0004672126546938671	0.0018515191448386758	0.00919300938025117	3.988129319623112e-06	0.0015235688633401879	0.012439912502086372	0.0009440578948851908
1:Ins:C:4	0.0022023026738315823	0.0009142202466318849	0.0001422478355380008	0.0016825538033573434	3.8867615512572225e-06	0.0	0.00621706080972217	0.00015914719231659546	0.1672171051055193	0.006936189830303192	0.0008426427241647616	0.0	0.005594088241741702	0.0005699339395141578
