Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP105425	441	21	34	512	241	0	0	59	152	10	1	0	31	59	55	0	7	0
SP84056	212	46	0	129	0	0	0	41	0	175	9	0	37	165	2	6	12	494
SP105261	104	0	0	0	0	5	172	19	0	26	0	64	29	102	3	8	0	0
SP85379	579	29	0	631	70	0	68	153	0	28	16	0	170	56	0	42	29	0
SP105086	189	23	0	48	143	0	248	6	0	125	0	332	109	25	3	188	134	0
SP84392	74285	177	19696	8017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP105018	0	0	3	140	0	0	0	147	449	3598	0	89	161	0	100	0	20	0
SP84858	520	0	0	389	224	0	0	53	0	159	0	0	0	335	0	174	75	0
SP84086	38	0	0	373	34	0	0	10	0	76	7	0	31	21	26	0	23	0
SP105213	365	0	12	253	0	0	0	16	0	45	0	61	66	0	0	134	46	0
SP105577	131	0	0	59	149	0	0	9	85	35	2	81	18	123	0	24	9	88
SP85431	63	0	0	149	0	0	0	0	0	21	5	93	38	58	77	0	19	0
SP84962	0	0	4	115	0	7	0	9	300	31	0	192	3	33	0	0	18	0
SP105006	155	0	0	0	96	0	333	9	0	61	3	0	129	66	24	97	10	0
SP84439	64007	0	23561	4588	0	0	0	433	3290	0	0	0	0	0	0	0	0	0
SP105159	42	0	0	27	149	0	0	1	0	10	0	266	0	0	15	122	41	0
SP85230	38	0	0	23	0	0	0	1	0	512	9	0	42	378	44	0	0	0
SP84922	807	7	27	166	0	19	0	198	498	52	15	145	392	0	0	0	0	0
SP85130	479	7	0	190	174	0	0	33	0	24	0	551	0	0	19	101	0	0
SP104984	206	13	0	223	18	0	0	19	0	13	2	24	24	64	21	70	50	0
SP85222	0	0	14	85	88	26	1	4	0	3	0	8	2	0	72	0	9	0
SP105375	284	6	0	870	0	0	0	888	601	9	14	92	71	207	0	0	45	0
SP85287	225	46	19	446	6	0	0	9	2	22	7	65	90	39	59	0	14	0
CPCT02060042T	6	5	3	51	0	0	0	0	0	1	51	0	16	51	20	0	13	0
CPCT02130027T	0	6	0	81	115	0	136	13	11	10	172	0	13	78	39	24	0	0
CPCT02290024T	662	45	0	799	519	0	0	44	0	26	203	0	182	0	50	0	0	224
CPCT02230080T	447	48	0	447	275	0	201	77	0	18	146	0	19	61	58	0	0	0
CPCT02070282T	288	0	0	107	210	0	679	99	0	0	89	0	0	5	137	127	56	0
CPCT02060201T	268	38	0	580	292	0	82	51	0	55	215	0	5	18	38	0	25	0
CPCT02010752T	147	12	0	112	0	0	0	33	0	21	180	0	0	236	0	0	0	0
CPCT02130046T	237	0	0	214	222	0	330	133	0	17	159	16	7	57	0	80	1	0
CPCT02190033T	400	157	0	0	14	0	1380	86	0	42	235	0	58	8	0	0	17	0
WIDE01010213T	459	29	0	13	59	0	382	122	123	458	189	0	109	26	10	105	0	130
CPCT02440010T	479	69	0	405	126	0	425	445	0	30	303	0	107	104	200	0	0	0
WIDE01010272T	166	31	0	0	138	0	382	10	0	6	53	0	0	43	43	11	21	0
DRUP01070085T	31412	2283	3895	10173	40601	1124	0	372	0	0	1241	0	0	0	0	0	0	0
CPCT02380045T	140	87	0	424	161	0	732	86	0	19	173	0	126	0	33	0	0	0
CPCT02150013T	172	39	4	0	0	0	0	33	0	21	181	145	31	73	0	2	9	155
CPCT02010769T	170	52	0	110	108	0	295	165	0	76	139	10	111	71	0	0	50	0
CPCT02450014T	24996	231143	3188	4290	0	2450	0	552	0	0	867	0	0	0	0	0	0	0
CPCT02130122T	0	79	20	0	61	0	715	4	0	46	143	61	0	33	18	37	13	0
CPCT02230107T	646	73	0	0	257	0	723	62	0	0	119	0	47	0	100	0	2	0
DRUP01090017T	493	84	15	99	0	0	1183	764	0	38	280	0	128	0	312	0	0	0
CPCT02020781T	203	0	0	0	340	0	489	14	0	466	250	100	140	136	106	0	9	134
CPCT02310016T	302	3	21	226	94	0	26	100	0	0	166	0	170	0	0	35	43	15
CPCT02300050T	574	31	0	220	254	0	372	209	29	108	204	0	39	0	406	0	4	0
CPCT02020808T	404	55	0	0	158	0	790	22	0	340	105	0	0	13	0	88	6	0
CPCT02050414T	106	38	0	17	355	0	1636	22	0	42	126	55	0	102	38	0	0	0
CPCT02230042T	0	1	0	106	27	0	0	8	0	2	130	0	0	58	0	0	0	0
CPCT02040170T	71	20	0	0	0	9	0	260	0	19	110	0	20	0	26	68	35	178
CPCT02330059T	308	81	0	42	423	0	1224	138	349	50	309	0	91	92	124	0	0	0
CPCT02330063T	452	30	0	92	224	0	1034	35	0	10	197	0	123	200	24	87	10	0
CPCT02020512T	85	19	6	65	0	0	428	14	241	7	38	46	0	0	0	9	28	0
CPCT02110031T	188	9	0	58	0	0	354	36	0	45	100	23	0	0	29	0	403	0
CPCT02030347T	118440	154	15389	9610	0	23725	0	0	0	0	0	0	0	0	0	0	0	0
CPCT02050179T	409	39	0	0	573	0	1625	30	0	52	213	0	17	0	110	15	0	0
CPCT02010591T	128	46	0	0	0	0	363	74	0	18	118	0	45	0	80	170	8	0
CPCT02170007T	377	0	0	0	163	0	54	37	0	68	282	372	37	109	120	54	0	0
CPCT02210025T	255	53	0	380	205	0	0	522	0	55	394	16	93	82	45	0	12	0
CPCT02030376T	339	0	0	185	55	0	0	32	0	76	133	48	96	68	73	33	0	0
CPCT02050110T	392	12	0	423	170	0	263	170	61	76	134	0	56	30	127	34	60	294
CPCT02030318T	685	115	0	417	263	0	720	31	0	62	149	0	186	23	134	0	0	0
CPCT02100056T	314	0	0	66	0	0	0	39	0	44	88	0	90	0	85	0	22	0
CPCT02030326T	246	0	0	460	215	0	57	112	124	65	106	0	144	27	28	0	31	0
CPCT02120007T	306	83	0	23	0	0	357	367	556	29	196	0	140	0	0	0	0	0
WIDE01010573T	208	0	0	0	225	0	560	47	0	116	88	417	0	362	151	151	12	0
WIDE01010693T	187	23	0	146	140	0	274	87	0	15	73	0	103	0	35	0	32	0
