Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP127630	1.79E+01	1.21E+01	9.61E+00	1.65E+01	2.05E+00	1.42E+00	2.67E+00	2.06E+00	6.50E-01	6.95E+00
SP127634	1.63E+01	9.10E+00	9.16E+00	1.83E+01	6.88E+00	4.64E+00	4.74E+00	6.20E+00	6.51E-01	1.25E+01
SP127636	1.61E+01	1.05E+01	1.13E+01	1.62E+01	3.34E+00	1.48E+00	1.98E+00	2.94E+00	5.68E-01	7.69E+00
SP127628	1.07E+01	6.68E+00	6.53E+00	1.05E+01	2.26E+00	3.61E-01	1.97E+00	1.37E+00	2.88E-01	3.63E+00
SP127640	1.48E+01	1.45E+01	9.17E+00	1.84E+01	3.82E+00	1.37E+00	2.42E+00	2.16E+00	3.79E-01	5.39E+00
SP127638	3.05E+01	1.19E+01	2.41E+01	2.38E+01	3.59E+00	1.66E+00	3.52E+00	1.45E+00	4.33E-01	8.89E+00
SP127632	2.19E+01	2.36E+01	9.21E+00	2.89E+01	4.01E+00	2.56E+00	8.51E+00	1.96E+00	5.95E-01	1.02E+01
SP59388	6.93E+00	4.03E+00	4.66E+00	6.00E+00	6.89E-01	3.98E-01	1.58E+00	9.48E-01	1.45E-01	2.56E+00
SP116649	1.53E+01	1.11E+01	1.03E+01	1.47E+01	4.08E+00	1.09E+00	1.92E+00	2.75E+00	0.00E+00	5.33E+00
SP59416	7.80E+00	6.24E+00	5.44E+00	8.30E+00	2.20E+00	9.82E-01	1.36E+00	1.96E+00	2.10E-01	3.06E+00
SP124977	1.09E+01	1.04E+01	6.00E+00	1.32E+01	2.40E+00	8.97E-01	2.25E+00	1.06E+00	5.60E-01	3.00E+00
SP59356	4.77E+00	3.82E+00	3.26E+00	5.18E+00	1.93E+00	7.03E-01	1.84E+00	1.38E+00	0.00E+00	2.21E+00
SP116612	8.52E+00	9.77E+00	5.06E+00	1.19E+01	2.48E+00	1.48E+00	3.19E+00	1.57E+00	0.00E+00	3.80E+00
SP116659	1.06E+01	4.13E+00	8.23E+00	1.00E+01	4.19E+00	1.31E+00	2.67E+00	2.58E+00	2.82E-01	4.93E+00
SP116668	2.43E+01	1.83E+01	1.49E+01	2.40E+01	1.07E+01	1.52E+00	1.80E+00	9.17E+00	2.98E-01	1.70E+01
SP116630	2.08E+01	2.67E+01	1.11E+01	3.22E+01	2.51E+00	1.64E+00	2.45E+00	1.08E+00	0.00E+00	4.12E+00
SP59412	1.18E+01	1.18E+01	8.18E+00	1.50E+01	2.70E+00	1.21E+00	2.52E+00	1.75E+00	2.50E-01	3.70E+00
SP116686	5.40E+00	4.25E+00	3.19E+00	6.58E+00	2.33E+00	1.39E+00	1.86E+00	7.13E-01	0.00E+00	3.36E+00
SP116694	1.19E+01	1.09E+01	7.77E+00	1.48E+01	4.44E+00	1.48E+00	2.11E+00	2.69E+00	4.99E-01	6.83E+00
SP116712	2.11E+00	1.66E+00	1.76E+00	2.00E+00	8.25E-01	5.06E-01	6.19E-01	5.46E-01	2.12E-01	1.00E+00
SP116726	1.49E+01	7.84E+00	9.91E+00	1.32E+01	2.75E+00	9.81E-01	3.18E+00	1.91E+00	4.14E-01	5.26E+00
SP116723	2.52E+00	2.47E+00	1.69E+00	3.12E+00	1.76E+00	6.35E-01	1.23E+00	1.41E+00	2.01E-01	2.04E+00
SP59276	3.81E+00	1.21E+00	3.04E+00	2.82E+00	1.15E+00	5.18E-01	1.02E+00	4.66E-01	3.00E-02	1.85E+00
SP116703	2.47E+00	2.85E+00	1.60E+00	3.59E+00	2.18E+00	5.81E-01	1.34E+00	1.36E+00	3.55E-02	2.20E+00
SP59312	1.89E+01	1.15E+01	1.25E+01	1.73E+01	2.73E+00	1.24E+00	2.67E+00	1.86E+00	5.01E-01	4.69E+00
SP116701	8.62E+00	6.26E+00	5.65E+00	8.69E+00	3.17E+00	1.61E+00	2.51E+00	2.25E+00	3.04E-01	3.69E+00
SP59296	5.40E+00	3.08E+00	4.19E+00	4.77E+00	1.21E+00	0.00E+00	6.36E-01	7.35E-01	3.20E-01	2.09E+00
SP59280	7.01E+00	5.19E+00	6.15E+00	7.52E+00	2.01E+00	1.42E-01	1.28E+00	1.02E+00	2.25E-01	3.23E+00
SP59344	3.59E+00	1.42E+00	2.81E+00	3.17E+00	1.19E+00	3.15E-01	8.44E-01	8.69E-01	0.00E+00	2.06E+00
SP59460	1.25E+01	5.29E+00	9.37E+00	1.05E+01	2.98E+00	7.84E-01	3.00E+00	2.06E+00	9.14E-02	4.51E+00
