MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	3.52E-05	2.59E-05	3.18E-04	3.66E-04	6.67E-04	3.27E-04
1:Del:C:1	1.88E-05	4.95E-05	1.96E-04	1.91E-04	3.26E-04	1.39E-04
1:Del:C:2	1.38E-05	4.92E-05	1.31E-04	1.40E-04	2.66E-04	1.41E-04
1:Del:C:3	2.14E-05	4.30E-05	1.04E-04	8.16E-05	1.34E-04	1.10E-04
1:Del:C:4	3.19E-05	2.49E-05	8.12E-05	6.01E-05	1.16E-04	1.13E-09
1:Del:C:5	6.62E-05	6.61E-05	8.92E-05	5.88E-05	1.89E-04	2.46E-04
1:Del:T:0	2.58E-05	7.13E-05	2.33E-04	1.98E-04	4.64E-04	2.39E-04
1:Del:T:1	2.43E-05	7.84E-05	1.72E-04	1.16E-04	3.06E-04	2.91E-05
1:Del:T:2	2.60E-05	7.09E-05	2.07E-04	1.73E-04	2.92E-04	3.19E-05
1:Del:T:3	5.82E-05	9.21E-05	2.11E-04	2.11E-04	2.55E-04	1.28E-04
1:Del:T:4	9.74E-05	1.24E-04	2.01E-04	1.68E-04	2.30E-06	3.19E-04
1:Del:T:5	3.17E-04	7.99E-04	1.55E-04	4.87E-04	2.19E-03	1.99E-03
1:Ins:C:0	2.66E-05	9.65E-05	1.63E-04	1.11E-04	2.88E-04	3.61E-05
1:Ins:C:1	5.43E-06	1.47E-05	3.06E-06	4.98E-04	9.91E-06	2.26E-03
1:Ins:C:2	5.90E-06	8.96E-06	7.30E-09	2.53E-04	8.47E-05	1.21E-03
1:Ins:C:3	1.01E-05	2.74E-05	4.30E-05	1.11E-04	8.76E-05	4.75E-04
1:Ins:C:4	3.30E-05	3.82E-05	3.40E-05	5.46E-05	6.43E-05	1.91E-04
1:Ins:C:5	6.31E-05	1.07E-04	2.30E-05	1.12E-04	4.50E-04	9.24E-05
1:Ins:T:0	2.33E-05	6.30E-05	1.12E-04	8.74E-05	4.11E-04	2.96E-05
1:Ins:T:1	3.68E-06	8.58E-05	1.89E-04	6.06E-04	2.57E-04	2.41E-03
1:Ins:T:2	2.33E-05	7.82E-05	1.34E-04	3.64E-04	1.55E-04	1.44E-03
1:Ins:T:3	2.03E-05	7.21E-05	1.30E-04	2.39E-04	1.42E-04	1.03E-03
1:Ins:T:4	3.08E-05	8.37E-05	1.17E-04	1.60E-04	1.01E-04	5.34E-04
1:Ins:T:5	2.08E-04	9.24E-04	1.96E-03	1.48E-03	1.03E-02	6.28E-04
2:Del:R:0	1.73E-05	2.63E-05	1.05E-04	9.38E-05	2.64E-04	1.27E-04
2:Del:R:1	3.22E-05	7.57E-05	1.79E-04	1.14E-04	2.88E-04	5.50E-05
2:Del:R:2	2.07E-05	3.36E-05	8.78E-05	5.36E-05	1.32E-04	8.94E-05
2:Del:R:3	1.94E-05	0.00E+00	3.61E-05	2.67E-05	8.97E-05	7.52E-05
2:Del:R:4	1.45E-05	1.13E-06	2.02E-05	1.23E-05	9.13E-05	2.85E-05
2:Del:R:5	6.92E-05	0.00E+00	9.15E-05	3.34E-05	1.37E-04	1.66E-03
3:Del:R:0	8.08E-06	1.28E-05	6.54E-05	7.54E-05	1.21E-04	6.03E-05
3:Del:R:1	2.05E-05	6.60E-05	1.72E-04	1.00E-04	2.68E-04	2.20E-04
3:Del:R:2	8.83E-06	2.98E-05	7.50E-05	3.60E-05	8.97E-05	1.19E-04
3:Del:R:3	5.75E-06	2.15E-05	4.29E-05	1.48E-05	4.29E-05	9.62E-05
3:Del:R:4	4.06E-06	9.48E-06	6.45E-05	2.32E-05	1.19E-06	5.05E-04
3:Del:R:5	8.54E-06	1.87E-05	8.66E-05	6.51E-06	5.34E-10	6.18E-04
4:Del:R:0	4.66E-06	1.06E-05	6.25E-05	6.74E-05	1.14E-04	5.36E-10
4:Del:R:1	1.36E-05	2.77E-05	1.17E-04	7.45E-05	2.06E-04	2.46E-04
4:Del:R:2	6.54E-06	0.00E+00	4.04E-05	1.87E-05	1.06E-04	3.52E-05
4:Del:R:3	1.02E-05	2.86E-06	3.93E-05	2.66E-05	6.20E-05	2.92E-04
4:Del:R:4	5.59E-06	1.15E-05	4.65E-05	1.20E-05	1.70E-05	2.89E-04
4:Del:R:5	5.64E-06	1.34E-05	2.75E-05	9.73E-06	3.01E-05	8.66E-05
5:Del:R:0	1.44E-06	7.78E-05	2.36E-04	3.61E-04	1.12E-03	4.75E-05
5:Del:R:1	8.75E-06	4.25E-05	6.54E-05	7.38E-05	2.02E-04	4.26E-05
5:Del:R:2	2.97E-06	1.78E-05	3.59E-05	2.56E-05	5.67E-05	6.76E-05
5:Del:R:3	2.90E-06	4.97E-06	1.76E-05	1.18E-05	3.57E-05	4.34E-05
5:Del:R:4	1.42E-06	1.80E-06	5.64E-06	4.29E-06	2.07E-05	1.67E-05
5:Del:R:5	1.79E-06	1.15E-06	6.98E-06	5.26E-06	2.99E-07	5.92E-06
2:Ins:R:0	2.26E-05	4.73E-05	8.34E-05	6.93E-05	4.78E-04	1.84E-05
2:Ins:R:1	8.87E-06	3.85E-05	7.71E-05	9.92E-06	1.45E-04	1.30E-05
2:Ins:R:2	1.17E-05	3.64E-05	6.54E-05	2.40E-05	1.00E-04	3.81E-05
2:Ins:R:3	1.25E-05	2.27E-05	3.81E-05	2.70E-05	8.41E-05	6.20E-05
2:Ins:R:4	2.15E-05	2.96E-05	1.23E-05	1.66E-05	7.76E-05	3.38E-05
2:Ins:R:5	4.35E-05	7.18E-05	4.23E-05	6.36E-05	2.54E-04	1.80E-04
3:Ins:R:0	5.93E-06	2.19E-05	4.64E-05	4.15E-05	2.43E-04	4.60E-05
3:Ins:R:1	8.78E-06	4.25E-05	7.73E-05	8.50E-06	1.07E-04	1.75E-05
3:Ins:R:2	1.11E-06	1.48E-05	3.21E-05	2.49E-05	3.85E-05	2.61E-05
3:Ins:R:3	2.76E-06	6.96E-06	1.03E-05	1.07E-05	3.77E-06	3.83E-06
3:Ins:R:4	5.02E-06	7.09E-06	1.20E-05	1.25E-05	3.13E-05	6.32E-10
3:Ins:R:5	1.24E-05	2.13E-05	7.46E-06	1.89E-05	2.64E-05	2.02E-05
4:Ins:R:0	1.56E-05	1.64E-05	5.14E-05	3.65E-05	3.89E-04	1.65E-05
4:Ins:R:1	4.96E-06	4.86E-05	8.70E-05	2.20E-05	9.61E-05	5.05E-05
4:Ins:R:2	4.57E-06	1.28E-05	2.89E-05	1.91E-05	4.30E-05	1.22E-05
4:Ins:R:3	4.95E-06	1.05E-05	1.70E-05	1.55E-05	3.65E-05	6.90E-10
4:Ins:R:4	4.59E-06	1.79E-05	3.07E-05	3.05E-06	4.41E-05	3.14E-05
4:Ins:R:5	4.85E-06	2.21E-05	3.90E-05	2.24E-05	4.45E-05	3.72E-05
5:Ins:R:0	8.35E-11	0.00E+00	1.22E-06	3.70E-05	2.82E-03	3.13E-05
5:Ins:R:1	0.00E+00	8.35E-05	1.86E-04	1.02E-04	2.89E-04	6.50E-05
5:Ins:R:2	2.59E-06	2.02E-05	3.09E-05	2.31E-05	4.66E-05	3.05E-05
5:Ins:R:3	1.21E-06	1.02E-05	2.77E-05	7.64E-06	2.84E-05	5.31E-10
5:Ins:R:4	2.81E-06	1.06E-05	2.08E-05	6.51E-06	1.17E-05	6.51E-06
5:Ins:R:5	7.52E-07	3.95E-06	1.45E-05	5.44E-06	3.20E-05	2.38E-05
2:Del:M:1	2.44E-05	6.79E-05	1.67E-04	8.24E-05	3.19E-04	7.41E-05
3:Del:M:1	5.57E-06	6.08E-06	5.86E-05	6.35E-05	9.96E-05	8.79E-05
3:Del:M:2	1.52E-05	4.64E-05	1.09E-04	7.02E-05	1.52E-04	6.56E-05
4:Del:M:1	8.16E-06	2.81E-06	6.11E-05	6.11E-05	1.36E-04	4.86E-10
4:Del:M:2	8.49E-06	2.38E-05	8.61E-05	8.12E-05	1.25E-04	7.28E-05
4:Del:M:3	1.15E-05	8.70E-06	8.77E-05	6.49E-05	1.70E-04	1.49E-04
5:Del:M:1	1.31E-05	8.72E-05	2.27E-04	3.93E-04	6.05E-04	9.31E-05
5:Del:M:2	1.15E-06	9.27E-05	2.21E-04	5.50E-04	2.96E-04	3.29E-05
5:Del:M:3	1.44E-05	4.36E-05	9.38E-05	4.63E-04	2.58E-04	5.78E-05
5:Del:M:4	3.66E-06	2.50E-05	3.86E-05	2.62E-04	1.55E-04	3.13E-05
5:Del:M:5	1.12E-05	6.55E-05	1.30E-04	2.78E-04	2.40E-04	1.21E-04
