Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP29914	3.11E+00	4.17E+00	3.59E+00	3.99E+00	9.28E-01	5.65E+00	1.09E+00
SP31046	7.09E-01	1.15E+00	4.82E-01	8.96E-01	3.08E-01	5.63E-01	8.03E-01
SP31334	1.20E+00	4.41E+00	2.43E+00	2.39E+00	6.11E-01	6.97E+00	1.01E+00
SP30011	9.88E-01	2.52E+00	1.48E+00	2.53E+00	0.00E+00	2.32E+00	1.25E+00
SP31174	1.34E+00	2.06E+00	1.18E+00	2.13E+00	3.14E-01	1.58E+00	1.04E+00
SP32662	1.89E+00	2.63E+00	1.44E+00	2.78E+00	7.75E-01	2.58E+00	1.19E+00
SP31126	2.13E+00	5.12E+00	2.97E+00	5.14E+00	7.73E-01	5.90E+00	2.06E+00
SP32958	1.42E+00	2.52E+00	1.26E+00	1.58E+00	4.93E-01	1.65E+00	1.04E+00
SP31422	1.87E+00	4.62E+00	2.27E+00	3.63E+00	9.17E-01	5.32E+00	1.07E+00
SP33496	2.61E+00	7.13E+00	3.55E+00	2.23E+00	5.66E-01	9.76E+00	1.17E+00
SP34005	7.80E-01	1.37E+00	1.07E+00	1.33E+00	3.44E-01	9.87E-01	7.29E-01
SP30113	9.56E+00	4.78E+00	1.10E+01	3.44E+00	3.04E-01	6.21E+00	7.49E-01
SP31030	2.65E+00	3.21E+00	1.07E+00	1.88E+00	4.69E-01	2.60E+00	2.41E+00
SP33544	2.02E+00	6.77E+00	3.42E+00	5.29E+00	8.04E-01	8.06E+00	1.00E+00
SP33688	2.85E+00	4.92E+00	1.12E+00	4.98E+00	5.03E-01	2.19E+00	5.97E-01
SP30907	1.81E+00	4.64E+00	4.63E+00	2.89E+00	3.38E-01	1.07E+01	9.81E-01
SP30185	4.15E-01	9.01E-01	7.88E-01	7.34E-01	0.00E+00	1.13E+00	6.66E-01
SP33837	6.68E-01	1.39E+00	1.10E+00	1.15E+00	2.00E-01	1.15E+00	1.07E+00
SP31790	1.43E+00	2.07E+00	9.83E-01	1.75E+00	5.21E-01	1.41E+00	1.38E+00
SP30143	9.90E-01	1.97E+00	9.81E-01	1.17E+00	1.12E-01	1.27E+00	1.09E+00
SP30071	2.01E+00	6.29E+00	4.25E+00	2.10E+00	0.00E+00	9.56E+00	1.60E+00
SP30493	5.52E-01	1.20E+00	8.68E-01	1.01E+00	3.31E-01	1.11E+00	8.99E-01
SP32014	1.58E+00	2.24E+00	6.86E-01	1.40E+00	0.00E+00	1.12E+00	1.15E+00
SP30332	5.96E+00	3.87E+00	7.10E+00	2.16E+00	7.02E-01	4.44E+00	1.81E+00
SP31814	1.20E+00	1.75E+00	1.07E+00	1.57E+00	3.87E-01	9.58E-01	8.00E-01
SP29987	2.27E+00	1.24E+01	5.94E+00	3.62E+00	8.26E-01	1.89E+01	1.84E+00
SP30083	1.08E+00	1.91E+00	9.12E-01	1.30E+00	3.65E-01	1.72E+00	7.82E-01
SP32742	1.32E+00	2.71E+00	1.38E+00	1.94E+00	6.50E-01	1.70E+00	1.38E+00
SP115162	5.51E-01	1.26E+00	7.68E-01	1.33E+00	4.23E-01	1.44E+00	7.06E-01
SP29940	1.31E+00	1.67E+00	9.86E-01	1.19E+00	3.07E-01	1.20E+00	1.39E+00
SP30843	5.59E-01	1.15E+00	4.74E-01	9.34E-01	3.39E-01	9.80E-01	7.60E-01
SP32222	1.54E-01	1.28E-01	9.89E-02	0.00E+00	2.10E-01	1.41E-02	1.15E-01
SP31190	1.70E+00	6.47E+00	2.84E+00	3.33E+00	3.40E-01	8.68E+00	1.04E+00
SP30077	2.55E+00	9.22E+00	5.07E+00	3.54E+00	5.57E-01	1.44E+01	1.46E+00
SP32694	2.07E+00	6.91E+00	3.24E+00	3.18E+00	4.67E-01	8.66E+00	1.55E+00
SP33774	7.67E-01	1.60E+00	9.08E-01	1.39E+00	0.00E+00	1.23E+00	7.36E-01
SP30093	1.43E+00	2.14E+00	9.76E-01	1.20E+00	4.69E-01	1.73E+00	1.31E+00
SP33094	1.61E+00	4.44E+00	2.15E+00	2.19E+00	6.79E-01	6.12E+00	1.15E+00
SP30803	1.10E+00	3.64E+00	2.63E+00	2.44E+00	7.21E-01	5.64E+00	7.92E-01
SP30675	6.85E+00	1.57E+00	8.13E+00	1.31E+00	7.81E-01	6.25E+00	1.25E+00
SP31854	2.73E+00	9.92E+00	5.47E+00	4.44E+00	3.98E-01	1.60E+01	1.45E+00
SP31606	7.13E-01	1.64E+00	7.11E-01	1.15E+00	3.94E-01	1.08E+00	7.23E-01
SP30213	9.10E-01	1.61E+00	8.43E-01	1.35E+00	3.41E-01	1.06E+00	9.54E-01
SP32894	5.68E-01	1.29E+00	8.40E-01	9.51E-01	0.00E+00	7.34E-01	8.37E-01
SP117260	1.02E+00	2.04E+00	1.85E+00	2.03E+00	2.68E-01	2.70E+00	1.10E+00
SP117124	1.75E+00	2.36E+00	1.06E+00	1.52E+00	2.71E-01	1.52E+00	1.35E+00
SP117932	1.83E+00	2.72E+00	1.20E+00	1.87E+00	3.00E-02	1.99E+00	1.35E+00
SP117189	5.31E-01	9.69E-01	7.17E-01	7.38E-01	4.83E-01	7.05E-01	6.01E-01
SP117217	2.46E-01	3.27E-01	3.28E-01	4.20E-01	4.23E-01	4.13E-01	1.11E-01
SP117779	1.47E+00	1.69E+00	8.63E-01	1.38E+00	5.37E-01	9.92E-01	1.17E+00
SP117376	3.27E+00	3.88E+00	1.24E+00	2.33E+00	4.68E-01	1.91E+00	1.58E+00
SP117681	7.56E-01	1.25E+00	7.71E-01	8.73E-01	4.00E-01	1.22E+00	5.53E-01
SP117408	6.51E-01	1.03E+00	7.13E-01	8.75E-01	2.31E-01	1.08E+00	4.99E-01
SP118015	1.31E+00	1.70E+00	8.13E-01	1.99E+00	7.17E-01	2.35E+00	1.31E+00
SP117509	2.11E+00	2.83E+00	1.12E+00	2.01E+00	0.00E+00	1.93E+00	1.41E+00
SP117482	1.67E+00	2.30E+00	1.17E+00	1.92E+00	9.20E-02	2.37E+00	9.28E-01
SP117003	1.39E+00	2.20E+00	3.67E-01	2.35E+00	0.00E+00	1.95E+00	1.16E+00
CPCT02060034T	2.97E-01	1.11E+00	1.24E+00	1.74E+00	1.66E+00	1.67E+00	7.56E-01
CPCT02020356T	1.35E+00	2.61E+00	1.44E+00	1.42E+00	1.49E+00	2.81E+00	6.95E-01
CPCT02050063T	1.01E+00	2.39E+00	1.70E+00	3.48E+00	2.08E+00	3.47E+00	1.27E+00
CPCT02030275T	1.14E+00	2.94E+00	1.84E+00	3.40E+00	2.09E+00	3.08E+00	1.35E+00
CPCT02070033T	1.00E+00	1.73E+00	1.05E+00	1.62E+00	1.08E+00	1.46E+00	7.91E-01
CPCT02030294T	2.02E+00	6.04E+00	5.54E+00	4.74E+00	2.27E+00	1.38E+01	1.39E+00
CPCT02070038T	1.61E+00	3.65E+00	1.70E+00	1.18E+00	1.28E+00	3.91E+00	8.63E-01
CPCT02080179T	1.15E+00	1.70E+00	1.64E+00	2.20E+00	2.16E+00	1.94E+00	1.62E+00
CPCT02010866TII	4.27E+00	5.48E+00	4.81E+00	3.72E+00	3.09E+00	5.17E+00	1.61E+00
CPCT02330133T	3.44E+00	1.23E+01	1.25E+01	6.24E+00	1.79E+00	2.83E+01	1.78E+00
CPCT02050427T	2.15E+00	5.38E+00	2.42E+00	2.38E+00	2.39E+00	6.46E+00	1.16E+00
DRUP01030028T	4.52E+00	4.81E+00	2.21E+00	3.58E+00	2.55E+00	1.59E+00	7.74E+00
CPCT02080193T	1.54E+00	4.90E+00	2.41E+00	2.36E+00	1.94E+00	6.56E+00	1.09E+00
CPCT02030556T	2.39E+00	6.74E+00	5.07E+00	4.03E+00	2.88E+00	8.92E+00	1.21E+00
CPCT02120111T	5.64E-01	9.93E-01	1.75E-01	1.22E+00	1.34E+00	7.63E-01	5.17E-01
CPCT02050341T	8.87E-01	1.48E+00	9.46E-01	1.24E+00	1.65E+00	9.76E-01	7.17E-01
WIDE01010210T	8.51E-01	1.43E+00	1.00E+00	1.06E+00	1.04E+00	1.54E+00	8.71E-01
WIDE01010208T	4.26E+00	6.07E-02	1.00E+00	1.58E-01	1.55E+00	1.51E+01	1.38E+01
CPCT02290033T	1.79E+00	3.59E+00	3.16E+00	2.73E+00	1.34E+00	4.86E+00	1.34E+00
CPCT02070323T	7.27E-01	1.55E+00	9.07E-01	1.31E+00	1.33E+00	1.15E+00	7.74E-01
WIDE01010450T	2.41E+00	3.70E+00	1.01E+00	1.70E+00	1.35E+00	2.77E+00	2.30E+00
CPCT02090049T	2.48E+00	3.41E+00	4.58E-01	2.69E+00	2.40E+00	9.79E+00	9.10E+00
CPCT02010866T	3.58E+00	4.94E+00	4.49E+00	5.04E+00	2.68E+00	6.78E+00	1.95E+00
CPCT02070363T	1.79E+00	3.00E+00	1.61E+00	4.31E+00	3.06E+00	2.14E+00	1.72E+00
CPCT02060222T	5.73E-01	8.32E-01	8.04E-01	1.29E+00	1.52E+00	6.41E-01	6.66E-01
CPCT02080251T	3.01E+00	1.02E+01	4.14E+00	5.45E+00	3.31E+00	1.27E+01	2.22E+00
CPCT02070384T	1.58E+00	2.50E+00	1.07E+00	2.37E+00	2.00E+00	1.55E+00	9.24E-01
CPCT02070386T	2.45E+00	4.63E+00	3.29E+00	6.04E+00	4.53E+00	5.03E+00	2.09E+00
