Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP29914	406	440	361	105	23	137	5
SP31046	17	109	0	28	3	3	26
SP31334	40	140	76	181	8	65	20
SP30011	14	224	47	344	7	44	26
SP31174	88	202	34	82	0	62	24
SP32662	128	292	39	151	6	84	39
SP31126	122	220	259	646	42	187	76
SP32958	33	434	14	24	6	18	27
SP31422	138	172	97	205	13	149	25
SP33496	306	491	209	112	7	62	11
SP34005	14	133	33	48	2	13	16
SP30113	159	51	3331	0	0	41	0
SP31030	317	482	24	38	7	23	91
SP33544	81	327	169	361	1	257	0
SP33688	48	294	0	1003	0	0	0
SP30907	80	108	266	194	0	74	15
SP30185	6	38	14	23	0	0	22
SP33837	15	99	39	36	0	25	23
SP31790	115	153	21	104	8	32	43
SP30143	26	161	23	57	2	23	32
SP30071	150	211	210	61	0	130	50
SP30493	9	58	26	34	3	21	35
SP32014	157	150	7	77	1	11	25
SP30332	223	63	1961	0	12	47	69
SP31814	52	180	24	106	4	0	19
SP29987	172	331	172	187	27	197	42
SP30083	70	139	13	55	4	33	23
SP32742	36	308	54	51	7	41	46
SP115162	6	81	11	39	1	46	20
SP29940	81	187	16	23	3	25	48
SP30843	10	95	3	28	5	10	19
SP32222	0	0	4	0	1	0	0
SP31190	82	274	81	94	2	164	6
SP30077	189	252	185	241	0	165	57
SP32694	140	274	98	107	6	157	36
SP33774	11	162	31	63	0	17	13
SP30093	174	151	19	32	8	21	36
SP33094	121	233	57	100	10	70	55
SP30803	20	131	178	238	10	65	2
SP30675	148	11	2332	0	20	0	3
SP31854	146	452	295	330	0	212	36
SP31606	7	251	0	26	6	20	9
SP30213	22	173	17	59	1	28	21
SP32894	13	145	16	40	4	2	12
SP117260	43	41	97	90	4	69	36
SP117124	205	156	42	77	1	28	57
SP117932	186	249	28	46	0	52	52
SP117189	11	38	15	25	7	0	15
SP117217	3	5	3	7	4	4	0
SP117779	105	64	18	90	1	18	36
SP117376	832	154	21	88	5	60	95
SP117681	42	27	21	16	6	15	15
SP117408	22	8	21	38	1	14	5
SP118015	74	144	13	28	3	64	44
SP117509	276	254	27	93	0	65	30
SP117482	177	152	55	56	1	62	15
SP117003	108	151	0	276	0	0	13
CPCT02060034T	0	52	57	97	64	39	12
CPCT02020356T	62	165	48	30	103	10	10
CPCT02050063T	31	75	114	236	75	130	31
CPCT02030275T	21	255	85	291	108	78	36
CPCT02070033T	26	167	30	50	48	46	18
CPCT02030294T	83	117	277	322	136	59	49
CPCT02070038T	48	341	49	0	100	32	18
CPCT02080179T	71	33	80	192	185	26	40
CPCT02010866TII	320	923	887	66	180	63	20
CPCT02330133T	90	300	535	488	73	170	34
CPCT02050427T	119	423	93	99	101	113	25
DRUP01030028T	34	31	25	62	78	0	1445
CPCT02080193T	76	271	95	162	160	88	23
CPCT02030556T	156	411	441	368	136	161	18
CPCT02120111T	18	31	0	0	143	0	4
CPCT02050341T	17	174	15	11	157	0	8
WIDE01010210T	35	69	39	26	36	5	17
WIDE01010208T	663	0	0	7	49	2	815
CPCT02290033T	103	135	252	215	83	82	32
CPCT02070323T	10	149	24	53	116	12	12
WIDE01010450T	246	465	14	11	64	39	108
CPCT02090049T	52	310	0	62	150	11	574
CPCT02010866T	243	750	810	239	157	89	31
CPCT02070363T	64	193	0	556	257	0	10
CPCT02060222T	11	32	20	22	101	1	12
CPCT02080251T	164	529	239	753	240	200	55
CPCT02070384T	96	352	4	77	178	22	8
CPCT02070386T	275	507	231	341	228	210	74
DRUP01070051T	52	173	63	322	175	95	11
CPCT02080137T	294	42	246	89	365	18	45
CPCT02080157T	36244	1128	321	0	909	0	400
CPCT02330128T	14	129	85	441	104	72	35
CPCT02070030T	1	5	3	0	97	0	0
DRUP01050009T	110	335	367	202	173	41	58
CPCT02070225T	44	156	0	0	337	0	29
CPCT02070230T	6	124	82	333	131	114	20
DRUP01070022T	401	30	78	66	131	76	173
DRUP01050010T	0	0	53	183	136	54	5
CPCT02050161T	73	291	163	137	54	37	51
CPCT02050174T	15	190	40	46	71	29	14
CPCT02050172T	291	598	142	582	128	136	81
CPCT02050186T	474	278	216	110	126	116	35
DRUP01070016T	0	33	125	284	54	168	21
CPCT02080120T	37	206	62	65	59	92	35
CPCT02030351T	135	141	57	267	478	95	36
CPCT02060119T	29	149	22	0	236	15	20
CPCT02080136T	162	448	0	56	98	4	50
DRUP01010035T	5	24	0	3	126	0	3
CPCT02070039T	13	54	55	266	57	72	1
CPCT02030302T	44	235	39	51	72	20	7
CPCT02070053T	0	0	0	0	16	1494	0
CPCT02070065T	18	35	22	26	51	9	27
DRUP01070003T	4	81	27	45	32	15	24
CPCT02070099T	9	37	28	21	41	10	8
CPCT02020473T	10	57	25	21	37	23	10
DRUP01070009T	103	636	1	30	67	35	36
CPCT02030324T	363	387	69	211	101	68	41
CPCT02030330T	110	601	217	364	175	25	22
CPCT02050151T	26	139	11	24	46	34	16
CPCT02070128T	0	33	123	290	45	179	22
CPCT02080099T	162	282	43	313	65	69	51
DRUP01030004T	91	138	308	345	83	84	57
CPCT02070265T	109	368	38	206	77	51	60
CPCT02080040T	146	389	105	183	118	10	50
WIDE01010705T	41	33	36	21	66	38	18
