Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP85623	5	1	3	0	0	0	18	0	13	0	0	0	24	0	4	0
SP85491	0	0	0	0	0	0	16	4	13	0	0	26	39	0	0	0
SP87582	1	0	2	0	0	0	0	0	4	0	7	5	0	0	10	34
SP89090	0	2	3	14	2	0	0	0	1	3	0	0	23	24	0	0
SP85511	7	0	7	0	0	2	0	22	0	0	10	57	11	0	2	39
SP85952	0	0	0	0	0	0	0	23	0	8	4	3	0	16	1	0
SP85840	6	0	0	0	0	0	5	9	0	28	0	11	13	9	11	0
SP87675	3	11	0	0	4	0	0	0	7	16	19	0	0	0	7	0
SP85836	0	0	1	15	3	0	0	0	20	0	63	4	42	0	7	0
SP120767	0	0	3	2	3	0	51	0	10	35	18	0	15	0	1	0
SP105708	11	6	0	0	0	0	11	1	15	9	0	28	0	8	7	0
SP85818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP105922	1	0	0	0	0	0	0	0	16	20	15	0	0	9	0	0
SP86118	5	0	0	0	8	0	0	1	38	0	0	39	0	0	3	0
SP86306	4	0	0	72	0	0	0	0	33	0	0	14	0	34	0	2
SP87099	0	1	2	3	22	0	7	0	30	10	0	21	0	0	7	0
SP87434	4	10	0	0	0	0	0	0	0	21	0	9	21	0	5	0
SP85864	0	0	2	8	3	0	0	0	0	0	0	0	0	0	11	0
SP105807	0	6	0	0	6	3	0	9	0	0	0	0	24	56	0	0
SP89291	2	7	0	0	0	0	0	0	22	0	13	0	0	0	8	0
SP88050	0	9	0	4	0	0	0	2	20	0	0	0	0	0	7	0
SP88593	1	5	0	0	0	0	0	0	3	55	0	0	0	0	8	0
SP88158	1	2	0	0	0	0	0	0	18	5	1	0	0	0	2	0
SP87534	0	0	4	77	0	0	55	0	0	29	0	0	11	1	8	0
SP88776	0	7	1	0	0	0	0	0	0	4	38	0	6	46	1	0
SP85725	0	13	0	1	1	0	1	4	0	0	0	0	64	0	0	0
SP86660	0	4	1	39	0	0	20	0	4	55	26	0	0	0	9	4
SP87903	0	7	0	0	0	0	0	0	0	0	0	24	9	8	0	0
SP88098	0	0	0	0	0	0	20	85	0	0	0	0	0	16	0	0
SP85487	0	20	0	83	18	0	0	26	0	0	0	65	5	0	4	20
SP105759	10	0	3	0	0	0	0	0	0	25	0	0	0	6	5	11
SP86775	0	0	2	0	0	0	0	0	0	0	0	7	9	0	2	0
SP88322	2	10	0	12	0	0	0	0	19	0	10	0	4	36	0	0
SP85582	1	6	0	0	4	0	7	0	0	30	4	0	4	0	12	19
SP87446	0	0	0	77	8	0	0	8	22	2	0	16	0	26	17	25
SP87337	2	0	0	0	0	0	0	0	2	11	8	0	10	3	4	0
SP86929	0	5	7	29	0	0	0	40	31	0	10	17	13	0	3	2
SP86130	6	6	0	0	0	0	0	0	0	0	8	7	2	30	14	0
SP86425	12	4	0	0	8	3	0	0	79	0	0	0	0	7	0	23
SP85495	4	0	0	0	0	1	0	0	0	14	0	0	0	0	10	0
SP85787	0	0	3	0	0	0	0	0	0	27	0	0	0	0	11	0
SP86836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
SP89245	4	2	0	0	0	0	0	0	0	5	11	0	4	0	0	6
SP86989	0	10	0	0	5	0	51	0	14	0	24	39	0	0	8	0
SP88757	0	2	2	0	0	0	13	0	3	2	37	0	0	0	0	0
SP85733	4	0	4	0	0	0	9	0	23	0	10	0	0	44	5	0
SP85737	0	0	0	0	0	0	12	0	0	0	0	3	0	8	2	0
SP85647	0	5	0	0	2	0	0	0	14	0	0	26	4	4	12	0
CPCT02011098T	8	0	31	0	0	105	0	0	0	0	44	0	0	0	0	0
WIDE01010618T	0	702	55	163	87	0	0	0	0	0	8	0	0	0	1	0
WIDE01010310T	0	86	54	0	515	0	12	0	6	25	59	0	0	0	0	0
CPCT02080230T	0	37	92	0	0	216	0	0	7	20	0	0	17	0	0	0
CPCT02010914T	0	21	131	0	0	5	0	0	0	0	0	0	0	0	0	73
DRUP01010057T	53	61	185	0	60	0	76	225	0	0	0	0	26	0	15	0
CPCT02010635T	0	25	406	0	122	0	150	44	0	0	0	0	0	0	2	0
WIDE01010556T	2927	422	0	153	0	424	0	0	0	0	0	0	0	0	0	0
WIDE01010540T	0	60	29	210	47	21	67	65	1	0	0	11	0	0	0	0
