Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP97749	0	64	8	37	22	46	112	0	0	0	10	24	6	10	17	0	7
SP49235	12	82	30	0	19	10	109	11	4	66	4	34	18	18	0	0	10
SP50177	2	84	16	171	10	0	1	64	0	92	17	0	13	7	21	0	3
SP97775	48	170	68	0	118	165	10	134	0	106	112	0	17	0	0	45	13
SP97685	9	79	0	74	113	36	0	0	0	109	32	4	10	17	0	16	2
SP97747	12	89	104	52	53	48	22	24	0	0	28	0	19	67	55	2	10
SP97771	18	95	75	81	71	103	46	29	0	48	16	0	9	50	0	30	5
SP97681	39	77	79	45	43	37	192	80	17	0	38	0	18	23	0	5	2
SP98082	22	125	33	7	29	159	0	81	17	0	15	0	42	64	15	22	10
SP49334	3	42	14	33	28	15	59	47	0	0	13	214	12	0	0	2	2
SP49124	32	100	22	84	547	42	12	91	4	0	5	0	167	132	0	30	12
SP115501	34	199	11	17	0	71	0	0	173	21	10	0	28	0	0	9	7
SP98305	50	328	111	96	23	84	54	0	217	6	68	0	50	32	0	37	5
SP49247	38	133	120	91	46	141	80	0	134	0	19	0	33	26	0	40	2
SP49328	16	26	75	0	35	22	0	0	48	40	0	280	16	0	0	3	7
SP98092	19	37	0	32	23	65	14	0	0	0	9	250	34	20	32	2	14
SP120755	2	7	0	9	12	65	0	14	0	0	0	0	6	0	22	0	2
SP49417	31	123	29	35	34	82	30	82	48	55	23	0	42	0	58	0	2
SP49175	13	341	67	42	14	0	16	70	0	14	7	0	9	19	28	1	1
SP49223	4	87	3	4	22	0	0	33	0	0	6	40	46	11	25	4	0
SP49187	20	57	121	47	41	0	3	1	0	45	30	0	1	3	45	0	3
SP49157	14	60	193	30	23	37	71	35	0	0	20	134	22	19	25	25	2
SP49379	13	231	87	98	29	0	0	88	0	0	20	0	17	29	2	35	2
SP49541	50	172	85	28	20	0	70	0	0	164	22	46	84	31	44	12	6
SP98164	21	155	168	94	43	86	107	2	0	44	29	0	26	12	49	45	1
SP49481	9	0	0	0	36	27	94	5	0	0	7	0	4	0	0	0	0
SP98078	6	46	82	114	88	0	127	6	53	162	13	0	12	39	1	32	4
SP106677	26	116	14	27	14	46	48	35	0	46	26	1	25	18	56	0	0
SP106743	10	42	0	0	2	0	0	0	0	54	4	72	12	0	58	5	8
SP98359	44	223	22	62	49	0	56	25	27	75	28	0	27	0	30	24	10
SP98192	5	304	17	17	7	0	6	34	0	0	5	0	14	25	5	3	0
SP98053	25	135	81	21	39	82	122	7	32	0	17	75	5	63	0	52	5
SP106631	7	11	40	76	40	0	0	0	0	0	109	119	13	0	0	7	3
SP49551	17	84	114	0	10	98	0	37	46	0	27	0	10	23	11	1	4
SP49651	0	95	9	2	92	34	0	56	23	0	4	0	440	0	22	12	9
SP98265	30	201	23	58	51	106	0	39	0	0	18	102	15	167	18	16	4
SP98297	30	78	180	79	66	94	0	128	0	28	24	0	16	0	0	24	7
SP98060	3	0	9	0	0	34	0	20	0	0	3	0	3	0	18	0	0
SP98289	11	80	73	13	41	0	0	202	0	0	50	187	54	0	11	32	4
SP115498	68	50	174	41	0	130	0	38	300	0	22	0	8	65	0	7	19
SP98096	26	86	86	26	27	0	13	0	76	57	33	218	12	58	0	8	9
SP49114	16	87	139	31	130	189	247	36	0	0	36	0	39	58	32	45	11
SP98090	97	730	351	97	16	141	0	55	144	146	29	0	14	0	0	59	0
SP49286	13	95	74	115	47	0	66	5	0	114	19	0	12	0	0	37	6
SP49469	52	152	0	35	62	89	27	8	0	0	21	81	42	47	49	15	2
SP49205	27	86	0	16	20	32	19	0	61	0	8	0	44	31	7	16	3
SP98327	7	42	43	89	34	26	53	6	0	0	22	238	11	12	0	20	7
SP49449	17	243	0	6	4	5	0	0	7	48	4	0	8	31	0	22	0
SP49391	4	70	0	43	45	20	116	0	0	0	2	0	4	2	16	5	5
SP49531	85	321	178	164	43	5	0	54	65	101	10	0	25	0	0	31	13
SP49322	45	254	0	38	7	94	0	21	0	28	15	75	14	10	6	19	7
SP49433	16	122	15	24	23	32	40	42	0	0	24	0	3	6	26	7	0
SP109384	14	74	32	0	34	58	0	39	10	0	2	0	22	6	48	1	4
SP98065	37	0	18	91	40	0	63	100	160	76	7	0	6	0	0	10	7
SP49591	47	95	12	0	11	79	7	52	0	21	17	0	31	0	0	27	0
SP49385	9	80	16	0	67	95	216	31	0	17	22	0	36	27	0	13	2
SP98313	28	357	13	35	3	0	39	0	0	46	10	0	14	57	0	20	8
SP49119	26	159	41	51	15	58	61	61	25	26	22	0	6	34	0	27	6
SP109301	42	104	156	5	37	79	85	48	53	0	31	92	1	0	8	10	0
SP115830	26	191	20	47	9	0	0	0	0	70	14	114	21	45	7	8	2
SP49229	0	615	0	0	4	0	6	35	141	25	30	0	9	33	0	0	1
SP98853	17	105	59	0	44	39	197	12	89	0	158	137	37	29	0	0	7
SP98855	6	177	38	43	39	59	26	29	0	0	7	5	11	0	27	13	3
SP98859	18	169	7	43	29	67	57	3	0	0	4	0	41	0	0	0	2
SP98865	25	77	0	18	23	5	0	0	0	46	18	0	0	28	37	6	0
SP98879	19	18	77	10	46	19	129	27	53	48	15	11	19	46	0	7	1
SP98871	13	92	21	37	16	5	0	112	0	0	35	0	9	61	0	4	0
SP98867	27	213	136	72	76	0	0	54	0	57	56	0	50	51	0	23	0
SP98861	38	57	126	0	37	172	0	99	31	0	18	0	85	36	38	26	10
SP98877	10	38	129	31	30	0	44	15	0	28	33	105	11	22	0	22	10
SP98889	28	134	89	107	61	0	14	25	0	17	58	126	24	107	1	9	13
SP98887	35	132	142	202	41	0	0	35	125	58	73	0	35	19	0	22	8
SP98875	15	179	106	104	76	9	48	101	0	0	41	91	14	6	0	14	5
SP98851	7	20	7	0	10	1	26	0	2	0	3	21	8	0	11	4	0
SP98833	10	17	35	0	1	20	59	18	13	75	14	0	42	47	0	0	3
SP98873	19	131	166	95	34	0	0	25	0	139	31	0	52	34	0	27	0
SP98883	34	261	68	9	9	0	130	16	0	85	36	0	40	10	20	22	1
SP98849	1	0	24	13	25	23	0	58	69	0	37	0	12	18	5	15	7
SP98869	35	147	14	41	23	0	64	0	87	4	10	0	7	7	43	1	8
SP98893	43	186	64	63	7	73	0	54	115	0	121	0	32	125	0	9	2
SP98847	22	72	86	0	37	46	56	22	82	31	0	0	3	3	0	15	2
SP98881	26	25	23	0	82	0	4	121	78	115	49	194	33	45	2	10	11
SP98841	11	34	103	45	0	0	0	27	18	0	10	23	36	37	27	5	2
SP98845	8204	0	15	184	0	0	0	0	0	0	0	767	0	0	0	43	1
SP98839	20	45	13	0	29	0	246	42	11	45	0	19	8	10	35	12	2
SP98843	10	0	86	65	24	0	0	21	105	28	15	44	16	3	6	7	0
SP98863	2	61	15	10	19	0	5	16	24	0	4	56	1	0	5	10	0
SP98891	30	37	111	0	68	21	36	0	0	10	38	201	13	13	0	19	7
SP98885	36	103	120	24	57	0	59	42	17	0	129	20	28	20	36	13	9
SP107047	17	93	175	28	70	98	75	65	1	0	54	76	24	10	0	18	3
SP107050	11	128	75	63	16	94	0	54	0	67	23	0	0	0	0	4	0
SP99261	20	68	94	0	50	12	121	38	1	0	23	106	22	9	26	10	1
SP107052	19	110	47	60	11	36	14	22	40	0	26	0	21	25	31	0	0
SP99269	15	87	108	37	34	92	0	41	0	9	20	0	21	17	0	3	0
SP99271	5	19	113	21	16	33	1	60	0	0	15	0	0	8	0	0	0
SP107056	27	195	179	72	46	25	24	0	24	83	37	90	22	82	0	19	1
SP107060	27	167	89	77	52	51	22	0	0	0	8	0	23	0	72	0	4
SP99279	8	129	97	83	47	0	58	3	0	51	22	41	1	0	42	1	3
SP107063	11	64	38	0	21	83	0	48	0	0	27	0	26	4	36	0	0
SP107068	27	196	67	76	14	55	0	4	25	0	23	0	7	30	21	7	0
SP107071	22	89	151	24	93	87	0	111	20	92	44	0	3	7	16	15	2
SP107073	0	5	15	0	0	1	0	1	0	24	0	0	3	0	0	0	0
SP98896	35	210	148	57	74	122	121	19	92	0	44	0	25	0	0	24	9
SP99003	37	314	47	104	54	58	0	1	0	0	28	89	17	50	29	8	6
SP107076	29	90	142	129	616	2	122	54	0	116	19	0	199	163	0	30	19
SP107078	17	51	32	28	32	57	0	16	20	0	13	0	20	26	12	0	2
SP107080	31	105	65	5	210	8	0	49	0	133	13	0	70	40	11	29	13
SP98898	12	180	100	22	40	0	176	0	0	106	17	0	0	6	19	20	8
SP107084	18	115	104	0	38	74	166	0	0	0	17	0	18	23	40	0	18
SP107088	17	35	7	58	35	9	8	0	0	0	5	43	8	11	22	0	4
SP107091	34	99	88	23	33	71	84	48	113	0	15	0	15	5	7	13	7
SP107094	11	51	35	23	7	15	0	25	0	0	9	0	3	12	10	3	0
SP112224	25	89	55	10	33	67	93	38	0	0	17	0	33	63	23	22	5
SP107097	12	101	21	9	28	22	133	18	0	81	1	78	1	11	0	13	5
SP107101	45	224	178	9	107	226	0	167	0	51	156	0	20	12	0	20	3
SP98900	13	101	21	0	23	130	0	17	0	21	45	117	13	42	0	16	1
SP107104	8	37	22	0	36	38	90	6	54	60	46	0	0	0	0	0	7
SP107109	13	69	6	5	20	41	0	49	58	0	9	0	2	8	12	0	0
SP107111	27	197	13	0	25	112	194	0	0	0	48	25	6	0	0	20	0
SP107115	3	2	1	3	0	2	0	0	0	0	0	0	0	0	4	0	2
SP98902	17	102	121	140	137	55	31	2	0	0	59	81	59	41	0	15	3
SP107119	24	199	92	22	22	48	100	10	80	60	40	0	16	9	0	0	6
SP98904	9	0	31	0	0	7	45	98	0	0	15	65	2	0	47	0	0
SP98909	17	55	205	22	70	54	222	0	109	0	63	0	9	13	13	0	2
SP107121	41	186	152	56	65	122	0	192	17	0	83	0	32	44	0	4	5
SP107123	8	134	95	49	47	15	23	31	0	0	15	70	9	79	0	20	5
SP98907	28	133	169	18	46	142	88	101	16	0	53	0	10	79	0	16	14
SP107132	6	15	11	0	3	0	41	4	0	15	5	0	0	0	0	0	0
SP107136	29	92	75	96	126	76	14	53	127	0	97	0	24	8	26	25	5
SP107141	14	50	23	25	22	18	29	32	0	0	17	0	11	4	0	9	2
SP98913	29	103	105	90	60	104	0	33	19	8	27	0	35	71	0	23	3
SP107146	23	141	56	25	39	96	5	10	0	48	20	41	6	1	68	13	2
SP107150	16	80	75	73	34	42	0	47	0	58	45	0	0	4	0	15	4
SP98915	19	154	32	0	11	0	68	24	0	19	35	0	0	0	39	22	3
SP107152	10	151	157	40	17	75	63	18	0	0	19	0	17	12	74	10	13
SP107155	10	100	18	8	26	99	48	20	33	0	43	0	4	5	21	0	0
SP112125	7	25	76	39	39	50	0	77	41	0	28	0	2	13	1	0	0
SP98921	11	75	45	33	22	65	0	27	0	29	21	0	26	0	11	17	7
SP112130	15	103	67	24	17	46	77	64	0	0	12	0	8	27	19	15	2
SP112133	21	59	65	98	66	22	0	87	28	0	109	0	39	28	21	7	6
SP98925	17	99	29	5	23	0	10	12	0	64	14	0	24	29	15	0	2
SP112138	76	156	3	2	23	19	0	60	8	28	22	34	1	4	26	0	2
SP112141	27	42	216	92	69	0	40	50	0	20	18	160	104	7	0	0	2
SP98927	22	127	82	17	50	139	0	66	17	0	89	0	29	24	15	7	2
SP112147	22	88	60	16	34	106	52	28	22	72	2	0	8	12	0	11	7
SP112152	58	107	33	15	0	15	22	52	70	0	9	0	22	12	0	37	5
SP112156	9	75	43	0	0	99	57	19	0	0	20	0	5	13	0	4	0
SP98933	25	103	66	74	25	67	9	20	8	0	10	0	6	42	33	6	0
SP112160	20	124	69	91	23	10	19	13	0	0	13	106	14	31	8	21	7
SP98937	0	12	29	37	3	0	0	26	0	20	11	0	0	6	6	0	0
SP112165	7	102	23	56	25	61	29	12	28	0	10	57	6	0	66	6	2
SP112168	12	158	186	0	59	189	0	83	0	0	72	0	25	30	28	22	2
SP98941	9	161	208	65	29	131	12	109	0	32	62	0	13	44	0	22	5
SP112170	28	156	200	24	49	0	143	13	0	151	101	0	0	35	0	34	6
SP112174	15	42	24	30	65	9	0	32	0	43	18	0	22	0	50	0	11
SP98945	11	73	31	6	43	1	60	0	0	0	14	55	34	5	0	1	0
SP112178	27	125	114	207	121	0	0	18	0	214	184	0	40	0	0	31	4
SP112180	32	189	74	45	48	25	106	26	0	0	20	15	24	39	1	25	6
SP98949	37	196	240	91	51	81	102	36	0	0	25	0	0	19	19	19	8
SP112182	17	73	86	68	40	74	56	0	0	0	28	0	2	9	3	7	1
SP98953	42	474	67	0	39	61	41	28	226	4	31	0	24	130	26	5	8
SP112186	20	105	93	60	35	0	58	1	40	98	38	0	13	0	0	10	2
SP98955	39	182	170	231	186	137	163	160	0	0	104	0	72	65	0	8	10
SP112188	6	27	64	0	11	39	64	15	0	0	12	63	5	2	13	0	4
SP112190	20	116	180	50	127	100	62	95	41	0	127	0	37	79	0	32	7
SP112192	54	83	121	48	96	96	0	40	0	8	56	0	18	6	52	5	0
SP112194	31	154	110	65	30	2	0	24	0	113	98	0	24	0	34	14	0
SP98959	3	77	11	36	7	0	0	29	0	41	8	37	20	0	18	4	1
SP112196	37	130	70	72	40	0	0	66	0	132	28	151	38	10	0	14	2
SP112198	16	25	73	30	20	47	0	76	33	45	58	0	0	35	0	0	1
SP112201	10	29	49	40	14	6	0	21	0	0	6	0	6	7	24	0	0
SP98965	28	202	55	113	6	0	48	0	0	128	8	0	29	32	36	31	0
SP112205	16	43	57	0	46	40	0	0	0	38	32	338	22	4	0	0	1
SP112208	51	244	45	143	43	0	0	27	0	146	86	0	52	17	0	25	1
SP98967	22	81	82	96	19	2	0	0	0	0	39	0	7	28	17	6	5
SP112210	25	226	32	95	42	0	221	0	0	126	71	33	22	27	0	0	2
SP112211	38	176	40	41	35	41	70	98	99	0	68	0	65	48	2	41	14
SP98973	239	211	93	0	95	258	153	49	0	0	113	0	289	106	76	7	3
SP112213	20	93	139	61	38	53	37	8	0	73	8	0	17	47	54	25	4
SP50097	38	253	306	22	15	0	350	2	0	79	274	0	36	26	0	22	6
SP112215	17	86	170	97	11	0	107	15	0	75	21	6	34	14	0	18	4
SP112217	37	102	199	37	109	94	0	164	4	0	36	0	104	0	5	21	5
SP98975	9	59	67	33	39	0	67	0	11	38	21	0	3	24	0	4	2
SP112219	53	107	148	90	115	0	20	98	38	158	97	0	22	41	0	10	2
SP112221	6	41	43	1	0	54	28	38	0	0	0	0	6	5	13	0	0
SP112228	35	113	143	23	58	48	19	33	0	0	73	0	45	16	32	19	8
SP50099	26	139	113	33	41	0	30	4	247	0	21	0	37	7	22	9	8
SP98981	33	8	51	0	28	0	0	36	162	32	15	57	11	18	20	5	5
SP112234	41	109	179	47	58	57	0	93	27	0	66	135	26	12	51	28	2
SP98985	15	103	155	85	26	11	79	1	82	115	16	70	0	6	0	0	1
SP112237	37	52	0	12	8	136	0	12	80	0	9	76	12	0	1	0	1
SP98989	10	121	44	25	0	0	2	47	28	0	15	0	15	17	12	0	1
SP112241	6	179	44	78	65	6	0	0	12	0	48	59	10	13	34	0	0
SP112245	20	58	30	43	36	43	0	0	28	0	12	4	3	8	1	8	1
SP98991	19	44	2	0	45	71	5	22	0	14	15	0	9	25	15	0	3
SP112248	36	104	109	23	118	20	90	49	0	0	61	0	34	30	20	24	2
SP112051	41	136	113	40	83	80	0	99	0	0	96	0	38	1	31	5	8
SP98997	25	70	229	178	69	0	78	12	0	24	116	55	52	12	8	30	3
SP112252	59	129	64	65	32	4	66	50	197	72	37	118	3	21	4	0	0
SP99001	6	72	16	34	6	21	89	0	0	0	25	0	9	8	29	0	0
SP112257	0	3	1	26	3	15	0	0	0	0	0	0	0	0	0	0	0
SP99007	27	107	14	32	31	54	14	23	0	0	16	0	15	0	43	8	0
SP112261	11	23	16	26	40	50	43	35	0	0	0	0	5	47	10	1	3
SP50101	15	6	39	0	38	92	98	77	81	0	10	0	18	30	7	0	4
SP112265	23	138	0	85	31	20	0	24	0	83	71	0	27	9	6	33	3
SP112268	25	70	111	101	56	39	75	13	0	0	41	45	43	96	15	43	3
SP99011	29	25	179	3	77	146	79	79	120	0	38	0	30	7	0	35	9
SP112269	10	63	12	35	17	106	0	12	0	0	44	322	21	26	0	12	2
SP99013	4	121	0	11	116	25	0	61	70	29	67	0	135	22	60	24	81
SP112273	99	266	202	98	44	66	0	26	248	0	70	44	56	55	0	23	4
SP112274	5	18	6	27	6	25	0	15	0	45	0	0	4	9	0	0	2
SP50105	20	73	91	91	47	88	0	45	23	0	42	0	37	10	0	16	1
SP112276	0	43	8	12	0	32	50	0	8	14	19	0	1	4	14	0	0
SP99019	37	191	36	53	30	28	0	43	0	167	0	0	14	31	0	8	1
SP99021	17	75	87	0	35	18	79	0	0	28	31	62	44	35	13	2	5
SP112283	2	25	7	0	17	33	41	21	0	37	24	0	2	0	0	3	0
SP112288	22	137	29	31	14	60	135	52	0	22	35	0	20	31	0	16	1
SP99025	33	76	66	33	36	55	0	0	152	93	42	0	29	19	0	5	5
SP112290	17	148	263	72	103	61	83	116	0	0	73	0	49	32	4	10	5
SP99029	8	68	197	48	26	0	12	34	0	30	27	0	1	5	0	3	2
SP99033	33	80	175	48	0	37	62	34	45	107	27	0	12	0	0	6	0
SP99037	0	12	22	32	0	19	0	0	0	11	10	10	7	0	16	3	0
SP99041	14	109	104	70	20	33	0	12	0	92	27	0	22	36	5	5	4
SP99045	50	102	126	25	79	35	10	91	82	0	69	70	9	25	35	11	8
SP112300	11	105	11	22	5	68	0	0	63	46	3	0	32	10	5	0	1
SP99049	9	57	51	52	137	44	141	29	7	57	61	103	45	25	0	24	7
SP112304	8	142	41	0	35	100	124	34	0	0	24	0	53	0	21	17	0
SP50107	40	158	138	207	31	3	14	0	19	213	79	0	28	14	0	25	12
SP112310	29	94	109	206	83	0	0	73	0	41	31	0	10	0	17	39	4
SP99053	19	55	69	65	20	0	0	23	0	32	22	56	16	0	28	0	4
SP99057	0	5	18	0	4	31	0	19	0	0	22	0	20	0	10	0	0
SP99061	65	153	254	16	9	126	191	65	0	153	221	0	20	0	0	39	0
SP50109	9	92	10	116	46	56	91	26	0	1	63	0	38	6	0	5	1
SP99065	40	131	48	0	28	46	67	0	0	0	28	3	7	23	50	6	6
SP106993	48	185	241	240	38	18	18	0	0	114	36	0	23	5	0	45	5
SP50111	25	181	7	13	7	82	0	26	0	0	18	33	15	31	0	0	7
SP99069	7	92	93	49	162	27	87	0	74	19	68	0	78	0	29	23	2
SP99073	17	137	130	70	45	30	0	18	0	0	119	0	46	60	52	3	2
SP99077	0	76	32	18	32	138	48	44	0	18	21	0	11	28	6	0	1
SP99081	34	112	32	78	36	110	49	27	0	0	32	0	30	17	0	12	0
SP99085	19	192	68	60	76	69	158	64	0	0	26	0	0	42	18	8	1
SP99089	15	141	81	37	29	24	111	9	36	0	19	11	13	0	31	13	2
SP99093	17	69	204	173	27	0	26	53	0	0	14	0	9	6	16	10	0
SP99097	10	117	0	0	3	19	0	28	0	16	1	0	5	0	23	11	5
SP99101	22	308	7	14	12	52	0	11	35	0	15	0	10	17	22	0	4
SP106998	15	132	124	115	0	32	104	146	0	0	25	0	0	108	0	0	1
SP99105	9	60	31	0	12	0	0	26	0	62	11	46	5	15	36	7	5
SP99109	23	286	30	50	21	24	0	0	0	181	33	92	7	35	9	27	4
SP50113	58	84	103	73	75	211	0	63	47	0	127	247	23	0	0	38	6
SP50115	8	78	32	78	28	31	31	0	5	86	42	0	19	12	0	8	3
SP50117	24	90	44	35	49	24	0	74	89	0	53	0	10	33	53	15	2
SP107004	16	94	127	0	69	23	125	3	0	0	46	111	44	2	0	30	8
SP99117	30	93	53	0	10	134	0	0	0	47	11	147	8	33	0	15	1
