MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	7.59E-05	1.56E-04	1.15E-03	2.46E-04	7.90E-04	1.90E-03	2.89E-03	5.33E-05
1:Del:C:1	2.86E-05	1.78E-04	6.13E-04	2.16E-04	4.80E-04	1.15E-03	1.33E-03	3.28E-05
1:Del:C:2	2.36E-05	8.57E-05	3.08E-04	1.07E-04	2.84E-04	6.72E-04	7.32E-04	2.77E-05
1:Del:C:3	4.90E-05	6.08E-05	2.43E-04	7.79E-05	1.77E-04	6.26E-04	4.96E-04	3.87E-10
1:Del:C:4	1.48E-04	4.42E-05	2.24E-04	5.87E-05	1.37E-04	3.06E-04	5.40E-04	5.10E-10
1:Del:C:5	4.66E-04	7.38E-05	1.86E-04	6.63E-05	3.00E-04	8.35E-04	1.31E-03	2.48E-05
1:Del:T:0	5.16E-05	1.62E-04	4.98E-04	2.22E-04	5.58E-04	1.47E-03	2.06E-03	4.40E-05
1:Del:T:1	5.09E-05	1.54E-04	3.80E-04	1.52E-04	3.50E-04	7.57E-04	1.23E-03	2.86E-05
1:Del:T:2	7.82E-05	1.24E-04	4.87E-04	1.57E-04	3.56E-04	1.05E-03	1.30E-03	3.14E-05
1:Del:T:3	3.71E-04	1.52E-04	9.59E-04	1.68E-04	2.57E-04	1.05E-03	1.74E-03	3.52E-05
1:Del:T:4	1.05E-03	2.36E-04	1.15E-03	1.85E-04	1.40E-47	1.54E-03	2.71E-03	6.50E-05
1:Del:T:5	2.05E-03	1.96E-03	1.14E-05	6.38E-04	3.51E-03	1.61E-03	1.91E-02	1.36E-04
1:Ins:C:0	6.01E-05	2.14E-04	1.09E-03	2.51E-04	8.21E-04	1.31E-03	6.61E-03	3.57E-05
1:Ins:C:1	7.16E-06	7.73E-09	3.74E-08	1.91E-05	1.07E-08	1.12E-07	2.17E-06	5.71E-04
1:Ins:C:2	8.20E-06	0.00E+00	1.29E-08	3.31E-05	1.07E-04	1.18E-04	3.01E-05	4.52E-04
1:Ins:C:3	1.61E-05	3.72E-05	4.93E-05	2.89E-05	1.15E-04	1.93E-04	2.38E-04	2.71E-04
1:Ins:C:4	1.14E-04	1.07E-04	2.84E-05	3.37E-05	8.01E-05	4.58E-04	7.58E-04	1.35E-04
1:Ins:C:5	3.00E-04	7.58E-04	2.34E-04	9.64E-05	6.12E-04	3.15E-03	4.47E-03	8.51E-05
1:Ins:T:0	3.30E-05	1.09E-04	3.01E-04	9.98E-05	5.58E-04	4.14E-04	1.77E-03	2.91E-05
1:Ins:T:1	6.22E-06	9.96E-05	3.32E-04	6.45E-05	3.25E-04	6.72E-04	1.08E-03	6.96E-04
1:Ins:T:2	4.17E-05	7.82E-05	2.72E-04	4.92E-05	1.79E-04	5.34E-04	4.01E-04	5.01E-04
1:Ins:T:3	3.47E-05	8.05E-05	2.16E-04	5.44E-05	1.40E-04	3.61E-04	5.93E-04	4.34E-04
1:Ins:T:4	9.06E-05	1.07E-04	1.71E-04	7.05E-05	5.77E-05	5.96E-04	6.79E-04	2.68E-04
1:Ins:T:5	1.99E-03	2.11E-03	2.84E-03	1.45E-03	1.00E-02	1.49E-02	1.66E-02	3.60E-04
2:Del:R:0	4.57E-05	6.17E-05	4.37E-04	9.09E-05	3.08E-04	9.01E-04	1.05E-03	9.23E-11
2:Del:R:1	7.78E-05	2.08E-04	8.29E-04	1.25E-04	4.69E-04	1.42E-03	1.79E-03	5.31E-05
2:Del:R:2	3.18E-05	4.78E-05	2.33E-04	5.71E-05	1.73E-04	4.90E-04	4.12E-04	2.11E-05
2:Del:R:3	3.58E-04	3.62E-06	8.47E-05	2.85E-05	1.74E-04	6.93E-04	7.37E-04	5.29E-10
2:Del:R:4	1.64E-04	4.11E-10	2.30E-05	1.11E-05	1.30E-04	3.40E-04	3.11E-04	5.68E-10
2:Del:R:5	3.38E-04	0.00E+00	3.01E-10	2.28E-10	2.30E-04	3.44E-03	1.10E-03	3.46E-10
3:Del:R:0	2.53E-05	2.39E-05	1.83E-04	6.55E-05	1.42E-04	3.02E-04	4.42E-04	1.69E-05
3:Del:R:1	4.96E-05	1.50E-04	7.65E-04	1.06E-04	3.72E-04	1.68E-03	1.87E-03	3.01E-05
3:Del:R:2	3.31E-05	4.73E-05	2.38E-04	3.66E-05	1.19E-04	6.00E-04	4.81E-04	1.78E-05
3:Del:R:3	1.46E-05	2.54E-05	5.23E-05	1.21E-05	4.96E-05	3.90E-04	1.98E-04	1.66E-05
3:Del:R:4	1.24E-08	8.65E-09	3.33E-08	8.01E-07	4.74E-06	1.40E-03	4.85E-04	8.38E-10
3:Del:R:5	2.89E-06	1.28E-08	2.64E-08	7.69E-07	2.40E-06	1.82E-03	6.10E-04	9.60E-10
