MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	1.46E-04	1.12E-03	1.30E-02	8.87E-03	9.51E-04	2.86E-03	7.55E-04	4.52E-03	7.71E-04	5.06E-04	2.72E-03	6.85E-03	3.44E-03
1:Del:C:1	3.81E-05	4.34E-04	4.43E-03	2.78E-03	7.08E-04	1.36E-03	7.82E-04	1.58E-03	4.54E-04	3.12E-04	8.18E-04	2.01E-03	1.23E-03
1:Del:C:2	3.86E-05	3.58E-04	1.23E-03	1.56E-03	4.78E-04	1.59E-03	3.34E-04	1.03E-03	3.06E-04	1.43E-04	5.29E-04	5.94E-04	6.18E-04
1:Del:C:3	1.37E-04	2.39E-04	8.29E-04	1.03E-03	2.41E-04	1.12E-03	2.16E-04	6.21E-04	1.07E-04	8.96E-05	2.29E-04	4.36E-04	4.18E-04
1:Del:C:4	3.03E-04	2.03E-04	2.43E-03	6.60E-04	1.61E-04	8.01E-04	1.38E-05	2.12E-04	1.43E-04	1.57E-04	1.22E-04	4.87E-04	4.26E-06
1:Del:C:5	1.11E-03	2.61E-04	9.07E-03	3.45E-04	1.12E-04	8.38E-04	1.98E-05	2.58E-04	1.39E-04	2.48E-04	2.30E-04	3.31E-04	3.93E-04
1:Del:T:0	6.91E-05	3.43E-04	5.87E-04	7.96E-04	4.01E-04	6.63E-04	6.58E-04	1.13E-03	3.57E-04	9.86E-04	7.00E-04	7.87E-04	1.02E-03
1:Del:T:1	1.53E-05	2.44E-04	3.65E-04	7.60E-04	4.55E-04	8.53E-04	5.66E-04	1.12E-03	2.83E-04	1.08E-03	3.83E-04	5.38E-04	7.06E-04
1:Del:T:2	7.56E-05	3.66E-04	7.61E-04	6.04E-04	5.03E-04	4.28E-04	3.40E-04	1.06E-03	2.77E-04	1.21E-03	4.88E-04	6.84E-04	5.83E-04
1:Del:T:3	1.58E-04	5.59E-04	9.06E-04	8.28E-04	5.14E-04	5.27E-04	7.29E-04	3.79E-04	4.66E-04	1.61E-03	1.49E-04	7.56E-04	8.09E-04
