Sample Names	MutationType	ID1	ID2	ID9	ID11	ID19	ID23
SP116788	1:Del:C:0	0.00037114707260961857	0.0	0.9996288529273902	0.0	0.0	0.0
SP116788	1:Del:C:1	0.005980653974261663	0.0	0.9940193460257384	0.0	0.0	0.0
SP116788	1:Del:C:2	9.568095666090383e-16	0.0	0.999999999999999	0.0	0.0	0.0
SP116788	1:Del:C:3	0.1225274514281184	0.0	0.8774725485718816	0.0	0.0	0.0
SP116788	1:Del:C:4	0.04208976765710351	0.0	0.9579102323428965	0.0	0.0	0.0
SP116788	1:Del:C:5	0.9831958024514874	0.0	0.016804197548512638	0.0	0.0	0.0
SP116788	1:Del:T:0	0.009612554230232665	0.0	0.9903874457697673	0.0	0.0	0.0
SP116788	1:Del:T:1	5.812221317377012e-17	0.0	0.9999999999999999	0.0	0.0	0.0
SP116788	1:Del:T:2	0.00841147638058416	0.0	0.9915885236194159	0.0	0.0	0.0
SP116788	1:Del:T:3	0.015522618211527058	0.0	0.9844773817884731	0.0	0.0	0.0
SP116788	1:Del:T:4	0.03414583389947133	0.0	0.9658541661005287	0.0	0.0	0.0
SP116788	1:Del:T:5	2.7687110556651854e-15	0.0	0.9999999999999973	0.0	0.0	0.0
SP116788	1:Ins:C:0	0.32243250765377124	0.0	0.6775674923462287	0.0	0.0	0.0
SP116788	1:Ins:C:1	1.3339090385704716e-12	0.0	0.999999999998666	0.0	0.0	0.0
SP116788	1:Ins:C:2	7.30084096739131e-15	0.0	0.9999999999999927	0.0	0.0	0.0
SP116788	1:Ins:C:3	0.9999999999999918	0.0	8.222020560286138e-15	0.0	0.0	0.0
SP116788	1:Ins:C:4	0.9984470505343656	0.0	0.0015529494656344024	0.0	0.0	0.0
SP116788	1:Ins:C:5	0.9961151242657713	0.0	0.0038848757342286287	0.0	0.0	0.0
SP116788	1:Ins:T:0	0.12343362411290107	0.0	0.8765663758870988	0.0	0.0	0.0
SP116788	1:Ins:T:1	0.0030090805967037757	0.0	0.9969909194032963	0.0	0.0	0.0
SP116788	1:Ins:T:2	0.060862576008625366	0.0	0.9391374239913747	0.0	0.0	0.0
SP116788	1:Ins:T:3	0.6733690185952956	0.0	0.3266309814047043	0.0	0.0	0.0
SP116788	1:Ins:T:4	0.890926017201897	0.0	0.10907398279810297	0.0	0.0	0.0
SP116788	1:Ins:T:5	0.9917382536041158	0.0	0.008261746395884156	0.0	0.0	0.0
SP116788	2:Del:R:0	0.038924581547265094	0.0	0.9610754184527349	0.0	0.0	0.0
SP116788	2:Del:R:1	0.22878513186770674	0.0	0.7712148681322932	0.0	0.0	0.0
SP116788	2:Del:R:2	0.23609597420642905	0.0	0.763904025793571	0.0	0.0	0.0
SP116788	2:Del:R:3	0.7758263335878696	0.0	0.2241736664121305	0.0	0.0	0.0
SP116788	2:Del:R:4	0.9999999999998727	0.0	1.2739403453687545e-13	0.0	0.0	0.0
SP116788	2:Del:R:5	0.32243250765377124	0.0	0.6775674923462287	0.0	0.0	0.0
SP116788	3:Del:R:0	0.03367178616012445	0.0	0.9663282138398757	0.0	0.0	0.0
SP116788	3:Del:R:1	0.4753397546994683	0.0	0.5246602453005317	0.0	0.0	0.0
SP116788	3:Del:R:2	0.3193003031813229	0.0	0.680699696818677	0.0	0.0	0.0
SP116788	3:Del:R:3	0.4886984836911329	0.0	0.5113015163088671	0.0	0.0	0.0
