MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	0.00348211	0.02977396	0.09310825	0.06809324	0.05967827	0.02210017	0.00909841	0.00987432
1:Del:C:1	0.00010119	0.01269753	0.16528736	0.02365333	0.01854545	0.01254147	0.00222753	0.00221247
1:Del:C:2	0.00045347	0.00087841	0.14161541	0.01192238	0.00236412	0.00033277	0.00239248	0.00443009
1:Del:C:3	0.00198005	0.00316723	0.04933014	0.01001158	0.00445810	0.00378585	0.00258642	0.00367624
1:Del:C:4	0.00595428	0.00268654	0.03765366	0.00212663	0.00410307	0.00036115	0.00122692	0.00427466
1:Del:C:5	0.02520080	0.00360283	0.02077716	0.00021937	0.00199294	0.00380563	0.00000000	0.00631632
1:Del:T:0	0.00186617	0.00389371	0.03995830	0.03245934	0.03490628	0.04169569	0.11978443	0.00349916
1:Del:T:1	0.00146293	0.00042923	0.03131963	0.01132356	0.00623613	0.01745922	0.15525002	0.00198798
1:Del:T:2	0.00252356	0.01284071	0.01883225	0.00504592	0.00747621	0.00993117	0.13424681	0.00253297
1:Del:T:3	0.00908034	0.00737392	0.02255740	0.00643818	0.00203284	0.00014117	0.16998288	0.00653354
1:Del:T:4	0.02549859	0.01496897	0.01922110	0.00459595	0.01358046	0.00067941	0.06466485	0.00359167
1:Del:T:5	0.56955778	0.01311148	0.00893894	0.01242147	0.06624969	0.00194595	0.07036855	0.01847444
1:Ins:C:0	0.00137739	0.01350165	0.01516000	0.00157756	0.00276645	0.02999657	0.00520371	0.00007269
1:Ins:C:1	0.00044776	0.00549796	0.00495355	0.00424307	0.00316363	0.00901636	0.00207116	0.00139005
1:Ins:C:2	0.00025632	0.00174608	0.00371802	0.00464386	0.00341914	0.00581084	0.00060905	0.00053849
1:Ins:C:3	0.00088509	0.00127238	0.00999953	0.00031520	0.00289994	0.00517369	0.00000000	0.00078093
1:Ins:C:4	0.00555113	0.00309640	0.01043711	0.00000000	0.00059511	0.00243615	0.00035747	0.00099485
1:Ins:C:5	0.02077127	0.02337679	0.00960284	0.00195119	0.01204621	0.00870365	0.00156443	0.00345405
1:Ins:T:0	0.00168131	0.01074213	0.01958602	0.00129222	0.01350861	0.02116871	0.00000000	0.00420603
1:Ins:T:1	0.00025289	0.00295037	0.04177818	0.00263093	0.13717741	0.00349394	0.00509092	0.00458289
1:Ins:T:2	0.00548978	0.00431583	0.03383223	0.00431827	0.05112210	0.00428158	0.00000000	0.00167385
1:Ins:T:3	0.00273447	0.00439723	0.02414782	0.00531915	0.02951009	0.00207283	0.00106460	0.00264360
1:Ins:T:4	0.00528905	0.00975132	0.00820522	0.00171937	0.02087407	0.00095788	0.00252080	0.00312444
1:Ins:T:5	0.23567294	0.60911251	0.06953860	0.00770656	0.20554714	0.00169043	0.09118435	0.06048846
2:Del:R:0	0.00160988	0.00194794	0.00655746	0.02874779	0.00823082	0.01303162	0.00771118	0.05011848
2:Del:R:1	0.00064475	0.01201162	0.00869274	0.01265201	0.01778491	0.00260863	0.01651637	0.17480053
2:Del:R:2	0.00053701	0.00000874	0.01330396	0.00286360	0.00821069	0.00077278	0.00144129	0.05733280
2:Del:R:3	0.00395427	0.00012161	0.00725264	0.00003007	0.00278669	0.00091740	0.00000001	0.01722955
2:Del:R:4	0.00329743	0.00009513	0.00331959	0.00000000	0.00148976	0.00069224	0.00000001	0.00579881
2:Del:R:5	0.00900826	0.00011025	0.00238992	0.00005997	0.00035393	0.00765995	0.00000000	0.00859722
3:Del:R:0	0.00099228	0.00341122	0.00136833	0.01812421	0.00358800	0.00987477	0.00501150	0.00393831
3:Del:R:1	0.00126674	0.01563701	0.00101433	0.00673699	0.02503833	0.00434779	0.00269126	0.07792081
3:Del:R:2	0.00037900	0.00313165	0.00036654	0.00224297	0.00404170	0.00110295	0.00111324	0.01601277
3:Del:R:3	0.00013078	0.00026800	0.00000000	0.00014841	0.00128689	0.00225863	0.00000000	0.00501187
3:Del:R:4	0.00047278	0.00031898	0.00020589	0.00000252	0.00090720	0.00000202	0.00011260	0.00248653
3:Del:R:5	0.00101099	0.00085200	0.00003346	0.00000112	0.00048024	0.00075598	0.00000001	0.00161588
4:Del:R:0	0.00014250	0.00074987	0.00162569	0.01719738	0.00192979	0.00804715	0.00417984	0.00387160
4:Del:R:1	0.00038851	0.00779088	0.00045290	0.00639407	0.01035338	0.00505207	0.00299546	0.04789567
4:Del:R:2	0.00038515	0.00081294	0.00000000	0.00007161	0.00173763	0.00456673	0.00027793	0.01374044
4:Del:R:3	0.00058617	0.00035317	0.00011918	0.00005561	0.00191323	0.00242220	0.00000000	0.00585451
4:Del:R:4	0.00022520	0.00013116	0.00016092	0.00002235	0.00037557	0.00021580	0.00060157	0.00188567
4:Del:R:5	0.00061809	0.00001234	0.00000000	0.00043594	0.00019812	0.00008292	0.00000003	0.00066415
5:Del:R:0	0.00000254	0.00477848	0.00651408	0.13586658	0.00442904	0.12531397	0.02068199	0.00492283
5:Del:R:1	0.00042800	0.00356396	0.00012353	0.00286941	0.01978691	0.00822161	0.00000000	0.00752064
5:Del:R:2	0.00019202	0.00100094	0.00000000	0.00031300	0.00119267	0.00256931	0.00087723	0.00028243
5:Del:R:3	0.00024438	0.00065137	0.00000000	0.00001334	0.00017018	0.00125778	0.00000000	0.00031549
5:Del:R:4	0.00021883	0.00000047	0.00000000	0.00000953	0.00000474	0.00089753	0.00000000	0.00000004
5:Del:R:5	0.00004187	0.00000000	0.00000000	0.00000000	0.00006502	0.00022484	0.00000000	0.00022283
2:Ins:R:0	0.00163345	0.00518408	0.00598841	0.00293929	0.00273573	0.04146676	0.00107801	0.00003333
2:Ins:R:1	0.00018993	0.00664836	0.00235252	0.00734574	0.00787364	0.00688114	0.00193406	0.00285299
2:Ins:R:2	0.00070602	0.00311202	0.00189498	0.00199557	0.00407459	0.00099197	0.00363147	0.00006245
2:Ins:R:3	0.00117367	0.00126096	0.00168507	0.00058674	0.00135061	0.00325005	0.00000923	0.00214047
2:Ins:R:4	0.00440107	0.00480841	0.00086891	0.00013910	0.00194879	0.00360372	0.00114802	0.00124041
2:Ins:R:5	0.02515210	0.03086931	0.00112984	0.00021882	0.01197393	0.02889622	0.00798676	0.00419113
3:Ins:R:0	0.00007573	0.00170871	0.00073340	0.00276299	0.00173430	0.02043107	0.00000000	0.00041035
3:Ins:R:1	0.00001199	0.00586223	0.00044431	0.00548520	0.00477523	0.00194092	0.00134235	0.00090245
3:Ins:R:2	0.00008435	0.00112224	0.00006839	0.00014141	0.00266856	0.00023578	0.00096890	0.00106463
3:Ins:R:3	0.00009687	0.00022690	0.00010837	0.00007188	0.00021069	0.00029191	0.00000056	0.00000929
3:Ins:R:4	0.00028574	0.00044958	0.00000392	0.00000000	0.00016120	0.00048037	0.00000001	0.00011790
3:Ins:R:5	0.00179325	0.00186580	0.00000773	0.00112006	0.00044322	0.00000598	0.00000005	0.00080960
4:Ins:R:0	0.00093012	0.00157458	0.00071787	0.00009772	0.00137009	0.03420893	0.00059129	0.00277957
4:Ins:R:1	0.00011855	0.00783456	0.00026089	0.00472427	0.00615429	0.00167097	0.00000001	0.00119202
4:Ins:R:2	0.00017258	0.00071416	0.00000073	0.00014615	0.00026165	0.00104842	0.00000001	0.00051144
4:Ins:R:3	0.00062084	0.00013551	0.00026820	0.00000457	0.00011003	0.00108456	0.00000234	0.00000000
4:Ins:R:4	0.00033898	0.00095764	0.00009171	0.00006254	0.00057719	0.00080398	0.00060374	0.00068312
4:Ins:R:5	0.00055568	0.00197300	0.00018033	0.00009925	0.00238129	0.00083347	0.00000002	0.00026351
5:Ins:R:0	0.00000047	0.00000000	0.00001441	0.00018477	0.00000016	0.30985457	0.00134707	0.00101915
5:Ins:R:1	0.00024971	0.01934302	0.00167673	0.01000174	0.02181973	0.01376349	0.00251598	0.00501046
5:Ins:R:2	0.00015826	0.00072238	0.00011438	0.00003929	0.00074669	0.00376114	0.00000000	0.00017744
5:Ins:R:3	0.00005001	0.00082830	0.00000203	0.00007271	0.00124137	0.00023581	0.00000434	0.00001644
5:Ins:R:4	0.00003641	0.00016749	0.00000000	0.00037598	0.00052053	0.00047132	0.00001176	0.00034022
5:Ins:R:5	0.00000000	0.00036268	0.00008334	0.00000271	0.00048071	0.00000001	0.00002005	0.00000552
2:Del:M:1	0.00027481	0.00290130	0.00865501	0.01966470	0.01156237	0.01339705	0.00428955	0.17672979
3:Del:M:1	0.00001230	0.00249876	0.00027104	0.01662927	0.00225743	0.00717879	0.00897623	0.00562837
3:Del:M:2	0.00105186	0.00687199	0.00098137	0.01393284	0.00800906	0.00238784	0.00546684	0.04413768
4:Del:M:1	0.00059302	0.00122735	0.00073757	0.01392577	0.00421968	0.01107444	0.00359139	0.00619841
4:Del:M:2	0.00016930	0.00255188	0.00024679	0.01136392	0.00518875	0.00283637	0.00689643	0.01941005
4:Del:M:3	0.00032023	0.00450299	0.00018533	0.00820074	0.00766639	0.00218205	0.00251944	0.03645378
5:Del:M:1	0.00151494	0.00489051	0.00387296	0.13918651	0.00985845	0.05230806	0.02340372	0.00739512
5:Del:M:2	0.00079209	0.00729053	0.00547329	0.12210714	0.01277120	0.01243081	0.00756868	0.00726980
5:Del:M:3	0.00110514	0.00637068	0.00361123	0.07785521	0.01244150	0.00469031	0.00384529	0.00281333
5:Del:M:4	0.00025845	0.00327490	0.00197517	0.03849698	0.00733991	0.00243313	0.00171170	0.00632463
5:Del:M:5	0.00072403	0.00694228	0.00223389	0.04113163	0.02246218	0.00038961	0.00282733	0.00241110
