MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	7.21E-04	8.88E-05	9.47E-04	2.10E-03	5.04E-04	7.65E-04	1.59E-03	1.09E-03
1:Del:C:1	1.06E-03	5.87E-05	1.13E-03	1.11E-03	2.67E-04	6.76E-04	1.48E-03	1.00E-03
1:Del:C:2	5.51E-04	5.67E-05	7.46E-04	6.18E-04	2.11E-04	4.12E-04	8.30E-04	5.94E-04
1:Del:C:3	4.49E-04	1.01E-04	5.32E-04	5.18E-04	3.15E-04	3.67E-04	6.73E-04	1.83E-04
1:Del:C:4	1.78E-04	2.13E-04	2.56E-04	7.30E-04	2.65E-04	7.17E-05	1.01E-03	3.19E-04
1:Del:C:5	2.70E-05	4.73E-04	2.06E-04	4.70E-04	1.68E-04	1.05E-04	2.92E-03	1.75E-04
1:Del:T:0	1.78E-03	8.97E-05	1.44E-03	1.34E-03	4.56E-04	8.91E-04	2.17E-03	1.08E-03
1:Del:T:1	8.86E-04	6.71E-05	9.81E-04	1.08E-03	3.72E-04	6.56E-04	1.29E-03	3.18E-04
1:Del:T:2	7.89E-04	7.02E-05	1.27E-03	1.46E-03	4.52E-04	7.24E-04	1.75E-03	5.21E-04
1:Del:T:3	8.50E-04	1.31E-04	1.25E-03	1.26E-03	3.31E-04	4.92E-05	1.56E-03	3.02E-04
1:Del:T:4	6.12E-04	1.37E-04	7.70E-04	9.10E-04	3.93E-04	1.56E-04	9.80E-04	6.44E-04
1:Del:T:5	9.58E-04	2.97E-03	7.32E-04	2.13E-03	8.72E-04	5.57E-04	9.61E-04	1.17E-04
1:Ins:C:0	1.07E-04	2.83E-05	1.06E-04	2.70E-04	8.03E-06	1.02E-03	2.94E-03	1.62E-04
1:Ins:C:1	1.97E-04	1.65E-05	1.82E-04	2.44E-04	1.19E-04	3.94E-04	9.48E-04	2.96E-04
1:Ins:C:2	1.91E-04	1.45E-05	2.14E-04	8.65E-05	3.45E-05	2.02E-04	4.63E-04	1.18E-04
1:Ins:C:3	1.07E-04	1.87E-05	1.60E-04	1.45E-04	1.38E-04	2.19E-04	4.06E-04	6.13E-05
1:Ins:C:4	4.57E-05	3.31E-05	2.81E-05	1.28E-04	1.37E-04	1.65E-04	3.45E-04	1.32E-04
1:Ins:C:5	1.25E-04	1.67E-04	1.22E-04	5.42E-04	3.37E-04	2.73E-04	8.60E-04	3.68E-04
1:Ins:T:0	2.50E-04	4.19E-05	3.35E-04	3.64E-04	2.43E-04	6.96E-04	1.89E-03	5.03E-04
1:Ins:T:1	5.44E-04	3.09E-05	6.36E-04	6.53E-04	2.80E-04	5.05E-04	1.55E-03	1.13E-03
1:Ins:T:2	7.83E-04	9.20E-05	6.94E-04	5.44E-04	3.07E-04	3.81E-04	1.02E-03	2.01E-04
1:Ins:T:3	5.35E-04	6.47E-05	4.26E-04	3.67E-04	3.22E-04	3.11E-04	8.11E-04	4.91E-04
