MutationType	ID83A	ID83B	ID83C
1:Del:C:0	2.08E-04	4.74E-04	2.92E-04
1:Del:C:1	1.52E-04	4.66E-04	2.90E-04
1:Del:C:2	1.24E-04	3.60E-04	2.56E-04
1:Del:C:3	9.90E-05	2.41E-04	1.81E-04
1:Del:C:4	6.55E-05	1.79E-04	1.06E-04
1:Del:C:5	1.85E-04	1.38E-04	2.14E-04
1:Del:T:0	1.93E-04	4.25E-04	3.69E-04
1:Del:T:1	1.85E-04	3.78E-04	3.37E-04
1:Del:T:2	1.60E-04	3.56E-04	2.87E-04
1:Del:T:3	1.83E-04	2.79E-04	2.25E-04
1:Del:T:4	2.31E-04	2.62E-04	2.16E-04
1:Del:T:5	2.24E-03	6.31E-04	1.36E-03
1:Ins:C:0	5.96E-04	3.40E-08	1.57E-04
1:Ins:C:1	9.07E-05	1.19E-04	1.46E-04
1:Ins:C:2	6.87E-05	1.21E-04	7.63E-05
1:Ins:C:3	6.82E-05	6.13E-05	1.18E-04
1:Ins:C:4	9.70E-05	5.10E-05	1.16E-04
1:Ins:C:5	1.64E-04	1.55E-04	2.56E-04
1:Ins:T:0	2.38E-04	1.71E-04	2.43E-04
1:Ins:T:1	1.93E-04	3.97E-04	2.58E-04
1:Ins:T:2	1.65E-04	1.75E-04	1.82E-04
1:Ins:T:3	1.30E-04	1.77E-04	1.85E-04
1:Ins:T:4	1.47E-04	1.37E-04	2.01E-04
1:Ins:T:5	1.14E-03	1.15E-03	1.55E-03
2:Del:R:0	1.29E-04	2.74E-04	2.35E-04
2:Del:R:1	1.49E-04	2.89E-04	2.26E-04
2:Del:R:2	6.49E-05	1.52E-04	1.47E-04
2:Del:R:3	7.13E-05	6.65E-05	1.31E-04
2:Del:R:4	5.76E-05	3.92E-05	8.17E-05
2:Del:R:5	1.04E-04	3.56E-04	9.60E-05
3:Del:R:0	6.25E-05	1.86E-04	1.35E-04
3:Del:R:1	1.32E-04	3.43E-04	2.73E-04
3:Del:R:2	2.61E-05	1.20E-04	1.14E-04
3:Del:R:3	2.24E-09	1.15E-04	7.45E-05
3:Del:R:4	2.55E-05	9.89E-05	3.90E-05
3:Del:R:5	0.00E+00	1.74E-04	7.28E-05
4:Del:R:0	7.09E-05	1.57E-04	2.00E-04
4:Del:R:1	8.99E-05	2.99E-04	1.68E-04
4:Del:R:2	8.18E-05	1.37E-04	1.01E-04
4:Del:R:3	5.49E-05	1.15E-04	1.03E-04
4:Del:R:4	1.52E-09	1.18E-04	3.13E-05
4:Del:R:5	3.77E-05	6.09E-05	4.09E-05
5:Del:R:0	3.87E-04	4.43E-04	5.66E-04
5:Del:R:1	9.48E-05	1.62E-04	1.89E-04
5:Del:R:2	2.98E-05	8.34E-05	8.40E-05
5:Del:R:3	3.09E-05	2.30E-05	3.42E-05
5:Del:R:4	5.52E-10	4.05E-09	2.19E-09
5:Del:R:5	5.07E-10	4.42E-05	6.33E-09
2:Ins:R:0	1.70E-04	1.61E-04	1.92E-04
2:Ins:R:1	5.76E-05	1.44E-04	1.45E-04
2:Ins:R:2	4.44E-05	1.18E-04	8.26E-05
2:Ins:R:3	5.48E-05	3.74E-05	5.64E-05
2:Ins:R:4	9.31E-05	2.93E-09	1.20E-04
2:Ins:R:5	2.81E-04	2.11E-04	3.62E-04
3:Ins:R:0	1.01E-04	9.79E-05	1.79E-04
3:Ins:R:1	5.94E-05	9.97E-05	9.92E-05
3:Ins:R:2	3.20E-05	3.13E-05	2.23E-05
3:Ins:R:3	5.52E-10	4.05E-09	2.19E-09
3:Ins:R:4	6.19E-10	2.92E-08	3.52E-05
3:Ins:R:5	6.27E-05	1.32E-05	1.17E-04
4:Ins:R:0	1.38E-04	4.00E-09	1.90E-04
4:Ins:R:1	9.78E-05	1.46E-04	1.92E-04
4:Ins:R:2	3.19E-05	1.48E-06	6.34E-05
4:Ins:R:3	5.46E-05	1.10E-08	3.82E-05
4:Ins:R:4	4.84E-05	1.63E-08	1.14E-09
4:Ins:R:5	7.17E-05	2.49E-05	9.92E-05
5:Ins:R:0	6.19E-04	0.00E+00	7.40E-04
5:Ins:R:1	1.29E-04	2.52E-04	2.20E-04
5:Ins:R:2	4.39E-05	6.73E-05	6.91E-05
5:Ins:R:3	1.96E-05	2.63E-05	4.11E-05
5:Ins:R:4	2.35E-05	3.89E-05	2.67E-09
5:Ins:R:5	2.47E-05	4.71E-05	3.84E-05
2:Del:M:1	1.79E-04	2.51E-04	3.11E-04
3:Del:M:1	6.04E-05	1.24E-04	1.19E-04
3:Del:M:2	9.71E-05	2.42E-04	1.96E-04
4:Del:M:1	3.85E-05	1.28E-04	1.10E-04
4:Del:M:2	8.51E-05	2.45E-04	1.71E-04
4:Del:M:3	8.16E-05	2.99E-04	1.11E-04
5:Del:M:1	2.29E-04	3.21E-04	3.85E-04
5:Del:M:2	1.54E-04	2.83E-04	3.23E-04
5:Del:M:3	1.19E-04	2.56E-04	2.44E-04
5:Del:M:4	9.17E-05	1.94E-04	1.20E-04
5:Del:M:5	1.27E-04	1.82E-04	2.23E-04
