Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP99325	74590	15675	0	15348	14396	4647	69	1347	0
SP18310	92473	14208	0	12558	12072	2671	0	0	0
SP17172	30536	0	3476	5524	0	0	0	0	344
SP96133	56399	3299	0	6882	5339	4867	550	52	0
SP110242	81229	6993	0	18086	11758	3822	2424	183	0
SP21017	75249	13163	0	14124	6318	3209	310	6	0
SP22383	58991	3933	0	6793	4004	5366	0	201	0
SP81312	3311	0	0	5575	0	1145	0	140	1418
SP19215	50770	4574	0	5365	4710	8036	235	41	0
SP16886	607	0	0	4723	0	672	0	0	1661
SP17905	1601	0	0	9296	0	10314	94	1506	2855
SP18121	61484	5963	0	22790	4864	4549	0	380	0
SP96118	4101	0	0	446	2450	2415	53	0	0
SP21400	1800	0	0	6639	0	958	0	77	1077
SP18946	5064	0	0	6971	0	3255	0	406	1105
SP80615	2018	0	0	9896	0	2835	57	156	4377
SP102897	6761	0	632	1933	2757	432	91	426	442
SP98845	5636	0	0	814	1725	548	169	322	0
SP107012	18683	0	722	5347	3290	951	202	578	0
SP55142	0	0	0	225	98	511	0	4215	779
SP53810	47	0	0	28	0	40	0	5151	176
SP116697	2025	0	0	4384	372	650	216	293	1444
SP102133	0	0	4060	11648	397	300	3656	38	0
SP125732	5397	0	0	745	234	1186	115	15	51
SP125746	32986	0	859	5714	7289	221	388	0	0
SP125770	6660	0	0	9683	337	691	3082	53	1226
SP77956	0	0	0	281	238	0	688	4266	0
SP124384	13387	0	80	2251	4185	873	356	406	462
SP135287	47986	4427	0	7031	1726	2796	313	0	0
SP85122	72030	6428	0	9158	9444	1733	1647	0	0
SP84384	71826	0	0	1242	23825	4529	39	177	0
SP84982	42090	2432	0	2418	3498	2400	0	48	90
SP84392	67754	8387	0	6153	14450	4739	692	0	0
SP84439	60483	521	0	1833	22037	10320	0	685	0
SP95454	16920	596	683	4207	4811	567	538	0	0
SP94741	33580	3828	2338	7590	6620	447	729	0	0
SP90209	48060	1029	0	35885	10121	32117	0	0	0
SP90989	36435	5164	3352	4519	326	740	92	0	0
SP93540	61938	14486	0	9549	10067	0	0	0	0
SP93227	42930	2374	0	24778	6337	52909	0	11	0
SP94348	32819	2352	2025	5143	7822	0	205	0	0
SP94933	15997	0	12176	26401	1601	589	7497	25	0
SP92364	33457	1107	5507	10333	3966	2799	2515	0	0
SP94917	9611	482	0	3075	3713	779	0	213	0
SP92460	7705	0	349	2091	3174	498	344	25	0
SP89909	7613	0	0	840	3052	1054	84	19	0
CPCT02020308T	32610	5843	18017	5974	7713	1027	477	0	255
CPCT02020323T	7923	2129	1805	1254	769	702	0	0	39
CPCT02010373T	148	34	0	84	115	155	66	5125	243
CPCT02140022T	4266	0	6193	2917	727	345	0	250	432
CPCT02070024T	10847	762	8871	3414	3200	351	436	222	0
CPCT02070023T	56834	10575	20876	13532	18038	4019	977	2122	0
CPCT02020387T	41571	18878	18281	9456	7570	3990	454	344	0
CPCT02140024T	2013	54	1544	678	1412	188	48	17	146
CPCT02010441T	44166	15355	6288	6806	1465	1286	1119	311	123
DRUP01010007T	1927	0	539	827	0	0	0	0	993
DRUP01070001T	59445	24850	988	9508	4385	5161	291	554	0
CPCT02011015T	0	539	0	223	419	646	84	7251	728
CPCT02230072T	2486	9581	12476	4594	5054	963	0	2021	2091
CPCT02380035T	15355	8328	6546	2559	313	323	0	186	682
CPCT02020704TII	28974	5481	17579	4075	4322	3270	1765	494	165
DRUP01010020T	32212	5412	22411	3836	9739	473	80	0	0
CPCT02011050T	24765	1908	7375	3533	4327	352	248	0	519
CPCT02080188T	0	176	0	356	60	325	19	4856	399
CPCT02250005T	14933	12203	8225	1386	60	538	0	289	221
DRUP01070038T	12353	769	7563	1644	571	82	0	162	366
DRUP01010123T	97204	39238	28068	19431	10326	107	2310	0	106
CPCT02200005T	6477	1765	2927	0	1307	0	0	25	0
CPCT02120105T	1640	559	1571	0	0	230	0	119	491
CPCT02330076T	113320	11053	16101	1655	0	15032	1777	548	1132
CPCT02220071T	6651	2281	3662	943	552	270	0	35	146
CPCT02020671T	404	185	173	114	0	364	0	8040	329
CPCT02050424T	0	0	0	127	0	257	13	1230	3899
DRUP01340017T	110602	51889	1888	13559	13598	0	0	803	2734
CPCT02230088T	0	0	136	106	0	377	0	7227	809
DRUP01010122T	77909	39824	18058	15441	2150	3706	2418	457	380
CPCT02230086T	14182	4771	5268	4691	3044	1451	179	375	123
WIDE01010064T	0	0	2267	1084	0	164	35	384	712
CPCT02150052T	642	455	0	220	0	338	40	63	4363
WIDE01010069T	56291	11354	7920	4892	19839	1192	0	839	0
DRUP01010078T	0	156	0	134	17	445	41	7536	273
WIDE01010075T	14878	210	3835	678	1964	1386	0	4	0
CPCT02020680T	17184	5445	13136	1666	2592	1038	0	70	760
WIDE01010127T	0	266	0	317	183	157	3	4423	347
DRUP01030013T	28149	6656	5354	4357	7453	630	0	195	0
DRUP01230004T	77082	57440	21592	10928	6810	2805	258	486	1043
DRUP01230001T	843	10021	13853	4301	4796	979	0	2020	2470
WIDE01010139T	109	124	281	368	272	150	0	4955	366
CPCT02130049T	0	0	2428	551	0	317	0	294	1263
CPCT02050443T	24149	16844	18798	3920	2036	3181	809	373	88
DRUP01340016T	71993	29024	32230	21740	6352	0	893	0	0
CPCT02140091TII	263	204	2841	1079	1098	131	364	10	998
DRUP01070026TII	39130	17996	18692	7553	7062	4746	1194	515	0
CPCT02270029T	0	0	361	162	329	354	0	5442	386
CPCT02010780T	0	33	139	151	0	92	0	4541	204
CPCT02270026T	83	0	864	903	201	388	14	3184	448
CPCT02020986T	31374	21764	8423	573	3963	0	0	138	115
CPCT02020704T	25992	5332	18052	3678	4077	3250	1578	476	8
DRUP01080031T	34979	4067	20926	3208	6403	1268	1152	0	49
DRUP01070080T	65338	42867	0	4269	6233	13644	0	1034	0
CPCT02050358T	0	0	1424	1659	117	90	350	63	362
DRUP01050049T	27658	15794	15500	4380	2293	2833	814	309	0
DRUP01330020T	159547	17488	9732	0	0	22980	3741	1597	2876
DRUP01070085T	40214	11823	23662	11097	2601	0	593	0	1111
DRUP01050048T	45803	11867	25565	11177	13187	1368	1462	0	0
DRUP01020053T	76367	63120	33382	19421	7676	5354	1712	467	938
DRUP01040016T	81526	35763	6829	16221	9879	2208	1022	198	0
DRUP01010142T	25569	5133	11194	4240	6865	780	1074	0	0
CPCT02010786T	59975	24517	8112	9969	1343	1802	752	260	74
DRUP01010148T	55123	15042	15377	4844	20871	1442	0	936	0
WIDE01010451T	2210	0	1216	1219	741	0	0	42	1199
DRUP01070042T	16694	2247	11210	3016	6173	1857	931	277	0
CPCT02450014T	41576	1040	0	59680	0	0	163526	379	1285
DRUP01030018T	95407	74315	10730	20379	4268	1672	2504	754	1776
DRUP01080014T	11728	2910	4722	1592	1125	665	82	28	0
CPCT02180068T	1122	0	2170	1661	0	432	19	136	631
CPCT02010870T	0	353	22	572	162	378	104	2667	385
CPCT02010847T	0	0	280	27	0	210	0	3410	1153
DRUP01050028T	38809	12042	8408	4925	0	0	0	129	129
WIDE01010606T	35301	14431	59749	34934	0	4618	11836	0	0
CPCT02010867T	65	0	44	78	33	169	0	10141	373
DRUP01010047TII	78284	28230	7308	6397	0	453	215	153	1282
WIDE01010460T	102829	33370	29552	19846	6011	6796	4792	385	716
CPCT02010882T	78112	48935	35212	12489	0	2940	2739	229	493
CPCT02310017T	0	0	2448	1061	0	229	0	88	465
CPCT02050380T	35	0	2676	666	0	304	0	229	532
CPCT02130140T	40547	15313	7633	5492	1543	2145	0	157	1878
CPCT02210064T	672	0	2198	766	0	168	0	51	317
CPCT02170035T	65185	38167	21271	11385	431	3847	1333	185	571
