Samples	ID83A	ID83B	ID83C	ID83D
SP116788	7	7	2	0
SP116789	2	4	0	0
SP116919	0	0	1	0
SP109002	15	0	36	2
SP109001	2	4	5	0
SP109006	27	0	10	28
SP108998	74	0	9	55
SP127706	0	77	13	65
SP108999	52	33	25	1
SP109007	0	13	22	41
SP109003	13	0	39	0
SP116868	0	3	21	31
SP116794	6	9	0	0
SP116791	4	9	0	0
SP116866	5	4	27	12
SP116815	12	0	35	0
SP116853	0	7	0	35
SP116901	7	17	0	0
SP116830	11	81	0	0
SP116802	0	0	15	0
SP116885	33	0	54	3
SP116834	8	0	23	0
SP116913	0	25	0	0
SP116799	2	21	12	0
SP116920	1	0	17	0
SP116835	20	18	50	0
SP116852	0	5	0	33
SP116902	8	21	0	2
SP116871	0	5	5	0
SP116820	5	2	2	42
SP116889	1	33	0	29
SP116923	18	41	3	0
SP116829	12	62	0	0
SP116872	0	1	7	0
SP116904	0	0	5	0
SP116806	22	23	0	7
SP116857	15	59	7	0
SP116888	0	21	0	6
SP116818	4	0	18	0
SP116837	8	26	39	0
SP116905	0	1	3	0
SP116804	20	17	0	22
SP116819	6	0	11	14
SP116856	4	44	3	0
SP116839	11	18	22	27
SP116925	8	1	19	0
SP116878	0	11	11	0
SP116893	2	29	0	21
SP116876	0	0	1	0
SP116927	10	0	20	13
SP116909	12	16	0	0
SP116795	2	0	5	0
SP116826	26	22	0	0
SP116891	2	19	2	8
SP116860	9	27	0	0
SP116848	3	44	9	0
SP116910	37	31	4	0
SP116797	4	0	0	7
SP116862	18	32	16	0
SP116823	15	20	0	0
SP116897	1	6	8	0
SP116846	0	8	11	0
SP116784	0	0	1	0
SP116896	0	3	11	0
SP116824	16	19	0	0
SP116881	0	0	9	0
SP116812	10	0	33	0
SP116915	15	58	5	0
SP116786	18	0	48	0
SP116851	2	0	10	3
CPCT02220038T	1127	8	138	0
CPCT02290013T	439	34	0	373
