MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	0.00458447	0.00369676	0.01122131	0.04161723	0.11406226	0.02966544
1:Del:C:1	0.00084724	0.00093719	0.00398712	0.01512945	0.07477063	0.01231890
1:Del:C:2	0.00055971	0.00014829	0.00020373	0.00945578	0.04336289	0.00453664
1:Del:C:3	0.00235549	0.00145349	0.00376059	0.00275303	0.02001889	0.00244728
1:Del:C:4	0.00442950	0.00073452	0.00254948	0.00020753	0.01249419	0.00221552
1:Del:C:5	0.01785100	0.00045882	0.00498156	0.00764284	0.00929510	0.00364679
1:Del:T:0	0.00386868	0.00489645	0.04227764	0.01933092	0.06143600	0.01766065
1:Del:T:1	0.00852008	0.00170317	0.04963235	0.01104499	0.05078096	0.01105236
1:Del:T:2	0.00597816	0.00488363	0.01992347	0.00887145	0.04120986	0.01597517
1:Del:T:3	0.01510940	0.00471475	0.03141512	0.00166358	0.05103121	0.01800091
1:Del:T:4	0.03307350	0.00467194	0.03385753	0.00000000	0.03519080	0.01964100
1:Del:T:5	0.70453314	0.01922632	0.27431027	0.05167660	0.01147132	0.11665064
1:Ins:C:0	0.00031367	0.00008849	0.18597980	0.00999755	0.00011856	0.00051976
1:Ins:C:1	0.00031789	0.00198059	0.00928945	0.00633588	0.00418094	0.00085681
1:Ins:C:2	0.00039304	0.00068637	0.00157501	0.00208834	0.00589039	0.00105431
1:Ins:C:3	0.00055742	0.00192845	0.00097522	0.00296098	0.00352398	0.00014447
1:Ins:C:4	0.00191652	0.00272045	0.00232948	0.00181606	0.00367607	0.00055844
1:Ins:C:5	0.00987332	0.02881289	0.00810139	0.01358152	0.00378000	0.00317750
1:Ins:T:0	0.00097629	0.00484236	0.01260378	0.02234738	0.01182368	0.00502060
1:Ins:T:1	0.00000000	0.00283244	0.00400501	0.01858614	0.03708622	0.00628260
1:Ins:T:2	0.00060116	0.00385560	0.00353946	0.00965894	0.02262778	0.00385945
1:Ins:T:3	0.00092432	0.00509463	0.00441301	0.00723942	0.01579511	0.00255505
1:Ins:T:4	0.00251759	0.01511128	0.00563292	0.00123260	0.01179911	0.00304850
1:Ins:T:5	0.09879724	0.73940410	0.17792728	0.14065077	0.01425852	0.08836479
2:Del:R:0	0.00313862	0.00193010	0.00266593	0.01135210	0.02492383	0.00852430
2:Del:R:1	0.00614602	0.01039152	0.00796725	0.00814904	0.03288322	0.00951273
2:Del:R:2	0.00191896	0.00273502	0.00142748	0.00380464	0.01208539	0.00209686
2:Del:R:3	0.00304380	0.00001878	0.00012781	0.00340178	0.00240616	0.00011267
2:Del:R:4	0.00183269	0.00000683	0.00013230	0.00241292	0.00096805	0.00020969
2:Del:R:5	0.00477193	0.00000000	0.00000000	0.00755532	0.00033980	0.00107562
3:Del:R:0	0.00057398	0.00002791	0.00097174	0.00443637	0.00736392	0.00732326
3:Del:R:1	0.00572677	0.01053731	0.00635610	0.00464038	0.02593331	0.00470097
3:Del:R:2	0.00216034	0.00240382	0.00143678	0.00252679	0.00569171	0.00054160
3:Del:R:3	0.00055755	0.00022231	0.00018696	0.00110715	0.00205288	0.00000260
3:Del:R:4	0.00029483	0.00011931	0.00017687	0.00142882	0.00008453	0.00045229
3:Del:R:5	0.00034655	0.00000998	0.00014005	0.00094277	0.00017461	0.00045104
4:Del:R:0	0.00049132	0.00002222	0.00076106	0.00559783	0.00470992	0.00629114
4:Del:R:1	0.00410127	0.00366321	0.00385159	0.00838338	0.01698838	0.00516485
4:Del:R:2	0.00108875	0.00066592	0.00068925	0.00568418	0.00411409	0.00035991
4:Del:R:3	0.00074945	0.00078366	0.00000212	0.00285886	0.00047657	0.00047396
4:Del:R:4	0.00034090	0.00003028	0.00003706	0.00075362	0.00039281	0.00034885
4:Del:R:5	0.00037814	0.00001215	0.00000046	0.00091966	0.00000124	0.00000623
5:Del:R:0	0.00001171	0.00074403	0.00402705	0.05817729	0.02351110	0.06883341
5:Del:R:1	0.00209892	0.00276113	0.00270527	0.01035710	0.00330782	0.00965503
5:Del:R:2	0.00025842	0.00035723	0.00032581	0.00388096	0.00060538	0.00233770
5:Del:R:3	0.00031453	0.00004920	0.00000108	0.00143328	0.00006142	0.00041188
5:Del:R:4	0.00014063	0.00000429	0.00000343	0.00034630	0.00009306	0.00002224
5:Del:R:5	0.00004787	0.00000000	0.00001553	0.00015182	0.00003367	0.00002380
2:Ins:R:0	0.00109221	0.00314135	0.01221380	0.03148866	0.00277909	0.00195140
2:Ins:R:1	0.00014560	0.00352453	0.00186901	0.00874076	0.00808131	0.00057149
2:Ins:R:2	0.00035417	0.00275013	0.00070256	0.00356268	0.00301984	0.00147599
