Samples	ID83A	ID83B	ID83C
SP127630	9.92E+00	1.01E+01	2.29E+00
SP127634	9.95E+00	3.47E+00	1.06E+01
SP127636	5.26E+00	6.64E+00	3.08E+00
SP127628	4.62E+00	4.77E+00	1.71E+00
SP127640	8.19E+00	9.29E+00	2.49E+00
SP127638	7.58E+00	8.21E+00	2.70E+00
SP127632	1.57E+01	1.81E+01	4.51E+00
SP59388	2.96E+00	3.04E+00	1.20E+00
SP116649	5.64E+00	6.59E+00	2.74E+00
SP59416	3.36E+00	3.68E+00	1.78E+00
SP124977	7.14E+00	7.47E+00	1.81E+00
SP59356	2.63E+00	2.88E+00	1.94E+00
SP116612	5.72E+00	7.01E+00	2.63E+00
SP116659	3.65E+00	3.64E+00	3.94E+00
SP116668	5.74E+00	9.35E+00	6.73E+00
SP116630	1.67E+01	1.67E+01	0.00E+00
SP59412	6.53E+00	7.88E+00	2.77E+00
SP116686	2.29E+00	2.30E+00	2.10E+00
SP116694	5.74E+00	6.67E+00	2.69E+00
SP116712	1.71E+00	1.61E+00	7.77E-01
SP116726	4.47E+00	5.72E+00	3.13E+00
SP116723	1.87E+00	1.55E+00	1.69E+00
SP59276	1.69E+00	1.55E+00	9.71E-01
SP116703	1.69E+00	1.65E+00	1.54E+00
SP59312	7.40E+00	8.58E+00	2.66E+00
SP116701	3.32E+00	4.42E+00	3.20E+00
SP59296	2.03E+00	1.91E+00	8.67E-01
SP59280	3.83E+00	3.95E+00	1.36E+00
SP59344	1.74E+00	1.65E+00	1.19E+00
SP59460	3.33E+00	4.10E+00	2.68E+00
SP59404	2.30E+00	2.20E+00	8.55E-01
SP116709	2.44E+00	2.57E+00	2.24E+00
SP59448	2.80E+01	2.79E+01	3.27E+00
SP116614	5.49E+00	6.97E+00	3.19E+00
SP59464	2.07E+00	2.20E+00	1.56E+00
SP59364	3.61E+00	2.72E+00	3.74E+00
SP116663	1.47E+01	1.51E+01	2.66E+00
SP59444	2.20E+00	1.73E+00	1.99E+00
SP116690	1.01E+01	1.23E+01	4.01E+00
SP59270	1.69E+00	1.52E+00	8.55E-01
SP59352	3.14E+00	3.37E+00	3.13E+00
