Samples	ID83A	ID83B	ID83C
SP127630	886	288	34
SP127634	395	323	731
SP127636	588	466	184
SP127628	361	213	56
SP127640	751	290	123
SP127638	512	1021	123
SP127632	1777	157	172
SP59388	186	149	34
SP116649	486	374	160
SP59416	272	130	88
SP124977	628	132	42
SP59356	206	98	101
SP116612	607	114	147
SP116659	170	431	268
SP116668	823	432	518
SP116630	1367	149	0
SP59412	657	266	145
SP116686	179	62	129
SP116694	534	219	182
SP116712	51	39	27
SP116726	418	463	178
SP116723	124	32	93
SP59276	40	100	38
SP116703	117	20	89
SP59312	675	500	108
SP116701	377	244	206
SP59296	100	131	30
SP59280	211	212	59
SP59344	47	114	54
SP59460	254	416	150
SP59404	117	143	15
SP116709	174	150	115
SP59448	2275	1067	16
SP116614	542	571	172
SP59464	177	26	83
SP59364	165	164	268
SP116663	1254	601	45
SP59444	88	74	115
SP116690	1082	514	227
SP59270	74	65	26
SP59352	191	259	194
SP116652	131	42	12
SP116715	2748	589	105
SP116718	316	108	160
SP116720	107	48	95
SP59284	295	165	0
SP116618	191	66	124
SP59436	23	1	37
SP116645	363	725	226
SP59320	136	69	123
SP116672	61	12	50
SP116635	135	141	126
SP59328	122	112	40
SP116627	161	41	65
SP116725	78	58	20
SP59292	122	63	95
SP116683	228	248	191
SP59372	60	0	84
SP116610	400	357	361
SP116638	86	136	103
SP59336	146	43	10
SP124971	868	496	168
SP116665	91	4	48
SP116674	251	274	142
SP116657	942	721	318
SP116670	1137	0	67
SP116642	699	258	262
SP116606	200	13	217
SP116604	149	68	149
SP59376	77	42	26
SP59272	77	170	32
SP124969	1069	433	243
SP116608	74	6	51
SP59396	136	98	12
SP116688	122	137	53
SP59392	65	138	10
SP59456	289	194	161
SP59348	190	81	118
SP59300	449	54	276
SP59340	147	113	105
SP59380	31	30	69
SP59440	653	50	55
SP59428	43	48	84
SP59400	1207	0	214
SP116624	358	138	73
SP59432	78	64	140
SP59452	985	233	168
SP116679	45	9	49
SP116676	1658	0	214
SP59360	707	129	0
SP59384	247	231	25
SP59332	110	66	42
SP116616	428	184	143
SP124981	292	100	83
SP59368	960	218	255
SP116648	1221	831	196
SP59420	62	64	108
SP116706	254	193	252
SP116654	179	137	135
SP59308	174	109	72
SP59288	830	17	0
SP116622	131	26	55
SP59316	152	78	87
SP59324	88	64	107
SP116697	8539	421	424
SP59304	1578	1160	672
SP116620	1553	223	233
SP13289	7	17	42
SP116742	0	13	36
SP115134	0	13	31
SP96884	5	15	49
SP13385	1	33	152
SP13291	19	22	93
SP13514	94	40	36
SP115117	37	11	14
SP115114	106	66	42
SP13279	20	20	57
SP13487	7	27	52
SP13361	85	36	57
SP13421	126	18	32
SP116738	20	8	74
SP13293	0	19	84
SP13281	49	23	21
SP13677	6	15	71
SP13399	16	14	78
SP116732	63	27	48
SP115073	1	26	40
SP13307	5	27	102
SP13299	51	47	119
SP13481	15	10	56
SP116780	10	14	93
SP13433	46	2	71
SP115064	54	47	59
SP13359	20	4	71
SP116734	153	0	33
SP116770	32	13	33
SP13323	16	13	66
SP13367	120	68	54
SP96882	28	19	172
SP13283	4	17	42
SP116728	15	17	61
SP13478	5	8	47
SP116744	27	16	76
SP115093	140	16	70
SP13315	0	11	23
SP13331	87	11	66
SP115108	124	27	45
SP116752	5	20	99
SP115085	6	16	101
SP115102	19	23	73
SP13379	3	35	71
SP116750	84	40	61
SP115125	3	16	45
SP115089	69	45	53
SP13297	9	35	79
SP13339	5	14	41
SP13671	5	20	110
SP116776	19	5	63
SP13683	64	16	10
SP116758	122	10	24
SP116782	153	23	48
SP13317	2	35	66
SP115128	43	39	14
SP116754	62	29	30
SP116766	169	101	80
SP116748	44	89	94
SP115070	19	12	66
SP115131	29	34	29
SP115097	21	19	84
SP115060	87	14	45
SP13594	69	60	30
SP96834	34	33	70
SP115057	3	27	124
SP116768	69	37	31
SP13442	79	49	66
SP13325	4	32	23
SP116736	16	19	70
SP13619	28	29	69
SP115111	97	83	101
SP116760	46	21	50
SP13311	6	17	67
SP13509	26	12	55
SP13539	8	17	53
SP13624	3	17	89
SP116746	74	22	18
SP13490	3	27	99
SP116774	26	20	52
SP115105	11	23	65
SP13278	0	30	63
SP116756	72	88	67
SP13319	3	10	24
SP13280	86	16	35
SP13363	0	35	49
SP13347	9	28	74
SP116730	79	25	57
SP13365	5	15	57
SP115099	69	65	29
SP116764	22	18	52
SP116772	39	5	71
SP96888	2	18	30
SP13327	39	26	77
SP116740	112	17	45
CPCT02150038T	264	375	188
CPCT02040203T	0	4	83
CPCT02300038T	943	422	235
WIDE01010265T	741	357	161
CPCT02310012T	1185	1005	323
CPCT02080232T	1736	1056	145
CPCT02180068T	2746	3136	289
CPCT02290041T	294	1198	356
CPCT02040278T	583	472	281
CPCT02310017T	2089	1970	232
CPCT02150022T	119	50	112
CPCT02150026T	1770	664	128
CPCT02150030T	204	1320	203
CPCT02180037T	533	323	255
CPCT02150033T	185	153	220
CPCT02230051T	75	70	133
CPCT02340030T	395	0	971
CPCT02340031T	1206	239	126
CPCT02230066T	503	82	136
CPCT02180043T	554	426	339
CPCT02120032T	0	11902	0
CPCT02300023T	235	261	269
CPCT02180001T	1401	988	227
CPCT02330016T	1277	730	79
CPCT02180015T	287	223	111
WIDE01010545T	2082	856	46
