Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
CPCT02210033T	601	533	754	299	131	11	320	57	84
CPCT02050163T	584	236	171	273	99	100	420	93	58
CPCT02030277T	1844	169	378	69	451	337	164	115	209
CPCT02100064T	451	449	165	149	148	11	51	35	28
CPCT02010569T	1542	821	853	58	44	325	118	74	41
CPCT02110032T	0	207	111	6	86	113	56	130	124
CPCT02340011T	339	214	384	6	36	48	96	6	16
CPCT02330033T	0	219	210	704	94	0	155	26	50
CPCT02040119T	213	281	53	38	109	153	140	94	80
CPCT02020536T	180	56	210	455	139	297	127	145	187
CPCT02340012T	398	627	318	93	113	15	78	40	42
CPCT02020527T	25	149	93	18	19	139	50	34	87
CPCT02020526T	229	935	535	35	62	110	88	223	179
CPCT02100098T	169	426	402	17	53	113	40	48	66
CPCT02230029T	616	450	301	28	36	124	62	70	60
CPCT02230030T	677	297	771	46	128	278	36	87	50
CPCT02230034T	634	560	224	165	49	119	121	5	31
CPCT02070034T	513	334	415	31	97	144	145	63	119
CPCT02030363T	652	257	9	18	24	75	64	39	31
CPCT02230039T	1289	489	726	373	888	0	139	311	68
CPCT02080130T	449	218	550	107	72	259	441	163	69
CPCT02340019T	904	765	631	129	99	128	97	36	75
CPCT02050233T	570	0	412	138	266	241	234	53	122
CPCT02100044T	890	1473	13	72	51	73	103	31	90
CPCT02050100T	478	239	253	72	211	100	106	14	0
CPCT02030243T	0	86	0	2	399	174	98	150	210
CPCT02050041T	1197	744	1085	217	301	351	196	800	47
CPCT02030310T	626	405	127	90	240	212	122	156	91
CPCT02220007T	363	322	203	128	69	154	67	74	76
CPCT02030307T	643	437	439	85	340	30	15	184	44
CPCT02030304T	58	228	238	25	31	100	71	95	40
CPCT02110018T	425	421	266	125	81	43	69	24	30
CPCT02100061T	472	195	152	285	97	138	157	37	19
CPCT02070120T	497	776	551	42	73	123	72	13	11
CPCT02120011T	928	613	391	292	141	216	178	66	35
CPCT02120012T	742	851	1107	83	102	21	42	62	42
CPCT02050147T	974	668	835	145	183	97	148	104	48
CPCT02030335T	987	311	683	179	109	492	28	18	329
CPCT02040108T	334	294	472	71	66	308	17	90	48
CPCT02400002T	511	267	330	55	188	189	133	37	109
CPCT02340041T	1454	446	1009	359	218	359	198	164	54
CPCT02380030T	332	246	123	22	61	123	147	67	31
CPCT02040196T	1213	819	783	148	341	182	299	111	0
CPCT02230068T	481	682	64	121	72	68	96	32	70
CPCT02100127T	1130	432	414	117	242	197	180	86	105
CPCT02100133T	0	822	0	0	62	25	403	7	64
CPCT02090026T	803	468	177	80	364	34	165	49	49
CPCT02050287T	441	614	395	83	103	101	135	272	92
CPCT02050292T	460	318	527	189	165	89	302	33	79
DRUP01050016T	602	0	460	141	378	292	201	90	202
CPCT02250004T	1094	869	438	186	301	11	93	37	57
WIDE01010644T	69	242	260	52	64	72	31	31	38
WIDE01010539T	860	1393	1374	191	219	0	47	21	0
WIDE01010590T	681	593	1294	598	256	104	85	148	50
WIDE01010691T	512	332	278	59	144	77	79	15	84
WIDE01010704T	687	924	16	81	67	108	91	129	72
WIDE01010725T	259	0	447	135	26	0	108	2047	61
