Sample Names	MutationType	ID1	ID2	ID3	ID4	ID8	ID9	ID13	ID19	ID21	ID22	ID25	ID83H	ID83I	ID83J
SP124389	1:Del:C:0	0.0002697427191172319	0.005541164042882172	0.3895053215839166	0.0	0.0	0.0	0.604683771654084	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:C:1	0.0016004280697335916	3.113202154342124e-05	0.7999691118753064	0.0	0.0	0.0	0.19839932803341662	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:C:2	9.340064008439065e-18	5.9749512767233766e-06	0.9209906470729757	0.0	0.0	0.0	0.07900337797574754	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:C:3	0.012600233675000815	0.011117375243475017	0.7830324997404287	0.0	0.0	0.0	0.19324989134109552	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:C:4	0.0065053642804228035	0.024197590793044708	0.7503200163744584	0.0	0.0	0.0	0.21897702855207396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:C:5	0.05671003045339287	0.1674475120293797	0.6982701252989014	0.0	0.0	0.0	0.07757233221832607	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:T:0	0.0035456223288478496	0.014551121694295472	0.1881437326362816	0.0	0.0	0.0	0.7937595233405751	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:T:1	1.2040875811993444e-18	9.783163223217657e-19	0.00896238901724215	0.0	0.0	0.0	0.9910376109827579	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:T:2	0.005631368986170036	0.028809236627311396	0.18368853713789576	0.0	0.0	0.0	0.7818708572486228	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:T:3	0.005788150165094859	0.03473322800155772	0.09399571232637224	0.0	0.0	0.0	0.8654829095069752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:T:4	0.0224169606716657	0.16758387084280557	0.15291448698535504	0.0	0.0	0.0	0.6570846815001737	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Del:T:5	5.4904737276188154e-18	0.9200897285198745	0.024767281630956955	0.0	0.0	0.0	0.055142989849168586	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:C:0	1.702471796005423e-16	1.3832514946010508e-16	0.1983269704494144	0.0	0.0	0.0	0.8016730295505853	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:C:1	2.732856746328284e-16	0.012761936840098732	0.24130221964304313	0.0	0.0	0.0	0.7459358435168579	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:C:2	4.274242192822023e-16	0.00230348052610528	0.4178116444852992	0.0	0.0	0.0	0.579884874988595	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:C:3	0.05783502704000259	0.020016993091271914	0.781757848417375	0.0	0.0	0.0	0.14039013145135043	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:C:4	0.1006991572443853	0.11180994234324548	0.7416714712742145	0.0	0.0	0.0	0.04581942913815461	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:C:5	0.5071358507207806	0.1281503977011097	0.28402314859111455	0.0	0.0	0.0	0.08069060298699512	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:T:0	0.008690834436945257	0.003442158224573923	0.13188060975919466	0.0	0.0	0.0	0.8559863975792862	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:T:1	0.0003808227587700417	2.5413651184485122e-17	0.7542376640072291	0.0	0.0	0.0	0.2453815132340008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:T:2	0.0021039716582369763	0.004805792499130906	0.8109042033442979	0.0	0.0	0.0	0.18218603249833407	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:T:3	0.04152386556725537	0.007214885920178482	0.455126772602038	0.0	0.0	0.0	0.496134475910528	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:T:4	0.17106017843337806	0.02439601740853951	0.12482496008796976	0.0	0.0	0.0	0.6797188440701126	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	1:Ins:T:5	0.8889533888527044	0.0021281481720201918	0.04835690177759957	0.0	0.0	0.0	0.060561561197675785	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	2:Del:R:0	0.005086661401713557	0.0008269313794449201	0.09466643745275498	0.0	0.0	0.0	0.8994199697660866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	2:Del:R:1	0.028350694518885725	0.05646763275894666	0.3645509866466438	0.0	0.0	0.0	0.5506306860755238	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	2:Del:R:2	0.011651056346201305	0.03103548351824347	0.5383462309367946	0.0	0.0	0.0	0.41896722919876056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	2:Del:R:3	0.030797164694211746	0.036315343216569776	0.8912267435768623	0.0	0.0	0.0	0.04166074851235617	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	2:Del:R:4	0.009233489108672858	0.10154543859827071	0.8835525620145535	0.0	0.0	0.0	0.005668510278502965	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	2:Del:R:5	6.0189052510101765e-15	5.781739414481974e-15	0.340767960001997	0.0	0.0	0.0	0.6592320399979912	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	3:Del:R:0	0.007174104910603385	0.0004768340193301979	0.061098874344844664	0.0	0.0	0.0	0.9312501867252218	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP124389	3:Del:R:1	0.3212793435099045	0.21840171939160535	0.04419425060712018	0.0	0.0	0.0	0.41612468649136997	0.0	0.0	0.0	0.0	0.0	0.0	0.0
