Samples	ID83A	ID83B	ID83C
SP101845	2.60E+00	2.61E+00	1.28E+00
SP101682	9.96E-01	1.70E+00	1.41E+00
SP61553	4.74E-01	1.08E+00	9.56E-01
SP101724	1.74E+00	2.20E+00	1.86E+00
SP102103	8.99E-01	1.26E+00	8.87E-01
SP102174	1.24E+00	1.67E+00	1.22E+00
SP101622	2.75E+00	2.72E+00	9.35E-01
SP102161	1.61E+00	1.69E+00	1.01E+00
SP101654	1.07E+00	1.90E+00	1.51E+00
SP102074	1.05E+00	1.27E+00	7.93E-01
SP101694	1.37E+00	1.83E+00	1.15E+00
SP101616	1.49E+00	2.14E+00	1.40E+00
SP101666	2.08E+00	2.02E+00	1.04E+00
SP101558	9.77E-01	3.79E-01	9.01E-01
SP102096	1.26E+00	1.62E+00	1.21E+00
SP102084	1.47E+00	1.65E+00	1.32E+00
SP101580	1.91E+00	1.95E+00	1.11E+00
SP102064	2.28E+00	2.16E+00	9.60E-01
SP101564	1.07E+00	1.23E+00	8.59E-01
SP101921	8.16E-01	1.36E+00	1.10E+00
SP101648	2.10E+00	2.22E+00	7.82E-01
SP101628	1.02E+00	1.37E+00	1.08E+00
SP101708	1.11E+00	1.34E+00	1.01E+00
SP102055	7.27E-01	9.59E-01	6.72E-01
SP101634	1.59E+00	1.65E+00	6.56E-01
SP101588	1.01E+00	1.51E+00	1.16E+00
SP101584	1.26E+00	1.51E+00	9.44E-01
SP101686	7.06E-01	1.28E+00	9.51E-01
SP101532	2.21E+00	2.15E+00	8.05E-01
SP101732	2.29E+00	2.39E+00	9.48E-01
SP101528	1.09E+00	1.31E+00	8.55E-01
SP101536	7.30E-01	1.01E+00	8.04E-01
SP101576	1.43E+00	1.91E+00	1.25E+00
SP102015	2.97E+00	2.91E+00	7.11E-01
SP102168	9.86E-01	1.18E+00	8.71E-01
SP101716	1.78E+00	2.27E+00	1.77E+00
SP101592	1.18E+00	1.45E+00	9.86E-01
SP101658	5.22E-01	6.95E-01	5.42E-01
SP102045	3.46E+00	3.16E+00	1.52E+00
SP101552	3.22E+00	3.13E+00	9.25E-01
SP101519	1.46E+00	1.42E+00	8.76E-01
SP101690	1.40E+00	1.84E+00	1.28E+00
SP102123	1.05E+00	1.34E+00	1.05E+00
SP101662	2.00E+00	1.97E+00	7.80E-01
SP101600	6.73E-01	1.06E+00	9.10E-01
SP101544	1.13E+00	1.50E+00	1.27E+00
SP102133	1.15E+00	0.00E+00	1.15E+00
SP101881	2.26E+00	2.25E+00	9.06E-01
SP102035	1.06E+00	3.54E-01	1.04E+00
SP101642	2.64E+00	2.61E+00	1.65E+00
SP101596	1.04E+00	1.64E+00	1.28E+00
SP101670	2.58E+00	2.43E+00	1.16E+00
SP101674	1.53E+00	1.47E+00	5.05E-01
SP101572	6.61E-01	8.50E-01	6.95E-01
SP101678	2.50E+00	2.40E+00	1.16E+00
SP101740	2.25E+00	1.48E+00	1.66E+00
SP101700	1.65E+00	1.46E+00	8.19E-01
SP101891	3.02E+00	3.09E+00	1.03E+00
SP102143	1.47E+00	1.13E+00	9.29E-01
SP102113	1.94E+00	1.92E+00	5.98E-01
SP101521	8.94E-01	1.26E+00	1.05E+00
SP101526	1.95E+00	2.34E+00	1.17E+00
SP101540	1.08E+00	1.49E+00	1.19E+00
SP101604	1.68E+00	1.70E+00	8.15E-01
SP101548	2.18E+00	2.16E+00	7.30E-01
SP101523	1.91E+00	1.84E+00	8.46E-01
SP102090	8.53E-01	1.34E+00	1.17E+00
SP101795	1.98E+00	1.95E+00	1.01E+00
SP102187	2.13E+00	2.32E+00	8.58E-01
SP101515	1.69E+00	1.73E+00	6.39E-01
