Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP95454	16779	2835	2719	3020	391	611	1344	570	0	0	53	0	0	0	0	0	0	0	0	0
SP94741	35080	2071	6178	5232	1112	2299	1729	1293	0	0	138	0	0	0	0	0	0	0	0	0
SP90209	44890	43811	18796	4210	13270	2192	0	43	0	0	0	0	0	0	0	0	0	0	0	0
SP90989	36849	4554	1983	2358	1014	2998	0	872	0	0	0	0	0	0	0	0	0	0	0	0
SP93540	61343	3644	7763	8639	1143	11165	0	2343	0	0	0	0	0	0	0	0	0	0	0	0
SP93227	47472	37045	12420	1932	28612	1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP94348	33678	1619	5387	5822	772	2034	0	1054	0	0	0	0	0	0	0	0	0	0	0	0
SP94588	0	46	115	0	28	11	0	2	34	2	41	35	0	0	28	128	38	0	25	0
SP90725	0	0	87	10	10	0	62	0	5	1	0	26	0	34	9	22	92	0	49	0
SP94236	26	0	35	4	9	8	0	14	20	4	0	37	0	48	88	191	0	0	26	1
SP93772	31	0	41	1	26	2	0	0	31	4	40	24	74	19	4	63	0	0	25	0
SP92195	23	0	103	0	67	0	12	1	42	6	27	32	86	41	43	0	11	9	7	4
SP89957	140	0	91	0	25	0	18	6	4	6	0	27	80	3	6	35	0	0	35	3
SP92268	56	75	28	3	0	0	27	0	3	3	4	40	17	109	15	0	58	0	0	0
SP92707	33	0	65	0	11	2	0	0	0	2	13	28	54	6	0	116	0	0	0	3
SP89687	40	0	73	0	16	0	0	0	48	0	0	25	90	0	55	0	125	15	5	8
SP90269	2	39	187	13	0	0	0	6	20	2	16	18	62	0	0	0	0	86	13	24
SP94933	22429	0	10957	831	648	1372	24686	0	0	0	3175	0	0	0	0	0	0	0	0	188
SP95126	91	36	3	9	48	5	0	0	77	0	0	0	145	0	92	150	158	0	2	0
SP95646	25	71	45	1	27	0	0	7	21	5	3	19	110	99	59	0	0	0	1	12
SP89443	29	0	78	0	18	2	0	19	5	1	0	57	24	0	48	48	0	0	33	9
SP89651	20	0	45	6	9	7	0	1	38	1	4	14	67	0	27	28	0	0	4	12
SP94060	27	0	83	8	0	0	0	0	0	3	5	26	69	50	22	68	0	1	15	0
SP92787	0	52	15	0	6	0	0	1	18	1	8	44	78	0	11	33	7	10	0	8
SP92723	28	0	133	11	9	29	0	1	9	1	10	9	55	0	15	123	0	0	0	1
SP92364	34131	6776	4124	3160	1699	2204	6160	450	0	0	980	0	0	0	0	0	0	0	0	0
SP95406	0	93	0	17	4	0	0	0	8	0	0	31	63	0	0	68	9	0	5	6
SP91746	6	79	0	0	0	4	0	0	21	0	0	6	52	101	3	16	0	14	14	7
SP92332	0	197	0	6	54	0	0	0	112	0	1	18	63	0	156	66	39	0	7	1
SP91730	0	127	3	17	0	0	0	2	499	0	24	12	130	0	83	40	36	0	16	0
SP92947	36	51	60	7	0	0	94	1	7	0	0	13	29	49	5	83	39	9	15	9
SP91666	75	56	166	0	13	0	0	23	7	0	27	15	67	0	63	4	23	0	0	7
SP90245	0	154	25	0	2	0	0	9	34	3	24	62	150	0	57	0	0	0	9	1
SP90893	13	41	62	5	15	0	0	0	24	3	13	36	158	0	55	0	0	0	10	6
SP89519	58	0	75	7	3	0	0	4	2	0	12	0	5	32	2	184	0	0	24	0
SP94917	9493	2574	2483	1986	339	354	0	554	0	0	90	0	0	0	0	0	0	0	0	0
SP92659	397	170	2127	0	380	0	221	0	2	25	0	27	0	0	61	0	0	0	7	285
SP94332	76	0	15	0	8	0	0	0	712	7	0	244	0	0	0	0	0	0	0	14
SP94661	48	27	63	0	0	12	42	0	20	0	0	9	59	0	35	131	2	0	22	8
SP93652	2	12	70	0	33	0	71	1	14	5	0	69	52	23	0	29	51	0	6	3
SP90125	0	149	2	1	11	0	0	3	2	16	0	54	15	36	63	44	0	9	36	11
SP94540	39	18	283	0	11	0	0	6	27	6	8	46	22	0	0	27	0	64	10	0
SP95222	103	1	89	0	101	0	0	3	54	2	0	24	149	0	87	0	129	0	0	0
SP89389	1	1	48	1	19	9	0	0	31	3	7	37	6	0	43	121	211	0	9	0
SP90503	15	61	23	0	19	0	0	8	3	0	0	58	26	0	5	96	0	21	5	3
SP92460	7708	2124	1211	1673	158	95	746	343	0	0	128	0	0	0	0	0	0	0	0	0
SP92931	0	0	84	12	24	0	0	0	25	2	0	35	108	0	0	48	166	0	0	11
SP91265	111	136	19	21	47	0	0	0	13	0	0	70	6	37	105	167	5	0	15	6
SP89909	7093	3148	0	1652	291	342	0	136	0	0	0	0	0	0	0	0	0	0	0	0
SP90629	21	0	52	14	83	0	0	7	39	6	0	58	144	0	227	0	226	0	29	26
SP95550	0	92	28	0	22	0	0	0	82	0	4	13	27	0	48	60	258	0	3	4
CPCT02020389T	128	26	100	0	0	0	4	4	13	18	6	20	0	0	21	45	0	72	5	19
CPCT02080033T	23	79	162	12	0	13	101	0	0	78	2	50	39	338	4	0	0	18	10	13
CPCT02060156T	272	0	83	46	5	0	130	28	10	99	13	97	20	0	0	210	0	114	0	23
DRUP01340014T	18	0	40	4	10	0	0	2	0	15	37	27	0	0	0	0	0	0	24	264
DRUP01010121T	305	7	77	44	30	0	81	23	53	42	7	22	27	0	39	32	148	82	45	1
CPCT02130034T	61	36	0	12	44	9	43	0	34	108	0	39	16	233	110	0	49	0	54	11
CPCT02260015T	151	45	88	7	59	0	45	8	112	199	0	292	17	0	54	0	306	0	1	25
CPCT02220071T	10213	1340	699	1023	18	135	0	723	35	161	84	0	0	0	39	0	0	0	0	70
CPCT02010710T	134	0	101	24	28	0	39	14	101	96	22	19	74	0	0	0	24	1	22	11
CPCT02340068T	16	0	33	23	16	14	21	0	0	38	11	44	55	82	22	0	0	14	14	12
CPCT02130050T	96	0	115	5	35	0	3	16	22	203	24	96	0	217	104	0	0	0	44	3
DRUP01060016T	2	0	55	12	38	0	0	2	25	89	18	328	0	0	29	0	77	0	51	3
CPCT02260017T	171	95	255	2	0	14	0	7	33	63	26	32	170	106	4	56	0	0	26	57
CPCT02020682T	733	168	322	2	34	0	108	14	9	118	0	54	95	0	32	0	0	65	53	31
DRUP01030013T	33562	0	5587	6157	1115	4126	0	1588	24	635	0	0	0	0	0	0	0	0	0	0
